round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,fed_brier,fed_auprc,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.49304648626371,267.2446899932503,3.65056,3.65056,0.9971592150692714,0.6044161642015253,0.19738254661620006,1.647170881003695,0.26586015776228705,0.5122533228688957,0.2534013177993454,0.18820969092315984,0.11493674073141559,0.39086039845973597,0.5608266529673505,0.14030855240543816,1.231900409961843,0.2045002711006687,0.2176050567716259,0.5311331748962402,0.41901104989544513,0.2763798039335601,0.11389601892395189,0.024110793814065088,2.571373659884557,0.019913061158817198,0.026922937543064115
2.0,11.093191400036272,279.8845808977922,5.632,5.632,0.5412350858791136,0.6595529979362343,0.24498011285705804,1.969525267961266,0.30023456629989714,0.5289566811672907,0.24096664632714992,0.22494193812188437,0.11493674073141559,0.37624632047122647,0.6242528997641656,0.1722672362562268,1.5124956770547815,0.2045002711006687,0.2553004504009667,0.5318542122840881,0.41625844281826957,0.2738831948691892,0.11389601892395189,0.020054102447728792,1.33191111497581,,0.020054102447728792
3.0,10.535193422821363,371.80298716402893,7.61344,7.61344,0.5412350858791136,0.6711444007063172,0.26846336747850447,2.1131136776670765,0.3090028638127603,0.5386989312268131,0.2391271605361799,0.24084232297215896,0.11493674073141559,0.375315440449937,0.5666670046652336,0.13424254996581053,1.1786412838138265,0.2045002711006687,0.22414084983917387,0.5305674076080322,0.41678985868584334,0.27454761099464786,0.11389601892395189,0.014339252686868923,1.0030377879738808,,0.014339252686868923
4.0,9.993043192509456,415.93052890409854,9.59488,9.59488,0.5412350858791136,0.6740731997607617,0.2775261110970982,2.127172854790437,0.31647372402738866,0.5506245399568922,0.23998763485240485,0.24188770902623272,0.11493674073141559,0.37721248994826845,0.41065416577293656,0.09657551077950194,0.8479270100211772,0.2045002711006687,0.2045002711006687,0.505784273147583,0.4148228775063581,0.27320843556651175,0.11389601892395189,0.012571508002210779,0.9138198159635067,,0.012571508002210779
5.0,10.13866139895627,466.8678679102475,11.264,11.264,0.4559241291901578,0.6584841385106894,0.2702978493217244,1.9970153894691784,0.29702774417684324,0.5536254542026402,0.24160596123373387,0.2274371601839483,0.11493674073141559,0.37846454566605703,0.4056018066993892,0.09624783763051702,0.8450500600445172,0.20441914057204827,0.2045002711006687,0.4988177418708801,0.4149760776517904,0.27342403829268414,0.11389601892395189,0.01826268827305365,0.8193506100215018,0.01826268827305365,
6.0,9.79120891048586,505.7189344627586,13.24544,13.24544,0.5412350858791136,0.6661924163118299,0.2783243865084804,2.0171606543588783,0.3096601051629931,0.571510658770201,0.240061368725515,0.22888999721335163,0.11493674073141559,0.37707395784173703,0.37219547989831325,0.08782551036178061,0.7711025476704458,0.2045002711006687,0.2045002711006687,0.5029427409172058,0.4158805148987556,0.2742187400628332,0.11389601892395189,0.010888337071077463,0.8260718476958573,,0.010888337071077463
7.0,9.295478540726265,511.85308135288835,15.22688,15.22688,0.5412350858791136,0.6746233904230752,0.2857034011137182,2.113969296643537,0.3178057634556576,0.5872392537438216,0.246951648263065,0.24008321772578056,0.11493674073141559,0.3865401345914985,0.6032929937063496,0.1488935470540796,1.3072761318680985,0.2045002711006687,0.2402443162538174,0.5310487747192383,0.4167819697145691,0.2744841973449165,0.11389601892395189,0.008248299185878999,0.6484706688206643,,0.008248299185878999
8.0,8.811812338539678,538.0482575331431,17.20832,17.20832,0.5412350858791136,0.6796106368810655,0.2965690750665378,2.245694834295528,0.3237991157955342,0.5745897166055302,0.23357065071709815,0.2550149967628264,0.11493674073141559,0.36951614052756965,0.6031356361309558,0.1597729838817163,1.4027969141607692,0.2045002711006687,0.2406267487409066,0.5331041812896729,0.41909179645381656,0.27645040295654216,0.11389601892395189,0.008157784530553313,0.6615518578328192,,0.008157784530553313
9.0,8.636376433998048,611.9877806637085,19.18976,19.18976,0.5412350858791136,0.6825924015198297,0.29101622470137456,2.2884210382812493,0.3289527366430908,0.6037140986561782,0.24648980186027503,0.2591203766197812,0.11493674073141559,0.3866188473497228,0.571453076922266,0.1345851892925677,1.1816496359054474,0.2045002711006687,0.2264824588637069,0.530866265296936,0.4169854311669705,0.2747232425728411,0.11389601892395189,0.007553953368132988,0.6343593879137188,,0.007553953368132988
10.0,9.504000652546944,782.9732030768673,22.84032,22.84032,0.9971592150692714,0.6575311618460755,0.26779149441317895,2.0101041507475648,0.299113122837464,0.5844703563818765,0.2487476657795102,0.2296464344358032,0.11493674073141559,0.38679412423967824,0.6457851486675821,0.19107525902183864,1.677628953382639,0.2045002711006687,0.2661893914741295,0.5356404185295105,0.4189042465526844,0.2759676820362224,0.11389601892395189,0.009597154781306155,1.298448828747496,0.012859453807610492,0.007760627546120226
11.0,9.456488385975046,691.046771470974,24.82176,24.82176,0.5412350858791136,0.6627435481511085,0.2805204227830615,2.094576230322976,0.3090662340565208,0.5964483681728774,0.24580478733768477,0.23881750977432759,0.11493674073141559,0.3839128920311908,0.6331804040411444,0.17439116095957286,1.5311436045540225,0.2045002711006687,0.26200132038102425,0.5350263714790344,0.42005813821668,0.2770961924103665,0.11389601892395189,0.00689808946263627,0.6144154404755682,,0.00689808946263627
12.0,8.91596672292699,620.0385849411502,26.8032,26.8032,0.5412350858791136,0.6709857532054693,0.2972424814937844,2.140379008804029,0.3161972760157437,0.5209603343697574,0.23440016335302363,0.2433965156942744,0.11493674073141559,0.37008544544542726,0.6410842244406195,0.17863858036026106,1.568435684126393,0.2045002711006687,0.2662480376766091,0.5336942076683044,0.41752471084281295,0.2748868256707934,0.11389601892395189,0.006567865714449404,0.6027701307320967,,0.006567865714449404
13.0,8.687919473834791,666.4461671154534,28.78464,28.78464,0.5412350858791136,0.6746960359215264,0.3033173894178938,2.1852209523384194,0.3202988505323415,0.5615820221876328,0.23276748960402224,0.24836121691661997,0.11493674073141559,0.3687973735882051,0.6496000439531997,0.18646430864325042,1.6371450943140708,0.2045002711006687,0.27231305280085766,0.5360987186431885,0.41593884010608695,0.2732980355742799,0.11389601892395189,0.006178969150088736,0.5856389690889046,,0.006178969150088736
14.0,8.275339995778412,714.3903103288516,30.76608,30.76608,0.5412350858791136,0.6817998855945885,0.3062017401034433,2.298964801652391,0.33172625858056104,0.5802128178894598,0.2291383624152423,0.2607706211476415,0.11493674073141559,0.3636766156338681,0.6456816784379686,0.18048178208369753,1.5846188812288935,0.2045002711006687,0.26973542697354275,0.5337868928909302,0.4159323818322799,0.2733921638500776,0.11389601892395189,0.005792261768503107,0.5666467894916423,,0.005792261768503107
15.0,9.301467446154497,832.9510456764626,32.4352,32.4352,0.4559241291901578,0.6601944327100073,0.2728850933337645,2.0330189572910426,0.3043288417046325,0.5902864978560612,0.24647470493035245,0.23220240461581187,0.11493674073141559,0.38409148975751867,0.6456296860594014,0.1805957173331625,1.5856192256706165,0.2045002711006687,0.2684350132625995,0.5338229537010193,0.41556422110982383,0.2730469873537157,0.11389601892395189,0.009952428976839307,0.5248505589552224,0.009952428976839307,
16.0,9.20360884587913,720.6958976599946,34.41664,34.41664,0.5412350858791136,0.6646466573997604,0.28495282007681355,2.099476441531134,0.30921025663826135,0.5745261533130382,0.23762715259048534,0.2391165433321799,0.11493674073141559,0.37336644077643183,0.6532894196224934,0.19871078671640813,1.7446684141707083,0.2045002711006687,0.27468717020955824,0.5366615653038025,0.4179724444800159,0.27510233854541216,0.11389601892395189,0.006207533327464488,0.624737273901701,,0.006207533327464488
17.0,8.95628831539031,874.0729501510723,36.39808,36.39808,0.5412350858791136,0.6716119344239204,0.29251099201451,2.1527363093763077,0.31621268856290724,0.5723936588984645,0.2339868253069689,0.24474819893659677,0.11493674073141559,0.3693049176622308,0.6527562310663284,0.1963040845457767,1.7235377180026676,0.2045002711006687,0.2697571199605474,0.5354796051979065,0.41603646514052034,0.27339408018986633,0.11389601892395189,0.004915240925959825,0.5099606837029569,,0.004915240925959825
18.0,8.512105545222306,696.2897200540116,38.37952,38.37952,0.5412350858791136,0.6743709835052266,0.29995672138440316,2.184949461746951,0.3220197524534289,0.5724647117638787,0.23548929133069926,0.24830671764136128,0.11493674073141559,0.3718584753657825,0.6507504270954911,0.19700489630165968,1.7296908018637545,0.2045002711006687,0.2704339051463169,0.535566508769989,0.4157774186715116,0.2731746057812517,0.11389601892395189,0.005995353306634979,0.6388222146197222,,0.005995353306634979
19.0,8.26707972938164,786.9490763744795,40.36096,40.36096,0.5412350858791136,0.6791990517556318,0.30071541564213705,2.2859633179097627,0.3268669150368024,0.587798307279947,0.24110376616597665,0.2597764764638238,0.11493674073141559,0.379417891222722,0.6505887901570534,0.1943383743625004,1.7062789042017323,0.2045002711006687,0.27118265146434156,0.5356448888778687,0.4144657107674846,0.2719383994390345,0.11389601892395189,0.0064514624596464,0.7086081344168633,,0.0064514624596464
20.0,9.327977438846261,998.8375493132196,44.01152,44.01152,0.9971592150692714,0.660068543348312,0.2676338537280064,1.9889741712085511,0.30184751953173516,0.5944837755498706,0.24879999251024107,0.2271235145151844,0.11493674073141559,0.38592242264324406,0.652331369377601,0.1914317554971412,1.680758970381219,0.2045002711006687,0.27277203348104384,0.5366745591163635,0.4139836871052216,0.2714541171222437,0.11389601892395189,0.006177773590404588,1.0450492165982723,0.008633781290508532,0.004951891268388105
21.0,9.234891380982756,775.1091044995478,45.99296,45.99296,0.5412350858791136,0.6657966379061991,0.28757378338225,2.0889517966751545,0.31085835628824077,0.5911115270309408,0.23873600203857973,0.23871102464717658,0.11493674073141559,0.374684616554719,0.6529263012363369,0.18759867332782398,1.6471047460674038,0.2054270624658532,0.27666451195862957,0.5349442362785339,0.40949695187807983,0.267577249041483,0.11389601892395189,0.004831026723022757,0.5579441912705079,,0.004831026723022757
22.0,8.88346446571892,708.2775650435076,47.9744,47.9744,0.5412350858791136,0.6690734051557721,0.2798502574643868,2.166133693385728,0.31662402871322765,0.598017099115707,0.24793977184812874,0.24700640862208434,0.11493674073141559,0.38637484964530816,0.6556011666773506,0.1975177583532542,1.7341936989486555,0.2066832825625404,0.27629513343799056,0.5358899235725403,0.40930438227079685,0.26729633552009613,0.11389601892395189,0.004660899125363311,0.5505397379165515,,0.004660899125363311
23.0,8.603810306674314,656.3869137775578,49.95584,49.95584,0.5412350858791136,0.6733914698542237,0.2938936981630138,2.2076809995632938,0.32283253886022395,0.593973073146263,0.23844334338828854,0.25159125248382125,0.11493674073141559,0.37523386465405356,0.6534482831320961,0.19063386489688874,1.6737535402723298,0.2051724921594473,0.27255185721177033,0.5359216332435608,0.4099347504058598,0.26790652185809516,0.11389601892395189,0.004697755268538304,0.5683360663242638,,0.004697755268538304
24.0,8.338248420245511,816.7251763957748,51.93728,51.93728,0.5412350858791136,0.6793702690579612,0.29926625344406427,2.2563733010630584,0.32808982934619035,0.5937569034049304,0.2392381374721066,0.2569798506951103,0.11493674073141559,0.37719275981662403,0.6519663309253279,0.19182760718126568,1.684234523678554,0.20512820512820512,0.27482447342026084,0.5347575545310974,0.4094824453647918,0.2675989072868111,0.11389601892395189,0.0063878992729054064,0.7929116855375469,,0.0063878992729054064
25.0,9.25451526073537,758.3795704749912,53.6064,53.6064,0.4559241291901578,0.6628172951699933,0.27679746412419226,2.060966570321832,0.3058759080048218,0.5676874508733616,0.2390260049764803,0.2350453854660885,0.11493674073141559,0.3746242202546858,0.6514104655098649,0.18932147245174694,1.6622308157948562,0.2065891650967238,0.2783410138248848,0.5343227386474609,0.40727088841700076,0.26571003933726267,0.11389601892395189,0.008354830981710118,0.5016961458604783,0.008354830981710118,
26.0,9.336725049885919,766.4654036818577,55.58784,55.58784,0.5412350858791136,0.6661693945925046,0.2865534839082229,2.137018832557304,0.30990293095271076,0.5976418585753871,0.23781239985713531,0.24394889550976698,0.11493674073141559,0.3733603497066108,0.6518533105629388,0.1897071287484605,1.6656168542214589,0.2086621570838031,0.2779831045406547,0.5348649024963379,0.40646543093443793,0.26497995442876093,0.11389601892395189,0.0043536376259729285,0.5565085198031738,,0.0043536376259729285
27.0,8.8777731790356,721.2145369503689,57.56928,57.56928,0.5412350858791136,0.6717349728027527,0.2963615211634278,2.1700091464792624,0.31483065445951863,0.5401473312551412,0.23760581734572614,0.24714910377441496,0.11493674073141559,0.37385385887899114,0.6514789227691178,0.1866493760470851,1.6387699746705848,0.20478001086366104,0.2773607269853813,0.5353171229362488,0.40840903845651266,0.26668573943380347,0.11389601892395189,0.0057666660096877456,0.7515997238224372,,0.0057666660096877456
28.0,8.678918409516545,708.0134760537145,59.55072,59.55072,0.5412350858791136,0.6757912998880776,0.29731229592563385,2.250859134887718,0.3229773497698503,0.5837607188635089,0.2361025793426769,0.25572818785793416,0.11493674073141559,0.37218292088372634,0.6532010463833259,0.1971871125543899,1.731290649289957,0.20451875282422052,0.2755239612697634,0.533926248550415,0.4117105767896571,0.2696016404966362,0.11389601892395189,0.005233911809982826,0.6993459458462894,,0.005233911809982826
29.0,8.399191948713993,753.4609396927817,61.53216,61.53216,0.5412350858791136,0.6812612564681533,0.29965253408055653,2.300142516566399,0.3280816627804125,0.5944719696469623,0.24175048370623067,0.2610425170734414,0.11493674073141559,0.38016001968429697,0.6444796919501141,0.18442936147638223,1.6192783840805296,0.20451875282422052,0.2738979692917286,0.5356290340423584,0.41571587755825407,0.2731716795475207,0.11389601892395189,0.005140139997275854,0.7043484562309459,,0.005140139997275854
30.0,9.304434803147638,879.9176225570145,65.18272,65.18272,0.9971592150692714,0.6610944776167625,0.277295998118452,2.1151130429957914,0.30322384107330136,0.5681342665447705,0.24138774446016717,0.24205300249520037,0.11493674073141559,0.3772239591170115,0.644468849223809,0.17207168486344548,1.5107787479239054,0.2045002711006687,0.27213769019705664,0.5344296097755432,0.41201974455066764,0.26988532894671885,0.11389601892395189,0.004724173004448132,0.9656357693020254,0.006901637358401012,0.003727657114888635
31.0,9.323653073939544,824.8008841378329,67.16416,67.16416,0.5412350858791136,0.6665405151285785,0.2918486403446031,2.1443585252199897,0.3117738073336171,0.5498999901964267,0.23554046833432565,0.24408847412181414,0.11493674073141559,0.37055519452259805,0.6531992141633716,0.1982491003504655,1.7406148364398581,0.2045002711006687,0.27455559880628,0.5353198647499084,0.41182392880015317,0.2696623431581859,0.11389601892395189,0.004197352041099008,0.5990764534799382,,0.004197352041099008
32.0,8.995173960897912,750.5231874525658,69.1456,69.1456,0.5412350858791136,0.6707839192749562,0.28818582489994593,2.236512088535366,0.3192411283397343,0.5716646439652313,0.23671416213011587,0.25366750118055553,0.11493674073141559,0.3722514540881862,0.648259699759889,0.1800049156920898,1.5804320238118126,0.20451875282422052,0.27233059548254623,0.5358254313468933,0.41267241704139374,0.2704507552252665,0.11389601892395189,0.004168019264899539,0.6071120612323284,,0.004168019264899539
33.0,8.705447040909085,710.469109155624,71.12704,71.12704,0.5412350858791136,0.6713149188578477,0.29682296596342106,2.1893785574349547,0.3182188854694116,0.564858002720286,0.23317847210095885,0.24822318854202507,0.11493674073141559,0.36834712033605843,0.649760639287143,0.18563734646574664,1.629884417555422,0.20451875282422052,0.2744994032621668,0.5366092920303345,0.4126841489253187,0.27037873841446053,0.11389601892395189,0.004351903145013143,0.6468166788108647,,0.004351903145013143
34.0,8.510549905560095,970.0579435322855,73.10848,73.10848,0.5412350858791136,0.6774500437248618,0.3027672665278221,2.3022101243125164,0.328699503299842,0.5963617433248248,0.23548205692797672,0.26134177063839353,0.11493674073141559,0.3718961360692873,0.6433582478435398,0.16791420316284303,1.474276315794312,0.2045002711006687,0.27300956402931315,0.5365232825279236,0.41288778405885723,0.2705559980760789,0.11389601892395189,0.003754589962312902,0.5715475801262073,,0.003754589962312902
35.0,9.250743224763873,980.935093434786,74.7776,74.7776,0.4559241291901578,0.6618381161893848,0.27625601660308635,2.097532853770733,0.3012179486244933,0.5955039553872782,0.24687592826706228,0.24018347364808235,0.11493674073141559,0.38501994569838704,0.6415808815427634,0.16647217321692492,1.4616153820800182,0.2045002711006687,0.2726754135767256,0.5345263481140137,0.41330012469258326,0.27090016434649433,0.11389601892395189,0.007310421762657027,0.4965662742033601,0.007310421762657027,
36.0,9.26963443401736,873.6902603106137,76.75904,76.75904,0.5412350858791136,0.6647598910270763,0.2841504828163246,2.131348327349922,0.31297466828505244,0.5681793466852859,0.23950321616023573,0.24296395599671622,0.11493674073141559,0.37553874979747304,0.6365453889323573,0.1605325328703579,1.4094657072917105,0.2045002711006687,0.2726657645466847,0.533864438533783,0.4143571885826423,0.2719184489118841,0.11389601892395189,0.0036153468384445037,0.5601918534375727,,0.0036153468384445037
37.0,9.013271418270481,831.1248749177346,78.74048,78.74048,0.5412350858791136,0.6665592414090087,0.29266546213073374,2.157514610961247,0.313764381036572,0.5635426482747903,0.23557115703637677,0.24547160147249603,0.11493674073141559,0.37117900886919514,0.6212346562245858,0.15430274078919073,1.3547685182237872,0.2045002711006687,0.2712989599468909,0.533253014087677,0.4164076174377669,0.27381493769236936,0.11389601892395189,0.003900185265336657,0.6161357642267831,,0.003900185265336657
38.0,8.754879073391347,715.0778595180961,80.72192,80.72192,0.5412350858791136,0.677034327983622,0.2997717856116938,2.2605423206093436,0.32647204609403396,0.5845785219516119,0.23541349309950035,0.25790980077346004,0.11493674073141559,0.371899596916734,0.626491408218656,0.157705850713491,1.3846476128264924,0.2045002711006687,0.27153123272526253,0.5362002849578857,0.41699458585723104,0.2741881580862144,0.11389601892395189,0.004108571951632397,0.6627249985467643,,0.004108571951632397
39.0,8.465077565479577,696.0283971552271,82.70336,82.70336,0.5412350858791136,0.6820596443793139,0.30595926265370216,2.2824506690185338,0.33266874112011746,0.5761239944316519,0.23514321917288222,0.259912013922973,0.11493674073141559,0.37201448409854626,0.6301704807880695,0.15809320498229365,1.3880485593429928,0.2045002711006687,0.2703715955452641,0.5347907543182373,0.4163025375449056,0.2735829457638865,0.11389601892395189,0.004470236474318531,0.7357743760803714,,0.004470236474318531
40.0,9.233181525262944,847.0839050929189,86.35392,86.35392,0.9971592150692714,0.6619550457621582,0.27569522461423274,2.0741285410008503,0.3048492160587248,0.5922276793676091,0.24304617193504616,0.237538404478034,0.11493674073141559,0.37961367953339115,0.6160594756668389,0.15994494752723004,1.4043067443298867,0.2045002711006687,0.2724344224574321,0.5364638566970825,0.4184506251681306,0.2754367078784249,0.11389601892395189,0.003926831764719851,0.9409351986832917,0.005785802358846041,0.0031324848400375704
41.0,9.314788075204763,1396.600958545651,88.33536,88.33536,0.5412350858791136,0.6668372361332688,0.28973287315493973,2.150938020051571,0.3092035742728541,0.5936834751723011,0.23902704540561892,0.24545783795502082,0.11493674073141559,0.3753784539686497,0.6187977911358604,0.17436354995910613,1.530901181678073,0.2045002711006687,0.2714497886438935,0.5364625453948975,0.4185558018581672,0.2755256509395191,0.11389601892395189,0.0035790781913105025,0.6095148744061589,,0.0035790781913105025
42.0,8.934073019730917,1118.6144701992564,90.3168,90.3168,0.5412350858791136,0.6705048954121311,0.2905193807864168,2.1753931379409384,0.3170240726843765,0.5815388390245345,0.24213599632259608,0.247188662443918,0.11493674073141559,0.3798022697118512,0.6353477069064503,0.19683877222954255,1.7282322427877952,0.2045002711006687,0.2724032586558045,0.5397911071777344,0.4181366454667597,0.27507404231914534,0.11389601892395189,0.004425785121524939,0.7646311183925718,,0.004425785121524939
43.0,8.762664290858206,751.8860047792099,92.29824,92.29824,0.5412350858791136,0.6749542070686935,0.2987889001142809,2.223837543446472,0.32504859506002054,0.5841284346766592,0.23437497979379912,0.2527670968627117,0.11493674073141559,0.3701147267833757,0.6142160741509957,0.1929791075842,1.6943446259789967,0.2045002711006687,0.2703316674238982,0.5369367003440857,0.41963162105212704,0.276449277015843,0.11389601892395189,0.0036601906034017194,0.6483690650202334,,0.0036601906034017194
44.0,8.532504926500405,966.0896061790584,94.27968,94.27968,0.5412350858791136,0.6806343403246279,0.30257144523054635,2.3305997604059203,0.3302870593844434,0.5929023303814213,0.23765815082078587,0.2651029677683625,0.11493674073141559,0.37472174319317814,0.6405760469417765,0.20393613278070657,1.7905466293503574,0.2045002711006687,0.27238593696666286,0.5362279415130615,0.41810509828431863,0.2749761050513744,0.11389601892395189,0.00560503819111753,1.0112554236548021,,0.00560503819111753
