round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_auprc_lift,fed_auroc,fed_auprc,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
25.0,0.6549949974025131,1.0460022209489819,53.6064,53.6064,0.4559241291901578,0.21578187824855655,0.29468776407506947,2.0074078655937604,0.6622308338305977,0.22635824355178727,0.3408028301027906,0.5249011529851536,0.11417421953675731,0.27441795067801433,0.6482747089041723,0.20646519684589504,1.812751655382717,0.2548076923076923,0.26942719116632163,0.49017030000686646,0.35572274525360315,0.22500410821761482,0.11389601892395189,0.005289014574099803,0.6024312535300851,0.005289014574099803,
26.0,0.6501815463861336,0.8559107831403964,55.58784,55.58784,0.5412350858791136,0.2174416707877058,0.3021760026879878,2.093698683323241,0.6749040624915517,0.23648936851567426,0.34478379991224406,0.5440359851279767,0.11417421953675731,0.28328315142774024,0.6426942814507708,0.20307469069320971,1.7829832211150614,0.25257915332621844,0.2662713919956879,0.4910200834274292,0.36114390363384374,0.2291417241535859,0.11389601892395189,0.0024046728272592334,1.0495210932567716,,0.0024046728272592334
27.0,0.6343885950628533,0.8209211990050106,57.56928,57.56928,0.5412350858791136,0.21244108798645664,0.31022255516100994,2.2324292179707754,0.6856169773992719,0.2508232294174862,0.33779523816135076,0.5573070914037188,0.11417421953675731,0.28786646347889083,0.6458796585886516,0.2076472952405884,1.823130406157866,0.26305084745762713,0.2689463955637708,0.49651679396629333,0.36339731188741764,0.2305733340434794,0.11389601892395189,0.0022427801042939365,1.01496483781375,,0.0022427801042939365
28.0,0.623407446793904,0.9657118022493986,59.55072,59.55072,0.5412350858791136,0.20717340528971104,0.32123942191955296,2.33645253762335,0.6959220979949169,0.2618804470698295,0.33058249437806364,0.5636041230744376,0.11417421953675731,0.3002327062708206,0.6435750521718357,0.20515056793409972,1.801209294866384,0.26051969823973176,0.26955307262569833,0.49267369508743286,0.36158767144425275,0.22922309822559064,0.11389601892395189,0.0021862035213890863,1.0248333344934508,,0.0021862035213890863
29.0,0.6053653843598263,1.0093588098228137,61.53216,61.53216,0.5412350858791136,0.21315972463009938,0.3299836490188778,2.429971655526943,0.7043906471970649,0.2714259985812707,0.3408078270233241,0.5636675209275934,0.11417421953675731,0.3015991001653461,0.6370374905835189,0.19929279145313963,1.7497783797536153,0.24437781109445278,0.2633889376646181,0.48548826575279236,0.3582152877185009,0.2270638775113067,0.11389601892395189,0.002343816967862778,1.145010772626847,,0.002343816967862778
30.0,0.6561800020213682,1.354111106000722,65.18272,65.18272,0.9971592150692714,0.20625862926624464,0.292584284784184,1.9937032527059941,0.660328393329199,0.22433477884466743,0.3229512654209495,0.5062284859690781,0.11417421953675731,0.26986270506394605,0.6442020353303209,0.2026161167496815,1.7789569702604602,0.24784651527016444,0.26780051888152206,0.486242413520813,0.3515036050101832,0.2219067282039255,0.11389601892395189,0.002733525005506431,1.733817337313667,0.004422649797567759,0.0023000933163344747
31.0,0.6554443744701549,1.2395746906990308,67.16416,67.16416,0.5412350858791136,0.21975805648516644,0.3019818275062,2.144032800542377,0.6762105356301698,0.2414518328761357,0.34900788198532834,0.538938787714217,0.11417421953675731,0.2842670128156925,0.6358491077013526,0.20298880055563528,1.7822291110207324,0.2379295345802523,0.2611910735507725,0.47932952642440796,0.3531331917985084,0.22316142597808536,0.11389601892395189,0.0020870596181713314,1.0867601486388594,,0.0020870596181713314
32.0,0.6367630789754367,0.8301669175145516,69.1456,69.1456,0.5412350858791136,0.21716553595699478,0.3128828353394611,2.253560695243657,0.6859854478259148,0.2531090383111185,0.34665708596375466,0.5212146448401016,0.11417421953675731,0.29333779658155,0.6269530398009878,0.20359750559870657,1.787573503641494,0.23273064441353733,0.2562468556095925,0.484675794839859,0.35152283775271853,0.22206154383046764,0.11389601892395189,0.0021380349890985223,1.1475781025364995,,0.0021380349890985223
33.0,0.6255059102285856,1.0515419589889874,71.12704,71.12704,0.5412350858791136,0.21226719365480712,0.3218823183041464,2.371564188643388,0.6933870096676553,0.26521800054188394,0.3400924296416333,0.5442231712808452,0.11417421953675731,0.2960193764441103,0.6335317384921151,0.20254675663806404,1.7783479927714072,0.23058252427184467,0.257174091281771,0.4771980345249176,0.34915807683764616,0.2204716125224549,0.11389601892395189,0.0018408073095226316,1.0157646549632773,,0.0018408073095226316
34.0,0.6076951918031759,0.8368767818102208,73.10848,73.10848,0.5412350858791136,0.20817220810737408,0.32479491491370593,2.4170289719443403,0.6996523842952542,0.2711537470342868,0.3338927240127347,0.5555118784788631,0.11417421953675731,0.30048317186027723,0.6310512264102308,0.20290600603968925,1.7815021802927908,0.2409532215357458,0.25263157894736843,0.491550087928772,0.3533131891740719,0.22329119622534405,0.11389601892395189,0.0018523592911135387,1.0520519312703982,,0.0018523592911135387
35.0,0.6577994419200246,1.2300932972336722,74.7776,74.7776,0.4559241291901578,0.22335934070204744,0.28993412600150203,2.0181358427757212,0.6642847516809574,0.22762878577047763,0.3530361086466844,0.5319469852780048,0.11417421953675731,0.2733208253037979,0.6186505609680225,0.19995965223805812,1.755633376190003,0.25,0.2525932666060055,0.49753743410110474,0.3599903024963682,0.22828080357179822,0.11389601892395189,0.0036657414977499096,0.526612204965204,0.0036657414977499096,
36.0,0.6530140266755009,0.9475380066527037,76.75904,76.75904,0.5412350858791136,0.2078431887768493,0.3036955896060226,2.137864241358747,0.6769665268112139,0.24069815311610676,0.33115078468618525,0.5233455800356611,0.11417421953675731,0.2855823848565337,0.6083781444972989,0.19543211702029767,1.715881897073042,0.2509460266879108,0.2524132999642474,0.49469995498657227,0.3547811558456725,0.22474986242945266,0.11389601892395189,0.0017841243679443187,1.0466160557698458,,0.0017841243679443187
37.0,0.636823387114344,0.9470452367906006,78.74048,78.74048,0.5412350858791136,0.21774959519440037,0.31449312032383375,2.2558835904534025,0.6885671309589552,0.25390232388825335,0.3479738585788789,0.534386443683253,0.11417421953675731,0.2932119478449384,0.6263625880965238,0.19903852757017326,1.74754595859115,0.24598269468479605,0.2545670577751374,0.486895889043808,0.354658471686928,0.22452623766000357,0.11389601892395189,0.0016545747349812616,1.0009340554242954,,0.0016545747349812616
38.0,0.6265980831676283,0.8794870009012025,80.72192,80.72192,0.5412350858791136,0.20991349450837726,0.3235217933970225,2.386111694304705,0.6986026890304455,0.26710755140203213,0.3373678017298392,0.5484657227535323,0.11417421953675731,0.3020500014361434,0.6348918229730163,0.20723462818265745,1.8195072149187896,0.2612330198537095,0.2688844803906608,0.49353697896003723,0.35805403042843964,0.22646553400574174,0.11389601892395189,0.001636889286388965,1.0176565940491855,,0.001636889286388965
39.0,0.6111050365293311,0.9823859518390078,82.70336,82.70336,0.5412350858791136,0.20119084877893353,0.33045525870918935,2.4879639813711,0.7041636598405925,0.2780841789046522,0.3235299444238281,0.5425456760531856,0.11417421953675731,0.30303650465434817,0.6407727972461885,0.21019448736098817,1.8454945953934927,0.26486575522978095,0.26883734332228787,0.49334588646888733,0.35835243422177865,0.2263401319749324,0.11389601892395189,0.0019226994187089986,1.2265940771903843,,0.0019226994187089986
40.0,0.6540396033807622,1.267989937192299,86.35392,86.35392,0.9971592150692714,0.21375551252203273,0.29690650211063047,2.0056241446381393,0.6638019497157415,0.22654541880391782,0.33638965258208803,0.5417152344767842,0.11417421953675731,0.27405343010454214,0.643731606582318,0.20978956753550207,1.841939424376001,0.2664638783269962,0.27056352817640883,0.5080909132957458,0.36114779430910715,0.2283655782997217,0.11389601892395189,0.001976467924216609,1.6113226196030155,0.0032897968754986642,0.001656830410305085
41.0,0.6529716673735393,1.242705218388622,88.33536,88.33536,0.5412350858791136,0.22433128604554997,0.3075059471506827,2.186238357983811,0.6786112833010821,0.2461376143148733,0.3561650090124026,0.5395768841096433,0.11417421953675731,0.28252601157165547,0.6431683369903273,0.21042661877150406,1.8475326948170632,0.26556231396402225,0.2693738375697458,0.5075460076332092,0.36827772966904276,0.23352969080520367,0.11389601892395189,0.0016970843419915856,1.1389635188970715,,0.0016970843419915856
42.0,0.6355906305130518,0.8982967975851462,90.3168,90.3168,0.5412350858791136,0.21708238486364181,0.31500193453373854,2.2687148302315174,0.6875269521727468,0.2553691742362017,0.3464495553288042,0.5604753639560272,0.11417421953675731,0.2863613208527442,0.6506056189718394,0.21384397829562748,1.8775369000246673,0.27248201438848924,0.2752929526324476,0.5053597092628479,0.3596895390877673,0.22700027026152156,0.11389601892395189,0.0015151119856503493,1.041430358425714,,0.0015151119856503493
43.0,0.6300241962151355,0.9688749060140326,92.29824,92.29824,0.5412350858791136,0.20406472830565647,0.3305667654563151,2.4105403850919855,0.6972646084505116,0.2704889490458715,0.3258836392831659,0.5544588865650384,0.11417421953675731,0.3012858899432948,0.6516326410035065,0.21008152117056098,1.8445027592301706,0.2717110920034394,0.2741237882177479,0.4920016825199127,0.34959077555194074,0.21996164130855897,0.11389601892395189,0.001505800623148294,1.0616810657083988,,0.001505800623148294
44.0,0.6128878195949957,1.0512893816327493,94.27968,94.27968,0.5412350858791136,0.21337795446316485,0.330153663234868,2.472858392718669,0.7063413023385431,0.2762159605718236,0.3414801297482377,0.5821108217205766,0.11417421953675731,0.2983984314774306,0.65559496724819,0.21499746306795378,1.8876644249656092,0.27640703112401227,0.27780018824794944,0.48723292350769043,0.34803711778834756,0.2184879477350018,0.11389601892395189,0.0015385163705537962,1.1141725624911487,,0.0015385163705537962
45.0,0.6528390481044408,1.179071383710317,95.9488,95.9488,0.4559241291901578,0.21972327400226965,0.2936341631722214,2.018064781119211,0.664958585034952,0.2285762804074361,0.3466590762627006,0.5438743444199018,0.11417421953675731,0.274352861901705,0.6573198266428776,0.21533444535343627,1.89062310858481,0.27676600441501104,0.2792217436506758,0.506405770778656,0.35629242261280814,0.22408358035039988,0.11389601892395189,0.002869261147435194,0.4994886526837945,0.002869261147435194,
46.0,0.6529355511648678,1.02667663918573,97.93024,97.93024,0.5412350858791136,0.21457882308665555,0.3049322057594507,2.13582868345475,0.6763567275937415,0.2419099400236031,0.34108143959504866,0.551159695769995,0.11417421953675731,0.28203941598040744,0.6576755785008617,0.2150206570867227,1.8878680670155072,0.279011660188784,0.27976272589322665,0.4995787739753723,0.35243524010794963,0.22143441184874812,0.11389601892395189,0.0012297607902209916,0.9135829906444997,,0.0012297607902209916
47.0,0.63369145869902,1.0671264079185503,99.91168,99.91168,0.5412350858791136,0.21951681810448265,0.3134065193122619,2.254168577681051,0.6876985019381958,0.2542738917374164,0.3498716776879187,0.5600995378491861,0.11417421953675731,0.2858601482049074,0.6553576445662957,0.21458753948377873,1.8840653212563852,0.27631927870591355,0.2777365216099807,0.5095928311347961,0.35831969741534453,0.2256284831179481,0.11389601892395189,0.001321029503302193,1.0030748471617699,,0.001321029503302193
48.0,0.6304773584960852,0.965346531305997,101.89312,101.89312,0.5412350858791136,0.2123178896441186,0.31979275010606184,2.3654291207328217,0.6956384201873684,0.2658270048858362,0.3411393933536762,0.5324334631855003,0.11417421953675731,0.2985175804008907,0.6554608512574223,0.2103263793012609,1.8466525984696214,0.2750175932441942,0.2785791841166434,0.5084643959999084,0.3558280170623811,0.22392550763234495,0.11389601892395189,0.0013582895972668754,1.054599080234766,,0.0013582895972668754
49.0,0.6181613134629769,0.9873272045038728,103.87456,103.87456,0.5412350858791136,0.20173735958274178,0.3247254821328616,2.463981621402975,0.7052373026453477,0.27596510513992906,0.32553386871396045,0.5450543551860529,0.11417421953675731,0.30476833814422405,0.6561563544224193,0.2069055588163586,1.8166180062404902,0.2782365290412876,0.2790315962248667,0.4982679784297943,0.3563595174771141,0.22442911016185507,0.11389601892395189,0.0014329460816084416,1.1372431284980848,,0.0014329460816084416
50.0,0.6509047537922839,1.1848744706675403,107.52512,107.52512,0.9971592150692714,0.21815958513264894,0.29491600991601863,2.027615562316117,0.6669865522418645,0.23062462667224598,0.3455661327035559,0.5273558970311918,0.11417421953675731,0.2737000417433458,0.6554956759860067,0.19836323714945167,1.7416169504739085,0.2687489832438588,0.27500681384573455,0.4880068898200989,0.3437306752960985,0.21588494893949936,0.11389601892395189,0.0016721610746364413,1.6770402071997523,0.0026489956877537263,0.0014412721009494254
51.0,0.652039936802168,1.198972486130196,109.50656,109.50656,0.5412350858791136,0.21723958747971686,0.3063003014672409,2.15863385462605,0.6813008697593701,0.24551221654006308,0.3474893327640634,0.5350194534517577,0.11417421953675731,0.28452165352184317,0.6546999779983012,0.19946874992682237,1.751323284266917,0.2734670154024993,0.2760998810939358,0.4848085641860962,0.35416121138522727,0.22303994549710865,0.11389601892395189,0.0013437046390948673,1.111283956328407,,0.0013437046390948673
52.0,0.6406923553560587,0.9347117790301052,111.488,111.488,0.5412350858791136,0.22453760706169004,0.31822881916454765,2.305339473370148,0.6916747140493893,0.26042119028288807,0.35815406780739667,0.5666238542679933,0.11417421953675731,0.28687416862725906,0.6563415090334217,0.19969005207069554,1.7532663033993148,0.2738400227725591,0.28073693445293896,0.48901426792144775,0.3510721635912078,0.22079580375698327,0.11389601892395189,0.001264579636269511,1.0676111292559654,,0.001264579636269511
53.0,0.6289179321261531,0.9110866074948072,113.46944,113.46944,0.5412350858791136,0.21466139295110148,0.32705951708193004,2.375830723418551,0.698399208181337,0.267977276027641,0.3445407109867786,0.5608926495632827,0.11417421953675731,0.2960717194801168,0.6463926550769635,0.19334757927854015,1.6975797846598826,0.267445532049258,0.27415315671543433,0.4882704019546509,0.3559401307533081,0.22472360904530406,0.11389601892395189,0.0012545801450717581,1.0793793515767902,,0.0012545801450717581
54.0,0.6135706426892044,0.9660677006888896,115.45088,115.45088,0.5412350858791136,0.2243329048885402,0.3332471131206396,2.4933069300627166,0.7058356118588026,0.27974721048385576,0.35948026944575534,0.5699453913782089,0.11417421953675731,0.2959573288823883,0.6424059577969969,0.19546403789169536,1.7161621603491362,0.2608836381291471,0.26936619718309857,0.4860778748989105,0.35709989741215853,0.22557271461761522,0.11389601892395189,0.001386730397476847,1.2141170189715922,,0.001386730397476847
55.0,0.6507889256244178,1.2252464392771492,117.12,117.12,0.4559241291901578,0.21288393267728276,0.29802484202574053,2.066857044929216,0.6717937333732428,0.23455375846206086,0.3379977467875038,0.5298085586887232,0.11417421953675731,0.2774309931280639,0.6416455739664937,0.19358990241523844,1.6997073668088256,0.2528617802836152,0.2634456452638271,0.4864669442176819,0.35580835555428814,0.22484752517049555,0.11389601892395189,0.0023433993989127972,0.4855275396257639,0.0023433993989127972,
56.0,0.6501283702734232,1.3241016635492713,119.10144,119.10144,0.5412350858791136,0.21016321494759144,0.30659856706346017,2.1857491957811894,0.6814829333737973,0.24761879216955723,0.3357515412529092,0.5336395271895275,0.11417421953675731,0.2888880062475215,0.6380350465024954,0.19601510399778654,1.7210004866690325,0.25535590877677955,0.26453333333333334,0.48722735047340393,0.35721620056954256,0.22580642118949562,0.11389601892395189,0.00122895908934392,1.0938540942734107,,0.00122895908934392
57.0,0.6378147223003796,1.2893442892356712,121.08288,121.08288,0.5412350858791136,0.22171834745119023,0.31523122498557316,2.298860339331704,0.6919939648944606,0.259406749277615,0.3549157962187081,0.5630690865968949,0.11417421953675731,0.2896745671436065,0.6254095827312315,0.18495899078252098,1.6239284966230267,0.24743944074134286,0.25772792487283164,0.49162739515304565,0.3632293652846784,0.23065479154390905,0.11389601892395189,0.0012498212490084618,1.130705590476282,,0.0012498212490084618
58.0,0.6332104333277015,1.12398898696952,123.06432,123.06432,0.5412350858791136,0.21550886349194653,0.32211748373740184,2.412905718419357,0.699217615037859,0.27201742907817683,0.3463268328452443,0.5495657220010131,0.11417421953675731,0.2938126998116278,0.6170723921147477,0.18682534101927037,1.640314936240337,0.24812542603953647,0.25069168771803196,0.4953363239765167,0.37060449127462414,0.2361771546390976,0.11389601892395189,0.001349387500685684,1.2435127364005893,,0.001349387500685684
59.0,0.6197560010982588,1.0468986781745062,125.04576,125.04576,0.5412350858791136,0.202002015771373,0.32841766241412806,2.489410493007287,0.7058576451386563,0.2798450956046279,0.32553246513539913,0.5566769356446383,0.11417421953675731,0.3044224304755142,0.6302761848200928,0.19563841161712522,1.717693150870818,0.2564798071127185,0.2599388379204893,0.49673667550086975,0.3650635074846782,0.23165191503941643,0.11389601892395189,0.0013353010047764814,1.2549917052965611,,0.0013353010047764814
