round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_auprc_lift,fed_auroc,fed_auprc,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6885820785146503,0.10008550253871737,3.65056,3.65056,0.9971592150692714,0.25621362132012054,0.2512484054437354,1.5817262896280084,0.5905629868506442,0.17878926940224268,0.3941139270948229,0.509995040449071,0.11417421953675731,0.171292972058132,0.54587618992019,0.13129037364194307,1.1527213583260127,0.034005535784895215,0.21015377105198926,0.48694154620170593,0.37541382930540246,0.24174125647521358,0.11389601892395189,0.026777885272514932,2.8748290217481554,0.023399177283088594,0.029053498650026814
2.0,0.6848493677025094,0.12165647976790886,5.632,5.632,0.5412350858791136,0.24214048974005267,0.2853694870705598,1.8593687593996955,0.6393495823335579,0.21043269864803282,0.37814681031079983,0.5085910596047254,0.11417421953675731,0.2187013227126698,0.538779223971019,0.1538569732160549,1.350854706508968,0.08769887466045789,0.20475833645560135,0.4799206256866455,0.374277252997706,0.24081900270078724,0.11389601892395189,0.022662513777755893,1.8117983841802925,,0.022662513777755893
3.0,0.6800066029011276,0.1496637672484799,7.61344,7.61344,0.5412350858791136,0.23246790063184294,0.29813066525396364,1.99964733550931,0.6630359456560347,0.225078474274935,0.36737021626782673,0.5103560385199533,0.11417421953675731,0.24611240383718433,0.5863299625338628,0.18622893720969458,1.635078547688653,0.09400705052878966,0.23433401340716992,0.48400115966796875,0.3673001853018404,0.23535800424106285,0.11389601892395189,0.016483870599499836,1.5997848031111062,,0.016483870599499836
4.0,0.6715091930558587,0.1949211757466462,9.59488,9.59488,0.5412350858791136,0.22427759875187564,0.30753877973620797,2.098512462174867,0.6740363922756097,0.23560602574970646,0.35638168362726175,0.5051084429415811,0.11417421953675731,0.26254887479293215,0.6035773266344695,0.1948532806175706,1.7107997492666858,0.16708229426433915,0.25038853393196336,0.48689717054367065,0.3684700620396999,0.23585498227023804,0.11389601892395189,0.011982876279408987,1.3805392927024513,,0.011982876279408987
5.0,0.6780001477617056,0.21459039016951892,11.264,11.264,0.4559241291901578,0.22348297130225223,0.2844908313032779,1.9251901183976716,0.6499200061425169,0.21582487468265274,0.3533601718724959,0.5260828016579061,0.11417421953675731,0.24859357694066905,0.6261429726910377,0.20546214600649387,1.8039449310662954,0.21992238033635186,0.2671528903295516,0.48531341552734375,0.3689537973653281,0.2357986348035522,0.11389601892395189,0.014953772662759653,0.8422030033543706,0.014953772662759653,
6.0,0.6708549352958438,0.23612794999132292,13.24544,13.24544,0.5412350858791136,0.2266327591309434,0.2995516382051965,2.032152596666328,0.6665142280226815,0.22874123401834254,0.3593458513328796,0.5319792818135515,0.11417421953675731,0.26732481597442537,0.6473744237856486,0.20786320338181777,1.82502606628075,0.232461217874508,0.27336223506743734,0.4871300458908081,0.3692401430721317,0.2359605458445049,0.11389601892395189,0.008510054262972402,1.1233409233391285,,0.008510054262972402
7.0,0.6580694820413309,0.3037133999145155,15.22688,15.22688,0.5412350858791136,0.2284504516801124,0.30271990976900964,2.1161310015455124,0.6765744250991645,0.2370152659290351,0.3624429912526772,0.5438528821821449,0.11417421953675731,0.27239826883411433,0.6495760870498242,0.2112384237048397,1.8546602919096153,0.2527147087857848,0.27373801916932905,0.48853516578674316,0.3679687431608702,0.23463847313460348,0.11389601892395189,0.007437836412028041,1.1023693836759776,,0.007437836412028041
8.0,0.6435515874961915,0.37477204503453704,17.20832,17.20832,0.5412350858791136,0.21506573453821207,0.3137974228397429,2.1902371424514313,0.6846440914147882,0.24494022039485397,0.3427808832645432,0.528608265680834,0.11417421953675731,0.2853194437000518,0.640483532383534,0.20380310165113763,1.789378624262684,0.231344976185076,0.26889940541196455,0.48358699679374695,0.3641422572235641,0.23200491477288276,0.11389601892395189,0.007451434260903202,1.2273025324102491,,0.007451434260903202
9.0,0.6409370862424308,0.6629123856771291,19.18976,19.18976,0.5412350858791136,0.21700762848900534,0.32182411591940907,2.2578928902906497,0.6943391859980742,0.2528470661266066,0.34662604089244853,0.5378937650760796,0.11417421953675731,0.29840752201126897,0.6467217644488992,0.20402499028202292,1.7913267927147651,0.25299208248941263,0.27252690263192014,0.491067498922348,0.36649408063085065,0.23375905343714345,0.11389601892395189,0.006842945575941456,1.2385934481862932,,0.006842945575941456
10.0,0.6602283417163808,0.4901930687200055,22.84032,22.84032,0.9971592150692714,0.21977071334448636,0.2862958395019474,1.8937963926637618,0.6512927432868586,0.21388979378844392,0.34762020517620823,0.5132314382010296,0.11417421953675731,0.2633770184393278,0.6441523144025189,0.21302850698260603,1.8703771123452935,0.2542885973763875,0.2800823771697558,0.4884665310382843,0.3623459451157419,0.23047296768542877,0.11389601892395189,0.007473861429715581,2.0107713690958917,0.011655132879233551,0.0059886312997768434
11.0,0.6574539991285762,0.4866671026470657,24.82176,24.82176,0.5412350858791136,0.22742171055276533,0.30095685926051874,2.02136827918603,0.6704116122510291,0.2285799034529007,0.3590507420185064,0.558177729813459,0.11417421953675731,0.27381680966112043,0.6362479041788117,0.20488417242577395,1.7988703587837838,0.2615822043820037,0.2708887091182249,0.4886251986026764,0.37066932209839165,0.23685056759147294,0.11389601892395189,0.004833972759632172,1.0372170464834198,,0.004833972759632172
12.0,0.6428886365554123,0.5030246445971743,26.8032,26.8032,0.5412350858791136,0.22748109712980433,0.3123105340824128,2.131340480987033,0.6819237721873908,0.24068987021146834,0.36062390371324243,0.5656814041912316,0.11417421953675731,0.28565413212679563,0.6425902339463774,0.1863866221695882,1.6364630118813734,0.23006876045344732,0.27050590799587015,0.4896918833255768,0.36819854462396956,0.23517791070507568,0.11389601892395189,0.0042484844004521145,0.9864146985346451,,0.0042484844004521145
13.0,0.6275487453248032,0.5800552984174517,28.78464,28.78464,0.5412350858791136,0.21690321164352686,0.3210576367833516,2.2290535229153416,0.6897391290432774,0.2507126453145483,0.3448787351558125,0.5535619733339291,0.11417421953675731,0.29327605913797933,0.6395186677863456,0.17123444840434915,1.5034278636084901,0.21960344182566405,0.2677799607072691,0.48380354046821594,0.36549239219017987,0.2331273128282192,0.11389601892395189,0.004037852891490088,1.0085226414958015,,0.004037852891490088
14.0,0.6165925194212216,0.6270604083855708,30.76608,30.76608,0.5412350858791136,0.19847837401211949,0.3276347613402223,2.309747000229909,0.6946876813209141,0.2586782996571811,0.3164446636422913,0.5306486429070747,0.11417421953675731,0.30354894988520653,0.6457399831907623,0.19943923685685155,1.751064161338393,0.25684420109507217,0.2721450389200906,0.4817611575126648,0.3653488856787122,0.23266301468557135,0.11389601892395189,0.003787068572414445,1.011613033944741,,0.003787068572414445
15.0,0.6528481676248742,0.7062104829426302,32.4352,32.4352,0.4559241291901578,0.22166995329078562,0.29413804847168673,1.969746132849515,0.6593461774103164,0.22223798865562486,0.34909883230101135,0.5300124310902418,0.11417421953675731,0.27114527320696896,0.6466650660259284,0.1961856436558012,1.7224978143160028,0.2664610639938319,0.2740916271721959,0.49549973011016846,0.36669811438713795,0.23366570928978542,0.11389601892395189,0.008899914024703269,0.7526232972741127,0.008899914024703269,
16.0,0.6528776736803059,0.6761054739049908,34.41664,34.41664,0.5412350858791136,0.21225878842978677,0.30721305057194187,2.0799616233081575,0.6721171242027313,0.23474370779029716,0.3362001484318112,0.5286760539386688,0.11417421953675731,0.28376123820539273,0.6470188852683442,0.196299765447294,1.7234997965851897,0.1960983025082341,0.2720271800679501,0.483692467212677,0.3609036309555052,0.22955371406170444,0.11389601892395189,0.003678139007342751,1.0420463136397302,,0.003678139007342751
17.0,0.6343937405789112,0.6287674168849262,36.39808,36.39808,0.5412350858791136,0.2168574453563644,0.3141375684105934,2.1766193222803687,0.6820550333784883,0.24518544716567597,0.34337427013099736,0.5496105815660046,0.11417421953675731,0.28526241206679515,0.6551904733196396,0.21155676055070025,1.8574552697224318,0.271869918699187,0.27872860635696817,0.4945739209651947,0.3633353296460908,0.2307730390331545,0.11389601892395189,0.003414828483433774,1.022178044077009,,0.003414828483433774
18.0,0.6230564998188267,0.9178695244307884,38.37952,38.37952,0.5412350858791136,0.22329331960769924,0.3225776822926431,2.265517594457073,0.6925558291097914,0.2543357079574558,0.35564837755081086,0.5602433423456349,0.11417421953675731,0.2921071592981752,0.6541946617744553,0.21047415594551372,1.847950068263991,0.2608695652173913,0.27753810756399194,0.4930281341075897,0.3628697650749614,0.2306228087307109,0.11389601892395189,0.0032302003192029743,1.024632062530145,,0.0032302003192029743
19.0,0.6085632971317749,0.7405693507748982,40.36096,40.36096,0.5412350858791136,0.2176727122279394,0.32708735718956955,2.3677577714792086,0.6995196108706163,0.26484851525855685,0.34696158304836777,0.5552546209716663,0.11417421953675731,0.30162058126933194,0.6585755373336402,0.21761094462356487,1.9106106313414097,0.2783269961977186,0.2807976841428112,0.5026193857192993,0.3587045840098925,0.22681681752122124,0.11389601892395189,0.0034016543391899028,1.140201929723844,,0.0034016543391899028
20.0,0.6540272982406033,0.8398548264607729,44.01152,44.01152,0.9971592150692714,0.21941121050838208,0.2929604100664534,1.945547224922874,0.6573904355828211,0.21979672751086,0.34508635538225957,0.5368651395489171,0.11417421953675731,0.2655836532254611,0.6496832091698944,0.21279587547805262,1.8683346221270116,0.27140600315955765,0.27393452748610253,0.49917060136795044,0.3617649617282846,0.22935368809650425,0.11389601892395189,0.0038570815661734506,1.741913061705418,0.006624012405711742,0.0030751899521088886
21.0,0.64924605535206,0.880873312978042,45.99296,45.99296,0.5412350858791136,0.22240519900961891,0.30509735055280657,2.0707471717866994,0.6701552522854208,0.2333938279646742,0.35151531263761043,0.538516274301667,0.11417421953675731,0.27309109571406803,0.6523652528973045,0.2151903577986533,1.8893580287677607,0.2736677115987461,0.2781030444964871,0.4975484609603882,0.3636783820956779,0.23071877586985834,0.11389601892395189,0.0027530058623530325,1.0125626851804554,,0.0027530058623530325
22.0,0.6345095499420496,0.8189739173081245,47.9744,47.9744,0.5412350858791136,0.22086953875724818,0.313566209229358,2.1890148203765816,0.6805907739614006,0.2462438257175163,0.3501681534142945,0.5556219596160652,0.11417421953675731,0.28294058867599126,0.6502199366714507,0.20926286084644183,1.8373149722306463,0.26951698011094577,0.27019937040923403,0.49874764680862427,0.3664513011992418,0.23270981874064028,0.11389601892395189,0.0026592539533382966,1.0224604029208422,,0.0026592539533382966
23.0,0.6229639246924984,0.8128672410387114,49.95584,49.95584,0.5412350858791136,0.21653673819929836,0.32408586935694295,2.313012610023951,0.6941216916782283,0.2584542761473106,0.34578445495419524,0.546371991525724,0.11417421953675731,0.2953919371681521,0.6431811123322008,0.196695661609622,1.7269757403984003,0.23375578354455845,0.26396616959715113,0.4856043756008148,0.3593539508982366,0.2281543478523907,0.11389601892395189,0.0027430683131153275,1.1052532403264195,,0.0027430683131153275
24.0,0.6046188016182518,0.7987048616366966,51.93728,51.93728,0.5412350858791136,0.20436011248543934,0.3350895141602166,2.4211659315506298,0.7010641819247709,0.2697365722075769,0.3275347223183213,0.5455106288074606,0.11417421953675731,0.30422225457994706,0.6473302497155166,0.20382889663479237,1.7896051026233715,0.2497858488949803,0.26728447750274353,0.4893328547477722,0.35927214737513014,0.22759070459177969,0.11389601892395189,0.0024568410878881464,1.032548734685406,,0.0024568410878881464
