round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1,fed_brier,fed_auprc,fed_auprc_lift,fed_auroc,fed_prevalence,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6732322943332927,0.12334761811129151,0.962775,40.27056,1.0,0.3596176810033641,0.23908173101871646,0.22804883030334952,0.21322321218228968,1.897561509621863,0.6416917246013726,0.1141742195367573,0.2807712296003079,0.4786418239226844,0.6599923704353189,0.22069339372135285,1.937674343724949,0.24977252047315743,0.2817796610169491,0.4764409065246582,0.3595561541103562,0.22769769548382962,0.11389601892395189,0.012450213957993766,0.4045217393390885,0.004638585876972168,0.02242862345863373,0.0003807000843506793
12.0,0.6722225344055056,0.11294114348930939,1.0503,43.93152,1.0,0.36058247241511393,0.24131321094025485,0.22848929352039954,0.21281419948315494,1.8901231344315896,0.6416858554439221,0.1141742195367573,0.28127297069413953,0.4800078837971943,0.6598829517655799,0.22076363560748227,1.9382910631396664,0.2571182053494392,0.28191320874247705,0.4798307418823242,0.36046491514347095,0.22810582030681173,0.11389601892395189,0.01002296862812987,0.36134405873326614,0.004455717613751056,0.01748240159350474,0.00042746857207531065
13.0,0.6697200163134196,0.13038028178614747,1.137825,47.59248,1.0,0.36227159542739695,0.24889720794578607,0.22951398954614452,0.21261200010671746,1.8883876262036179,0.6413707687833516,0.1141742195367573,0.2812124883452605,0.4827747478282073,0.6599516976622228,0.22065374169890878,1.9373262014209538,0.2633679169992019,0.2816281628162816,0.4818282425403595,0.36210356285176193,0.22907716645496512,0.11389601892395189,0.009068228984880009,0.35786773598738364,0.005670345822353506,0.01381486805888301,0.00039361159392694006
14.0,0.6655114679327825,0.1368167466403487,1.22535,51.25344,1.0,0.3645404325601197,0.2538653034873961,0.23094340082493237,0.21306590603185188,1.896152768481736,0.6412712820205552,0.1141742195367573,0.28075165100557303,0.4858454108493325,0.6596121973442449,0.22057854289541093,1.9366659605784002,0.27235621521335807,0.2811662726556343,0.4850153923034668,0.36433950365204665,0.23045666306982088,0.11389601892395189,0.009225193069556851,0.3986394386893153,0.005593720869688934,0.014394894967605274,0.00034922354138169724
15.0,0.6667493126066166,0.1486055318494073,1.312875,54.9144,1.0,0.36424014441601454,0.25402849060703525,0.23066655129578503,0.21290217766739042,1.8936248599008203,0.641614888481149,0.1141742195367573,0.28051954674144197,0.4852711941750508,0.6594358273494619,0.22050899293396187,1.9360553162195706,0.2718801388635118,0.2817479097649472,0.4853760600090027,0.36408696619833986,0.23014355609535883,0.11389601892395189,0.009571923435852931,0.44592864897686013,0.005772196305541536,0.015121092904041254,0.00031593096283842327
16.0,0.6667432150493766,0.1592298288249821,1.4004,58.57536,1.0,0.36555447011683345,0.25435505525717317,0.23145612033707227,0.21294694619125334,1.8941417512963628,0.6416641366310613,0.1141742195367573,0.280556603127661,0.4877234378722679,0.6600311984390088,0.2206763100406578,1.9375243500653245,0.27423674343867166,0.2820999367488931,0.4875395894050598,0.3652948613174369,0.23089383923403575,0.11389601892395189,0.008195424396653266,0.40612815205668085,0.004689286911675281,0.013460923097991528,0.0003604947069931453
17.0,0.6652816392714249,0.17197163618945405,1.487925,62.23632,1.0,0.3688164830868097,0.259269329096195,0.23381638284600956,0.21089882653242276,1.8746068194913577,0.6401224112251399,0.1141742195367573,0.28098211018268665,0.49194327534400567,0.6590383109160803,0.2184696945946226,1.9181504029609173,0.27605244996549344,0.28263283108643933,0.4921985864639282,0.3686334922024022,0.2332096546319089,0.11389601892395189,0.00848375016016168,0.44652815310701044,0.004696973172272504,0.01426383084018849,0.0003478360632042971
18.0,0.6650361461129998,0.18242659536237074,1.57545,65.89728,1.0,0.3699773562695055,0.2592563569254655,0.2346002669967043,0.21120975621785365,1.8777982546584355,0.640434979535011,0.1141742195367573,0.28107631645703357,0.4939741787949928,0.6591902471283215,0.21877873141016746,1.9208637270829063,0.27494908350305497,0.28240152477763664,0.494158536195755,0.3698074241245248,0.23396029139903568,0.11389601892395189,0.004561553728592605,0.2560856685793169,0.002014503744759684,0.008544891850726538,0.0003706660550486552
19.0,0.6648231327647415,0.19216826241025836,1.662975,69.55824,1.0,0.372817216752414,0.2587875964308567,0.2367082784118197,0.2130771865109024,1.8952097783912507,0.6434719675001181,0.1141742195367573,0.2805675519068612,0.49724680382274433,0.6600834669055146,0.22057244812159266,1.9366124488413277,0.2756473287446739,0.2817793256292544,0.4973103702068329,0.37266398852691895,0.23604799893630157,0.11389601892395189,0.005276808385356423,0.3136077195372309,0.002266461790152897,0.010091938905573552,0.00046570376048872173
20.0,0.6651184260063582,0.18310361816807674,1.7505,73.2192,1.0,0.37319033957215,0.2599086826857997,0.23694987261727118,0.21286444300844992,1.8931493008616838,0.641596433969569,0.1141742195367573,0.2803259159401671,0.492790774521976,0.6601584624291251,0.22066747918698995,1.9374468157164397,0.27696318018898664,0.28227848101265823,0.4977641999721527,0.3730007360626392,0.23627820842469882,0.11389601892395189,0.004664136586622567,0.2919995339416346,0.0025875525909575055,0.00804641059901872,0.0005774064091231725
21.0,0.6622505597120016,0.2196281015131865,1.838025,76.88016,1.0,0.37552514461442177,0.2608489703893731,0.23874361534121136,0.21280048477293964,1.892510531914047,0.6414515348355126,0.1141742195367573,0.28042810710442284,0.4954699999094761,0.6600109812722524,0.22064154163940197,1.937219085653238,0.28073480923221855,0.2821484992101106,0.5005068182945251,0.3754220250370554,0.23804822222310978,0.11389601892395189,0.003773565619755624,0.24854031167433277,0.00078594639131496,0.008744893134642506,0.0003672698385724992
22.0,0.6640166925401387,0.21758097459102124,1.92555,80.54112,1.0,0.37446430503144074,0.2607463713072145,0.2379704161152254,0.21271106698208833,1.8915632900612647,0.6410019178411219,0.1141742195367573,0.28040889008330633,0.494276139877684,0.659873363984449,0.2206301269163682,1.937118865091171,0.2806738715829625,0.28249841471147746,0.4999016523361206,0.3743998935336741,0.23726131432360476,0.11389601892395189,0.0032309093666663597,0.22408456674020272,0.0015628597708138821,0.006109816397652969,0.00047395418636743793
23.0,0.6661798580906066,0.23093921778105747,2.013075,84.20208,1.0,0.37467968217045633,0.26053229580093545,0.23809007886731223,0.21271320800521076,1.8916900651979514,0.6411126322283055,0.1141742195367573,0.2804966384005999,0.4947367947818739,0.659611896157403,0.22060126858188173,1.936865490699694,0.2820999367488931,0.28259147790274036,0.500127911567688,0.3745640395640895,0.23736476190713685,0.11389601892395189,0.003384730797212435,0.24533122346565506,0.0013270162599549192,0.007046259830885362,0.0005203295767372062
24.0,0.6649612722493099,0.20876124410425465,2.1006,87.86304,1.0,0.37299151929828817,0.25959442478931466,0.23683045916455608,0.2128086239031256,1.8923905301371466,0.6410985695920165,0.1141742195367573,0.280386350230035,0.4929655799482764,0.6594616290222436,0.22062864326708168,1.9371058387422209,0.2797676669893514,0.28236783792339354,0.4983193576335907,0.37287131339316093,0.23609303882890423,0.11389601892395189,0.002148095042200315,0.16305678591970718,0.00040466156826985094,0.005359362568825945,0.0006684404591365003
25.0,0.6657680979852633,0.2389380229567927,2.188125,91.524,1.0,0.3725132252326964,0.2590364059392476,0.23647380848397176,0.21277729873540402,1.8921943811621509,0.6410994076907751,0.1141742195367573,0.28017948632795775,0.4913416848351948,0.6594360281406898,0.22062985941075053,1.9371165164083968,0.2793856103476152,0.2820999367488931,0.49801260232925415,0.3723910704680337,0.23572200767334262,0.11389601892395189,0.0012999869160626024,0.10288973982460448,0.00022272311117109555,0.0033556329361142502,0.0006831911863762163
26.0,0.6607345717698474,0.2871068441049204,2.27565,95.18496,1.0,0.37457767517605095,0.2606558490503203,0.23801478817629668,0.2127945170037584,1.892390602946669,0.6411602949049922,0.1141742195367573,0.27995561550763415,0.49345774640219453,0.6594349112394847,0.2206174611337764,1.9370076603035806,0.28179236352161563,0.28223767383059417,0.5001161098480225,0.37445784906111296,0.2372655579320283,0.11389601892395189,0.002078046405936787,0.17192510380300519,0.0007911807631209331,0.004595991124681956,0.0008143034548979403
27.0,0.6650906882208857,0.2735430245369551,2.363175,98.84592,1.0,0.37644027738502744,0.2610494255879794,0.23945463257363206,0.21279797005919351,1.8924190669089451,0.6411106116124662,0.1141742195367573,0.27951694699568014,0.4965136478554686,0.6593596521773877,0.22060048155123468,1.9368585806193026,0.28027253019510684,0.28183254344391784,0.501883327960968,0.3763770862391601,0.23871227202310474,0.11389601892395189,0.001891487021937093,0.16219062289655994,0.0009590515376234671,0.0037539506980130586,0.0010066392881577682
28.0,0.6660119658394487,0.31662634085497515,2.4507,102.50688,1.0,0.3769819426171159,0.2611250776135387,0.23984570011638295,0.21273308435510402,1.8918012618561344,0.6408258509248865,0.1141742195367573,0.2798288702230257,0.4970234472056981,0.659213187526106,0.22057358032630286,1.9366223895286396,0.27990762124711316,0.2820148428864677,0.502423107624054,0.3768945055597951,0.2390969839221682,0.11389601892395189,0.0015794099033313255,0.14087833194889754,0.0003758501018574789,0.004050347714165734,0.0007517754938799367
29.0,0.663583182731099,0.2876027177969501,2.538225,106.16784,1.0,0.3770622979148038,0.2608684786670399,0.23988199232962437,0.212698563743164,1.8914490628068337,0.640747161362414,0.1141742195367573,0.2798288702230257,0.49707065823920304,0.6592031354152605,0.22055830386516995,1.9364882631449676,0.2796492847254269,0.2820148428864677,0.502504825592041,0.376941831590749,0.23913122742307763,0.11389601892395189,0.001240472590479221,0.11518017571734163,0.000559147125835836,0.0026699841669246024,0.0008079986533177689
30.0,0.6635112404609202,0.3236448395919093,2.62575,109.8288,1.0,0.37754861997536115,0.26160193210740856,0.24023604321015085,0.21297049856641107,1.8942381936769228,0.643330138825993,0.1141742195367573,0.2799000823907852,0.497038549958369,0.6598895653266479,0.22052652765111266,1.936209269951373,0.279317697228145,0.28192161820480405,0.5034330487251282,0.3774163462077254,0.2394750746038783,0.11389601892395189,0.0009164813352769276,0.08839663931985342,8.445112346620114e-05,0.002711634387052322,0.0008039582631083303
31.0,0.6634395759220556,0.31843861416550506,2.713275,113.48976,1.0,0.3780665844116146,0.2609391782044838,0.24062895698128298,0.21300636675661883,1.894513841952875,0.6424718659901811,0.1141742195367573,0.2799368423036209,0.49829937862598117,0.6597703580845501,0.2206955069473007,1.9376928977180368,0.2794720072826582,0.28210393302795767,0.503900945186615,0.37793528182894504,0.23986672698174447,0.11389601892395189,0.0012854994850681784,0.12887710760833215,8.027354047116393e-05,0.003932624081354092,0.0011561728014997043
32.0,0.6651079557733147,0.365589832133396,2.8008,117.15072,1.0,0.37854033860135056,0.2615123340677747,0.2409889094173679,0.21271185208549914,1.8915851505202426,0.6407625908018557,0.1141742195367573,0.2798066338947303,0.4986359774578675,0.659207791261857,0.22058231060336836,1.936699040821178,0.279491833030853,0.28210393302795767,0.5041611790657043,0.3784087904506723,0.24023264333953356,0.11389601892395189,0.0013874948302376076,0.1438592606682505,7.379322013322047e-05,0.00436060126246671,0.0009165051508497808
33.0,0.6653483946322131,0.3232356685508297,2.888325,120.81168,1.0,0.37896387259900755,0.26148576550183183,0.241310586186111,0.21268948833790083,1.891331125945142,0.6406750595824734,0.1141742195367573,0.2798996512502329,0.49910782436837414,0.6591649097852543,0.2205766135321662,1.9366490208884712,0.27977087729876393,0.28223767383059417,0.5045939087867737,0.3788332682133105,0.24055469586577843,0.11389601892395189,0.0011898276690285726,0.12722602840017316,8.259265928745813e-05,0.00378260786147062,0.0009333298881189463
34.0,0.6640746443308797,0.3459261668870486,2.97585,124.47264,1.0,0.38070904814862344,0.26367498289251723,0.24263538015866587,0.2126657615192231,1.8911175984592887,0.6405727688715925,0.1141742195367573,0.2798945665571842,0.5007052635764637,0.6591017609440881,0.22055811731181807,1.936486625218079,0.27930470955281533,0.2823269048371799,0.5061005353927612,0.3805778787830731,0.2418908381194509,0.11389601892395189,0.001032973139260272,0.1143401341723802,0.0001586954746911334,0.003135379268485742,0.0013670849906573742
35.0,0.664681391866204,0.37746202573516474,3.063375,128.1336,1.0,0.3818737531262792,0.2635989932594325,0.24356103135531976,0.21265544398592506,1.8909869714017014,0.6405609410793971,0.1141742195367573,0.27986007410362695,0.5018463117302154,0.6590824724367608,0.22054744492371606,1.9363929223107885,0.27952871870397644,0.28241619228336495,0.5067910552024841,0.38178417222795874,0.2428417481326506,0.11389601892395189,0.0010247975085439314,0.11696685637434712,0.0005364225647911403,0.0022247421102604783,0.0017765326432643404
36.0,0.6641378544755768,0.3710784915191605,3.1509,131.79456,1.0,0.3795479298602088,0.26141363681898105,0.24177772163535682,0.21256760393147697,1.8901773950562502,0.6402106953379287,0.1141742195367573,0.2799393691588616,0.499236080591067,0.6588574482175737,0.2204892122685824,1.9358816432012653,0.279322853688029,0.2818282460857188,0.5038852095603943,0.3794190301869463,0.24107292717389794,0.11389601892395189,0.0006040170278283297,0.07094222034629638,8.399682527907377e-05,0.0019183446351184218,0.0014462364168760591
37.0,0.6646486574488099,0.41726018509798796,3.238425,135.45552,1.0,0.3800033811547335,0.2619582242632224,0.2421236004416395,0.2125898382428365,1.8903889544653527,0.6402027091488269,0.1141742195367573,0.2798405526969549,0.4996907053888594,0.6588323618635415,0.22048123318313712,1.9358115873246802,0.2792168674698795,0.28178368121442127,0.5043468475341797,0.3798764855955021,0.24141672061492764,0.11389601892395189,0.00042358620752331146,0.05156332070509961,7.236966271268746e-05,0.0013351682631647923,0.0015875426239656263
38.0,0.664856876288054,0.4182721896898484,3.32595,139.11648,1.0,0.38011984787656283,0.26189310758468626,0.24221741696884022,0.2125756670456771,1.8902653933595939,0.6401145272356518,0.1141742195367573,0.27980754633281335,0.4996343509473229,0.658787422276853,0.2204793940080531,1.9357954394812227,0.27946940006029547,0.28178368121442127,0.5041598677635193,0.37998950019133065,0.24152098137229316,0.11389601892395189,0.000734733616777866,0.09244366740858823,5.035282836672061e-05,0.0025637068109355117,0.0016453323762120236
39.0,0.6659455864052641,0.41546836935399795,3.413475,142.77744,1.0,0.3808670111923419,0.26254085385753034,0.2427866548945667,0.21251628130877476,1.889656243613737,0.6399131476260824,0.1141742195367573,0.279968387594273,0.5002602797699388,0.6585647197062384,0.22042111189130825,1.9352837261018132,0.2798501872659176,0.2817391304347826,0.5048741698265076,0.3807409672607767,0.24208668352470483,0.11389601892395189,0.0008474164458190142,0.10975004510873987,5.803588222713521e-05,0.003005229758219828,0.0015520878611387696
40.0,0.6658111715602189,0.4840043130925623,3.501,146.4384,1.0,0.3820458060938936,0.2641524467434149,0.24372144964655748,0.2125043998891572,1.889564196962732,0.6398868784232827,0.1141742195367573,0.2801927725592012,0.5018484093706533,0.6585589595078888,0.2204232995167445,1.9353029333178067,0.2791795779843589,0.28165007112375534,0.5066211223602295,0.3819903830192224,0.242998364018509,0.11389601892395189,0.0006046561806823575,0.08091594687766701,4.7657729275645665e-05,0.002152286006254397,0.0008588527756852086
41.0,0.6656831542734789,0.49278802907606184,3.588525,150.09936,1.0,0.38326955294801146,0.26285610844383167,0.24460096102536869,0.21248529219272586,1.8894114612766135,0.6397992764404872,0.1141742195367573,0.2801221499982684,0.5031196262841258,0.6585071930194528,0.22040934978998658,1.9351804555798688,0.27934101180930165,0.28161010260457775,0.5078406929969788,0.38314380313935076,0.24386844334327606,0.11389601892395189,0.0004040442416794211,0.055760167605512834,4.044583473619496e-05,0.0014246930145205194,0.0010278173097211204
42.0,0.6657206737991064,0.5197658572607827,3.67605,153.76032,1.0,0.38370777010985196,0.2620909942907792,0.2449628629556049,0.2124991195803716,1.8895293378913518,0.6398610986583638,0.1141742195367573,0.2801221499982684,0.5034298222729597,0.6585204201415888,0.22041214390333888,1.9352049877222448,0.27981984599738485,0.28160556257901387,0.5081653594970703,0.3836114831548902,0.2442442248192639,0.11389601892395189,0.0002995999276392543,0.0424689437543293,4.182772757806259e-05,0.0010338927488653155,0.0018468027889527456
43.0,0.6650414444606741,0.48447818102439905,3.763575,157.42128,1.0,0.3842414235405451,0.26152571552069737,0.24537495496158668,0.2124015054565027,1.888678266808881,0.6396391900325095,0.1141742195367573,0.28001184366235915,0.5037664809439628,0.6583950009208788,0.2203896390821367,1.9350073967843457,0.2798723897911833,0.28160556257901387,0.5083603262901306,0.3841471221535907,0.2446584240666052,0.11389601892395189,0.0007461604457005222,0.10869668939449184,0.00025019014755363615,0.0021896687310881315,0.0015424830466109166
44.0,0.6630961434449368,0.6016194894545436,3.8511,161.08224,1.0,0.3846786094591216,0.26107627090099433,0.24568697913005358,0.21237783342539165,1.8884329284861057,0.6394119842668691,0.1141742195367573,0.2796488993513177,0.5049756926213356,0.657994284377303,0.22031496590496658,1.9343517709084317,0.2802142133449124,0.2813975448536355,0.5084758400917053,0.38455452935475704,0.24496697501693052,0.11389601892395189,0.0010183523462653588,0.15305910519236932,0.0003895166147389758,0.002876551050448963,0.002051567587831998
45.0,0.6611158882956827,0.5810392012001379,3.938625,164.7432,1.0,0.3852493725942161,0.2602492772036577,0.246126968957924,0.21238698250581153,1.8885170575125585,0.6394903865244462,0.1141742195367573,0.27974612232462487,0.5069920288048091,0.6581362437754092,0.22035365437791718,1.934691453307484,0.28031723143475124,0.2812056178002209,0.5091615915298462,0.3851274550771058,0.2454050262775939,0.11389601892395189,0.0005995041573300361,0.09276553342806437,3.24806286598061e-05,0.0023016436267564687,0.0015039717962362876
46.0,0.6606360719942568,0.6719388095559626,4.02615,168.40416,1.0,0.3853660562288575,0.26045473638251426,0.24621625573611966,0.21238476037133006,1.8884872846435774,0.6394986947794107,0.1141742195367573,0.27988197163368456,0.5058115060963598,0.6583330191787247,0.22038284294186328,1.9349477270931865,0.2799194476409666,0.2813388064414272,0.509154736995697,0.3852412595207242,0.24550015579980886,0.11389601892395189,0.0006533695679055923,0.1035627029623356,3.915864614386087e-05,0.002523556142345931,0.0022792914209455784
47.0,0.6640375978835804,0.6657242938362897,4.113675,172.06512,1.0,0.3847906143186015,0.26127332825473815,0.24581710924590883,0.21234679642994422,1.8881383587017464,0.6393330481099189,0.1141742195367573,0.2796351921837855,0.5049038636577874,0.6581892275606642,0.22035711014709997,1.9347217947471185,0.27979124383879383,0.2813388064414272,0.508084237575531,0.38470014662032,0.24512153146320273,0.11389601892395189,0.0005352684465583866,0.08705491706768953,3.9049332402990704e-05,0.0020743452704217033,0.002374454400652631
48.0,0.6643760539069039,0.698166898239456,4.2012,175.72608,1.0,0.3856420974150555,0.26049833610430045,0.24649602731786582,0.21233180504272745,1.8879974955343017,0.6392741242449541,0.1141742195367573,0.27960023907114817,0.5057517707362875,0.6581258026315596,0.22032275753903413,1.934420180973517,0.2799712849964106,0.28136285131103783,0.5084737539291382,0.38558129248912343,0.2458016301049162,0.11389601892395189,0.0006704652884604209,0.11163032193690015,3.91321353338267e-05,0.0026861159645812913,0.0024164722277195
49.0,0.6639172776265239,0.7001961691362164,4.288725,179.38704,1.0,0.3839238660348146,0.2638468043068871,0.24514296839520927,0.21228457122325078,1.887528398323287,0.6389945322993441,0.1141742195367573,0.27964794264232895,0.5036147510030748,0.6580150035221292,0.2202963062884311,1.9341879406296234,0.2788856304985337,0.2813388064414272,0.506668746471405,0.3837999598544007,0.2444664835228987,0.11389601892395189,0.0005651291104773762,0.09649522012477973,0.00013712904440302674,0.001957785207385203,0.002758376157270022
50.0,0.6646104154978838,0.7494957526545913,4.37625,183.048,1.0,0.38598206913903405,0.26040860835974505,0.24674313179678198,0.21228050421740702,1.887486632060243,0.638972903321794,0.1141742195367573,0.2796593127345278,0.5058240848072886,0.6579981496084394,0.22030017070362984,1.934221869955997,0.27973631413012323,0.2813186813186813,0.5084845423698425,0.3858903179312575,0.24605958069841988,0.11389601892395189,0.0008067369711751258,0.14126218154797243,0.0003970165508389329,0.002168629862544045,0.002718274671842964
51.0,0.6642733814355781,0.6900249511531817,4.463775,186.70896,1.0,0.38635935286980977,0.26096289945757367,0.2470366315977417,0.21227278692332355,1.8874160949759056,0.6389801253254637,0.1141742195367573,0.2796593127345278,0.5061505865230631,0.6579902434538419,0.22029471507367832,1.934173969862534,0.2797082797082797,0.2815212245542055,0.5091918110847473,0.38626695251937615,0.24635653868066648,0.11389601892395189,0.0005302781960287912,0.09505590685421339,2.811266246783484e-05,0.002240732461971949,0.001784997264339518
52.0,0.6647329236562725,0.946188187625131,4.5513,190.36992,1.0,0.38771835532065674,0.26109542985899753,0.24810571133881817,0.2122425351513891,1.887162894744444,0.6388904129456401,0.1141742195367573,0.2798162570362214,0.5078083544121708,0.6579016317750913,0.22027200093659388,1.9339745411441378,0.27985865724381626,0.2813436366503706,0.510698139667511,0.38766021913218335,0.24741434285926978,0.11389601892395189,0.00042384946620894337,0.07768731811847829,4.072770407797509e-05,0.0017520976313854886,0.0025298107877309846
53.0,0.6632482895977871,0.78245317084046,4.638825,194.03088,1.0,0.38762929718022315,0.2606112696145561,0.2480431069697348,0.21223273994868663,1.8870351670931234,0.6387255714179227,0.1141742195367573,0.27986122827704113,0.5075595541374169,0.6578171739648673,0.22026556880095982,1.9339180673911933,0.27997169143665956,0.2814954445491674,0.5100911855697632,0.3875688944097985,0.24736218774093577,0.11389601892395189,0.0005107447088632209,0.0960963825559702,3.1337923476374995e-05,0.0022085051414474336,0.0017705325869068482
54.0,0.6622042317930711,0.8629435673533387,4.72635,197.69184,1.0,0.3888585906708379,0.26043231542132694,0.24900003460449857,0.21220004995320793,1.886737787070233,0.6386050054902067,0.1141742195367573,0.27974251659985044,0.5084855235880474,0.6577207063293261,0.2202409015037357,1.9337014900476026,0.27836060987550704,0.2815212245542055,0.5116331577301025,0.38879967959941475,0.2483222172893391,0.11389601892395189,0.00030169252465798025,0.05804483899191837,2.4921137214237847e-05,0.0013011803715256803,0.0023834113415719554
55.0,0.6643336462583376,0.8629535367819828,4.813875,201.3528,1.0,0.3872110269277207,0.2608960558086581,0.24770254239657524,0.21217055373382954,1.886463515068958,0.63849202969883,0.1141742195367573,0.27988314318044727,0.5063541944908712,0.6575975460099294,0.2202135819139113,1.9334616257390647,0.2801367911085779,0.2815212245542055,0.5092474222183228,0.3870849045727272,0.24705310619590357,0.11389601892395189,0.00045516835789152077,0.08933036930557137,3.429097665143879e-05,0.0020075200868206514,0.0034973908215304166
