round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_f1,fed_auroc,fed_ece,fed_prevalence,fed_auprc_lift,fed_auprc,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6301888748051943,0.15500905609894106,3.66096,3.66096,1.0,0.2743537249882566,0.0,0.6485072771438264,0.142393814844833,0.11356625747560589,1.8863001524211243,0.2146494140755395,0.1172863050543684,0.2837576522513785,0.6584758695879046,0.2096314583796175,1.8405512357687228,0.0,0.28016359918200406,0.2789348065853119,0.14125466899168893,0.11727050284556625,0.11389601892395189,0.01972539641100621,2.157502925139852,0.019123868676874396,0.02023377712906363,0.008338811271505441
2.0,0.6231698796394162,0.4329972556386821,7.32192,7.32192,1.0,0.23045619542038887,0.0,0.6530158916794082,0.0947333845513063,0.11356625747560589,1.933277313895771,0.219788979123928,0.10562529360580303,0.2859290453356524,0.6616227324583889,0.21415605452034253,1.880276909971138,0.0,0.28400675587891383,0.23838505148887634,0.09281257835663381,0.10565263795245099,0.11389601892395189,0.013350031621583984,1.5320559475221671,0.013593441702881811,0.013254940695797484,0.0056715082904519425
3.0,0.6240246455810479,0.48704592164444993,10.98288,10.98288,1.0,0.22988809314320438,0.0010766724064507768,0.6565985257857055,0.08642158509215393,0.11356625747560589,1.9714759842595027,0.22428144471647857,0.10360168671765937,0.28740084172390823,0.6615574125620715,0.21672590630962657,1.9028400496977331,0.00088261253309797,0.2820004951720723,0.22484157979488373,0.08331650560739098,0.10375324631398151,0.11389601892395189,0.010723078252707236,1.2911163252429105,0.011166884484309388,0.01044377904269704,0.007445098483503196
4.0,0.6251133303234189,0.4923498135749549,14.64384,14.64384,1.0,0.20998551325112125,0.024778380975533743,0.6571625908989817,0.07243662865625487,0.11356625747560589,1.9959622953239513,0.22714300895187578,0.10122277536469713,0.28660128519356337,0.663110005632696,0.21905851033880214,1.9233201687678567,0.023346303501945526,0.2849597253400238,0.2131434977054596,0.06877670799858215,0.1013837890332234,0.11389601892395189,0.010106201292176424,1.2793305144296028,0.009711704193902004,0.010428011882334205,0.00565257554083823
5.0,0.6297289834385414,0.5528824728265704,18.3048,18.3048,1.0,0.21137577315659353,0.03453323108293284,0.6597271280535951,0.07050678605576675,0.11356625747560589,2.030225657667565,0.23133098632288143,0.10067571779870889,0.2900562250271349,0.6631778856171687,0.22048824346157497,1.9358731371356752,0.030901287553648068,0.2831698793822568,0.1970512866973877,0.06629326415241044,0.1010230976292439,0.11389601892395189,0.009368964537600279,1.2520366913522594,0.00868698263150058,0.009909722650440496,0.005989130904437076
6.0,0.6304977515876229,0.5953342228058032,21.96576,21.96576,1.0,0.20119813737214115,0.03354185101863398,0.661622093256526,0.061189275662226233,0.11356625747560589,2.0545225066355086,0.2344231733483343,0.09919834686843902,0.29162958217594076,0.6659995796435645,0.22279606039800343,1.956135627064927,0.029159519725557463,0.28624665191568655,0.18785850703716278,0.05657969777986,0.09964373500090866,0.11389601892395189,0.008858846424326374,1.2541348166414537,0.00786977971702027,0.009638993581937,0.0073367557530075
7.0,0.6366781398332144,0.6872028534642871,25.62672,25.62672,1.0,0.20009028819284985,0.0393036841892226,0.6661419952848392,0.060645879103884526,0.11356625747560589,2.092743838131158,0.23875553112527817,0.09879320691503049,0.2940850884221868,0.6656162691895549,0.22325987704792716,1.9602079085573418,0.03585147247119078,0.2849660754672063,0.18681275844573975,0.055831662925043025,0.09953327084023723,0.11389601892395189,0.008881315009787694,1.3286803522496484,0.007754462193724146,0.009815968156775833,0.0055530611206164315
8.0,0.6436303046364331,0.7500700098919808,29.28768,29.28768,1.0,0.21707285476492602,0.042132559218569496,0.6661478791191696,0.060520390435692115,0.11356625747560589,2.1086098405759035,0.24040585402688724,0.09873638576109353,0.29470887756691777,0.6641439926100796,0.22357433729318238,1.9629688500566684,0.039898132427843805,0.2864779492163771,0.18790630996227264,0.05563565866816468,0.09956347893307817,0.11389601892395189,0.008409973450059479,1.3333347504376434,0.007011042402745242,0.009597575540547285,0.005708532138003409
9.0,0.6412056043522598,0.7361835447708472,32.94864,32.94864,1.0,0.21190182432311866,0.04243534475200448,0.668550560614155,0.06458375913319364,0.11356625747560589,2.1491773869912487,0.24472718813501312,0.09900560239872058,0.2961511105916108,0.6627396964106912,0.22404533730262954,1.967104201001302,0.035057716973065416,0.2814345383839839,0.2021428942680359,0.05899967764800445,0.09992286875784019,0.11389601892395189,0.007844964014928077,1.3193777588021476,0.006347618266309295,0.009149875894005208,0.005086602049200074
10.0,0.6328297702752013,0.6979452548645521,36.6096,36.6096,1.0,0.20143005907967065,0.05588530240826871,0.6700620428359939,0.04982841868430779,0.11356625747560589,2.1667223432440403,0.24706792853135115,0.09739043435594207,0.2984807908446646,0.6630439202198223,0.22447862910747246,1.97090847624232,0.051926298157453935,0.2817581300813008,0.17569518089294434,0.04388732435719373,0.09852506731880245,0.11389601892395189,0.007664651269344784,1.3634258887905162,0.005999994751463859,0.009142872904906915,0.006107890687177084
11.0,0.6431618045624133,0.9477934512486923,40.27056,40.27056,1.0,0.21967544379307857,0.06160338715193957,0.6751563315401203,0.05903471759633333,0.11356625747560589,2.2089763150642905,0.2522205136768172,0.09779309764041356,0.3036971277324196,0.6637654634971839,0.22573544803343032,1.981943268659402,0.05333333333333334,0.28169979437971215,0.1768561452627182,0.05261380577934194,0.09920382344495894,0.11389601892395189,0.007863280960062105,1.481798520166194,0.006128700298709655,0.009458905787154246,0.004368788240739768
12.0,0.6390379636443801,0.9121948134483358,43.93152,43.93152,1.0,0.20517598688790062,0.07967657500402263,0.6754183441836336,0.06125130526425988,0.11356625747560589,2.223343751168714,0.2535500116119133,0.09822069167620326,0.3020312449415806,0.6631263324694123,0.22451169790292846,1.97119881822063,0.06888068880688807,0.2804123711340207,0.17783533036708832,0.05584575844594603,0.09981886497989967,0.11389601892395189,0.00758493393424129,1.513579043035861,0.005895864889003204,0.009166502356199414,0.004808017394851626
13.0,0.6405966250253426,1.1401331841733577,47.59248,47.59248,1.0,0.2188854851210909,0.08791109023243089,0.6741670948815427,0.0674821961453014,0.11356625747560589,2.239847911691022,0.25568405765356544,0.09912490948158312,0.30022185044347555,0.6614917287316535,0.225147064168936,1.9767772947293811,0.07925596441568944,0.2826785273041759,0.1909857988357544,0.06272788649326758,0.10074539250761129,0.11389601892395189,0.007464481594725087,1.5779288858757354,0.005260817566301363,0.009551511264923105,0.006491922978421452
