round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_f1,fed_auroc,fed_ece,fed_prevalence,fed_auprc_lift,fed_auprc,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
14.0,0.6271582411050196,1.0495466021745699,51.25344,51.25344,1.0,0.2144709414643314,0.08276932200732769,0.6775703810581403,0.06104689410386087,0.11356625747560589,2.267901227486896,0.25904476806537446,0.09784418007223011,0.3050805212337577,0.6610204215220287,0.22404009240810013,1.967058151151808,0.07334963325183375,0.279555845852384,0.18927697837352753,0.05563396647159283,0.09985915610526877,0.11389601892395189,0.0066057113654965265,1.4784727536316495,0.004796560769222527,0.008335554931368908,0.006189725402007311
15.0,0.6355334426498189,1.2033960347955566,54.9144,54.9144,1.0,0.22921011169395028,0.0927608807807575,0.6795085400469145,0.06878184959688745,0.11356625747560589,2.3035235203866633,0.2633813038285078,0.0985626159225447,0.30988183463291635,0.6588199379063168,0.2217383693105123,1.9468491647505828,0.08643457382953182,0.28095439785401666,0.20115886628627777,0.0634557037483088,0.1009386891614008,0.11389601892395189,0.006452311631400677,1.5196179214399308,0.004650268152056449,0.008197578099915047,0.006478674553279657
16.0,0.6331581797730756,1.8479585089797976,58.57536,58.57536,1.0,0.24807191472365714,0.07786661915089307,0.6821439676503919,0.06810993890866969,0.11356625747560589,2.3213799244215085,0.26564837077537967,0.09833047323315157,0.3110715302646622,0.6608554464294274,0.22258526464210743,1.9542848533689936,0.07174887892376682,0.2820768846729905,0.1918141394853592,0.062018780006261987,0.10065333016828983,0.11389601892395189,0.006607273239138936,1.6374216136027826,0.004388419255661227,0.008786002987365503,0.006390449796879939
17.0,0.6349739461805685,1.1895080421423945,62.23632,62.23632,1.0,0.24138458977058544,0.0965479369060979,0.6828806753667672,0.06820101451807645,0.11356625747560589,2.3335155953785054,0.26744009934350166,0.09851832470428672,0.3086401875977888,0.6596843190434065,0.22169263563611655,1.9464476259186918,0.08476609356257497,0.2822534567478003,0.18382859230041504,0.06262629296252073,0.10106296077233065,0.11389601892395189,0.006245813000399368,1.6335527553164866,0.004263522974541249,0.008219087117292304,0.004413995472347497
18.0,0.6300491190208731,1.3472602686638726,65.89728,65.89728,1.0,0.242381039349058,0.08344259315748655,0.6845696207695642,0.062449594405396186,0.11356625747560589,2.3750656399276284,0.27202301108379656,0.09733853827312185,0.31021035179321765,0.6589055377166494,0.22237658727963755,1.9524526790362873,0.07093355075417855,0.2795698924731183,0.18819409608840942,0.055285761757374166,0.10006511225019189,0.11389601892395189,0.005891417196285251,1.6208762979949825,0.003958370734282307,0.007836294962008593,0.004129522564666903
19.0,0.6354993035967439,1.406533204274557,69.55824,69.55824,1.0,0.23648613442461341,0.09632992721665627,0.6879488797318032,0.06197398909451753,0.11356625747560589,2.397866932055364,0.2746124474969459,0.09706291384914638,0.31434897248861315,0.6595202224124272,0.22301844169303772,1.958088121077758,0.07717303005686434,0.2794948887552616,0.18068477511405945,0.054355616850630444,0.09999830510530472,0.11389601892395189,0.00523586529341211,1.5068322146544233,0.003605529876172372,0.006888372671578759,0.003992638159088951
20.0,0.6364441997003325,1.502976291845234,73.2192,73.2192,1.0,0.247458456467449,0.10397396895692641,0.6874376783957139,0.06420390059014149,0.11356625747560589,2.406548343443539,0.2755935060808098,0.09760958027891704,0.3140171537122273,0.6591767564676988,0.21997718648984116,1.93138608854028,0.08329995995194234,0.27757766771724446,0.17869898676872253,0.057807692422976516,0.10077466972464001,0.11389601892395189,0.005358898307804769,1.610274695980479,0.0033736724988759287,0.007393698425238381,0.004532257352331969
21.0,0.6361419468657328,1.9545043353901703,76.88016,76.88016,1.0,0.24406080078620898,0.1121991985834619,0.687410211468344,0.06417247236553587,0.11356625747560589,2.442201909445128,0.2801040315012404,0.09707476610971624,0.3189640672168355,0.6581959164184427,0.2196016599429394,1.9280889886903503,0.09254088552054249,0.2789008594601138,0.1824745386838913,0.05680046276743381,0.10063353018945057,0.11389601892395189,0.005066601985721374,1.5941756106039975,0.0033353845401596456,0.006848211533978022,0.004286075277307174
22.0,0.6453409457747938,1.9068594593074817,80.54112,80.54112,1.0,0.23329850839375327,0.12416914385764952,0.6893378485230938,0.07118391673123717,0.11356625747560589,2.4612239522410566,0.281878348614406,0.0978751611778372,0.32163175157338997,0.6563413709894526,0.2197305655853868,1.9292207722563193,0.10078740157480315,0.2784371909000989,0.1954754739999771,0.06428775638969063,0.10168256821470777,0.11389601892395189,0.004545633520850923,1.4985831641824916,0.002857279516887401,0.006279452981000049,0.004620723306652379
23.0,0.6377055864053943,1.8459973169928303,84.20208,84.20208,1.0,0.22732085939901298,0.08877289409162181,0.6927550002368316,0.0627047708528899,0.11356625747560589,2.4995581054707663,0.2867666078080281,0.09620679420877733,0.3251013749525781,0.6541585946501487,0.21617075367378702,1.8979658438994582,0.06040546131568059,0.2770053475935829,0.19220344722270966,0.05325992763726986,0.10025659978064154,0.11389601892395189,0.0045431606014028365,1.5620999124075752,0.0029449929570745086,0.00619925677146269,0.0034783106956706167
24.0,0.6490703932542109,1.6149619384437819,87.86304,87.86304,1.0,0.2441636849611032,0.10526702581389205,0.6934873488591388,0.06391041724208882,0.11356625747560589,2.517648270739095,0.2889863811827483,0.09625930160214677,0.3243612496634736,0.6561611106646295,0.2177351442157557,1.9117010960772647,0.07711038961038962,0.2782287822878229,0.1862918883562088,0.05523747270062961,0.10044741250010827,0.11389601892395189,0.004388638879247388,1.5761020405770978,0.0029617007280159416,0.005870668959708888,0.004021813211625421
25.0,0.648031814476701,1.7228356925881747,91.524,91.524,1.0,0.22339216615461804,0.11520095016301973,0.6972505008636658,0.05061110610923289,0.11356625747560589,2.576525736237901,0.29555989272489497,0.09451902633343182,0.3303321737514026,0.6534567289131186,0.21603238805414146,1.8967510023189291,0.07467532467532467,0.2751686082158185,0.17472444474697113,0.040776504718906814,0.09940331309286962,0.11389601892395189,0.004124852660545579,1.5442275615932886,0.0024791502712604987,0.005840858941643238,0.003544443247613633
26.0,0.670857985546739,2.8943657750626874,95.18496,95.18496,1.0,0.25122564715111373,0.10900985107509055,0.6986127891463583,0.06465215883985793,0.11356625747560589,2.5929521180419983,0.2975103382559034,0.09605013827562328,0.33244637443877006,0.6504899883234881,0.2157841967447152,1.8945718979764674,0.0670756646216769,0.26977632296781234,0.20286068320274353,0.05626750016875887,0.1007713532633562,0.11389601892395189,0.004210620414400924,1.6408174603420775,0.00257825030903794,0.005915078872236041,0.00298301326720051
27.0,0.6448872600839277,1.745804641508568,98.84592,98.84592,1.0,0.2531392524827379,0.13260773910977727,0.6979134635550793,0.062097052075292744,0.11356625747560589,2.623174637858246,0.30115337622351424,0.09558632813215967,0.33173197229021717,0.6518218114390663,0.21676622569675502,1.9031940514223709,0.0949367088607595,0.27305362351357415,0.17459982633590698,0.052512185537744296,0.10084507339156337,0.11389601892395189,0.0040445429310154045,1.6370332497608615,0.002445904968427286,0.005714994352264798,0.0029796530760767556
28.0,0.6547994905520318,2.460555603454764,102.50688,102.50688,1.0,0.23177719406823447,0.12847382321663958,0.7001914333745245,0.05558765492083075,0.11356625747560589,2.622484256775253,0.30091944899624,0.09476522912241188,0.32946611356199806,0.6522751478337965,0.21514362562419106,1.888947723167058,0.08588469184890656,0.2724497315506895,0.16001509130001068,0.04715592298122629,0.10030078089908225,0.11389601892395189,0.003815811326510644,1.605591362065752,0.002289070976682815,0.005401624487120098,0.00393461471361696
29.0,0.6594147937379518,2.899392208811347,106.16784,106.16784,1.0,0.233078234157999,0.11631016767020659,0.7016251535403369,0.057410682857661446,0.11356625747560589,2.63382447574086,0.3022843305574437,0.09500885523485318,0.33317399900229794,0.6507744969439324,0.2137129718239342,1.8763866713078872,0.08041817450743868,0.27142679437741013,0.18404841423034668,0.049275815289595445,0.10055116404116815,0.11389601892395189,0.003681256736015284,1.6060613111912971,0.002240781028645439,0.005183306320313381,0.002942204330397849
30.0,0.6558373547464973,2.7167530438085477,109.8288,109.8288,1.0,0.25537414286434557,0.1153733010336742,0.7029420272671313,0.061203769534786845,0.11356625747560589,2.6478891328541256,0.30410936723909365,0.09518147206663886,0.339709526273834,0.6490153398976336,0.21289798461877674,1.8692311340656098,0.07723250201126307,0.26958105646630237,0.18260343372821808,0.05183848177414793,0.10079868171220553,0.11389601892395189,0.003439213468121679,1.555921021514223,0.0020613247710898524,0.004874592390819092,0.003172153877915539
31.0,0.6493896388985656,2.267860178203062,113.48976,113.48976,1.0,0.254922198374053,0.11025981527419045,0.7027117492566797,0.06164727003363729,0.11356625747560589,2.633528172751789,0.30249014726760803,0.09538545471508386,0.3345354330561177,0.6514267546982261,0.21516934705141041,1.8891735557067935,0.0744637798462161,0.27188727188727185,0.1813504993915558,0.053117134406070715,0.1007232422722924,0.11389601892395189,0.0033528744178091194,1.5696328671328956,0.0020559173576338097,0.004706877277961842,0.0026402697125836993
32.0,0.6718252068437962,2.6697277001865736,117.15072,117.15072,1.0,0.2816262236576168,0.13594319465931007,0.702158248692212,0.059693455989308045,0.11356625747560589,2.62275782877728,0.30134910241853696,0.09551524977814811,0.33299835721978727,0.6505104941276347,0.21391027415944464,1.878118973607603,0.09159099881563364,0.2715078630897318,0.18187259137630463,0.052783006966720156,0.10149220202417392,0.11389601892395189,0.0031602356618714556,1.5280524077243172,0.0018441667040860006,0.004536464469599036,0.0032520857067515137
33.0,0.6582237755493621,2.8587806356776584,120.81168,120.81168,1.0,0.21977804300824086,0.13794101610995713,0.706022325905139,0.056865312201208384,0.11356625747560589,2.68440141760973,0.30881905547934396,0.09436814044843489,0.339900140811837,0.6448562257001828,0.21214918923420195,1.8626567569131058,0.08750994431185362,0.2676453980801807,0.16832666099071503,0.04943532601631527,0.10073254753257772,0.11389601892395189,0.0033911165966582263,1.6961600503564114,0.001839005122272052,0.005008991854231379,0.003979847602064115
34.0,0.6670599727911359,2.9095106383631917,124.47264,124.47264,1.0,0.24641263364507296,0.14974694866491395,0.7083457841279566,0.05999367446730252,0.11356625747560589,2.7025762999039613,0.3109336228359041,0.09460232286555413,0.3396461225225066,0.6466305299347342,0.21230738188232318,1.8640456785770565,0.09807767752059632,0.26977285963890507,0.17808274924755096,0.052552832196514396,0.10126023719199928,0.11389601892395189,0.003311593480460111,1.7090236719959648,0.00182929019431894,0.004862038581800355,0.003309754969472743
35.0,0.6543887258346851,2.3984739266442943,128.1336,128.1336,1.0,0.22659433052849015,0.13122678723029832,0.7056982929136782,0.058335143095904714,0.11356625747560589,2.7091355800329446,0.3117866764021874,0.09425073124002448,0.3393236049670663,0.6452053263487435,0.2083451892191611,1.829257872114676,0.07538091419406576,0.2663245670301475,0.1831226944923401,0.04967705547865074,0.10077258732385032,0.11389601892395189,0.0033456182991324266,1.785219699231675,0.0017218228791296974,0.0050394980867699115,0.0028917888370179174
36.0,0.6492518648577649,2.164042590917233,131.79456,131.79456,1.0,0.23598762356356928,0.1377195452392927,0.70946817970378,0.05491640347323659,0.11356625747560589,2.746054107873981,0.31579419892808264,0.09377710314181407,0.34167836101665783,0.6440896549899708,0.20869299458178805,1.832311581681638,0.08637083993660856,0.26669742761564197,0.16835908591747284,0.04630515211577921,0.10078952110561547,0.11389601892395189,0.003035224523460204,1.6697903979511466,0.0015992955222631164,0.004529349556656433,0.003216488251723756
37.0,0.6617548652301014,4.283600812883338,135.45552,135.45552,1.0,0.22738049640421382,0.13932604587756411,0.7113228328203623,0.05500310191916498,0.11356625747560589,2.776450235739568,0.3197259948651699,0.0934368274629269,0.34205886970197025,0.6449600975122519,0.2077096807572718,1.82367814713488,0.0833664152441445,0.26914442504365177,0.17720606923103333,0.04570421740294931,0.1007234928075819,0.11389601892395189,0.002885966430309082,1.638293766962306,0.0015434774774455513,0.004275891419011864,0.0031198078402031744
38.0,0.6644508535315304,2.7719277192233265,139.11648,139.11648,1.0,0.24087732220863,0.15023773116780523,0.7131629032694391,0.0675573099779506,0.11356625747560589,2.7826088283993693,0.3200320484519624,0.09484391759834807,0.3436692857591878,0.6429899967316208,0.20752089576351623,1.8220206265688483,0.08681925808997633,0.26558127702874584,0.19158673286437988,0.05896885394077663,0.10208392152270725,0.11389601892395189,0.00279080974697176,1.635525143276027,0.0015217510785135685,0.004100998875697079,0.0022223407899901455
39.0,0.6458962944834001,1.9946338018218435,142.77744,142.77744,1.0,0.24503244664502435,0.15887626330188953,0.714958422558665,0.058920601090804915,0.11356625747560589,2.8074284476313403,0.3234654039791841,0.0937469883546484,0.34639732992753036,0.6415795638503304,0.20578941960680325,1.806818373030302,0.09313154831199069,0.26363636363636367,0.1811075508594513,0.05152377755611121,0.10190601607550696,0.11389601892395189,0.0028992657073183773,1.7480934545965283,0.0014672615389775127,0.004367658528640809,0.003077759346706367
40.0,0.657320810908458,2.751908259053342,146.4384,146.4384,1.0,0.24609107878698208,0.15938529858233322,0.7148907851811902,0.05250024075962096,0.11356625747560589,2.8294806496078153,0.3253442880520993,0.09278640685286352,0.34836393612090344,0.6450229828149312,0.20852880403141577,1.8308699988069819,0.08825847123719464,0.26605843915670074,0.1731104850769043,0.04397423130115473,0.100730249430185,0.11389601892395189,0.002724011163572389,1.6905846826630295,0.0014268093364498131,0.004051291197646191,0.002904587836092712
41.0,0.6681144329768327,3.0633495429240782,150.09936,150.09936,1.0,0.25536244123151625,0.1749615572446934,0.7167881667189768,0.06108448471198404,0.11356625747560589,2.842259653115385,0.3266249374592419,0.09375871603583552,0.3470220312361833,0.6434523812810571,0.2084098694816236,1.8298257608176665,0.09298721425803952,0.2654173022444977,0.16872172057628632,0.054028942259012315,0.10188550059998383,0.11389601892395189,0.0024773938655542624,1.5809519941249164,0.0013148457010098836,0.0036623325998093484,0.0024419943617726985
42.0,0.6644679499129438,2.5472075932495026,153.76032,153.76032,1.0,0.2434377233056029,0.1609379283762215,0.7196407930270425,0.060093184526851286,0.11356625747560589,2.8749542058783897,0.3309632295713388,0.09303270320987633,0.3502160198017581,0.6403946320673932,0.206459538558192,1.8127019759667329,0.08557844690966719,0.26345231752797016,0.18950806558132172,0.05135248756055164,0.10137443049327016,0.11389601892395189,0.0025082533374447863,1.645443229979719,0.0013283219582595738,0.003705161407006503,0.0025963095753303044
43.0,0.6704436457652456,3.532142086875312,157.42128,157.42128,1.0,0.20961282165931533,0.14627718676996967,0.7228538982926607,0.05361637825238039,0.11356625747560589,2.885062337949687,0.33225483321925775,0.09221813124209328,0.35196351003548004,0.6406452571681338,0.2068244388918528,1.8159057783217956,0.07778668805132317,0.2659348883622302,0.17431047558784485,0.044047720183157384,0.10035780675809317,0.11389601892395189,0.002495972501093746,1.6838938710134244,0.0012851456371330038,0.003719680237930189,0.0025906260988936003
44.0,0.6708970631915918,2.9418523902047222,161.08224,161.08224,1.0,0.24830466906980106,0.14308346514985554,0.7214507815633732,0.05360177041014656,0.11356625747560589,2.905432595108464,0.33523035480715385,0.09216118488687795,0.3546932056407728,0.6365100998740587,0.20230854546256188,1.7762565133873804,0.07987220447284345,0.2611488573193329,0.17578376829624176,0.04573261837818999,0.1010749548571683,0.11389601892395189,0.0025503453816862094,1.7634864388674032,0.0012874574200566835,0.0038269338426168086,0.002762745660308765
45.0,0.6837008134646265,4.220912859485936,164.7432,164.7432,1.0,0.24400005506801276,0.18170803630349894,0.7199445157050575,0.05499749319792715,0.11356625747560589,2.891939990953153,0.33342137760236196,0.09248557012093955,0.35402756664023166,0.6383609557642368,0.20384606228597268,1.7897558159787852,0.10514198004604758,0.26231049477024326,0.16928909718990326,0.048549185623050814,0.1019347846986099,0.11389601892395189,0.0025499962253099488,1.8089589328446891,0.001276360879955532,0.003833715014640235,0.0031463619066402593
46.0,0.6713247456299463,3.1359713908619886,168.40416,168.40416,1.0,0.2592632764806754,0.19546406207388645,0.7219668949987659,0.059053912082126,0.11356625747560589,2.9348843520744405,0.33792044951949324,0.09268026624280085,0.3556323893708911,0.6412495509178695,0.20669168219231204,1.8147401827127918,0.11098527746319366,0.26446751030854543,0.1980806142091751,0.05174871223978132,0.10227342148647912,0.11389601892395189,0.0024104545321046236,1.7551620172016555,0.001236854979116039,0.0035930542485268398,0.002647689200318723
47.0,0.6620730580419388,3.0054455769026207,172.06512,172.06512,1.0,0.22026088580718983,0.15856829575892867,0.7227328833610553,0.05249957610319097,0.11356625747560589,2.9405934289910536,0.33883053604357255,0.09174341842305393,0.35443042082069387,0.6383607800719123,0.20518824309532713,1.8015400804511952,0.07882165605095541,0.26321182842921975,0.19681142270565033,0.04473440228006121,0.10079246562586355,0.11389601892395189,0.002354410334156464,1.7547624622529838,0.0011601023022188204,0.0035539262507589234,0.0027429448896955115
48.0,0.6767191672940449,3.459460678798055,175.72608,175.72608,1.0,0.2494973179198002,0.17621063865053066,0.7241050309306802,0.05586884881419384,0.11356625747560589,2.921495588537244,0.33658640540216533,0.0924443863256759,0.35850570278689026,0.6395335263372081,0.2064355674471544,1.8124915110947906,0.1111111111111111,0.2608695652173913,0.1822032332420349,0.04977825648618051,0.1017803349740202,0.11389601892395189,0.0022011796667573457,1.682048976988881,0.0010485484291294837,0.0033551842041270393,0.0021795652726021315
49.0,0.683134058187748,3.6310718359726444,179.38704,179.38704,1.0,0.250689486318277,0.16893219767138606,0.7260961946529061,0.061301161310687385,0.11356625747560589,2.9652912510243925,0.3415751302680649,0.09266062519132898,0.36012844305281033,0.6352008783210681,0.20079969874987108,1.763008932594427,0.09659969088098919,0.2618020748338967,0.18072275817394257,0.05410375010429089,0.10267958781709488,0.11389601892395189,0.0021615865259853066,1.69381961178442,0.001079204638335231,0.0032379106538192406,0.002703380970802513
50.0,0.6664818417629111,4.210407903465363,183.048,183.048,1.0,0.2178471099638061,0.13571503573824648,0.7268946708427648,0.04813179396226341,0.11356625747560589,3.0270959320201283,0.3489672928589437,0.09055539339254852,0.36617405698034616,0.6372828574639796,0.2015961303561333,1.7700015528263422,0.060432829726418946,0.26195197179995594,0.15265336632728577,0.03711318457925197,0.09999478553415414,0.11389601892395189,0.0020999990705902857,1.6856183789641364,0.0010283534729356326,0.003160478453107912,0.0028299993500411754
51.0,0.6936095362153757,3.8700610552783856,186.70896,186.70896,1.0,0.2305326174031199,0.15011201523105758,0.7298354980474613,0.06235160846970801,0.11356625747560589,3.035019755698939,0.349745175347926,0.09199279081680145,0.36109683649644453,0.6370730306308524,0.20104930443585994,1.765200455075608,0.0754111512234256,0.2618092003704847,0.21454980969429016,0.05234264273128063,0.10173218527525486,0.11389601892395189,0.0020731383790693076,1.7028993683925364,0.0009914888989539779,0.0031452719434717936,0.0021746577931053028
52.0,0.6866261655237793,3.5007221954552135,190.36992,190.36992,1.0,0.22492551152853232,0.1530267507101299,0.7308549786117148,0.06282701630230035,0.11356625747560589,3.022287093523896,0.34849797863659726,0.09194074224110688,0.36312904121161405,0.6355891583579675,0.19923532775932634,1.7492738520769133,0.07578779417630634,0.26088165762759,0.19968757033348083,0.05235089343432954,0.10178143050853329,0.11389601892395189,0.001994909453157565,1.6755021853678045,0.0009253272759899944,0.0030495961998946684,0.0024226411730093457
53.0,0.6689757366793201,3.977591698585312,194.03088,194.03088,1.0,0.24378502327933563,0.19010883538577736,0.7297358577393118,0.060751609826873984,0.11356625747560589,3.02876424043401,0.34909332965581547,0.09191509969032174,0.3643859001086973,0.6362562370147685,0.20069853482877564,1.762120719625693,0.09284332688588008,0.25926853707414826,0.1898917853832245,0.05233204045716522,0.1024019823110948,0.11389601892395189,0.0019495338050294182,1.673520646552788,0.0009113771362790999,0.0029705079908391007,0.0022073924438274018
54.0,0.6836680458952583,4.321052776822857,197.69184,197.69184,1.0,0.22962075583226357,0.1858137696330681,0.7323324166598479,0.051988760257761286,0.11356625747560589,3.057220680847719,0.35250900506703925,0.09068755137751923,0.3644684858514705,0.6355417088809309,0.20167902499454252,1.7707293626233165,0.09168609168609168,0.26111826111826114,0.19104279577732086,0.04370562078117423,0.10140759634153101,0.11389601892395189,0.0019001556122946437,1.6664742448047036,0.0008887500159770276,0.0028870563289111594,0.0028908780239100974
55.0,0.6853571334667822,3.9388472422283436,201.3528,201.3528,1.0,0.2491409589368516,0.18863655904694648,0.7325732910947654,0.057331129691780454,0.11356625747560589,3.0502798328939975,0.35089758505371943,0.09140315306119128,0.36277781767625916,0.6355308661546257,0.2004701791831109,1.7601157711839286,0.09549480169426261,0.25677863213273977,0.1578441858291626,0.04992357510729797,0.10233389041660325,0.11389601892395189,0.001860529315700218,1.666296158800833,0.0008840696407684304,0.0028127015760809485,0.0022998647951068766
56.0,0.6727742386664999,3.650264925602735,205.01376,205.01376,1.0,0.25863753896034253,0.18122713081943934,0.733694823549372,0.06426983480876546,0.11356625747560589,3.057485968447484,0.35231189907896143,0.09207607953080567,0.3651132986738422,0.6366054004105879,0.20102859399003337,1.7650186186424979,0.09399075500770417,0.25700993335848105,0.1928332895040512,0.0549211182701518,0.10268858576400788,0.11389601892395189,0.0017407604180310122,1.5889142192754662,0.000843871660019812,0.002616779102105802,0.0016419086036925895
