round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best_threshold,fed_f1_best,fed_auprc,fed_ece,fed_f1,fed_auprc_lift,fed_auroc,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.631139944761342,0.13542163863608023,3.65056,3.65056,0.9971592150692714,0.18635815995366772,0.40729216187835926,0.2727914469895315,0.19170040880050687,0.2844569244294567,0.04575825126518834,1.6959571028453353,0.6178495657944694,0.11462923328717109,0.6062517026468651,0.15882182979958395,1.3944458401625865,0.0,0.2437854339293502,0.4886097311973572,0.372826432616585,0.23962965049759472,0.11389601892395189,0.02403208192477922,2.587339354213327,0.019306733857831607,0.027162548245541974
2.0,0.6136575769371395,0.2438031699683907,7.30112,7.30112,0.9971592150692714,0.13525104910362962,0.30631312183884757,0.2967735943376645,0.22359479928150128,0.16803578491238627,0.007464812944044072,1.9870533398073875,0.6614737816061502,0.11462923328717109,0.6555579965633578,0.21440993539693654,1.8825059683613485,0.0,0.27727791154479786,0.4803479015827179,0.36224546191424645,0.23132647078982982,0.11389601892395189,0.017435969121268602,1.95977767650038,0.013167475095184266,0.02032800990005521
3.0,0.605784490387122,0.2973097514081647,10.95168,10.95168,0.9971592150692714,0.11646941482481739,0.24512643132456813,0.30030043583871846,0.22785075892443465,0.10623737973157876,0.005644328270113607,2.028470839263812,0.6676803652070995,0.11462923328717109,0.6621610411908647,0.22257729624799305,1.9542148913616322,0.01487964989059081,0.2815278647463995,0.47487375140190125,0.3557505377394077,0.22634970267371862,0.11389601892395189,0.0122339033570301,1.448199269361794,0.010737230880794186,0.013278664849602335
4.0,0.6045551647006299,0.38413736193789616,14.60224,14.60224,0.9971592150692714,0.11306498870585431,0.2382645755105755,0.30511741306710066,0.23326345241310864,0.091358345608474,0.007310658958979329,2.0707401782790043,0.671550620060237,0.11462923328717109,0.6571264270420807,0.21743700535957622,1.909083455364304,0.03165098374679213,0.2754295748150006,0.48278942704200745,0.36538347610140237,0.23362884556978603,0.11389601892395189,0.010301209669414365,1.287067307624966,0.009013542463920207,0.011226868416014932
5.0,0.6033500544167757,0.3655878277906333,18.2528,18.2528,0.9971592150692714,0.1142222677659724,0.2469144336308008,0.3057943119417589,0.23651727288542246,0.09783881436435438,0.009406208099053974,2.10368088300239,0.6730057321003297,0.11462923328717109,0.6449847948332803,0.21488371384605942,1.8866657138344474,0.07509083568833266,0.2688073394495412,0.48684215545654297,0.368563105556168,0.23609245642823734,0.11389601892395189,0.009798484549885992,1.2905521369539201,0.008631343614900571,0.01066405459897776
6.0,0.5989825800661623,0.29573365452979694,18.2528,18.2528,0.0,0.10731499144083594,0.22515473490876156,0.3234478793118383,0.2535377424515961,0.06767450586207803,0.03569303638222689,2.2719245581401903,0.6894576975826614,0.11462923328717109,0.6449847948332803,0.21488371384605942,1.8866657138344474,0.07509083568833266,0.2688073394495412,0.48684215545654297,0.368563105556168,0.23609245642823734,0.11389601892395189,0.0,0.0,,
7.0,0.5858976829922928,0.3619339100339384,18.2528,18.2528,0.0,0.10735417945684168,0.23060146074150664,0.3354137047437732,0.26589217800460063,0.0731344216868556,0.06194417467544855,2.3921249463419354,0.696895100279583,0.11462923328717109,0.6449847948332803,0.21488371384605942,1.8866657138344474,0.07509083568833266,0.2688073394495412,0.48684215545654297,0.368563105556168,0.23609245642823734,0.11389601892395189,0.0,0.0,,
8.0,0.5750362204622637,0.3818279572122246,18.2528,18.2528,0.0,0.10512260411948185,0.24423492818706868,0.3433650846877269,0.28024105256857157,0.0635699136497484,0.10323268784435825,2.5082090779998434,0.7110505786332335,0.11462923328717109,0.6449847948332803,0.21488371384605942,1.8866657138344474,0.07509083568833266,0.2688073394495412,0.48684215545654297,0.368563105556168,0.23609245642823734,0.11389601892395189,0.0,0.0,,
9.0,0.5974730655849546,0.31379046590676984,21.90336,21.90336,0.9971592150692714,0.11168377485445855,0.2371203613216715,0.31108483295124706,0.24109185429126104,0.08737201303999668,0.022057824174560883,2.1410308768601047,0.6763365833901739,0.11462923328717109,0.662542506875468,0.22581723792908082,1.9826613788832994,0.17464034794245567,0.2840998273426464,0.48303112387657166,0.3601434361284288,0.2291927677279552,0.11389601892395189,0.008293233019019053,1.1570350560359657,0.007146801447151001,0.009172683881649575
10.0,0.5930590852727768,0.315772768755895,21.90336,21.90336,0.0,0.1089306628405904,0.23074089628719918,0.320649229351479,0.2579846392267244,0.07571002857375715,0.06003621172993151,2.297351000231346,0.6913572903417469,0.11462923328717109,0.662542506875468,0.22581723792908082,1.9826613788832994,0.17464034794245567,0.2840998273426464,0.48303112387657166,0.3601434361284288,0.2291927677279552,0.11389601892395189,0.0,0.0,,
11.0,0.5790399653112026,0.3383021191511381,21.90336,21.90336,0.0,0.10728898616134094,0.2439801748361273,0.33581107251087117,0.2715401217137946,0.07357813719064174,0.08435030986229904,2.4244815734184706,0.7040011287108819,0.11462923328717109,0.662542506875468,0.22581723792908082,1.9826613788832994,0.17464034794245567,0.2840998273426464,0.48303112387657166,0.3601434361284288,0.2291927677279552,0.11389601892395189,0.0,0.0,,
12.0,0.5656925027685241,0.4134700826366209,21.90336,21.90336,0.0,0.10587197208434102,0.25438594664845077,0.3517400018160361,0.28273476342495274,0.07875995409462601,0.11255890417822881,2.5253970171316027,0.715998925690373,0.11462923328717109,0.662542506875468,0.22581723792908082,1.9826613788832994,0.17464034794245567,0.2840998273426464,0.48303112387657166,0.3601434361284288,0.2291927677279552,0.11389601892395189,0.0,0.0,,
13.0,0.5945396652006565,0.3544850882137465,25.55392,25.55392,0.9971592150692714,0.11145727398807528,0.24976932608509456,0.31633053037315867,0.24202592550864865,0.08916960800450938,0.05689095539440595,2.1452114033144505,0.6791173158410607,0.11462923328717109,0.6631927692669348,0.22551293466318595,1.9799896150343974,0.25304499130002484,0.28286852589641437,0.48189467191696167,0.3548057579965403,0.22466384786544366,0.11389601892395189,0.008666489940354344,1.2780539067462087,0.006771112298896085,0.01016031907866917
14.0,0.5861123221866591,0.3445249392592464,25.55392,25.55392,0.0,0.10838642616254546,0.23801643588891727,0.3311193628732043,0.2597899384818014,0.0726987615527392,0.08222839200749821,2.3116143652012413,0.6961192227628586,0.11462923328717109,0.6631927692669348,0.22551293466318595,1.9799896150343974,0.25304499130002484,0.28286852589641437,0.48189467191696167,0.3548057579965403,0.22466384786544366,0.11389601892395189,0.0,0.0,,
15.0,0.5701481619173636,0.4024340975729558,25.55392,25.55392,0.0,0.10673288047855985,0.23871156905162066,0.3415849332182786,0.27384456072115454,0.06812402029816883,0.09868219045605668,2.444109860936773,0.7067039330197605,0.11462923328717109,0.6631927692669348,0.22551293466318595,1.9799896150343974,0.25304499130002484,0.28286852589641437,0.48189467191696167,0.3548057579965403,0.22466384786544366,0.11389601892395189,0.0,0.0,,
16.0,0.5524265573820448,0.4554443603111181,25.55392,25.55392,0.0,0.10479031294749414,0.2533899442920393,0.35186345551211784,0.2928200935268908,0.06535773598973586,0.11668667479469058,2.6224686852471892,0.7170015388684917,0.11462923328717109,0.6631927692669348,0.22551293466318595,1.9799896150343974,0.25304499130002484,0.28286852589641437,0.48189467191696167,0.3548057579965403,0.22466384786544366,0.11389601892395189,0.0,0.0,,
17.0,0.5870644764711406,0.354536617863367,29.20448,29.20448,0.9971592150692714,0.10952219147597286,0.2386518785567964,0.31396090747888283,0.24300007210897828,0.07743146700471974,0.06209674928431131,2.153071255329777,0.6804559872844478,0.11462923328717109,0.6638033628414448,0.22581850197096626,1.9826724770928539,0.26018584703359543,0.2853260869565218,0.4820135235786438,0.3536474377350369,0.22372482816370318,0.11389601892395189,0.008587477285762696,1.342838996089995,0.0067828141436110925,0.010034146018798639
18.0,0.584921919535257,0.37065054769554134,29.20448,29.20448,0.0,0.10808351747692667,0.26472838968507556,0.3302850962201758,0.2650801038402066,0.07636108308942359,0.09098382187186814,2.357347456573174,0.6964257408464898,0.11462923328717109,0.6638033628414448,0.22581850197096626,1.9826724770928539,0.26018584703359543,0.2853260869565218,0.4820135235786438,0.3536474377350369,0.22372482816370318,0.11389601892395189,0.0,0.0,,
19.0,0.5643394189774671,0.4895021170822226,29.20448,29.20448,0.0,0.10583340241535244,0.23024408792978146,0.34526851933295094,0.2793645081965633,0.0670495994835079,0.0989781420132227,2.4936143051417257,0.7093988595587741,0.11462923328717109,0.6638033628414448,0.22581850197096626,1.9826724770928539,0.26018584703359543,0.2853260869565218,0.4820135235786438,0.3536474377350369,0.22372482816370318,0.11389601892395189,0.0,0.0,,
20.0,0.5460348436104807,0.5391928330304342,29.20448,29.20448,0.0,0.10438901726001185,0.25949151762768796,0.35768033678034505,0.2977313715329761,0.06460940713377936,0.12438577311970964,2.672483789853247,0.7229056721681331,0.11462923328717109,0.6638033628414448,0.22581850197096626,1.9826724770928539,0.26018584703359543,0.2853260869565218,0.4820135235786438,0.3536474377350369,0.22372482816370318,0.11389601892395189,0.0,0.0,,
