round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auroc,fed_f1_best,fed_ece,fed_auprc,fed_f1,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6886522224741412,0.11680145974495788,3.65056,3.65056,0.9971592150692714,0.5132309324150269,0.11348187311178248,0.6195182828700896,0.27258363745967434,0.3818825624568044,0.1935409058878816,0.24250750853945263,1.7001797708770021,0.24509728304025397,0.3705354007735181,0.08517162461300151,0.7478015949782267,0.14436356214708485,0.2045002711006687,0.4691844582557678,0.3868902460399863,0.25105399195874606,0.11389601892395189,0.027828104100418635,2.986143079586327,0.02346140483961475,0.03071257051882249
2.0,0.6815036878212581,0.13569952599885146,7.30112,7.30112,0.9971592150692714,0.5357985806023967,0.11348187311178248,0.6470965127816954,0.287737741463068,0.3711036185678638,0.21508890449553877,0.25397608548692513,1.9143139928217388,0.2363915645170862,0.3425359550577026,0.08158470114585976,0.7163086288409578,0.14320663524076616,0.2045002711006687,0.4374147653579712,0.39123343410126676,0.25481067673865143,0.11389601892395189,0.018247984439402343,2.0771429208107293,0.016116455776956667,0.019667688818141786
3.0,0.6739020714861292,0.19049081532183057,10.95168,10.95168,0.9971592150692714,0.5665492907143972,0.11348187311178248,0.6634375293952041,0.2954777749942594,0.3769999873540238,0.22411994205650868,0.2607356882974785,2.002468788834639,0.23995869247562723,0.32995920825810143,0.07937723642693467,0.6969272251731176,0.1323283082077052,0.2045002711006687,0.37887775897979736,0.38894106085685987,0.2540309007319163,0.11389601892395189,0.012834076114151915,1.562853543786332,0.012038757686279405,0.013380815194325112
4.0,0.666090633282914,0.21535883520202298,14.60224,14.60224,0.9971592150692714,0.5312121794479341,0.11348187311178248,0.667812530744032,0.297050684948654,0.3611966316463484,0.22750636121742093,0.2678585947946198,2.0301195085556167,0.22767170922949093,0.33066074770938625,0.0795159461876041,0.6981450882905461,0.12676906566503454,0.2045002711006687,0.32624414563179016,0.38547707778457496,0.2516220526170473,0.11389601892395189,0.010298861975147665,1.339244320988655,0.009944252107925041,0.010553367902674518
5.0,0.6608101143983887,0.21882980888177178,18.2528,18.2528,0.9971592150692714,0.5464375577998335,0.11348187311178248,0.6708704887610609,0.29870451677935383,0.3389714041608503,0.23009468424200152,0.27917327293708866,2.052777861623646,0.21292658282774968,0.3300234489015691,0.07945599316357513,0.6976187044485525,0.1390174974445313,0.2045002711006687,0.38303548097610474,0.38901413111755345,0.2538671097981043,0.11389601892395189,0.009396042267988547,1.2926017579156905,0.009266795233498604,0.009493169396019914
6.0,0.6555498771522675,0.27542613231171503,18.2528,18.2528,0.0,0.5537094190953091,0.11348187311178248,0.6847678028850538,0.31159458774326276,0.34400424234238947,0.2458790168459813,0.2855422350608769,2.2021404273341925,0.21687182915647962,0.3300234489015691,0.07945599316357513,0.6976187044485525,0.1390174974445313,0.2045002711006687,0.38303548097610474,0.38901413111755345,0.2538671097981043,0.11389601892395189,0.0,0.0,,
7.0,0.6429674125162077,0.4505387432213069,18.2528,18.2528,0.0,0.548619656995209,0.11348187311178248,0.6960673774393735,0.32531649795116063,0.33955753575410214,0.2608570340378775,0.2964326511449726,2.3499166075675513,0.21311873360721698,0.3300234489015691,0.07945599316357513,0.6976187044485525,0.1390174974445313,0.2045002711006687,0.38303548097610474,0.38901413111755345,0.2538671097981043,0.11389601892395189,0.0,0.0,,
8.0,0.6252320630026377,0.4526115036914744,18.2528,18.2528,0.0,0.5446046422322892,0.11348187311178248,0.7056178587230716,0.33708840697703196,0.317226741976205,0.27196047759165715,0.3110263609107815,2.4556130292717935,0.19817059432494172,0.3300234489015691,0.07945599316357513,0.6976187044485525,0.1390174974445313,0.2045002711006687,0.38303548097610474,0.38901413111755345,0.2538671097981043,0.11389601892395189,0.0,0.0,,
9.0,0.6545875201307927,0.2705033022151121,21.90336,21.90336,0.9971592150692714,0.5491412688489377,0.11348187311178248,0.6741476186416901,0.305541487768402,0.3356528304890549,0.23507828618565432,0.2819530319415578,2.0998192795483663,0.21196430851042636,0.3258442179329758,0.07878882750047284,0.6917610312005721,0.13132332534376182,0.2045002711006687,0.3487316966056824,0.3916819673718729,0.2573398252488151,0.11389601892395189,0.00843040341636978,1.230568322353065,0.007150810276321119,0.009432955726060586
10.0,0.6482044703776508,0.3246974115796522,21.90336,21.90336,0.0,0.5457129686965803,0.11348187311178248,0.6890616241953369,0.3197479614067878,0.33146053989847407,0.25513153275229195,0.292158925639255,2.2926076960499597,0.2081512517976175,0.3258442179329758,0.07878882750047284,0.6917610312005721,0.13132332534376182,0.2045002711006687,0.3487316966056824,0.3916819673718729,0.2573398252488151,0.11389601892395189,0.0,0.0,,
