round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_ece,fed_f1_best_threshold,fed_f1,fed_auprc,fed_f1_best,fed_brier,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
20.0,0.6606796799923441,0.29904493017229045,1.02796,44.01152,0.9971592150692714,1.9922136211321515,0.11318854265029901,0.3614340280450888,0.4961730796866047,0.2585010949863137,0.2236197394313739,0.2827826859445496,0.2276499252570179,0.6526737555682993,0.6620402025200404,0.2136475091260398,1.8758119128702098,0.20452799493876814,0.2807443365695793,0.5129721760749817,0.39548721938171877,0.25691926559230044,0.11389601892395189,0.029404964094723627,0.6060677660498186,0.046935915062181525,0.01969697938329845
21.0,0.6595201843723373,0.3642928088953,1.07348,45.99296,0.5412350858791136,2.1175232589818918,0.11318854265029901,0.35811091674961376,0.5055743606146079,0.27522648575378234,0.2371925340572688,0.2939140006578606,0.22397088971465756,0.6669910664814375,0.660504438264202,0.2092326866478911,1.8370500446340912,0.20455572629485674,0.2816608095795913,0.5128675699234009,0.39545670226557555,0.2569029192018601,0.11389601892395189,0.02127482008532378,0.29453845124226063,,0.02127482008532378
22.0,0.6461693759416086,0.38994008382644174,1.119,47.9744,0.5412350858791136,2.203763038735793,0.11318854265029901,0.3624238081818149,0.5120847693302363,0.2840352493484214,0.24652520292845362,0.30469077326576277,0.22664059056832545,0.6781832948475143,0.6620743997760375,0.21349777354146723,1.8744972437010219,0.2046389655016503,0.2816129453216756,0.5133190751075745,0.3956489461937274,0.257009364776353,0.11389601892395189,0.01671764524762303,0.24647423304850236,,0.01671764524762303
23.0,0.6323090783469925,0.4829537212943159,1.16452,49.95584,0.5412350858791136,2.26354647498764,0.11318854265029901,0.3538903727025254,0.5154374964776788,0.29887680189448573,0.2529205322813954,0.3140662129771351,0.22009385233449305,0.685351138584141,0.662049024784615,0.2108476891594538,1.8512296667738344,0.20496979057829465,0.2810880829015544,0.5117793083190918,0.39430875496419376,0.25596239365386625,0.11389601892395189,0.014064050041535821,0.21860044111963362,,0.014064050041535821
24.0,0.6211262985106349,0.5746172719395589,1.21004,51.93728,0.5412350858791136,2.34261732124178,0.11318854265029901,0.35338649327720456,0.513310753608748,0.29753294615363735,0.26148033668028364,0.3194545992943033,0.21935527912533268,0.6913982826069052,0.6614350805064899,0.20898389842770543,1.8348656994520898,0.2050348249647198,0.28053541550474065,0.5127376914024353,0.3944178690976457,0.2560224989470662,0.11389601892395189,0.013494670711140046,0.22332728857873008,,0.013494670711140046
25.0,0.656316216181206,0.370289076250908,1.25176,53.6064,0.4559241291901578,2.040379970335533,0.11318854265029901,0.32303142793286627,0.48187154021171563,0.26302313314868947,0.22685601871821845,0.28654297888428837,0.20236181664764546,0.6551560737389547,0.6620412566739867,0.21080626012118564,1.8508659223808384,0.20821155184411969,0.28167908983915263,0.5119823217391968,0.394004643429891,0.25565369372694413,0.11389601892395189,0.04036035462595279,0.35517408011946827,0.04036035462595279,
26.0,0.6545595879433161,0.46643278637680863,1.29728,55.58784,0.5412350858791136,2.1538842840629675,0.11318854265029901,0.3575829315230574,0.5168343831560768,0.2803458104545376,0.24109554649633247,0.30036326892093945,0.2238566961989696,0.6716942811224295,0.662159510157752,0.21219628139267227,1.8630702231511291,0.20900276359548456,0.2821349340989169,0.5117499828338623,0.3937604912958457,0.255460187489605,0.11389601892395189,0.012358913722388802,0.21202283911406994,,0.012358913722388802
27.0,0.6405297322287486,0.5335576980632777,1.3428,57.56928,0.5412350858791136,2.2385957474556215,0.11318854265029901,0.3521242565494459,0.5215580805127712,0.2846618185226712,0.2490286272921308,0.3073449851005439,0.21924041730397165,0.6791639205322382,0.6620784657984019,0.21277138682197846,1.868119613241666,0.20469874609569508,0.2818443015460391,0.5127435326576233,0.3950282126684614,0.25652436401797113,0.11389601892395189,0.013659300316823081,0.2410409158328548,,0.013659300316823081
28.0,0.6272867875689144,0.6878852545004217,1.38832,59.55072,0.5412350858791136,2.326949526006902,0.11318854265029901,0.34819370588586135,0.5190735943463003,0.29568506353322255,0.25873037507183055,0.31556843454142997,0.2161052103261882,0.6874703206854638,0.6582227471462673,0.20399715921378064,1.7910824376573609,0.2045002711006687,0.2787528868360277,0.5134171843528748,0.396781588636867,0.25797795856969763,0.11389601892395189,0.010123867670967958,0.18819182086735964,,0.010123867670967958
29.0,0.6128190232947398,0.6925701147791717,1.43384,61.53216,0.5412350858791136,2.466093875418417,0.11318854265029901,0.34298118339288075,0.5270285549668873,0.2980044919441608,0.2668736043531113,0.3196550204582335,0.21219487440055,0.6922898298671322,0.6601516480768291,0.20783280744246463,1.8247591918136674,0.20454648167397296,0.2806241872561769,0.5130249261856079,0.39577402330091654,0.25714577539114036,0.11389601892395189,0.008542257412341821,0.16697143425699323,,0.008542257412341821
30.0,0.6484260802374361,0.537771084134822,1.52108,65.18272,0.9971592150692714,2.0494763094205486,0.11318854265029901,0.3431711024107857,0.49594947507368675,0.25959135575121417,0.22531691062647688,0.28489394440793564,0.2144130854353858,0.6538481919780629,0.6604870070757323,0.2029645062385395,1.782015808419594,0.20470940519940112,0.28085717706213337,0.5130208730697632,0.3954870715280611,0.256857077936731,0.11389601892395189,0.0158178846729533,0.4830782759236172,0.0335599527623289,0.006915355240484938
31.0,0.6503779167552286,0.5756542564286694,1.5666,67.16416,0.5412350858791136,2.2004415355218487,0.11318854265029901,0.3493153254453739,0.517887816443772,0.27367846056293715,0.2418191228391099,0.2962496535173355,0.21801251141554576,0.6699015810804776,0.6608557350668175,0.2051096924369086,1.8008504105297998,0.20693785414843138,0.2824221046443269,0.5120087265968323,0.3943195439598762,0.255907018541065,0.11389601892395189,0.01003771745727528,0.2087935928720981,,0.01003771745727528
32.0,0.635867909872284,0.5521156506432425,1.61212,69.1456,0.5412350858791136,2.3560151070434143,0.11318854265029901,0.33723506984055557,0.5219638029921906,0.286640457389469,0.2536482121693666,0.30996141228148244,0.21005605617623985,0.6827776933774379,0.6594449131525233,0.20098296206987365,1.7646179732065044,0.2106631989596879,0.28138163437236735,0.5124461054801941,0.3937815610682924,0.255423297688491,0.11389601892395189,0.011155235503722693,0.2361485401634127,,0.011155235503722693
33.0,0.6261320436363422,0.7271820684016728,1.65764,71.12704,0.5412350858791136,2.4517074747136904,0.11318854265029901,0.3457002902480278,0.5355591082070134,0.29394884593334564,0.26395843591270385,0.3189592226898378,0.21507560103731413,0.6891938900360198,0.6603261482033025,0.20349843503284099,1.786703670202173,0.21098265895953758,0.2814607456419391,0.5135145783424377,0.39427386333840536,0.25577367311273586,0.11389601892395189,0.006577536172260269,0.14554418699117377,,0.006577536172260269
34.0,0.6116505447313422,0.7640542012856318,1.70316,73.10848,0.5412350858791136,2.501790981240623,0.11318854265029901,0.3409128257931499,0.5399103630816071,0.30126318209646097,0.2690326228854937,0.32531760100997303,0.21154263367733825,0.6940607845162337,0.660103156995298,0.20243892137673736,1.7774012058481636,0.21565287102916122,0.2826993865030675,0.5138997435569763,0.39421736443640926,0.25567106839073284,0.11389601892395189,0.008702966921271645,0.19899788542534225,,0.008702966921271645
35.0,0.6459655381155102,0.5643715147681261,1.74488,74.7776,0.4559241291901578,2.0727376776656787,0.11318854265029901,0.3281849822299751,0.5082853959722643,0.2655981351809381,0.22800755019499383,0.28821141694145463,0.20659528952684963,0.6552217546106103,0.6601588389126773,0.20355266465374175,1.787179802918778,0.21995311278978902,0.2817519935282561,0.5129823088645935,0.3938433099008421,0.2553454016122028,0.11389601892395189,0.020474163379850578,0.24114965222543105,0.020474163379850578,
36.0,0.6431744889302241,0.5902914856736665,1.7904,76.75904,0.5412350858791136,2.2097151884108484,0.11318854265029901,0.3402843739519638,0.5175022719170562,0.27680936754474134,0.2426835054884399,0.2967603298530002,0.21240233356255064,0.6701227670156267,0.6601368522732253,0.20213268782657295,1.7747124942227919,0.22301469022780498,0.2819437592501233,0.5128886103630066,0.3932412912905729,0.2548882302793071,0.11389601892395189,0.003823985236648837,0.08994546759640798,,0.003823985236648837
37.0,0.6333664728199543,0.7264718486160494,1.83592,78.74048,0.5412350858791136,2.355790691467169,0.11318854265029901,0.3445302163397024,0.5219262256594548,0.29387697385137596,0.25376980273660726,0.3117542776276707,0.21461629455767683,0.680870023448537,0.6594708403198223,0.20015151194426306,1.7573178925411235,0.22363704456690386,0.2835965978128797,0.5128896832466125,0.39330743173659194,0.2549337415508911,0.11389601892395189,0.007022936993415691,0.1695375851704739,,0.007022936993415691
38.0,0.617355996311437,0.7993043733543909,1.88144,80.72192,0.5412350858791136,2.42650012263954,0.11318854265029901,0.34638555014906414,0.5256132092853368,0.29332391078001996,0.26162346948683357,0.3186248558840855,0.21556814913507077,0.6879269743932029,0.6600642285959939,0.20047622650373767,1.7601688662849155,0.22818942756024943,0.2820477053982425,0.5146138668060303,0.39304257933449943,0.2546685412905598,0.11389601892395189,0.0032547672806320393,0.08135751722147688,,0.0032547672806320393
39.0,0.6027610097831351,0.8326685441622648,1.92696,82.70336,0.5412350858791136,2.4964370653274224,0.11318854265029901,0.33843584250462927,0.5290104688189485,0.297970850429542,0.2683610259586365,0.32074986595345945,0.20986585957100448,0.6937911813318764,0.6609643882200004,0.2039027353366205,1.7902534018574072,0.23886386386386385,0.28328067042176125,0.5133535265922546,0.3917350416166912,0.25360537335647876,0.11389601892395189,0.00505983171521937,0.13135567159042694,,0.00505983171521937
40.0,0.649686728389762,0.7683427303930479,2.0142,86.35392,0.9971592150692714,2.1094514451499253,0.11318854265029901,0.32698923451160533,0.48274554872347725,0.2642200054155829,0.22700773699111942,0.2871781274942493,0.2052724935953503,0.6539234266278992,0.6611047914860906,0.2046740226916352,1.797025257118913,0.24327700703530805,0.28347826086956524,0.512134850025177,0.3915473856172514,0.25339346796270507,0.11389601892395189,0.008075652216508517,0.3229539360618219,0.016696812111493695,0.0037791459863092043
41.0,0.6485027010505992,0.8231568338669397,2.05972,88.33536,0.5412350858791136,2.265973033578877,0.11318854265029901,0.35104884658833135,0.5329460945656964,0.277476302871913,0.24393443241301985,0.30211058529558765,0.22062438205381785,0.6700489257446471,0.6603862098793399,0.2027423818957348,1.7800655704314425,0.24071227261081218,0.283775596752696,0.5125272274017334,0.3919789388133101,0.2537390540388239,0.11389601892395189,0.0030589247980931126,0.08313327172072604,,0.0030589247980931126
42.0,0.631782794220403,0.7475153413706567,2.10524,90.3168,0.5412350858791136,2.364956661572577,0.11318854265029901,0.350589661322696,0.5418817107955878,0.287186141200293,0.2547100937435284,0.31155869870295416,0.2194107761552359,0.6811784205561507,0.660133652163031,0.20190652946127718,1.7727268377667327,0.24144559784698194,0.2832440331222601,0.5124901533126831,0.3918409310740633,0.2536354167733787,0.11389601892395189,0.0042159628196842425,0.11785676520958077,,0.0042159628196842425
43.0,0.6163096880915024,0.7462541844780616,2.15076,92.29824,0.5412350858791136,2.4401225274532217,0.11318854265029901,0.34318647495851146,0.5335910131655889,0.290571688663008,0.262230849712378,0.31679010955880355,0.2137631435540203,0.6880776737075902,0.6591804836548661,0.19807421271136966,1.7390793337879822,0.24556470509473122,0.28360776603588106,0.5127468109130859,0.39149601166774733,0.2533324332348293,0.11389601892395189,0.0034040466569547133,0.09810227388516068,,0.0034040466569547133
44.0,0.5997437526453344,0.789353428205356,2.19628,94.27968,0.5412350858791136,2.523913817513357,0.11318854265029901,0.33907391432066514,0.5343726256338726,0.29856729917244273,0.2709828180165609,0.32461473677799646,0.21099933854432687,0.6938420493166767,0.6581468229632278,0.19444308233436786,1.7071982337169929,0.24596340150699678,0.28352955455759193,0.5131266713142395,0.3915442478282383,0.25334462677373365,0.11389601892395189,0.003741862474303319,0.11204862836166285,,0.003741862474303319
45.0,0.6505562299711,0.9364921234956167,2.238,95.9488,0.4559241291901578,2.1244493847968675,0.11318854265029901,0.31946818331126947,0.48854996265575584,0.26341293061929033,0.2286314471727326,0.28914802975692,0.20179742503868267,0.6550770464201456,0.658209620419745,0.19488585163787542,1.711085720809963,0.24705221785513756,0.28494557906322615,0.5130541324615479,0.390958139510788,0.25283739758455603,0.11389601892395189,0.011766802008597727,0.1768368840948824,0.011766802008597727,
46.0,0.6493806626790899,1.0953923865480866,2.28352,97.93024,0.5412350858791136,2.188206886515642,0.11318854265029901,0.34490679549624953,0.5241561719896211,0.27901743523334777,0.24063032783628777,0.2958176778610295,0.21642379731732922,0.668998748552522,0.6569255479680454,0.19038624740860263,1.6715794740439796,0.24730348960169193,0.2842465753424657,0.5133877396583557,0.39082902431866023,0.252734585814877,0.11389601892395189,0.0026146429076530264,0.07956904187449254,,0.0026146429076530264
47.0,0.6288496601013236,0.8185680897795183,2.32904,99.91168,0.5412350858791136,2.268672611858722,0.11318854265029901,0.3426188783677337,0.5176699281676894,0.28621622393958734,0.2494066275615517,0.3068354027847463,0.2142535696035693,0.6793071250029098,0.6571898017733782,0.19132378712771433,1.6798110147770906,0.2477116704805492,0.28364163946318466,0.5128368735313416,0.39046033769898464,0.25242891519558797,0.11389601892395189,0.002942352222745755,0.09203550600796007,,0.002942352222745755
48.0,0.6165250791373198,0.8778638661409527,2.37456,101.89312,0.5412350858791136,2.3617704339516936,0.11318854265029901,0.3432341736894679,0.5258872719879679,0.2949285278307651,0.2594211148298987,0.3134888906023809,0.21434136662524578,0.6880436820326933,0.6580458500745112,0.19379686512721464,1.7015244866162738,0.2487843820306263,0.28368623676612126,0.5129307508468628,0.3904123322158786,0.25231393613276487,0.11389601892395189,0.0013897955914320846,0.044929662835784256,,0.0013897955914320846
49.0,0.607902222779251,0.9987366667636314,2.42008,103.87456,0.5412350858791136,2.4293483669143234,0.11318854265029901,0.34252975507140115,0.5443740176223979,0.29987941198347307,0.2668947924983231,0.321682783170142,0.21323134509368866,0.6940240558557034,0.6583989038003706,0.19512799810149378,1.7132117517801944,0.250642767942408,0.2838067492109735,0.5129550099372864,0.3901181576569251,0.25204145901136554,0.11389601892395189,0.002115728033614595,0.0710324670362752,,0.002115728033614595
50.0,0.6528251968020875,0.9588131880327941,2.50732,107.52512,0.9971592150692714,2.108875890018574,0.11318854265029901,0.31882934424959336,0.4926080504096376,0.262463775745811,0.2268666920322714,0.2872089501106524,0.20246942794205566,0.6540941082989656,0.6585298196809438,0.1943799961891519,1.7066443412648071,0.25123479542941396,0.28436592449177156,0.5140100717544556,0.3902917781529654,0.2520999765981887,0.11389601892395189,0.003896346349022482,0.1989344645453457,0.010066502639607993,0.0008564084716633575
51.0,0.6471388937250407,0.8570383165736256,2.55284,109.50656,0.5412350858791136,2.195778341237278,0.11318854265029901,0.3482992923607757,0.5203991256515897,0.280611742858009,0.24175905838065007,0.30054474723183183,0.21965817043596708,0.6710616004817722,0.6585269584059465,0.19428188343516845,1.7057829173545567,0.25136773621174036,0.2844638949671772,0.5139550566673279,0.3902029489974706,0.2520173531275612,0.11389601892395189,0.0016205184253298226,0.05573863696918124,,0.0016205184253298226
52.0,0.6292257360172242,0.7580285129156399,2.59836,111.488,0.5412350858791136,2.3516264008128966,0.11318854265029901,0.3477260389235978,0.5368365237950753,0.2895009108326783,0.2534709609026671,0.3121558699210832,0.21798385405677184,0.6817198070134269,0.6583577792470118,0.19381495040935287,1.7016832742746053,0.2508454639023673,0.28369140625,0.5148672461509705,0.390781834930807,0.25236332497793,0.11389601892395189,0.001957398206258234,0.06838093381520594,,0.001957398206258234
53.0,0.6130027118326034,0.861792234056829,2.64388,113.46944,0.5412350858791136,2.456861454222989,0.11318854265029901,0.3461098918024665,0.5249823134220131,0.2959892723408316,0.2639865609767813,0.31810724850168587,0.21628967926763143,0.6909869473374493,0.6581637647230795,0.19325910284699008,1.696802967064448,0.2513846835536519,0.2838942307692308,0.5145918130874634,0.3906806959822227,0.25222774612055454,0.11389601892395189,0.0019204358743542512,0.06886634862894425,,0.0019204358743542512
54.0,0.6031821611178539,0.9300914588790417,2.6894,115.45088,0.5412350858791136,2.5123329466899063,0.11318854265029901,0.34093062903182125,0.5372262139889966,0.2993140127842415,0.2695657020722384,0.32362247738871736,0.21265181989061,0.6960451102073396,0.6581497093371285,0.19328502442787168,1.6970305569409556,0.25369087074420005,0.284126600628171,0.5146473050117493,0.3898426995699068,0.25159612669569886,0.11389601892395189,0.0012016235548681774,0.044471945191617124,,0.0012016235548681774
55.0,0.6551756116191333,1.1065425262844886,2.73112,117.12,0.4559241291901578,2.1523647669837533,0.11318854265029901,0.3195691541395436,0.49440959496696235,0.26586482509972775,0.23166507172711726,0.2888215354653558,0.20309991912906286,0.6562701235433184,0.6586640988145838,0.19394300161779568,1.7028075559628733,0.25532241949119977,0.28405868573542103,0.5146857500076294,0.38910819987800993,0.2509782939816839,0.11389601892395189,0.006255581339323152,0.11727488845644984,0.006255581339323152,
56.0,0.654165120656001,0.9584354971786384,2.77664,119.10144,0.5412350858791136,2.2605216169470568,0.11318854265029901,0.3457980404199014,0.56033600164653,0.2788567165839057,0.24358371724409972,0.30131886732375057,0.21908234848303737,0.6714575850339511,0.6572703190557553,0.1897748565205835,1.6662114998707351,0.2555547013146767,0.28383321141185075,0.5140171051025391,0.3888599023577659,0.2508386115960102,0.11389601892395189,0.004526574023019294,0.16860395233379677,,0.004526574023019294
57.0,0.6268908058091396,0.7528963090940642,2.82216,121.08288,0.5412350858791136,2.3432542405997645,0.11318854265029901,0.33675365220798725,0.5250408224107187,0.28897156969147547,0.25260905488887814,0.3089616131219408,0.21110922163870138,0.6788215626033042,0.6560545783687911,0.18600071110614158,1.6330747366186156,0.25550729134346883,0.28412121212121216,0.513075053691864,0.38819984895269005,0.25037471776366277,0.11389601892395189,0.0008089334285048628,0.030682047305162996,,0.0008089334285048628
58.0,0.61526348134049,1.0346556658351855,2.86768,123.06432,0.5412350858791136,2.440631189858885,0.11318854265029901,0.33822035220271957,0.5276109257545867,0.2939499767006112,0.26297175342326184,0.3205934455236356,0.21131598053171458,0.6877946215533125,0.6556233666574821,0.18514912261673283,1.6255978423649424,0.2591404746632457,0.28395508873596526,0.5120320916175842,0.3870059911159223,0.2494139207707367,0.11389601892395189,0.0017102521495387655,0.06655792418314377,,0.0017102521495387655
59.0,0.5973533610952477,0.9481425781913257,2.9132,125.04576,0.5412350858791136,2.4961922686687577,0.11318854265029901,0.3352303953851296,0.5337530203724118,0.29649516456771374,0.26821229202013447,0.3236361298579697,0.20892542887820106,0.6920550332433475,0.6557503294607565,0.18543165727782332,1.6280784792103717,0.2588675561340709,0.2840178129638793,0.5125576853752136,0.3865001408486465,0.248984124727476,0.11389601892395189,0.0007696382496559305,0.030978357201092876,,0.0007696382496559305
