round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_f1,fed_auprc_lift,fed_f1_best_threshold,fed_prevalence,fed_f1_best,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
48.0,0.6001531116618801,1.052421339683152,13.704,54.7584,0.0,0.7383271924010129,0.31757270215460687,0.3214060868547045,2.8819950484103622,0.617707380747342,0.11373363544813697,0.37237848578623634,0.32906982332590184,0.20571340717959397,0.32871849416217075,0.07929402399951753,0.6961966252083136,0.12331759565922064,0.20450951154489178,0.35472431778907776,0.3886351302439364,0.2549211039941613,0.11389601892395189,0.0,0.0,,
49.0,0.646662352065111,1.0885202941188534,14.6176,58.40896,0.9971592150692714,0.6919436175361805,0.26279513896676204,0.28553662936462504,2.3426195982201317,0.5762076293740118,0.11373363544813697,0.32264899902191546,0.3470241476623164,0.21980553727281638,0.32952764516214367,0.07942337747848166,0.697332340751194,0.11685393258426967,0.20450951154489178,0.34628137946128845,0.38663290013928103,0.253245171332319,0.11389601892395189,0.005591334331481519,1.395977142965421,0.00394015159443414,0.007225465895111523
50.0,0.6397046645617295,0.9241764552125534,14.6176,58.40896,0.0,0.7128483518500636,0.2827094650685475,0.3107839102597024,2.5368465597625542,0.565887600307288,0.11373363544813697,0.34192825525418324,0.3379257304564846,0.2111352908028615,0.32952764516214367,0.07942337747848166,0.697332340751194,0.11685393258426967,0.20450951154489178,0.34628137946128845,0.38663290013928103,0.253245171332319,0.11389601892395189,0.0,0.0,,
51.0,0.6113544929254283,0.8621576346959753,14.6176,58.40896,0.0,0.7248366845761535,0.2992188386954823,0.31287243663784375,2.712710715551754,0.5944496356944993,0.11373363544813697,0.35514335747267456,0.33789281547761235,0.2098360641380829,0.32952764516214367,0.07942337747848166,0.697332340751194,0.11685393258426967,0.20450951154489178,0.34628137946128845,0.38663290013928103,0.253245171332319,0.11389601892395189,0.0,0.0,,
52.0,0.5947380739607785,1.0194026919081896,14.6176,58.40896,0.0,0.7375738719189843,0.3180259890754048,0.32706870189468973,2.878099811853568,0.5882365872590143,0.11373363544813697,0.3726836259659535,0.3135685247142493,0.1948787724705008,0.32952764516214367,0.07942337747848166,0.697332340751194,0.11685393258426967,0.20450951154489178,0.34628137946128845,0.38663290013928103,0.253245171332319,0.11389601892395189,0.0,0.0,,
53.0,0.6434196700558985,1.011093690661797,15.5312,62.05952,0.9971592150692714,0.6941244008010949,0.26491287642082034,0.2890616620860603,2.360768003330133,0.5556958710037601,0.11373363544813697,0.32449564671027514,0.34115664211729274,0.21480441099232767,0.33111488726902794,0.07963274628661787,0.6991705859340744,0.116289592760181,0.2045002711006687,0.35264459252357483,0.3847106213154218,0.2513006540353185,0.11389601892395189,0.005005539864204966,1.3108954211929813,0.0035392780554690238,0.006483376936237523
54.0,0.6365141935338611,0.946399219759971,15.5312,62.05952,0.0,0.7155943654208584,0.2858839508590181,0.3121975658683938,2.559851508573237,0.559447163044431,0.11373363544813697,0.3427378662373653,0.32695622900737714,0.20451916351373328,0.33111488726902794,0.07963274628661787,0.6991705859340744,0.116289592760181,0.2045002711006687,0.35264459252357483,0.3847106213154218,0.2513006540353185,0.11389601892395189,0.0,0.0,,
55.0,0.6153990492733659,0.999627400634249,15.5312,62.05952,0.0,0.7288530634909346,0.3059329132039619,0.3220783344528721,2.7693753835176205,0.5891934836870444,0.11373363544813697,0.35519359194390393,0.33199452254132206,0.20525849726420436,0.33111488726902794,0.07963274628661787,0.6991705859340744,0.116289592760181,0.2045002711006687,0.35264459252357483,0.3847106213154218,0.2513006540353185,0.11389601892395189,0.0,0.0,,
56.0,0.5938435935228007,1.1229891264915177,15.5312,62.05952,0.0,0.7461569052641038,0.3252757479287231,0.32908567984623494,2.9555861945321724,0.6104447436776888,0.11373363544813697,0.3762000089009962,0.3286364546129426,0.20366252007816094,0.33111488726902794,0.07963274628661787,0.6991705859340744,0.116289592760181,0.2045002711006687,0.35264459252357483,0.3847106213154218,0.2513006540353185,0.11389601892395189,0.0,0.0,,
57.0,0.6404962222870694,1.1079730086032862,16.4448,65.71008,0.9971592150692714,0.6958700445468383,0.2659770056945798,0.29289893743614215,2.364640547961153,0.5594413950157698,0.11373363544813697,0.32496429280319794,0.33107254810491527,0.20855356079281553,0.33134171860926576,0.07968970443373824,0.6996706749420879,0.11886304909560723,0.2045002711006687,0.32735225558280945,0.38542471380519117,0.2518240963200554,0.11389601892395189,0.004759441810095496,1.3093579565756954,0.003221687983546681,0.006339547788461983
58.0,0.6391952566042124,1.361276910076413,16.4448,65.71008,0.0,0.7196686813198996,0.290671833256895,0.297425068447861,2.5963390297122713,0.5898092197608821,0.11373363544813697,0.3471480957249125,0.34518264539958116,0.21755281464423176,0.33134171860926576,0.07968970443373824,0.6996706749420879,0.11886304909560723,0.2045002711006687,0.32735225558280945,0.38542471380519117,0.2518240963200554,0.11389601892395189,0.0,0.0,,
59.0,0.6044176434265932,0.9622091123783717,16.4448,65.71008,0.0,0.7330160167049729,0.3086766222314272,0.3241608076419106,2.780210217181088,0.5692530237232062,0.11373363544813697,0.36065751567184945,0.3241120650969827,0.20096782681180247,0.33134171860926576,0.07968970443373824,0.6996706749420879,0.11886304909560723,0.2045002711006687,0.32735225558280945,0.38542471380519117,0.2518240963200554,0.11389601892395189,0.0,0.0,,
60.0,0.5871491114986701,1.0239118559118672,16.4448,65.71008,0.0,0.7445195481745274,0.32204332613010556,0.32811892148265936,2.9258663429389227,0.6014119635494605,0.11373363544813697,0.3725800181690554,0.31623644910623283,0.19661113798501648,0.33134171860926576,0.07968970443373824,0.6996706749420879,0.11886304909560723,0.2045002711006687,0.32735225558280945,0.38542471380519117,0.2518240963200554,0.11389601892395189,0.0,0.0,,
