round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_f1,fed_auprc,fed_auprc_lift,fed_ece,fed_auroc,fed_f1_best,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
34.0,0.5785438726615034,2.6000862098611766,73.10848,73.10848,0.5412350858791136,0.5709596996229327,0.11394397230091279,0.3159812683686696,0.3137807111579256,2.7609195960840993,0.3182631516345296,0.7270177300014186,0.35267380172349494,0.19932562521329142,0.6363561181011836,0.16641473479877705,1.4611110763220951,0.24899709503389128,0.2606486908948808,0.49535584449768066,0.36206163320857454,0.23042135098747601,0.11389601892395189,0.00564673485656357,1.1411253764526919,,0.00564673485656357
35.0,0.6368952084302978,1.4376529495829864,74.7776,74.7776,0.4559241291901578,0.5390665157452146,0.11394397230091279,0.28319618887608894,0.25134912138384474,2.1798766776463605,0.33729853852375585,0.6795186506982357,0.30699301122894496,0.21355210389224033,0.6313271637551353,0.16246844770178592,1.426462919746701,0.24801400296216508,0.25835335226031886,0.4972022473812103,0.36357768105329014,0.2316280267261035,0.11389601892395189,0.0073050838975682,0.53208665875718,0.0073050838975682,
36.0,0.6330828230725458,1.2001093783650065,76.75904,76.75904,0.5412350858791136,0.5541506407693906,0.11394397230091279,0.29154157263167657,0.2684077855106159,2.3377419949411316,0.3350608682211256,0.6919085072795135,0.31412161587013376,0.21047133370385468,0.6233047761356011,0.15695355598597557,1.378042511659456,0.23780566696855998,0.24961320268179474,0.49381721019744873,0.3643067134312231,0.23221995652259247,0.11389601892395189,0.00435526051981782,0.9056140093598515,,0.00435526051981782
37.0,0.6103631588279953,1.1209505222266747,78.74048,78.74048,0.5412350858791136,0.5676707790901273,0.11394397230091279,0.3034858501470598,0.2863720348237868,2.5065723211724102,0.33776693238126604,0.7092813204058417,0.3270260463152979,0.21130323611401258,0.6277773128903098,0.1577543486139255,1.3850734213919955,0.24615384615384617,0.25799086757990863,0.4971671402454376,0.3634746287908088,0.23150225733683935,0.11389601892395189,0.004118968279437478,0.8763781192246825,,0.004118968279437478
38.0,0.5922874246997126,1.3052660060998984,80.72192,80.72192,0.5412350858791136,0.5851496550696881,0.11394397230091279,0.305385546771568,0.30208691312950936,2.65303067442505,0.34489030927984843,0.7206271366285893,0.3398548588422276,0.21601002621061924,0.6270673025590991,0.15825017138548744,1.389426714652342,0.2538114666094052,0.2581373857685594,0.4992595314979553,0.36671321897779346,0.233929043253522,0.11389601892395189,0.004783316325548762,1.0474756609182805,,0.004783316325548762
39.0,0.5701920462194378,1.338572018033735,82.70336,82.70336,0.5412350858791136,0.5820768770460142,0.11394397230091279,0.32487434654718494,0.3208463496827721,2.829585422476965,0.32148788026342384,0.7371900769268454,0.3551103311078646,0.20018959214556722,0.6237952965558432,0.15733038711268313,1.381351065639373,0.24337319689310813,0.25237174173344384,0.49556130170822144,0.3627443748911432,0.23104741385990654,0.11389601892395189,0.005160967303243445,1.1753803284373134,,0.005160967303243445
40.0,0.6428806397570124,1.779404703745712,86.35392,86.35392,0.9971592150692714,0.5342038935090824,0.11394397230091279,0.2815967586188843,0.2542282218515669,2.206209852476418,0.3290734882785731,0.6791891475239937,0.3043714527475775,0.2100587376893445,0.6390341711029397,0.16764882929169728,1.4719463496229488,0.2575935340894277,0.2654275869270126,0.4956076443195343,0.360150585847164,0.22891050684435094,0.11389601892395189,0.004685714347541423,1.4611536267912015,0.00670239389266514,0.004010681539687611
41.0,0.6359817496798238,1.5219614618408976,88.33536,88.33536,0.5412350858791136,0.5942969617094677,0.11394397230091279,0.2827441147582811,0.27469317515653063,2.395641450625004,0.3537264505541377,0.6978703326395885,0.3215376015601185,0.22421832248438314,0.6404292183563943,0.16884725369954093,1.482468441783552,0.2611140867702196,0.26827939413751767,0.49536222219467163,0.35845389169252684,0.22765523474972585,0.11389601892395189,0.003704030594298554,0.8772659031674266,,0.003704030594298554
42.0,0.6137497187260026,1.897451117586733,90.3168,90.3168,0.5412350858791136,0.577290912683107,0.11394397230091279,0.3042038637070019,0.2935579755282843,2.5724928250187062,0.34315039838084105,0.7155594663463417,0.3360981902789622,0.21384933675170525,0.6351938631775442,0.16608006291616875,1.458172677897197,0.2469172049324721,0.2609577464788732,0.4952878952026367,0.3602572714078288,0.22911899093063642,0.11389601892395189,0.004229810322793991,1.0228548885788769,,0.004229810322793991
43.0,0.5939575917490242,1.3810361182178772,92.29824,92.29824,0.5412350858791136,0.5551950596922555,0.11394397230091279,0.3182551039239838,0.3108346086972712,2.7314808852117665,0.32309653802971555,0.727443737185395,0.3514286446469931,0.20073241115406706,0.6364074328093569,0.1677950143055664,1.4732298450010157,0.24195782668924118,0.26189632778368166,0.49497130513191223,0.35502224552072803,0.22530506353006188,0.11389601892395189,0.0040897495343186225,1.0161542338319123,,0.0040897495343186225
44.0,0.5658156382061649,1.7043569329090391,94.27968,94.27968,0.5412350858791136,0.5810927736560316,0.11394397230091279,0.323426373808709,0.32355448385038155,2.84668299597659,0.3204795479390821,0.7395023206252029,0.36306893922713557,0.1989300758514001,0.6336406175354293,0.16682365493372273,1.4647013698091633,0.2181614767853813,0.2581718535917009,0.48869311809539795,0.35133414735065216,0.22278245275533382,0.11389601892395189,0.004938388260424936,1.2630202976288274,,0.004938388260424936
45.0,0.6411209634701185,2.1412379598805122,95.9488,95.9488,0.4559241291901578,0.5549370823583402,0.11394397230091279,0.28572687373504063,0.2584555153100397,2.245369213236106,0.3295645461416269,0.6832807613429935,0.3138554825540451,0.2093747632693099,0.63562980603216,0.1671712874171102,1.467753561507098,0.23091770486050184,0.2626704131543345,0.4900893270969391,0.35529045270825915,0.225554815023384,0.11389601892395189,0.006145361488792219,0.5148723707534373,0.006145361488792219,
46.0,0.6394386660762533,1.7648309737534091,97.93024,97.93024,0.5412350858791136,0.5831935380891243,0.11394397230091279,0.29735827202758686,0.2819614994661371,2.4599649693933943,0.34417279864003875,0.7044327227233215,0.32901999978818264,0.2159609089011576,0.6394142186994963,0.17103503917527374,1.5016770629136165,0.23040638606676342,0.26508509541000513,0.4888764023780823,0.35592544412263727,0.22596015604867212,0.11389601892395189,0.003063121628843953,0.8039735264610499,,0.003063121628843953
47.0,0.6051713459405201,1.4176274310326225,99.91168,99.91168,0.5412350858791136,0.5631579653474571,0.11394397230091279,0.3071189026104754,0.2956861973372773,2.591003577167675,0.33387896377789117,0.714627323741858,0.3368686411437544,0.20800504342754325,0.6490344276137333,0.18251987906397643,1.6025132466293184,0.2462767889575009,0.27197065876710397,0.49360400438308716,0.3525784971860234,0.2234071812224506,0.11389601892395189,0.003848357754350038,1.026722238981165,,0.003848357754350038
48.0,0.5854777470868883,1.5802989776712084,101.89312,101.89312,0.5412350858791136,0.5900182346334089,0.11394397230091279,0.3142935179558714,0.31853848953353797,2.802569882795504,0.3345259075121633,0.7337670195308759,0.34974396077258046,0.20805359440075574,0.6506211049952892,0.1862438886584728,1.6352098204839576,0.2695164468697893,0.2739995089614535,0.4945112466812134,0.3557079900928901,0.22554794473605372,0.11389601892395189,0.0038017295846532336,1.0429490841925144,,0.0038017295846532336
49.0,0.5677526796013049,2.233545623480853,103.87456,103.87456,0.5412350858791136,0.6218361709828567,0.11394397230091279,0.32197563077037694,0.3311957767512923,2.9164718317946727,0.3383255975475789,0.7441824893299449,0.36436542123739063,0.21008302484701508,0.6489345339778665,0.1821641413935304,1.5993898918904355,0.2666879082364187,0.2747772828507795,0.4960344731807709,0.3545690059513371,0.22472873309012928,0.11389601892395189,0.004277506009698077,1.2092292059678584,,0.004277506009698077
50.0,0.6470530299016631,2.825149596755147,107.52512,107.52512,0.9971592150692714,0.5430513322203273,0.11394397230091279,0.2854204942130673,0.26194561500285585,2.270157917738923,0.32859102007691116,0.6863409208821781,0.312152441013777,0.2067201501553346,0.6404596758757723,0.17202245071938915,1.5103464751849505,0.23678036455513446,0.26594355729637437,0.4880698025226593,0.3573529003274729,0.2270582434787168,0.11389601892395189,0.004151216295321418,1.5728341976646334,0.005668879462168276,0.0036816148408685134
51.0,0.6358527034284296,1.7465361125566716,109.50656,109.50656,0.5412350858791136,0.5602504044161454,0.11394397230091279,0.2896857470213198,0.27758367043398613,2.4139334585463255,0.3524516454900459,0.702308270544271,0.32161933484284044,0.22123080942214884,0.6388970557932059,0.16843402643286362,1.47884033194634,0.25971428571428573,0.26861383768254726,0.49552109837532043,0.3625854065098876,0.23082791071196604,0.11389601892395189,0.0032742315480408864,0.9634495449718088,,0.0032742315480408864
