round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_brier,fed_f1_best,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6880809702410067,0.10788341683597098,3.66096,3.66096,1.0,0.2676070568263736,0.3638898248777974,0.4986518348667829,0.11416703379696648,1.838198194894559,0.22979892901560683,0.2847394381037292,0.21067981058431165,0.6526745065840031,0.6552982103628453,0.2081631588156755,1.8276596564333434,0.2747317533309751,0.27872313998261083,0.5038808584213257,0.3638255927947777,0.22968268330287656,0.11389601892395189,0.025029106874691003,2.7231904263644537,0.02242849609397238,0.02689273528377721,0.01059864232761675
2.0,0.6572595679468393,0.23770903534173843,7.32192,7.32192,1.0,0.27213526405568333,0.35028810578450753,0.5308054569301885,0.11416703379696648,1.8964057282652067,0.2212900989042061,0.2900467879202865,0.21698520168493615,0.6596471823864908,0.66071578358099,0.21587726468128332,1.8953890287019082,0.2807556080283353,0.2834451595234835,0.5218071937561035,0.35000785471517787,0.22103866681641898,0.11389601892395189,0.016899532692710263,1.9684224755437754,0.01759917838043629,0.016544017622092632,0.005790326316468124
3.0,0.6449745500565915,0.33284743903206504,10.98288,10.98288,1.0,0.270083743201844,0.3562768099919703,0.5405638166214148,0.11416703379696648,1.9365403166526474,0.22633900403872254,0.2924442056770073,0.22097339771589888,0.6625505388518571,0.6620115019239062,0.2205142571969926,1.936101536123308,0.27270806928601604,0.283575385536757,0.5564092397689819,0.3554620447384525,0.22595296893636443,0.11389601892395189,0.011442928743649636,1.425161876997663,0.012253353863173458,0.010947030337398888,0.00473347145632686
4.0,0.6451497182708247,0.4149647388056114,14.64384,14.64384,1.0,0.27532622206912766,0.3584403403286698,0.5401060345868527,0.11416703379696648,1.9686105786483208,0.22780935490249268,0.29603128900376263,0.22446649080361697,0.6659098059314612,0.661854069051802,0.22173131126624313,1.9467871955585438,0.2717012107531295,0.2852338734332009,0.5555514693260193,0.35765536721501245,0.22765018906744516,0.11389601892395189,0.01014422451981376,1.3411960270655072,0.010480963121597844,0.009951705164943706,0.004347199333356138
5.0,0.6463045490040623,0.49456465173933195,18.3048,18.3048,1.0,0.27989337053171304,0.3253569350258971,0.53968291247504,0.11416703379696648,1.9957662012062838,0.20686283330192914,0.2981654377827783,0.22744210456548405,0.6674736775479456,0.6637437403962184,0.2230781787153936,1.9586126084384248,0.281499692685925,0.2888321995464853,0.5249709486961365,0.32455902923279323,0.20683490965640033,0.11389601892395189,0.009826345592375966,1.3789220641083375,0.009251802859196018,0.010301150149500164,0.0045885728036242895
6.0,0.6452999842370768,0.43008613464585776,21.96576,21.96576,1.0,0.2807834160210708,0.334393158554093,0.518183834704018,0.11416703379696648,2.0019928195998027,0.21089325818654245,0.2987716255119705,0.22839708824260072,0.6693654575652098,0.6640937320558528,0.22377292736714302,1.9647124586203113,0.282064128256513,0.2851347435525935,0.518409788608551,0.33365653244440746,0.21095572311396016,0.11389601892395189,0.009295909120602108,1.385794616993735,0.008451221076526124,0.009986928142452667,0.0054333204141675815
7.0,0.6450257987344916,0.3822325890043736,25.62672,25.62672,1.0,0.2738144139100964,0.355387221466858,0.5561337298447809,0.11416703379696648,2.025209293813298,0.2263105830828387,0.3025312751062955,0.2311301846481871,0.6719001280018125,0.6644030885907463,0.22498182243922032,1.975326482565121,0.2739640016743407,0.28503443957420166,0.531886637210846,0.35463606824143024,0.22644782118520265,0.11389601892395189,0.008278453755196627,1.31818057493183,0.007484266371382764,0.00894963353499694,0.005169779624215458
8.0,0.6374970899036324,0.4390847890971602,29.28768,29.28768,1.0,0.28513825710997426,0.33421826241067265,0.5303984856513999,0.11416703379696648,2.058231416350586,0.2103364876378446,0.3012815525207816,0.23478547310089998,0.6741262229319775,0.6636909825010947,0.2246945502096399,1.9728042501614385,0.2784533073929961,0.28523395909218263,0.5192813277244568,0.3336024328648543,0.21088133416747346,0.11389601892395189,0.00813989222045418,1.3789428582203982,0.00724239267923616,0.008925252687938532,0.005044110004010629
9.0,0.6415574743635428,0.46437139405153155,32.94864,32.94864,1.0,0.2843311115285195,0.34224675841565266,0.5477675640081864,0.11416703379696648,2.090691772373533,0.21566518609270152,0.30395975497349115,0.23817380492832596,0.6764535112883369,0.6636655196635102,0.22512709760353694,1.9766019895204046,0.27825072886297375,0.28481490808360616,0.5129909515380859,0.3418014443001981,0.2164749005219123,0.11389601892395189,0.0076379694851738,1.3764273855558713,0.006567393224393601,0.008602397495936762,0.004487681466342242
10.0,0.6425945321461913,0.6005475440180653,36.6096,36.6096,1.0,0.2857269475288636,0.3511587129837242,0.5498074724218966,0.11416703379696648,2.1116869344503293,0.22088783704884454,0.3029143393269908,0.24096661167969805,0.6780937378861992,0.6635538922902643,0.22448982918027038,1.9710068121885957,0.2752872268528948,0.28468684447108183,0.547781229019165,0.351050282896054,0.22189697393841554,0.11389601892395189,0.008072843006976466,1.5498200920819727,0.006525670998180509,0.009505154020415801,0.0050481800727206205
