round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_auprc,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.454674477718484,292.6956402891362,3.65056,3.65056,0.9971592150692714,0.2556011591367332,0.17831164237465355,0.5522388977220081,0.5197833517284217,1.4895584506682624,0.11437743925468966,0.16693280699911967,0.2669957987791454,0.40790041475028577,0.651176731971169,0.2075244337647469,1.8220516900007762,0.26373003119387467,0.27644809517065566,0.506635308265686,0.38580550689499027,0.24859137463264455,0.11389601892395189,0.023297301103246192,2.501062917057425,0.018707980837734797,0.02633772715985393
2.0,11.171441971355438,265.19230977912764,5.632,5.632,0.5412350858791136,0.2936362861894109,0.2403249347000608,0.6468499950754266,0.5268407067794966,1.93047109480878,0.11437743925468966,0.2157340380015291,0.2502198295492319,0.38858732919946326,0.6496808122246117,0.20745604977648874,1.8214512828144298,0.27458432304038005,0.27631578947368424,0.501291036605835,0.3824316540072913,0.24574484225705323,0.11389601892395189,0.019717414378077815,1.31421531829983,,0.019717414378077815
3.0,10.775066717238696,353.6761753652641,7.61344,7.61344,0.5412350858791136,0.31342645911428435,0.27028711699976926,0.6782522851326926,0.5351234328479653,2.1404407006298802,0.11437743925468966,0.23918487939861846,0.24335315763520732,0.3812853266081342,0.6508977325600394,0.2104618696528313,1.8478421953743285,0.273002055374199,0.27520215633423184,0.5052469372749329,0.3825580227104441,0.24546931038456798,0.11389601892395189,0.014706626540542745,1.0214336649514735,,0.014706626540542745
4.0,10.319952940499771,389.0509634711399,9.59488,9.59488,0.5412350858791136,0.3237524753785587,0.27979125883496275,0.6892979007248177,0.5590520128035565,2.2237687980852243,0.11437743925468966,0.2478321940959545,0.24577637911018388,0.38564620899130564,0.6489629333871588,0.20944459934683357,1.838910625020873,0.27203192550715,0.27596513075965134,0.5057757496833801,0.3866125017973034,0.24860287139289167,0.11389601892395189,0.011799776811211679,0.8542003305628896,,0.011799776811211679
5.0,10.386129536368575,448.4288397787001,11.264,11.264,0.4559241291901578,0.30053524139004983,0.2696628539032577,0.6658558148677196,0.5627638322102938,2.0214019015533387,0.11437743925468966,0.22667690854036993,0.25093939707116386,0.39067642212694476,0.6553221170684139,0.21581140384723063,1.8948107746533915,0.26991107202188996,0.27832131822863027,0.5172967910766602,0.3899049954728396,0.25093284076380185,0.11389601892395189,0.01618656520305895,0.7243053307756782,0.01618656520305895,
6.0,10.154283774418762,452.88031673766534,13.24544,13.24544,0.5412350858791136,0.31725712917517995,0.29347864899904763,0.6792389149696816,0.5394979235970012,2.163553577192664,0.11437743925468966,0.24202307969989634,0.23685854262745215,0.3740310780755612,0.6561295487934982,0.2163545044842692,1.8995791646477882,0.2728009728415079,0.27973329198325325,0.5258550047874451,0.3883892227517526,0.2496775728480009,0.11389601892395189,0.010901701547786642,0.8195419781841338,,0.010901701547786642
7.0,9.58149341339727,503.30172856481505,15.22688,15.22688,0.5412350858791136,0.32926630992749695,0.3075727370430747,0.6894718366197274,0.5523007657483499,2.2448791294851635,0.11437743925468966,0.25022010236984615,0.2352451935698493,0.3724595325244218,0.6584080398012387,0.21800699118268901,1.914087895629186,0.2732868280672959,0.28040440083258994,0.5266443490982056,0.3870310962014173,0.2485174666077598,0.11389601892395189,0.008584271900958167,0.6736263305647299,,0.008584271900958167
8.0,9.069755698629297,522.0010268923265,17.20832,17.20832,0.5412350858791136,0.3409976449266704,0.30806921971523976,0.6973255105579047,0.5589868587059622,2.330715056765697,0.11437743925468966,0.25916379065141304,0.23670386299584661,0.3751307471237779,0.6578416202968608,0.21696056776180409,1.9049003627305723,0.26885935557892726,0.280986851824494,0.5292704105377197,0.38971823661794985,0.2506192073278747,0.11389601892395189,0.008273779485561477,0.6737903037574142,,0.008273779485561477
9.0,8.554425161796683,605.4748094025254,19.18976,19.18976,0.5412350858791136,0.34540105660017556,0.308989435443302,0.703439353592066,0.5928998185385238,2.434726143251617,0.11437743925468966,0.2697861378384793,0.24021938810106339,0.38038708316496384,0.6581688096026799,0.21796541951752088,1.9137228989808317,0.2677792527972691,0.28102836879432624,0.5294086933135986,0.388767893810902,0.2498750143630723,0.11389601892395189,0.007853778662702112,0.6645140273030847,,0.007853778662702112
10.0,9.642633247796303,694.6004379424147,22.84032,22.84032,0.9971592150692714,0.30207912493594874,0.2751667828716382,0.6671483428461233,0.5604854756348323,2.0375384187767978,0.11437743925468966,0.22933048746806192,0.24501226862602798,0.38298429421922,0.6611614773596094,0.22346891034864413,1.9620432080058374,0.2711595639246779,0.2844727694090382,0.5284446477890015,0.38769687293784066,0.24905624315958705,0.11389601892395189,0.009078149574541415,1.233569373958744,0.012566380478449414,0.007167177977049135
