round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_f1,fed_ece,fed_auprc_lift,fed_f1_best,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6682443430807055,3.757424268659883,183.048,183.048,1.0,0.5801545218599149,0.20441170954037746,0.11183134046570165,0.31159369150414934,0.3271664286790032,2.7543022845836886,0.3517976321783719,0.30852550862734485,0.723250246882369,0.6330617489749232,0.19240215696001578,1.6892790351915834,0.259986610131667,0.26534544453619596,0.5385827422142029,0.3251140084008476,0.2158636534851285,0.11389601892395189,0.002053711229911901,1.8367991127915957,0.0009079278894654481,0.0033769680049424507,0.004419795587668129
51.0,0.6665870678420902,4.05543172158494,186.70896,186.70896,1.0,0.5758684886597176,0.20476396017274362,0.11183134046570165,0.309352160486267,0.3257721925829639,2.780522163838022,0.3550264076801641,0.3116249408111777,0.7240778705377997,0.6315192958613063,0.19304246811813008,1.6949009275471174,0.25941696691778576,0.2649426045652461,0.535510778427124,0.3233710925593994,0.21706559462212952,0.11389601892395189,0.001992474464496868,1.8226856174842396,0.0008129113603837714,0.0033501571216095253,0.0045575554069077475
52.0,0.678020479593579,4.976279986844445,190.36992,190.36992,1.0,0.5832141537104407,0.2040937920632313,0.11183134046570165,0.3116281154385479,0.3248677506153932,2.777179120874195,0.3523877636713973,0.3113058626322859,0.72434811898228,0.6298127335672584,0.1923702120738439,1.6889985610672578,0.26058631921824105,0.2645170105205629,0.5383754968643188,0.3225134919123563,0.2168402684670416,0.11389601892395189,0.0018130270958064295,1.6978612452385278,0.0008281460887063276,0.0029379922497224393,0.004249469299432092
53.0,0.6685436731761245,7.367688692732941,194.03088,194.03088,1.0,0.6053239622417673,0.20802788040691156,0.11183134046570165,0.30788006143865854,0.331449907814209,2.8242051053517137,0.3536335225388592,0.3160994535125026,0.7269871678020114,0.6271133966953477,0.1909216338553163,1.67628013392456,0.2540633019674936,0.2610741971207088,0.551706075668335,0.3291594233374145,0.2213123866656235,0.11389601892395189,0.0017594761178152717,1.684622384069371,0.000814977142201639,0.002836696250485097,0.003081841061366443
54.0,0.6576759708264868,4.101341632708229,197.69184,197.69184,1.0,0.5850339078092964,0.19408113964001725,0.11183134046570165,0.3202719920328627,0.3094623634563648,2.833411621696455,0.3570399825148544,0.3169939672742891,0.7293577763720277,0.6260084927661697,0.1923214090815853,1.6885700738144136,0.25303499166865034,0.25630124506529,0.5526310801506042,0.30723580621386737,0.2077029742539502,0.11389601892395189,0.001686869610097357,1.6494976829126244,0.0007775126324320272,0.002718582487883682,0.004141729233670205
55.0,0.6848392458559418,5.890316345673968,201.3528,201.3528,1.0,0.5707802223926671,0.19421768234570996,0.11183134046570165,0.3247824384006616,0.3116587599205582,2.808562246138419,0.3550730893086227,0.31523999403400116,0.7306573440830257,0.6223162809207823,0.1894768413728342,1.663594945310138,0.25457278877474315,0.25830793789000145,0.5305551290512085,0.30902479518851433,0.20780176027360892,0.11389601892395189,0.0017669036281323977,1.764757529718736,0.0008022567081277172,0.002858174166182675,0.004328619316019224
56.0,0.6757763112062372,4.964179450973601,205.01376,205.01376,1.0,0.5803991725453795,0.19261265241021652,0.11183134046570165,0.3238208586494431,0.3074455579206828,2.8208151200507663,0.35674943294108113,0.3161107915534765,0.7295289946762942,0.6235528662470899,0.1902236756931878,1.6701521044401009,0.2565838976674191,0.26013019795403214,0.5118774175643921,0.3051056977988404,0.20664668580733694,0.11389601892395189,0.0016905620556394033,1.7228204384191486,0.0007623957151336611,0.0027380645464829515,0.004220243885586049
57.0,0.682702473539303,5.599533791719162,208.67472,208.67472,1.0,0.5941535025572462,0.19950955480421337,0.11183134046570165,0.32075368103072144,0.3182610058520574,2.8114500611446647,0.3562021385826334,0.31540321464571697,0.730294216367592,0.6267777239601513,0.1896572378001485,1.6651788147817723,0.2538743641310777,0.26041222459132907,0.5418486595153809,0.3161203945089287,0.21345804763891185,0.11389601892395189,0.0016444386887073529,1.7081218519124377,0.0007417181764546924,0.0026645083290856787,0.0036624704015703296
58.0,0.6673099775011188,4.804945679405289,212.33568,212.33568,1.0,0.5721812522865225,0.19039084965580078,0.11183134046570165,0.32279579750808,0.3045731832002881,2.8105846277581668,0.3537004929916751,0.31563911220707896,0.7273834584364967,0.6239452248558055,0.18942780414518662,1.6631644014850697,0.2549467275494673,0.25766871165644173,0.5108634829521179,0.30211975347132564,0.20416248231110773,0.11389601892395189,0.0016017001094194734,1.696171832660184,0.0007316000253620636,0.002582451206150429,0.003998048154666439
59.0,0.6797693379710095,5.104350897878497,215.99664,215.99664,1.0,0.5710556824826982,0.19663722006900541,0.11183134046570165,0.32266946844847233,0.3134552559745886,2.817818959830262,0.3568191100596923,0.3158052193351593,0.7294018235895195,0.6259280758794066,0.18980164429146634,1.6664466948418668,0.25332383665717,0.2572614107883818,0.5245361924171448,0.3108146187425486,0.2106339636330184,0.11389601892395189,0.0014901598440788713,1.6095905453421437,0.0006896372692159616,0.002388442113503139,0.0042234731695651034
60.0,0.6878412916849705,6.226897233420585,219.6576,219.6576,1.0,0.5537707946674112,0.19087877843032716,0.11183134046570165,0.32848441202256695,0.30761873222216957,2.849247757054853,0.35939755524816996,0.3193411982118068,0.7312275518437169,0.6248162697517703,0.18973514609556263,1.6658628447957287,0.25621954347268533,0.25845546786922213,0.5172250866889954,0.3048864409235891,0.20409881838670718,0.11389601892395189,0.0014692741878590196,1.6183773586199095,0.0006936938705580076,0.0023375052125776054,0.003605632847302183
