round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc,fed_ece,fed_auroc,fed_f1_best,fed_f1,fed_f1_best_threshold,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
49.0,0.6644033352444653,2.9720324102050695,179.38704,179.38704,1.0,0.11373363544813696,0.319769470548443,0.3071110550985658,0.7307977240077641,0.3613160869557444,0.3215239609984216,0.5665781696843807,2.806503634950417,0.1919524546229697,0.6435066827587449,0.20824858873013763,1.828409725797218,0.26204287515762925,0.2653728985670766,0.48170286417007446,0.30564438671951094,0.20217338652676498,0.11389601892395189,0.001978586356413338,1.6213892166488222,0.000985930040848185,0.0031357916849094796,0.003763650139903024
50.0,0.6714570281707493,4.249644044982551,183.048,183.048,1.0,0.11373363544813696,0.3224670692209419,0.33430594186134355,0.7323238026541531,0.36536774641432695,0.31189676464356814,0.6083771688704195,2.831397117819831,0.20882258234661707,0.6420348830584359,0.20509546680626348,1.800725510372801,0.25935327226575433,0.26283774225491585,0.545582115650177,0.33262289662652295,0.21939719584593345,0.11389601892395189,0.0020512587919863114,1.7208920695366032,0.0009831499274347323,0.003299191612019569,0.0032745731621314452
51.0,0.6626978213082471,2.8657333818863413,186.70896,186.70896,1.0,0.11373363544813696,0.32665702732704294,0.31205706598286614,0.733532017098025,0.367241033200302,0.3208969725655614,0.5704780248765648,2.868824553590579,0.19489459053275082,0.6396912478467023,0.20590505475800486,1.8078336425041088,0.25688073394495414,0.2651788644568428,0.5585960149765015,0.31068886709573196,0.20581350417571206,0.11389601892395189,0.0019124159280602736,1.6408212790847756,0.0009450867323911738,0.0030408364527589812,0.0036524447953155217
52.0,0.6750372624807436,4.171485597702299,190.36992,190.36992,1.0,0.11373363544813696,0.3260896011274218,0.32521772556235456,0.7319909784596557,0.36600817453878354,0.3127864064093595,0.594817398446129,2.8529837789368293,0.20303978879143644,0.643119745513182,0.20339082009256892,1.785758817684159,0.2596284549161758,0.26498153933541607,0.5434576869010925,0.32336154228806346,0.21360130273763714,0.11389601892395189,0.0018843133321763954,1.654295731658749,0.0009275606073748222,0.0030008313728829505,0.003152118046351247
53.0,0.6652511674216676,4.032231884314096,194.03088,194.03088,1.0,0.11373363544813696,0.3252906827464016,0.32361624507953857,0.7342478154150535,0.36508871738307014,0.31375737030970285,0.5893997544664721,2.8511153250364645,0.20226192114534167,0.6430747933770419,0.20431577080198363,1.7938798276909467,0.260849598163031,0.26611418047882135,0.5612549185752869,0.322210877332983,0.2136504127461994,0.11389601892395189,0.0018724409863646757,1.6801446212739393,0.0008815796071558453,0.0030226865643215354,0.004926805717446302
54.0,0.664854146560091,3.328972612426471,197.69184,197.69184,1.0,0.11373363544813696,0.32889939466668844,0.33764326723146976,0.7345587331788728,0.3675828009092339,0.30739632116274646,0.6072134504212894,2.8855421492682716,0.21116339097046857,0.6418965755507867,0.2043846038628077,1.79448417770664,0.26075814201815267,0.26543602800763844,0.579210102558136,0.3360273967456636,0.22232487751480787,0.11389601892395189,0.0018849495290230143,1.7311430123409082,0.0008472456066735511,0.0030873758207711536,0.004080099126892452
55.0,0.6655575754807088,3.360518635675448,201.3528,201.3528,1.0,0.11373363544813696,0.33305625343439116,0.3139600605113836,0.7367683079951347,0.36953691535592115,0.3197061066405116,0.5814106960997569,2.9162534366839536,0.19621000037070116,0.6407539228707685,0.20448551165111178,1.7953701418453114,0.26025459688826025,0.264960579035802,0.5165482759475708,0.3131449840133813,0.20826225312839297,0.11389601892395189,0.0017724314989034703,1.6620825061309006,0.0008473282513602707,0.002842361522855019,0.00453732845249315
56.0,0.6814999241720759,7.204514119528875,205.01376,205.01376,1.0,0.11373363544813696,0.32931418229458725,0.3100628013281188,0.7347738403292808,0.3684630898024367,0.31507050649607027,0.6000670904550637,2.873495309847966,0.19553976507763887,0.6418334016107171,0.20618529632211613,1.8102941460999227,0.2617653945211894,0.2664473684210526,0.5508397817611694,0.30935231543075353,0.2074502095780167,0.11389601892395189,0.0018811578340386713,1.8017691311379167,0.0008440372939162246,0.0030806412640774277,0.004078187867571611
57.0,0.6946650020978901,5.137210640411155,208.67472,208.67472,1.0,0.11373363544813696,0.3348101335450912,0.3287032645390196,0.7369608977065661,0.3726610504803163,0.31099657009475945,0.5954073081684016,2.9237941500359534,0.2044468715210073,0.6379304844705805,0.20320549158418344,1.784131644845842,0.2609658839167036,0.26196146352024247,0.4963333308696747,0.3273725085650154,0.21611580947603842,0.11389601892395189,0.0017667258138330574,1.7271921332321654,0.0008314983883711928,0.00284909327246978,0.002967482751382176
58.0,0.6778117786883155,6.437815826367261,212.33568,212.33568,1.0,0.11373363544813696,0.33921762707917774,0.31483079836776745,0.7378239831811523,0.37726141714512484,0.31750615954393235,0.5918504068813655,2.9605401946391114,0.19618561697589523,0.6409926636407094,0.20374616603076554,1.7888787330381266,0.2632745944684327,0.2647829554517489,0.495910108089447,0.31359677670179353,0.20775761601582188,0.11389601892395189,0.0017178960273613428,1.7134953182739991,0.0007928658438267953,0.0027853182915820065,0.003978569920942188
59.0,0.6763298080772386,4.812222918581199,215.99664,215.99664,1.0,0.11373363544813696,0.3371580701089957,0.3112113719328121,0.7378542702381418,0.37378569094325753,0.3213608950209183,0.5719071747894584,2.956277851173502,0.19286919214078063,0.6417926033431036,0.20858469954801315,1.8313607579847428,0.2636261120160381,0.26504038239657157,0.5518282055854797,0.3099724260967346,0.2040606238858014,0.11389601892395189,0.00160609415186956,1.6359968791257415,0.0007584514748573098,0.0025813252276251767,0.0037130796420809108
60.0,0.6768961144417651,5.223681641422674,219.6576,219.6576,1.0,0.11373363544813696,0.3416178115970487,0.32241353404462497,0.7392153691131508,0.3743790179335866,0.3137838564928979,0.5846563391349946,3.0000741035837737,0.20116931300202434,0.6415133027451323,0.2050418674599898,1.80025491142843,0.2625994694960212,0.26474951500627636,0.5067856907844543,0.3215618004508777,0.21304858675239488,0.11389601892395189,0.0015843551769777365,1.648209135894831,0.0007516344110018051,0.0025390680841235963,0.003237036509583961
