round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_prevalence,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_f1,fed_auprc_lift,fed_auprc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6566687286778568,0.21102318260542266,0.52344,21.90336,0.0,0.21477440553757077,0.11410409717414564,0.3044430591999646,0.6764367979795836,0.5274795576938487,0.28231070012249676,2.065588578554483,0.23431383436633985,0.34063832353280277,0.3413426527904534,0.08111487178960974,0.712183556158973,0.2045002711006687,0.2045002711006687,0.5176842212677002,0.41204010622209425,0.27111214427807356,0.11389601892395189,0.0,0.0,,
12.0,0.6351624947257022,0.3840725515850947,0.52344,21.90336,0.0,0.20745087242690577,0.11410409717414564,0.3109376731167971,0.6892763553285388,0.5403513359099926,0.2889815715205647,2.155290211230147,0.2436813569484496,0.3244111471905516,0.3413426527904534,0.08111487178960974,0.712183556158973,0.2045002711006687,0.2045002711006687,0.5176842212677002,0.41204010622209425,0.27111214427807356,0.11389601892395189,0.0,0.0,,
13.0,0.6737115595174287,0.1340149275491592,0.61068,25.55392,0.9971592150692714,0.22912990053964372,0.11410409717414564,0.2845376201536166,0.6525835920791537,0.4849361067669337,0.2053126408312215,1.8915274835767548,0.21558474560332308,0.36021428580618436,0.34955643209850573,0.08193937688879874,0.7194226599220248,0.2045002711006687,0.20451875282422052,0.521806538105011,0.41329177255461064,0.2721186815089539,0.11389601892395189,0.056448605556358084,0.9699326690729322,0.020725187161538875,0.11672924730837672
14.0,0.670989902637848,0.1439247077642938,0.61068,25.55392,0.0,0.21687518625583546,0.11410409717414564,0.29495068900496096,0.665539099142832,0.5340214464451236,0.2730287703936694,2.0033999080710125,0.22747215061592607,0.3425039391041148,0.34955643209850573,0.08193937688879874,0.7194226599220248,0.2045002711006687,0.20451875282422052,0.521806538105011,0.41329177255461064,0.2721186815089539,0.11389601892395189,0.0,0.0,,
15.0,0.6488018506763022,0.28264211656638183,0.61068,25.55392,0.0,0.20308016726136824,0.11410409717414564,0.3012942525632514,0.6779713903995799,0.5131153251523977,0.28148873899608357,2.0745975410560136,0.23495903507716837,0.31810215628586413,0.34955643209850573,0.08193937688879874,0.7194226599220248,0.2045002711006687,0.20451875282422052,0.521806538105011,0.41329177255461064,0.2721186815089539,0.11389601892395189,0.0,0.0,,
16.0,0.6331805740492518,0.5870880906577487,0.61068,25.55392,0.0,0.2215237302342334,0.11410409717414564,0.31323802794894506,0.6892327889417417,0.5520417796326778,0.2880711306451068,2.1623995775976943,0.24491958088412877,0.34927038636403934,0.34955643209850573,0.08193937688879874,0.7194226599220248,0.2045002711006687,0.20451875282422052,0.521806538105011,0.41329177255461064,0.2721186815089539,0.11389601892395189,0.0,0.0,,
17.0,0.6708552253671335,0.13821129556524958,0.69792,29.20448,0.9971592150692714,0.22638615908462878,0.11410409717414564,0.2839013599974146,0.6526909270718194,0.48286002201013345,0.21180264596202183,1.8889154233149976,0.21572464888212536,0.35698286324610035,0.3414388066897011,0.08119485989676628,0.7128858467913607,0.2045002711006687,0.20450951154489178,0.520298182964325,0.41430214838650686,0.27309095252069726,0.11389601892395189,0.04630343463480475,0.89767908156864,0.016283148302200227,0.10151359531296204
18.0,0.6691301081882577,0.1419461252089891,0.69792,29.20448,0.0,0.22584151362174062,0.11410409717414564,0.29883232995858183,0.6672610045320408,0.5551535280102396,0.27189924660006687,2.0079540349067764,0.22827216565425598,0.3524600262317869,0.3414388066897011,0.08119485989676628,0.7128858467913607,0.2045002711006687,0.20450951154489178,0.520298182964325,0.41430214838650686,0.27309095252069726,0.11389601892395189,0.0,0.0,,
19.0,0.6510097360838351,0.3398948598479438,0.69792,29.20448,0.0,0.19647720234225335,0.11410409717414564,0.30431295745312487,0.6761471599700312,0.5122435234313091,0.2830326120573121,2.0955785487811442,0.23692400306328962,0.3085967267777465,0.3414388066897011,0.08119485989676628,0.7128858467913607,0.2045002711006687,0.20450951154489178,0.520298182964325,0.41430214838650686,0.27309095252069726,0.11389601892395189,0.0,0.0,,
20.0,0.626867487529878,0.44369934984252585,0.69792,29.20448,0.0,0.21465842644096636,0.11410409717414564,0.3156598478504546,0.6883826795096495,0.5427411669256014,0.2884641045338105,2.2250618881682747,0.2509307098986987,0.33974502613900803,0.3414388066897011,0.08119485989676628,0.7128858467913607,0.2045002711006687,0.20450951154489178,0.520298182964325,0.41430214838650686,0.27309095252069726,0.11389601892395189,0.0,0.0,,
21.0,0.6684369309311446,0.14651751566824106,0.78516,32.85504,0.9971592150692714,0.22540368837772728,0.11410409717414564,0.28433755220535334,0.6533052083401555,0.48456471948733504,0.2217277794683649,1.9043684290357352,0.21687902657775243,0.3557742499305076,0.3441894708192368,0.08142040887700566,0.7148661528843241,0.2045002711006687,0.20454648167397296,0.5216827988624573,0.41593171122077843,0.27452027260476214,0.11389601892395189,0.034093021554551066,0.7412819128703632,0.01402856320993615,0.07215880221167302
22.0,0.6648162453758808,0.17611896783904335,0.78516,32.85504,0.0,0.2252450170214967,0.11410409717414564,0.2984727137658341,0.6689802641819245,0.5296374100016427,0.26930943149025616,2.003402955839311,0.22792259177824784,0.3548297451485381,0.3441894708192368,0.08142040887700566,0.7148661528843241,0.2045002711006687,0.20454648167397296,0.5216827988624573,0.41593171122077843,0.27452027260476214,0.11389601892395189,0.0,0.0,,
23.0,0.6458884065453664,0.2746764482135714,0.78516,32.85504,0.0,0.21622798091362194,0.11410409717414564,0.30304371416029835,0.679913749579587,0.5692976134183821,0.2847514579599067,2.093279526708098,0.23740993260486803,0.3406195496452508,0.3441894708192368,0.08142040887700566,0.7148661528843241,0.2045002711006687,0.20454648167397296,0.5216827988624573,0.41593171122077843,0.27452027260476214,0.11389601892395189,0.0,0.0,,
24.0,0.6279455025395473,0.5547335600437834,0.78516,32.85504,0.0,0.21346067387043524,0.11410409717414564,0.3131915242756266,0.6885788600930343,0.5463140398907282,0.2893379415872993,2.1783523992377845,0.24640552371745889,0.3366044974361929,0.3441894708192368,0.08142040887700566,0.7148661528843241,0.2045002711006687,0.20454648167397296,0.5216827988624573,0.41593171122077843,0.27452027260476214,0.11389601892395189,0.0,0.0,,
25.0,0.6674850133844846,0.1859829947288542,0.8724,36.5056,0.9971592150692714,0.2242915470114386,0.11410409717414564,0.28516255160658555,0.6528717776554646,0.48731762691661723,0.24224272333762184,1.906028543267018,0.2170732525412221,0.3546134042138907,0.3489104114217279,0.08196554546989125,0.7196524184451035,0.2045002711006687,0.20455572629485672,0.5221222639083862,0.41552378709953786,0.27412543517351934,0.11389601892395189,0.0364110191932121,0.8782226246921709,0.012581312524568195,0.08421146676298599
26.0,0.660362106864259,0.204479316479708,0.8724,36.5056,0.0,0.2021821771749028,0.11410409717414564,0.2971817749836176,0.6654895438388329,0.4977175463168015,0.2818920285681676,1.9895113589289821,0.22640745107273033,0.3176886162987492,0.3489104114217279,0.08196554546989125,0.7196524184451035,0.2045002711006687,0.20455572629485672,0.5221222639083862,0.41552378709953786,0.27412543517351934,0.11389601892395189,0.0,0.0,,
27.0,0.6377384238769187,0.30454295426125255,0.8724,36.5056,0.0,0.21557884506481728,0.11410409717414564,0.30671432326439,0.6785713079442168,0.5685180190023823,0.28380395712242346,2.09844849466695,0.23819210104690647,0.338816211514273,0.3489104114217279,0.08196554546989125,0.7196524184451035,0.2045002711006687,0.20455572629485672,0.5221222639083862,0.41552378709953786,0.27412543517351934,0.11389601892395189,0.0,0.0,,
28.0,0.6282130504891554,0.5782441278557625,0.8724,36.5056,0.0,0.21005311351322462,0.11410409717414564,0.3142420985563985,0.6886391235029579,0.5546145860983327,0.2898789885018033,2.1958156983426913,0.2481453391799112,0.331642263255996,0.3489104114217279,0.08196554546989125,0.7196524184451035,0.2045002711006687,0.20455572629485672,0.5221222639083862,0.41552378709953786,0.27412543517351934,0.11389601892395189,0.0,0.0,,
29.0,0.6619228081838895,0.20329396518134044,0.95964,40.15616,0.9971592150692714,0.22115719128341602,0.11410409717414564,0.2854046188149738,0.6524530157364418,0.4881507574469067,0.24995616674863577,1.9036718566420667,0.216751681381782,0.35076993359096326,0.3565800841505996,0.08276749355619244,0.7266934730304849,0.2045002711006687,0.2045002711006687,0.5222083330154419,0.4165798227922253,0.2750718189245381,0.11389601892395189,0.02717921753494715,0.7235546905312731,0.00875498092861342,0.06540747369141119
30.0,0.6590874317660551,0.23013773077922756,0.95964,40.15616,0.0,0.22040258535685142,0.11410409717414564,0.29506456068871634,0.664936756298405,0.5217583826744533,0.27705121524060694,1.989265790478624,0.2261421438721523,0.3456197415747391,0.3565800841505996,0.08276749355619244,0.7266934730304849,0.2045002711006687,0.2045002711006687,0.5222083330154419,0.4165798227922253,0.2750718189245381,0.11389601892395189,0.0,0.0,,
31.0,0.6413171074532598,0.3731670046928115,0.95964,40.15616,0.0,0.20966673254840565,0.11410409717414564,0.3075202951343269,0.6783866872052033,0.5578433965127128,0.2860643684553736,2.1173891733864627,0.23923350240779934,0.3305066465983078,0.3565800841505996,0.08276749355619244,0.7266934730304849,0.2045002711006687,0.2045002711006687,0.5222083330154419,0.4165798227922253,0.2750718189245381,0.11389601892395189,0.0,0.0,,
32.0,0.6287918543733755,0.6049022188741764,0.95964,40.15616,0.0,0.21519413611915914,0.11410409717414564,0.3182826826096669,0.6879940857474226,0.5791704814030711,0.284939209190891,2.1856762178671922,0.24669749137432995,0.3376109424280517,0.3565800841505996,0.08276749355619244,0.7266934730304849,0.2045002711006687,0.2045002711006687,0.5222083330154419,0.4165798227922253,0.2750718189245381,0.11389601892395189,0.0,0.0,,
33.0,0.6584179551597789,0.22020255036128714,1.04688,43.80672,0.9971592150692714,0.21586789476129617,0.11410409717414564,0.2853044252068055,0.6526104547546904,0.4827747804994468,0.24761223512071512,1.9026096587595565,0.2165685886828256,0.3434452556181048,0.35250758626907264,0.0823135079129073,0.722707507168164,0.2045002711006687,0.20453723788864786,0.5219102501869202,0.4176683888065058,0.2761004861296333,0.11389601892395189,0.021935938744682578,0.6398566549587485,0.005622394409492477,0.05729109981742563
34.0,0.6543972564751633,0.2514492477246386,1.04688,43.80672,0.0,0.2044489282909422,0.11410409717414564,0.29307548295622415,0.6664413312292783,0.5109181861474101,0.2746489479279892,1.9982171830277027,0.22697050463392945,0.32389703283913,0.35250758626907264,0.0823135079129073,0.722707507168164,0.2045002711006687,0.20453723788864786,0.5219102501869202,0.4176683888065058,0.2761004861296333,0.11389601892395189,0.0,0.0,,
35.0,0.6387557622671508,0.40040831684106043,1.04688,43.80672,0.0,0.2246453753344572,0.11410409717414564,0.306495404147682,0.6779436183810466,0.5762900608914172,0.28087042344803304,2.0948400731039714,0.23745345558052267,0.3519204494013677,0.35250758626907264,0.0823135079129073,0.722707507168164,0.2045002711006687,0.20453723788864786,0.5219102501869202,0.4176683888065058,0.2761004861296333,0.11389601892395189,0.0,0.0,,
36.0,0.623915904563286,0.47476834890645037,1.04688,43.80672,0.0,0.21482598406012163,0.11410409717414564,0.3139219767952999,0.6866692552732733,0.5961150202586704,0.29029765861447016,2.17749649858473,0.24626022974267855,0.33670243640402786,0.35250758626907264,0.0823135079129073,0.722707507168164,0.2045002711006687,0.20453723788864786,0.5219102501869202,0.4176683888065058,0.2761004861296333,0.11389601892395189,0.0,0.0,,
37.0,0.6359578484819544,0.29538817919781746,1.0924,45.78816,0.5412350858791136,0.22024009753425727,0.11410409717414564,0.3158900068548028,0.6875681669685565,0.5057009658787068,0.27883742231851866,2.2014239802848268,0.24942701218358204,0.3521391448085773,0.3487847286625312,0.08195233009618502,0.719536388281529,0.2045002711006687,0.20452799493876814,0.5212993025779724,0.41750857617236004,0.27596164401437107,0.11389601892395189,0.059591524985617365,0.5894919927741284,,0.059591524985617365
38.0,0.6288869100367358,0.4196903276431252,1.0924,45.78816,0.0,0.20947402389226522,0.11410409717414564,0.3237447754295949,0.6967184775979007,0.5554947335181826,0.2976353395676018,2.290732608023217,0.2580437687071066,0.33215847560573547,0.3487847286625312,0.08195233009618502,0.719536388281529,0.2045002711006687,0.20452799493876814,0.5212993025779724,0.41750857617236004,0.27596164401437107,0.11389601892395189,0.0,0.0,,
39.0,0.6012349598295363,0.6246837667045205,1.0924,45.78816,0.0,0.21675354390921783,0.11410409717414564,0.331362683855609,0.7042300390695488,0.6057324940333456,0.2962103045889525,2.340866753931645,0.26366408646677336,0.3402105882028605,0.3487847286625312,0.08195233009618502,0.719536388281529,0.2045002711006687,0.20452799493876814,0.5212993025779724,0.41750857617236004,0.27596164401437107,0.11389601892395189,0.0,0.0,,
40.0,0.5963767669586728,1.0757069298990483,1.0924,45.78816,0.0,0.21872186906626573,0.11410409717414564,0.3350814740965319,0.713476147089185,0.5923435706419,0.30153043275077196,2.4738260161766585,0.2764117241196502,0.3444637122868637,0.3487847286625312,0.08195233009618502,0.719536388281529,0.2045002711006687,0.20452799493876814,0.5212993025779724,0.41750857617236004,0.27596164401437107,0.11389601892395189,0.0,0.0,,
41.0,0.660881780010826,0.2534539545588357,1.17964,49.43872,0.9971592150692714,0.2140082539872031,0.11410409717414564,0.285166473750748,0.6527017875720238,0.48884048292504684,0.25158028678984895,1.902991415447109,0.21663160205977824,0.3411143210796438,0.3597316907138425,0.08307219629409743,0.7293687442189225,0.2045002711006687,0.20457421804375336,0.5203367471694946,0.41704338159611076,0.2756422240865938,0.11389601892395189,0.02027751559321982,0.653632579643272,0.006030923490131324,0.05094447611667606
42.0,0.6517090181383003,0.26356089020736123,1.17964,49.43872,0.0,0.21469301892980905,0.11410409717414564,0.2974831484940629,0.6668425600984604,0.5285416330821686,0.2802547287814015,1.9949733966410987,0.2267254045581119,0.33666551067081274,0.3597316907138425,0.08307219629409743,0.7293687442189225,0.2045002711006687,0.20457421804375336,0.5203367471694946,0.41704338159611076,0.2756422240865938,0.11389601892395189,0.0,0.0,,
43.0,0.6376990661529586,0.37488300678124437,1.17964,49.43872,0.0,0.21029982103904002,0.11410409717414564,0.30890559353762403,0.6785901363396938,0.5397076559558946,0.28390147099330826,2.0929985392755026,0.23709972095923942,0.33115107994705983,0.3597316907138425,0.08307219629409743,0.7293687442189225,0.2045002711006687,0.20457421804375336,0.5203367471694946,0.41704338159611076,0.2756422240865938,0.11389601892395189,0.0,0.0,,
44.0,0.6347571883869734,0.5309810315073746,1.17964,49.43872,0.0,0.22161322757197519,0.11410409717414564,0.3149409701863715,0.6887083232763723,0.5655543666064039,0.285655023126147,2.1903664078427902,0.24755541643886161,0.34961131860016914,0.3597316907138425,0.08307219629409743,0.7293687442189225,0.2045002711006687,0.20457421804375336,0.5203367471694946,0.41704338159611076,0.2756422240865938,0.11389601892395189,0.0,0.0,,
45.0,0.6539528540490627,0.2690644347935515,1.26688,53.08928,0.9971592150692714,0.21694873010192475,0.11410409717414564,0.2855190383675727,0.6528401366325419,0.4931214660663078,0.2589605946800045,1.904486726239439,0.21677974319060628,0.345378442110413,0.3589075054706825,0.08296755021052102,0.7284499580790288,0.2045002711006687,0.20453723788864786,0.5189011693000793,0.41661898347882553,0.27540811733115866,0.11389601892395189,0.017029978089185875,0.5883164027236489,0.006644528431916594,0.040466299163867465
46.0,0.6479048833337173,0.27225535647347515,1.26688,53.08928,0.0,0.22091197662606687,0.11410409717414564,0.29630096810079215,0.6670844689429466,0.5231217019031569,0.2775304636626065,1.9993514668238233,0.22718249482358538,0.3445402339698234,0.3589075054706825,0.08296755021052102,0.7284499580790288,0.2045002711006687,0.20453723788864786,0.5189011693000793,0.41661898347882553,0.27540811733115866,0.11389601892395189,0.0,0.0,,
47.0,0.6396099057108742,0.4439199609555377,1.26688,53.08928,0.0,0.20591886155752406,0.11410409717414564,0.3054965243072811,0.675401817033192,0.5517332268913636,0.2831695745044561,2.104867621793296,0.2381456161343303,0.3256568106679007,0.3589075054706825,0.08296755021052102,0.7284499580790288,0.2045002711006687,0.20453723788864786,0.5189011693000793,0.41661898347882553,0.27540811733115866,0.11389601892395189,0.0,0.0,,
48.0,0.6209384249318248,0.4544069578054469,1.26688,53.08928,0.0,0.21507150099713496,0.11410409717414564,0.31381062003629967,0.6865125712119331,0.5662289340051607,0.28390156355952006,2.1923889171276083,0.247652215409776,0.3387413875015982,0.3589075054706825,0.08296755021052102,0.7284499580790288,0.2045002711006687,0.20453723788864786,0.5189011693000793,0.41661898347882553,0.27540811733115866,0.11389601892395189,0.0,0.0,,
49.0,0.6538844930163037,0.2972554809327172,1.35412,56.73984,0.9971592150692714,0.2156894087395409,0.11410409717414564,0.28596421302365993,0.6530284359162546,0.4896979699167689,0.2519977707684413,1.9046051947473777,0.21677054842898416,0.34346557824451407,0.37394952931775305,0.08464777817834737,0.7432022556896084,0.2045002711006687,0.20464106391640657,0.5188212990760803,0.41536508154464696,0.27418754127833855,0.11389601892395189,0.013704373085147254,0.5096128706791205,0.00397685682807177,0.036734694136140084
50.0,0.649550238296729,0.33076259061666335,1.35412,56.73984,0.0,0.20567350147393154,0.11410409717414564,0.2976268340615725,0.665407544860738,0.5485831465731784,0.27950611945435355,1.9986188992348073,0.2269320221135721,0.32309313569178294,0.37394952931775305,0.08464777817834737,0.7432022556896084,0.2045002711006687,0.20464106391640657,0.5188212990760803,0.41536508154464696,0.27418754127833855,0.11389601892395189,0.0,0.0,,
51.0,0.6385589383374037,0.43567092042028016,1.35412,56.73984,0.0,0.21596751713086532,0.11410409717414564,0.30784951666029226,0.6766849379502756,0.5447149230892329,0.2866723175105318,2.1044687639719295,0.23821640853297552,0.3407730458052127,0.37394952931775305,0.08464777817834737,0.7432022556896084,0.2045002711006687,0.20464106391640657,0.5188212990760803,0.41536508154464696,0.27418754127833855,0.11389601892395189,0.0,0.0,,
52.0,0.6279924432972803,0.48878560375526864,1.35412,56.73984,0.0,0.21130974087936247,0.11410409717414564,0.315889809590728,0.6859912806732222,0.57453512977763,0.28737558548212544,2.2029926594851115,0.24828654145534967,0.3322505754872288,0.37394952931775305,0.08464777817834737,0.7432022556896084,0.2045002711006687,0.20464106391640657,0.5188212990760803,0.41536508154464696,0.27418754127833855,0.11389601892395189,0.0,0.0,,
53.0,0.6484699334255268,0.28000422085141025,1.44136,60.3904,0.9971592150692714,0.2110232109112829,0.11410409717414564,0.28562529030913475,0.6529281159209015,0.49284123756360504,0.25275242911251367,1.9045341568794805,0.21675438594020155,0.33657800082057066,0.37290503844926126,0.0845354037450901,0.7422156151176292,0.2045002711006687,0.20450528033359017,0.5201809406280518,0.41710643105276746,0.27570035143114874,0.11389601892395189,0.012079851971583564,0.48261438502231613,0.0030919633087040997,0.0342196214245696
54.0,0.6450004384940332,0.3159954246639209,1.44136,60.3904,0.0,0.22389549526672792,0.11410409717414564,0.2999270501749935,0.6675612774410866,0.5546792264934214,0.2757628399171924,2.004098045513166,0.22774228942933009,0.35246832265843153,0.37290503844926126,0.0845354037450901,0.7422156151176292,0.2045002711006687,0.20450528033359017,0.5201809406280518,0.41710643105276746,0.27570035143114874,0.11389601892395189,0.0,0.0,,
55.0,0.6344093816312756,0.3907445998766948,1.44136,60.3904,0.0,0.20848633971308936,0.11410409717414564,0.3051800227091685,0.6761686418429494,0.5522032804715415,0.2835856005302466,2.0876450200644316,0.23636688298528866,0.32788514621981124,0.37290503844926126,0.0845354037450901,0.7422156151176292,0.2045002711006687,0.20450528033359017,0.5201809406280518,0.41710643105276746,0.27570035143114874,0.11389601892395189,0.0,0.0,,
56.0,0.6226774575380475,0.5313291601547403,1.44136,60.3904,0.0,0.19950196751851096,0.11410409717414564,0.31357286801013917,0.6864791115807916,0.5339630903467838,0.28842689006589906,2.197238272123714,0.24828638074006146,0.31456787861715774,0.37290503844926126,0.0845354037450901,0.7422156151176292,0.2045002711006687,0.20450528033359017,0.5201809406280518,0.41710643105276746,0.27570035143114874,0.11389601892395189,0.0,0.0,,
57.0,0.6282827924531821,0.3934555578603084,1.48688,62.37184,0.5412350858791136,0.2182367979346104,0.11410409717414564,0.3175302224345025,0.6845496404394636,0.5130579547064594,0.28364780208134155,2.1867931608931355,0.24755726559708627,0.34905446043315536,0.36938888286236327,0.08414083637525314,0.7387513380202849,0.2045002711006687,0.20465957928070572,0.5199710726737976,0.4173970119637208,0.2759812454480969,0.11389601892395189,0.03507510876389848,0.4404334088321775,,0.03507510876389848
58.0,0.621368271641361,0.46627442461152346,1.48688,62.37184,0.0,0.20039441726103088,0.11410409717414564,0.32143559506617203,0.6925491595331835,0.5830990806033459,0.2934051686738336,2.2833198082182635,0.2574143327130381,0.3156513408132625,0.36938888286236327,0.08414083637525314,0.7387513380202849,0.2045002711006687,0.20465957928070572,0.5199710726737976,0.4173970119637208,0.2759812454480969,0.11389601892395189,0.0,0.0,,
59.0,0.6082853024400898,0.6914128180621446,1.48688,62.37184,0.0,0.2170983293773233,0.11410409717414564,0.328796827255934,0.7039852693132368,0.565322990087815,0.30051827551833854,2.4141055097706765,0.27113110111489275,0.34371604063416333,0.36938888286236327,0.08414083637525314,0.7387513380202849,0.2045002711006687,0.20465957928070572,0.5199710726737976,0.4173970119637208,0.2759812454480969,0.11389601892395189,0.0,0.0,,
60.0,0.5952119262678249,0.8557361256197998,1.48688,62.37184,0.0,0.201956019604668,0.11410409717414564,0.33233850945914895,0.7100306895013828,0.5244697629148736,0.31107252564582827,2.4935167693226465,0.27946823436742085,0.31909847535764807,0.36938888286236327,0.08414083637525314,0.7387513380202849,0.2045002711006687,0.20465957928070572,0.5199710726737976,0.4173970119637208,0.2759812454480969,0.11389601892395189,0.0,0.0,,
