round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auprc_lift,fed_prevalence,fed_f1,fed_brier,fed_f1_best,fed_auroc,fed_ece,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,0.07391505823934187,3.5169386440087895,234.929664,234.929664,0.0,0.9906392099721749,1.102827276645249,0.9069767441860465,0.8923014243508429,0.11735095521853597,0.9745929255423097,0.9464732171301141,0.15648351996963797,0.2059143878692804,0.34172957006892024,0.954560770758001,0.9870522668229975,0.0,0.9832657200811359,0.48627227544784546,0.4807492402723602,0.2629546628498898,0.9670822942643391,0.0,0.0,,
36.0,0.06234770883672825,1.1109380710674945,234.929664,234.929664,0.0,0.9896021277719603,1.1009466536453596,0.9069767441860465,0.8679422201744388,0.1259447912867065,0.9731611418631829,0.9450018204159649,0.17389507087510678,0.20425534300332845,0.34172957006892024,0.954560770758001,0.9870522668229975,0.0,0.9832657200811359,0.48627227544784546,0.4807492402723602,0.2629546628498898,0.9670822942643391,0.0,0.0,,
37.0,0.10931798692584427,9.590297053058327,254.507136,254.507136,0.9991046702896288,0.9882013092127696,1.098642665545472,0.9069767441860465,0.6341621324749459,0.19295186089246313,0.9702027332390907,0.9355133117917442,0.3472604748814605,0.4799057654170103,0.3789207182708988,0.9591025436085123,0.9917486332826546,0.0,0.9832657200811359,0.4863438904285431,0.48067867213353843,0.26288661360049764,0.9670822942643391,0.0001263115839976591,0.07639487999600192,3.2501878053267626e-05,0.0001418422591301493
38.0,0.10117963809770308,6.982446413850191,254.507136,254.507136,0.0,0.9927795084462702,1.1059725102757632,0.9069767441860465,0.9289692170527343,0.0690453752181311,0.9738965440923825,0.9548888636053336,0.12405976755327955,0.41560295806374653,0.3789207182708988,0.9591025436085123,0.9917486332826546,0.0,0.9832657200811359,0.4863438904285431,0.48067867213353843,0.26288661360049764,0.9670822942643391,0.0,0.0,,
39.0,0.06998266733692848,6.583061246695583,254.507136,254.507136,0.0,0.9911059595303902,1.1041225169564586,0.9069767441860465,0.9301100499557208,0.08334324630110876,0.9721644641223192,0.9399280480589813,0.1097780500127132,0.23681872461077777,0.3789207182708988,0.9591025436085123,0.9917486332826546,0.0,0.9832657200811359,0.4863438904285431,0.48067867213353843,0.26288661360049764,0.9670822942643391,0.0,0.0,,
40.0,0.06424228455694618,1.942606839447104,254.507136,254.507136,0.0,0.992838566199006,1.1052141713003814,0.9069767441860465,0.9095394077215866,0.10238647869450945,0.9795482995209396,0.9670880626223092,0.15926211807703552,0.24157526032176127,0.3789207182708988,0.9591025436085123,0.9917486332826546,0.0,0.9832657200811359,0.4863438904285431,0.48067867213353843,0.26288661360049764,0.9670822942643391,0.0,0.0,,
41.0,0.10986511881483778,10.392026147234718,274.084608,274.084608,0.9991046702896288,0.9882113401639188,1.098061252627389,0.9069767441860465,0.703129320005608,0.19862051931267208,0.9700438699938676,0.9465891321166886,0.35235050452309985,0.4465312320132588,0.3881882257333521,0.9607704404615617,0.9934733022823266,0.0,0.9832657200811359,0.4864327609539032,0.48059198095316896,0.26280320701475385,0.9670822942643391,0.0001697058551030752,0.10267924403018469,3.620368543906798e-05,0.00019179840378021903
42.0,0.09603847010851754,9.101914697993365,274.084608,274.084608,0.0,0.9942321890637631,1.1075691915261798,0.9069767441860465,0.902776237972467,0.09220467787990932,0.9746555613888218,0.9689436581258817,0.1600481710288413,0.21731824214721834,0.3881882257333521,0.9607704404615617,0.9934733022823266,0.0,0.9832657200811359,0.4864327609539032,0.48059198095316896,0.26280320701475385,0.9670822942643391,0.0,0.0,,
43.0,0.06968705005162251,4.932163146802967,274.084608,274.084608,0.0,0.991011212174525,1.1040581732956327,0.9069767441860465,0.8841603482005393,0.12955042050641732,0.9692978292908349,0.9368544577435943,0.17044693424019877,0.23684301126834956,0.3881882257333521,0.9607704404615617,0.9934733022823266,0.0,0.9832657200811359,0.4864327609539032,0.48059198095316896,0.26280320701475385,0.9670822942643391,0.0,0.0,,
44.0,0.06276395501815372,1.7355155990512454,274.084608,274.084608,0.0,0.9918411187946867,1.104937417352057,0.9069767441860465,0.9320490528733094,0.07916494635095551,0.9641758653949201,0.943606608109953,0.12180841624910052,0.41232528372905974,0.3881882257333521,0.9607704404615617,0.9934733022823266,0.0,0.9832657200811359,0.4864327609539032,0.48059198095316896,0.26280320701475385,0.9670822942643391,0.0,0.0,,
