round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_prevalence,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_brier,fed_auroc,fed_f1_best,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6878811651763719,0.1083232218364567,7.32192,3.66096,1.0,0.268567651411884,0.11479640002517467,0.36337883003603283,0.499268102200593,1.853216773074306,0.22981844441037047,0.6519978764044377,0.28585669550535864,0.21370739633435906,0.655299051176112,0.20816522587948136,1.8276778051256806,0.2745375279839755,0.2786885245901639,0.5039588212966919,0.36390345279970887,0.22973855878804694,0.11389601892395189,0.025003062717732946,2.720161502972587,0.02242570595630631,0.026852066412896513,0.010516337081910352
2.0,0.6569030116481458,0.24549286265754694,14.64384,7.32192,1.0,0.27274051248803693,0.11479640002517467,0.3486984527781039,0.5327472461538625,1.9120058973424452,0.2206925157395601,0.6588940975335358,0.2904627442767837,0.22001902285260713,0.6606172954837184,0.21573355920552958,1.8941273035150983,0.2803649721530987,0.2832800851970181,0.5178179144859314,0.34912365461230976,0.22056134761166263,0.11389601892395189,0.01689516373683525,1.96837472815605,0.017384432627386082,0.016675748483575302,0.0061015193104660866
3.0,0.6445672069523222,0.3431844650142639,21.96576,10.98288,1.0,0.2721227465980267,0.11479640002517467,0.35643576750112943,0.547027149395658,1.9580158503790654,0.22683309504400379,0.6618243496673858,0.29378012017753546,0.2246782876544138,0.6621287890998876,0.2207187176974077,1.9378966866680483,0.27363132000418716,0.28333992876929165,0.5382175445556641,0.3565125881184137,0.22660727138110606,0.11389601892395189,0.01179969821330906,1.470788944787273,0.012274086997000505,0.011537235132591193,0.004864936464468759
4.0,0.6438482615173894,0.4152545159362707,29.28768,14.64384,1.0,0.27749067185364484,0.11479640002517467,0.3559246420742124,0.5389172085596907,1.9818668338520382,0.22655659827318297,0.6654094735311002,0.298986079115554,0.22730827821555386,0.6620955330527711,0.2218031978052423,1.9474183549237114,0.27307180170029705,0.28558052434456926,0.5604119300842285,0.35602949527814826,0.22660362950736443,0.11389601892395189,0.00990479953734055,1.3114074770346633,0.010667916962068306,0.009407229638736775,0.004049981040713429
5.0,0.646640998811489,0.490809180427605,36.6096,18.3048,1.0,0.28080186369490295,0.11479640002517467,0.31568593356707486,0.5360508277459897,2.0052068219722,0.20153810948012613,0.667017662238134,0.29940436686131006,0.23013138629003746,0.6637945029285149,0.22277308710377502,1.9559339229628394,0.28304034399898825,0.2851290454731667,0.5140510201454163,0.3156534989149157,0.20170592300778117,0.11389601892395189,0.009125983183334827,1.2829830982664134,0.009061825144236275,0.009208112553129037,0.0049405007574295084
6.0,0.6462741141187234,0.45553541700716016,43.93152,21.96576,1.0,0.2807405802882463,0.11479640002517467,0.3340711974039411,0.5245297145093996,2.026826146974646,0.21073396442926978,0.6691791905275803,0.3039978573648697,0.2325501130538128,0.6635964976789287,0.2236991430918191,1.9640646372476154,0.28132147395171536,0.2850549748880141,0.5097569823265076,0.3340960162673444,0.21096931385953482,0.11389601892395189,0.008616822304645463,1.2853644011247525,0.008435797070527239,0.008775622886971687,0.006437635993393002
7.0,0.6429425491353019,0.34530419884600805,51.25344,25.62672,1.0,0.2767915695864257,0.11479640002517467,0.35515544628945434,0.5599476338123104,2.0425726506218123,0.22671712801875402,0.6710030643057301,0.3060666794100114,0.23422093072182454,0.6645790946514286,0.22437550820974034,1.9700030811397837,0.2735309412376495,0.285014409221902,0.5621416568756104,0.3551746912447206,0.22704033362713788,0.11389601892395189,0.007716202316295049,1.2243105559318792,0.006987916640376733,0.008335531011038018,0.005311228210862821
8.0,0.6371681489898597,0.41995958039472303,58.57536,29.28768,1.0,0.28394158772105205,0.11479640002517467,0.33490474965331674,0.5230386600154366,2.0732092205921324,0.21118763760727707,0.6734020951596418,0.3037127190060603,0.23810665623493427,0.6644879730823295,0.22487632059040685,1.9744001828593873,0.2768199233716475,0.2855139531622493,0.5243574380874634,0.33496454864480885,0.21182164497926204,0.11389601892395189,0.007445361545107976,1.2577293932663451,0.006930580337922309,0.007910336641214093,0.004094902168207648
9.0,0.6414769945353344,0.44752275717375295,65.89728,32.94864,1.0,0.2867297071258817,0.11479640002517467,0.33613352679465036,0.5124438838989053,2.1064739946934568,0.21170743012647164,0.675920641497923,0.3052922865363323,0.24147670418823788,0.664452922463614,0.22503209845883582,1.9757679029070299,0.2788728987785706,0.2830752512904102,0.5181856155395508,0.3364207053515697,0.2125812916598943,0.11389601892395189,0.00804241363178821,1.4453392007744696,0.007050588826097239,0.008950466194006993,0.004096988843008523
10.0,0.6443365653125375,0.6145288902708909,73.2192,36.6096,1.0,0.28534971694181976,0.11479640002517467,0.3531573408594125,0.5382371772392723,2.1182663619469078,0.2225632437349399,0.6773754074566222,0.3054184985112047,0.24317558492589808,0.6632807409236467,0.22479550298824139,1.9736906093121378,0.27252698832341926,0.28405956977385544,0.5343345999717712,0.3538363115071074,0.22374914280893898,0.11389601892395189,0.008346809860504198,1.6043373774764405,0.006823341221504404,0.009766981734069922,0.0042735744140541
