round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_f1_best,fed_ece,fed_brier,fed_f1,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.492161858149938,270.64182409083594,3.65056,3.65056,0.9971592150692714,0.18037954747872326,1.590190345310346,0.49581353011897994,0.5828212658759616,0.25942909309024675,0.38130775668697575,0.24392500458420613,0.20629759774248022,0.11208307111390807,0.6229438037056925,0.1905782722443362,1.6732654402221459,0.11420413990007137,0.26544566544566545,0.47962239384651184,0.36519208455056956,0.23350289587442274,0.11389601892395189,0.0243922407325219,2.5960239465348423,0.020573155427117188,0.02694312955679562
2.0,11.229790834940625,314.61613192513784,7.30112,7.30112,0.9971592150692714,0.20055779523544437,1.8019965186184346,0.5316952014790907,0.6307734353437378,0.27902182639256107,0.3886655178420418,0.24824998920610492,0.23582578216346764,0.11208307111390807,0.6390704641173778,0.20075007485642266,1.7625732378799213,0.231216457960644,0.2776216702259188,0.48105892539024353,0.36778608422897574,0.2347817779899889,0.11389601892395189,0.01659349297104355,1.846927291713655,0.014182787069668832,0.018223149398895595
3.0,10.850554505122046,331.7959827942901,10.95168,10.95168,0.9971592150692714,0.21344079748563108,1.9604702524135498,0.5015911267136085,0.655763056406659,0.29184508299116557,0.3754228038916127,0.23768919209501185,0.25427672010956986,0.11208307111390807,0.5847681330667562,0.19042859432621861,1.671951277360865,0.24210526315789474,0.26625860749808716,0.488929808139801,0.3684935680098824,0.23560103842473393,0.11389601892395189,0.0123125964419431,1.4500984798651189,0.010804509702833866,0.01336489061980823
4.0,10.547484286845634,338.03676303185995,14.60224,14.60224,0.9971592150692714,0.22086278413830576,1.9856232819285295,0.551079151829584,0.6608689639365986,0.2994142416925547,0.3765228778649006,0.23816083557844742,0.2694063270338372,0.11208307111390807,0.6091857393652558,0.19858798390572588,1.743590213090087,0.24664647338814366,0.2722607133692584,0.48146241903305054,0.3661395374908079,0.2336663788670995,0.11389601892395189,0.009799778203732354,1.2169232205487788,0.009048301372800913,0.01034009760262561
5.0,10.138009125762464,423.4933633245695,18.2528,18.2528,0.9971592150692714,0.22555558368120027,2.029984575612603,0.5527957235776529,0.6642023412246536,0.30021919372933836,0.38102770064558295,0.24140234967287194,0.27595060800206533,0.11208307111390807,0.5991699842815608,0.19863437051574623,1.7439974846563684,0.24236774644604986,0.2698635378140543,0.48286452889442444,0.3672333579834625,0.2345222260555194,0.11389601892395189,0.00962139589422136,1.2528210058808327,0.008924511640741851,0.010138137517424818
6.0,10.010281769121493,406.39852031804566,18.2528,18.2528,0.0,0.23604474528143352,2.1298208377616197,0.5686013272005179,0.6718892472004394,0.3074839588888469,0.3805968246852322,0.24072378444400017,0.28139279668962125,0.11208307111390807,0.5991699842815608,0.19863437051574623,1.7439974846563684,0.24236774644604986,0.2698635378140543,0.48286452889442444,0.3672333579834625,0.2345222260555194,0.11389601892395189,0.0,0.0,,
7.0,9.411036073113463,470.0673444118112,18.2528,18.2528,0.0,0.24397966908450303,2.2021174953289306,0.5849300631117414,0.6805490054272735,0.3163749719643721,0.3768751545043168,0.2370181536374313,0.29371969644940643,0.11208307111390807,0.5991699842815608,0.19863437051574623,1.7439974846563684,0.24236774644604986,0.2698635378140543,0.48286452889442444,0.3672333579834625,0.2345222260555194,0.11389601892395189,0.0,0.0,,
8.0,8.929801265129619,549.0796386170953,18.2528,18.2528,0.0,0.2528299670140004,2.2966275762669417,0.5905990887355923,0.6877929752694525,0.3236052249222765,0.3771976921545625,0.23723225829971187,0.29167822386104075,0.11208307111390807,0.5991699842815608,0.19863437051574623,1.7439974846563684,0.24236774644604986,0.2698635378140543,0.48286452889442444,0.3672333579834625,0.2345222260555194,0.11389601892395189,0.0,0.0,,
9.0,9.862624502326614,469.5459643906291,21.90336,21.90336,0.9971592150692714,0.22632150433273746,2.0423273056224533,0.5579153154014864,0.6629849582503388,0.2990773119220402,0.37513878792242994,0.23682553703340792,0.28231829716567247,0.11208307111390807,0.5864755863718777,0.1949160710049109,1.71135104498302,0.20701454234388367,0.271826205023761,0.48427674174308777,0.36747846821964913,0.23489496961092787,0.11389601892395189,0.008822523018751164,1.2149743929039687,0.007781602217932218,0.009618396494725477
10.0,9.768112198453487,451.952482535319,21.90336,21.90336,0.0,0.2366271913925503,2.1466715241245393,0.5821335425948554,0.6729158223083813,0.31059827933784245,0.38326919985087565,0.24286408564397405,0.2794960196920716,0.11208307111390807,0.5864755863718777,0.1949160710049109,1.71135104498302,0.20701454234388367,0.271826205023761,0.48427674174308777,0.36747846821964913,0.23489496961092787,0.11389601892395189,0.0,0.0,,
11.0,9.2679282060133,518.1669276683233,21.90336,21.90336,0.0,0.2423737640114788,2.207269709741692,0.5527807805994306,0.6791368475045243,0.31685375301238433,0.37260780703766383,0.2344456730614741,0.2913132356967846,0.11208307111390807,0.5864755863718777,0.1949160710049109,1.71135104498302,0.20701454234388367,0.271826205023761,0.48427674174308777,0.36747846821964913,0.23489496961092787,0.11389601892395189,0.0,0.0,,
12.0,9.004408853447366,556.2653893693159,21.90336,21.90336,0.0,0.2489617458735595,2.264390218109268,0.5864496451473745,0.6857923540994428,0.3243568725630632,0.3832371808452527,0.24204329530081892,0.29299033831256716,0.11208307111390807,0.5864755863718777,0.1949160710049109,1.71135104498302,0.20701454234388367,0.271826205023761,0.48427674174308777,0.36747846821964913,0.23489496961092787,0.11389601892395189,0.0,0.0,,
13.0,9.628257902633973,501.73706718592047,25.55392,25.55392,0.9971592150692714,0.2279474668374289,2.0487807320115916,0.5781468728152814,0.6639713355300629,0.2979878967867653,0.37984485808710683,0.24073594392551267,0.27337675656759036,0.11208307111390807,0.6059859554567751,0.1981588045319144,1.7398220447391104,0.0821917808219178,0.2709397344228805,0.4857252836227417,0.36681222729206786,0.23470984424544203,0.11389601892395189,0.007753339937445475,1.1222243307856843,0.006443298252317451,0.008778879995784361
14.0,9.50168807238714,472.84774368956323,25.55392,25.55392,0.0,0.2365506080879736,2.1327615675132,0.5017126496817945,0.67315707658037,0.3062203177948134,0.36825495992650614,0.23130950234603798,0.28632880084923007,0.11208307111390807,0.6059859554567751,0.1981588045319144,1.7398220447391104,0.0821917808219178,0.2709397344228805,0.4857252836227417,0.36681222729206786,0.23470984424544203,0.11389601892395189,0.0,0.0,,
15.0,8.95344853368613,509.4042962551427,25.55392,25.55392,0.0,0.23640140107231009,2.140377915999779,0.5856149559354091,0.6771870201074301,0.31341084913558714,0.3735396578017085,0.23507017772757785,0.292003172060677,0.11208307111390807,0.6059859554567751,0.1981588045319144,1.7398220447391104,0.0821917808219178,0.2709397344228805,0.4857252836227417,0.36681222729206786,0.23470984424544203,0.11389601892395189,0.0,0.0,,
16.0,8.734253457757207,520.075737203723,25.55392,25.55392,0.0,0.2430271400820816,2.204857620794445,0.5664667510251113,0.6828234048641095,0.31884203822389157,0.3719360081447303,0.23326959057448143,0.29929670798114294,0.11208307111390807,0.6059859554567751,0.1981588045319144,1.7398220447391104,0.0821917808219178,0.2709397344228805,0.4857252836227417,0.36681222729206786,0.23470984424544203,0.11389601892395189,0.0,0.0,,
