round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_f1,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6396788991115663,0.12929835762168868,3.66096,3.66096,1.0,0.6473062406935293,0.21170517380781284,0.0,0.11481085163970538,1.853637523551017,0.28941816739469806,0.2892179631065855,0.12026592396729494,0.14969561109703297,0.6512266536901989,0.20558931134758018,1.8050614348939773,0.0,0.2702702702702703,0.2851424515247345,0.1485940097727178,0.11966645569851349,0.11389601892395189,0.020134691829508247,2.1785584777244367,0.02043081417692366,0.02005823244345956,0.007981508399936454
2.0,0.6226191981151163,0.377020294434845,7.32192,7.32192,1.0,0.6525194758825329,0.21929360688571717,0.0,0.11481085163970538,1.920048687192013,0.2923868448517549,0.22406081544930478,0.10388815743510461,0.07869974164584267,0.6540650384874116,0.2111837176699317,1.8541799763075,0.0,0.27293717341110707,0.2127000093460083,0.07656537510656772,0.10318567569384161,0.11389601892395189,0.01329875518311612,1.5176523188711144,0.01405555910461185,0.01286065415282749,0.004599251851165213
3.0,0.6288895476931237,0.5680042684370622,10.98288,10.98288,1.0,0.656829534644597,0.2244332444160924,0.0,0.11481085163970538,1.9698508105693855,0.2951738383374307,0.22686923444908882,0.10333346516990484,0.07701379908954,0.6565092450054062,0.21379955408771506,1.8771468582274902,0.0,0.2754390855868414,0.22653569281101227,0.0742215304264464,0.10276243873318701,0.11389601892395189,0.01127182890220476,1.3484846238279715,0.011856357399544607,0.01090161421650831,0.005691257101801373
4.0,0.6297014365687515,0.610165868253734,14.64384,14.64384,1.0,0.658205815549463,0.22705263959217079,0.0010502439000063212,0.11481085163970538,1.9942282943604293,0.2982923094183473,0.2445546508992814,0.10449877698898415,0.08456156172044492,0.6576077236152922,0.21536292596419485,1.8908731665853236,0.0017660044150110375,0.2759943726819286,0.22851651906967163,0.08257702862954208,0.10402105972536665,0.11389601892395189,0.009813589942876694,1.2356841937289573,0.009417764368176837,0.010136207156072328,0.006668823660269081
5.0,0.6255376766952139,0.5613439370676617,18.3048,18.3048,1.0,0.6622441234522631,0.23079834809851985,0.016223559793976567,0.11481085163970538,2.028929065858798,0.30474650894991967,0.22937988490382122,0.10212929238252508,0.07197320150836242,0.6583727005451331,0.21609625504090263,1.897311750511575,0.020887728459530026,0.2744150559511699,0.21032799780368805,0.06946289226524519,0.10186983523184365,0.11389601892395189,0.009567394708992752,1.2746052124421112,0.008966906293473003,0.010047035376232217,0.008113672249502343
6.0,0.6316925026269531,0.618589578856112,21.96576,21.96576,1.0,0.6655558043049083,0.23904692040657471,0.0255386911750832,0.11481085163970538,2.1008800676520254,0.3070007698568568,0.2229427442117815,0.10057107854232111,0.06411556943466937,0.6588579627450951,0.21702641741215511,1.90547851858688,0.025064822817631807,0.27558165800768014,0.18926963210105896,0.06013907731663833,0.10060049739096155,0.11389601892395189,0.008691398738142096,1.2263242119224742,0.008228407695978837,0.009079455754563297,0.007232997649396844
7.0,0.6362379746943562,0.6972116718820353,25.62672,25.62672,1.0,0.6662489407701129,0.23779644153857588,0.03246077340962005,0.11481085163970538,2.088435458682915,0.3048578234032139,0.25703234191979946,0.10609230607125177,0.0983617469788445,0.6588848687696303,0.21753594568154527,1.9099521452702708,0.03423192126658109,0.27782225780624503,0.23690204322338104,0.09616456821698104,0.10614265397878869,0.11389601892395189,0.008446300739137921,1.2603507741587237,0.00744428754292877,0.009314595422857693,0.005616965860647526
8.0,0.6211649336896559,0.5172549408283785,29.28768,29.28768,1.0,0.6671345020013165,0.24334991263672764,0.03134329955043502,0.11481085163970538,2.1359635347343096,0.30944918553951944,0.2303936525338913,0.10069876727780461,0.06640954733588039,0.6586113660183637,0.21517243597590338,1.889200676272746,0.02666666666666667,0.2742589703588143,0.22021366655826569,0.06194278891360752,0.10106879385851046,0.11389601892395189,0.008285540126603548,1.3034414386784192,0.007113110200966627,0.009332904599661587,0.005708120771112336
9.0,0.6335015497118398,0.7522701238981551,32.94864,32.94864,1.0,0.6700552050550944,0.24640607018060393,0.05379268546398695,0.11481085163970538,2.161262404437483,0.30921533897000736,0.232191454190293,0.10234381736695665,0.08023024983917472,0.6586798860248754,0.21658288126635675,1.9015842986660372,0.03815175922000848,0.2738258377974337,0.21057964861392975,0.07696484019487197,0.10282142712315383,0.11389601892395189,0.008142224736441498,1.3588214142655488,0.006697473605873254,0.009454053423696204,0.006666999578748289
10.0,0.6269459300759096,0.6186159055891818,36.6096,36.6096,1.0,0.6717876976643934,0.24990600078660177,0.09386593000829838,0.11481085163970538,2.1904750735650165,0.30968338438255677,0.23138613906689742,0.10170072929419019,0.0771156776148448,0.6578660038815958,0.21611749436694114,1.8974982304802268,0.06809890555330361,0.2749039981929072,0.19675412774085999,0.07380602304697657,0.10261596542268096,0.11389601892395189,0.007202342173911731,1.2715005614445545,0.00570776103118714,0.008595855871628186,0.005938707641349165
11.0,0.6343849500239207,0.8181408795805556,40.27056,40.27056,1.0,0.6729115144842841,0.25272055461617066,0.09333600610178829,0.11481085163970538,2.214091158449141,0.3124304824535213,0.24170451697618436,0.10172013630269611,0.07774249069655774,0.6566097535644082,0.21482933371217836,1.8861882596231867,0.0713417105796514,0.27448810182623135,0.21196965873241425,0.07457518357384385,0.102922819419847,0.11389601892395189,0.006985469905379772,1.3039535773277748,0.005430450919388618,0.008472244224508202,0.005046974963025414
12.0,0.6319150566708152,0.7971676868126839,43.93152,43.93152,1.0,0.674886216546533,0.2583790358442932,0.08528846387010768,0.11481085163970538,2.264868162580087,0.3105210588642265,0.2297227673329632,0.10053591879846203,0.07219017304791003,0.6549184012058719,0.21270645242040948,1.8675494932130428,0.05599011939069576,0.27345383007500307,0.19549095630645752,0.06847380469447474,0.10207474107716688,0.11389601892395189,0.006837696383493363,1.3476225574559066,0.00543117478544125,0.008223523187433465,0.0039504543339673555
13.0,0.6330395606844568,0.9184990654266295,47.59248,47.59248,1.0,0.6766204132968575,0.26176724942613566,0.08727241759729001,0.11481085163970538,2.2951379399334115,0.3150207146245401,0.2249501079987787,0.0997272744069893,0.06850114816560228,0.6560823377560446,0.21193229586983423,1.8607524465920178,0.059089043906442346,0.27457855697909644,0.1961686909198761,0.06326479503458458,0.10150377736421702,0.11389601892395189,0.006869868636470958,1.4287971834128257,0.005062459751022261,0.008684801992564307,0.0038876653993507627
14.0,0.6404268984030935,1.0169818310760366,51.25344,51.25344,1.0,0.6780263666902316,0.2639034818225874,0.07181686310432908,0.11481085163970538,2.3138351674250397,0.3155939211597412,0.21466432769085297,0.09783046865347181,0.05393433215837219,0.6562126512629342,0.21128378836743628,1.8550585908407384,0.041245791245791245,0.2747073640539339,0.19360479712486267,0.04580513256340859,0.09965375363644655,0.11389601892395189,0.006992179041377182,1.5317679708823562,0.004897370331205727,0.00912197267560789,0.005064699888704382
15.0,0.6475939068255588,1.1784789242820226,54.9144,54.9144,1.0,0.6814992561746193,0.2653460843392842,0.08823716271236869,0.11481085163970538,2.326938324418974,0.3161642546632194,0.22563231975316633,0.1003817506032966,0.07444491588463731,0.6544667715365784,0.21108929279510985,1.8533509317481385,0.05441055234954658,0.2735139736132785,0.21199247241020203,0.0697495443206,0.1024421481297948,0.11389601892395189,0.00649489223459046,1.4975088284554658,0.004620064764105521,0.008435867433006571,0.0035550545362917764
