round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_brier,fed_auprc,fed_auroc,fed_f1_best,fed_f1,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.6394661639430558,2.0507588397399656,88.33536,88.33536,0.5412350858791136,0.5818560965150492,2.3880481267146454,0.11406987724268176,0.21860943801709243,0.2720561402062003,0.6990972354045614,0.3203879810289253,0.28896206182837314,0.34655964593545224,0.6184801645122688,0.15108615062472955,1.326527055573465,0.22130299896587383,0.2552061727370779,0.4869755506515503,0.35971562964332215,0.22877779748487803,0.11389601892395189,0.003703606243636862,0.8997029666788876,,0.003703606243636862
42.0,0.6134743562454846,1.6348565331601743,90.3168,90.3168,0.5412350858791136,0.5695008467419701,2.5664893490886342,0.11406987724268176,0.21363751882728055,0.29002398342795144,0.71457617384736,0.33342979757413466,0.29967549469919114,0.3422826805126496,0.607767638768951,0.14442531560868818,1.2680453362037232,0.21885103208157175,0.24878680038822387,0.4872092306613922,0.3596569762294597,0.22889867366041033,0.11389601892395189,0.0038506982001868533,0.9603041424416006,,0.0038506982001868533
43.0,0.5915102189693938,1.4727225680267728,92.29824,92.29824,0.5412350858791136,0.5613843046046669,2.6798983052546634,0.11406987724268176,0.1979847665327789,0.30231618325447046,0.7255695281569303,0.3426703280228546,0.31404836846381196,0.31857111065708293,0.6068972087961215,0.14419745729438793,1.2660447543005717,0.2134193548387097,0.24847414070028911,0.48688507080078125,0.3578161009770106,0.22759788658828778,0.11389601892395189,0.004378540506872345,1.123507397598587,,0.004378540506872345
44.0,0.5667951007309162,2.125485767412952,94.27968,94.27968,0.5412350858791136,0.5788155322634727,2.804338894260361,0.11406987724268176,0.19971256605923274,0.31588825453616776,0.7382018068601858,0.3506113618478162,0.31629673678723597,0.3211479924579678,0.5974104884000648,0.14083746883775758,1.2365442635163082,0.1895939478153466,0.24058495164714205,0.48315978050231934,0.35551011848836095,0.22616377203376026,0.11389601892395189,0.0050301105829952085,1.3285431053955108,,0.0050301105829952085
45.0,0.6480555465528868,2.8191777428119034,95.9488,95.9488,0.4559241291901578,0.5531160648228578,2.235732816988288,0.11406987724268176,0.2106973997179401,0.25576655073359705,0.682656655484027,0.30407128747897,0.2825678861508077,0.33153351901352945,0.5988078322031883,0.14285312506534673,1.2542416004964092,0.1982406534715677,0.23751178133836004,0.4854471683502197,0.36083217610848006,0.23001993165201282,0.11389601892395189,0.006130419820833965,0.5071764751337469,0.006130419820833965,
46.0,0.6393802954036766,2.4089676870338326,97.93024,97.93024,0.5412350858791136,0.55207267403415,2.4219093639585885,0.11406987724268176,0.21773893255801724,0.2754553556019374,0.7024166805015503,0.3217170919168108,0.2946442971633803,0.3472145173283571,0.6081104521421888,0.14777821328630847,1.2974835703869478,0.1990228013029316,0.2439770554493308,0.4908130466938019,0.3607814836832962,0.22987173223225243,0.11389601892395189,0.0037335509220609246,1.0069346784148365,,0.0037335509220609246
47.0,0.6096988158179485,1.435078077691196,99.91168,99.91168,0.5412350858791136,0.5653928045998363,2.554706587150656,0.11406987724268176,0.2099055556057262,0.2894751442542698,0.7130727779943942,0.32774147156239125,0.29899932145405744,0.3354311769729704,0.620425743664196,0.15291082361824399,1.3425475715735262,0.22763083849184018,0.25229131763082685,0.49237263202667236,0.3584295820473508,0.22792407082683627,0.11389601892395189,0.003726749867055599,1.0250953016802669,,0.003726749867055599
48.0,0.5848718949783186,1.7727332059886258,101.89312,101.89312,0.5412350858791136,0.5679577786966732,2.688839575304717,0.11406987724268176,0.20919606559660764,0.3034541176264842,0.727772073856619,0.3385894292396156,0.31263268327652854,0.33415501683014265,0.6218081536197462,0.1544012669049774,1.3556335714250978,0.22704782847718527,0.2546614817030611,0.49370354413986206,0.35970321559610213,0.22885516281185542,0.11389601892395189,0.003850394430847715,1.0895308310864493,,0.003850394430847715
49.0,0.5761184417742666,2.4492689858591232,103.87456,103.87456,0.5412350858791136,0.5826037461404197,2.8404763725033515,0.11406987724268176,0.20699646953283604,0.3195525893209739,0.7419370457672654,0.35062998006918406,0.3160943256956744,0.3326229771742159,0.6039567342089872,0.146833693951598,1.289190749060672,0.18011049723756906,0.24188011618695535,0.48892560601234436,0.36117294783818776,0.23023874834361965,0.11389601892395189,0.004418327639392197,1.284912149887532,,0.004418327639392197
50.0,0.6476296752589749,2.507240683353986,107.52512,107.52512,0.9971592150692714,0.5313785593934429,2.2566070620792917,0.11406987724268176,0.20418660502141883,0.25896818745963907,0.6872443020155563,0.3065101195383136,0.28677917797127706,0.32421246081992844,0.5942845454656346,0.13943869521829255,1.2242631176722292,0.16157450796626055,0.23966048098527085,0.48794999718666077,0.3624609833041101,0.23129820461523237,0.11389601892395189,0.0038878916602978187,1.4987669417168945,0.0055201336662917535,0.0034017677757115393
51.0,0.6319653818081364,1.9637664608775345,109.50656,109.50656,0.5412350858791136,0.5575589321715524,2.3863173069186976,0.11406987724268176,0.2226061101842908,0.27229529065928937,0.7033633380661978,0.31614941080863757,0.28905018711166125,0.3535263715680808,0.5825877034749282,0.1356737112425138,1.1912067912848017,0.18391812865497076,0.23133395813808183,0.4900000989437103,0.3687522255892578,0.23608597907418424,0.11389601892395189,0.0031326400847220127,0.9406027100048959,,0.0031326400847220127
52.0,0.607573558137989,1.717529802184361,111.488,111.488,0.5412350858791136,0.5542568110541649,2.5835700996198723,0.11406987724268176,0.21137415164835616,0.29271441067144444,0.7203036131694351,0.3303260634716368,0.30377558352647294,0.3380667275920197,0.5819241010162596,0.1352930722482497,1.1878648044633113,0.19368851411779736,0.2305753262158956,0.48990052938461304,0.37090499195960636,0.23766421360703863,0.11389601892395189,0.002941617620044697,0.9035664271796122,,0.002941617620044697
53.0,0.5862791930122784,2.030565846460089,113.46944,113.46944,0.5412350858791136,0.5677217766347081,2.759575585781477,0.11406987724268176,0.20314182262091574,0.31083009894597863,0.7338344637717648,0.3436279397031511,0.31708183749015106,0.3259946952897863,0.5999114560882888,0.1414831788595458,1.2422135575608995,0.2110502737680438,0.24218687554951643,0.49148645997047424,0.36909888199293783,0.23607739328742375,0.11389601892395189,0.003247152542512913,1.0201403168030083,,0.003247152542512913
54.0,0.5666414961642801,2.231313255415725,115.45088,115.45088,0.5412350858791136,0.5543276218787132,2.878681004644483,0.11406987724268176,0.1942127144472926,0.32424303058651516,0.7447531392782543,0.34840987950467656,0.3264433572837081,0.3121390946397855,0.6082321692746351,0.14484449003346234,1.2717256617211061,0.21244227112197772,0.24820766378244746,0.4895317256450653,0.36619458274924344,0.23381090161511864,0.11389601892395189,0.0037327495252432066,1.2024783309316263,,0.0037327495252432066
