round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auroc,fed_prevalence,fed_f1_best,fed_brier,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6427972489185277,0.43873226261547293,40.27056,40.27056,1.0,0.27692384607242126,0.6840522616979537,0.11341893252769387,0.3142907487134026,0.22482852863985814,0.24951606931737086,0.3562090681070483,0.5720582613787142,2.242563452541422,0.6733989371819122,0.2271989828005925,1.9947930133738279,0.2748543986921426,0.2899337973179426,0.581497073173523,0.3540995040507877,0.22489984107745506,0.11389601892395189,0.007837256186327983,1.5547365535794597,0.006209070072913512,0.0093582744480206,0.004307333949197915
12.0,0.6409609932659079,0.3994573313652653,43.93152,43.93152,1.0,0.27903404593331493,0.685491795464515,0.11341893252769387,0.31830852190651815,0.22133250880725222,0.25094055466502374,0.3505297722942069,0.5785739899867129,2.2563165937948826,0.6742315054588358,0.2285490599026502,2.00664660680767,0.27666666666666667,0.2916666666666667,0.5587872862815857,0.3482475596829229,0.22156486869725264,0.11389601892395189,0.007357990746324216,1.5565588689842116,0.005366591806051885,0.009267352030224073,0.003975994099118046
13.0,0.6439589580753229,0.5526180872738606,47.59248,47.59248,1.0,0.2901272161787277,0.6874114931543529,0.11341893252769387,0.3197597557100844,0.20019203200453214,0.25649227991530343,0.3176065734897113,0.5517256875622789,2.3126932796828186,0.6738139350015705,0.22709696312980496,1.9938972869757376,0.2842242503259452,0.29223113077135743,0.5306047797203064,0.3153360491351619,0.20097011367060325,0.11389601892395189,0.006087974791908936,1.3652335360238794,0.004973820643282637,0.0071861538023828605,0.003936669478362519
14.0,0.6387454859156608,0.5972986762389058,51.25344,51.25344,1.0,0.2876121310892034,0.6906981445282216,0.11341893252769387,0.31870546550946066,0.21329286336525574,0.26082360136809724,0.34106734756958057,0.5545915275444498,2.3477403352936275,0.6732877364900257,0.2286847099364352,2.0078376057123424,0.28188674997185637,0.2897418478260869,0.5634660124778748,0.3387754823423979,0.2141326101001239,0.11389601892395189,0.0066462548222178475,1.5727392327135021,0.004920730190980173,0.008380277114976803,0.0056300136341986004
15.0,0.6420586368889285,0.5428214437402759,54.9144,54.9144,1.0,0.28899861254369574,0.6934819349749264,0.11341893252769387,0.32578041558941967,0.21709417016041307,0.26292252408180417,0.3449254434795868,0.5691147875622259,2.3983163360125817,0.6727098969845625,0.22792052481716465,2.0011281076412923,0.27748408674074876,0.29031153714481345,0.5846882462501526,0.3424718076708849,0.21841873329775605,0.11389601892395189,0.006391653652540045,1.6033844883968413,0.004385314111277387,0.008439769318420907,0.006837041806718737
16.0,0.6436339515059523,0.6706200027076881,58.57536,58.57536,1.0,0.2968789135812067,0.6926227802537287,0.11341893252769387,0.32587851008678936,0.1941933235198073,0.26064562521052803,0.31076216761563025,0.5470051041861466,2.349016103593374,0.6719172736125338,0.2293117142741276,2.0133426650077957,0.28630331142893956,0.2909952606635071,0.5337732434272766,0.30862038973672945,0.1955448070992407,0.11389601892395189,0.006533085764202905,1.7320506651194592,0.004513898095482919,0.008631986207128238,0.00609624812228475
17.0,0.643481415784328,0.5946591822238948,62.23632,62.23632,1.0,0.2897604928551841,0.6960028715621345,0.11341893252769387,0.32936310744901176,0.2077031264476528,0.2693396061077474,0.3311920204520608,0.5618716436142827,2.454116464154857,0.6712357254378742,0.22685135154797487,1.9917408324819763,0.276340416162061,0.28567216981132076,0.5441920161247253,0.3291687045591911,0.20966238584943298,0.11389601892395189,0.005715438875948733,1.598484086443932,0.004076137338494628,0.0074490730608325634,0.005128375860850712
18.0,0.642211323118294,0.7007089313879308,65.89728,65.89728,1.0,0.287670329105733,0.6979871886447422,0.11341893252769387,0.328593903957427,0.2149223452605312,0.26902432796219733,0.3413389250739269,0.5649869007612733,2.442239326759021,0.6685263364551182,0.22525143507099696,1.9776936647925931,0.27443448570209134,0.2838283828382838,0.6034470200538635,0.33919712695286053,0.2172456031839822,0.11389601892395189,0.0059967975803928535,1.7644854922236846,0.0038402052518298844,0.008320044172108106,0.0059858150192532746
19.0,0.6436850256275096,0.8130521074339431,69.55824,69.55824,1.0,0.3004735169186451,0.70009570781199,0.11341893252769387,0.32921410890919617,0.20275804763387922,0.2726925801983781,0.3255995403966338,0.546137874028744,2.472651605746734,0.6687456883221178,0.22400416446945332,1.966742706073163,0.2805305305305305,0.28508124076809455,0.5718663334846497,0.323401656932707,0.20536161073683507,0.11389601892395189,0.0056679515624837975,1.7598809055871243,0.0035819691904228983,0.007947773325710296,0.005243203685912753
20.0,0.6472939044346175,0.7790331662876092,73.2192,73.2192,1.0,0.29873681258719714,0.7012481622479382,0.11341893252769387,0.3310082197157879,0.20021081410930108,0.27708419184193606,0.3209609417277618,0.5616218521271915,2.50997083241811,0.6698582474168585,0.22527066429919526,1.9778624962265623,0.28106005348893753,0.28803035529492926,0.5587055683135986,0.31882045876312204,0.2029578017380504,0.11389601892395189,0.005333830057480573,1.7380443101201308,0.0033246088315352753,0.00755446183412231,0.004826460764794389
21.0,0.6481166517765884,0.9516127306872656,76.88016,76.88016,1.0,0.2997838101002724,0.7026021034255898,0.11341893252769387,0.33419846690199884,0.20672013752893512,0.27665905287151665,0.33214789914850734,0.5659185640104979,2.5100369359966783,0.6689675124311104,0.22421741812219256,1.968615059951323,0.27788974510966213,0.29001447178002887,0.5352507829666138,0.3299130419678594,0.20959832877950674,0.11389601892395189,0.0049634155830879205,1.6920049439850118,0.0032611354117226448,0.006874149047768807,0.004529088946064378
22.0,0.6423388175081886,0.80352802856125,80.54112,80.54112,1.0,0.2951735843331619,0.7041632171665902,0.11341893252769387,0.33714487963869644,0.2109551830684924,0.27865495664812545,0.3371837010683561,0.5648440971974309,2.522418823208931,0.6678793369211045,0.22336279288778882,1.9611115032644613,0.27375516416612306,0.28571428571428575,0.5714792013168335,0.335197847022668,0.21420815955007136,0.11389601892395189,0.004729295432675466,1.6842744298410253,0.0029753864363641263,0.00672936901934021,0.004189384494258123
23.0,0.6441190394363112,1.342627475861459,84.20208,84.20208,1.0,0.2957944844127626,0.7056082255951572,0.11341893252769387,0.3400756996811902,0.21346028486441407,0.28004021464811524,0.3411567238223254,0.5693011983069859,2.541607020693919,0.6694893939312558,0.22404486857081235,1.967100085564945,0.2735674676524954,0.28435517970401686,0.5347238183021545,0.3391708489326507,0.21694035391944488,0.11389601892395189,0.004659025606466514,1.7337963510617556,0.0027777949164844475,0.006824087184515755,0.0044907921485963015
24.0,0.6421975828018625,0.9024814083369771,87.86304,87.86304,1.0,0.30080024664456967,0.707390480375937,0.11341893252769387,0.3426386247394955,0.20320890250450183,0.28177802478445907,0.3251546769871161,0.5681114596861516,2.550484759271277,0.6686530608188095,0.2245938989431554,1.971920538268473,0.2777906170556968,0.2872093023255814,0.5384082794189453,0.32326723974839516,0.20696113985647516,0.11389601892395189,0.0048198319142645964,1.8721739128050103,0.0025987185811457273,0.00740077288621486,0.005032047130882939
25.0,0.6526485189355492,1.271413563564474,91.524,91.524,1.0,0.3085890543035682,0.7108600257622867,0.11341893252769387,0.34237135568829175,0.1969994515940637,0.2851412587365414,0.3156704429166827,0.5690738709412763,2.5819372967497185,0.6647599448004836,0.22385207156356376,1.9654073397686471,0.27770920760306095,0.284326710816777,0.5298682451248169,0.31306405316067454,0.2014477383595378,0.11389601892395189,0.004396089535570169,1.7826920573788811,0.002439240791371154,0.006678945852797642,0.0064364032170384925
26.0,0.6477927913559083,1.2715055747996216,95.18496,95.18496,1.0,0.3060021262478975,0.7108722976480424,0.11341893252769387,0.34327409088815647,0.19936366869064284,0.28458962698141066,0.3197430379905685,0.5639967481434075,2.5690863766917644,0.665656163896643,0.22243789102247508,1.9529909221058581,0.27954133977066986,0.2887566551832133,0.5433007478713989,0.31784161964689295,0.20381637115129106,0.11389601892395189,0.004412185589098501,1.8622454292599286,0.0025988525038593314,0.006554213725603227,0.00456674604206359
27.0,0.6490488579230391,1.1970815575002274,98.84592,98.84592,1.0,0.3017938355016216,0.7127878978619225,0.11341893252769387,0.3470565332236011,0.20137149920201358,0.2890627206491625,0.3232017072977584,0.5538920305035296,2.6077501611207072,0.6651634222234426,0.22206366238766434,1.9497052178437926,0.27315722690044986,0.2841274481145864,0.5352463722229004,0.3210806781843712,0.20584603626833217,0.11389601892395189,0.0040696198592755205,1.7883281371359772,0.002251167122526514,0.00622880705560222,0.004385041915397564
28.0,0.6465478532962871,1.262360828915702,102.50688,102.50688,1.0,0.300334798526767,0.71321181725638,0.11341893252769387,0.3452712078781636,0.21183557542915496,0.2902420210037273,0.33532169378697135,0.5969033154892509,2.61865386775224,0.6634185464532263,0.2202325853109791,1.9336284743896792,0.272367717797969,0.2857142857142857,0.5956351161003113,0.3330437580026141,0.2175056651827749,0.11389601892395189,0.0040757887595437425,1.8609152373683173,0.0021050532233334637,0.006418114979910444,0.0051307517748237046
29.0,0.6470051968103439,1.636104324099751,106.16784,106.16784,1.0,0.30349871350252117,0.7152847228985442,0.11341893252769387,0.34759860510281954,0.20380825831851124,0.29224819904452914,0.327252444254866,0.5590070364255859,2.63604585062193,0.6651239290988105,0.22178284598580722,1.9472396672081322,0.2769476445762519,0.287636417999701,0.5439090132713318,0.3250614594471939,0.20870021599606983,0.11389601892395189,0.004164717405256889,1.9719363019012235,0.0020917172804337464,0.006634211784343994,0.005130597089267898
30.0,0.6477195674904322,1.4515063959458931,109.8288,109.8288,1.0,0.3045204411388635,0.7174593445903463,0.11341893252769387,0.3500828825536372,0.20424941962096052,0.2935857771043073,0.32597482768746017,0.5799638619693325,2.6444730624394173,0.6661398072173302,0.22206900962963005,1.9497521662974455,0.2755466309683177,0.28737802958766134,0.5631320476531982,0.3237410620419936,0.20951717483733748,0.11389601892395189,0.004038641152684585,1.985928357771627,0.0019733708183115287,0.006496030418509441,0.005789946340711402
31.0,0.648858083577587,1.6600408366664172,113.48976,113.48976,1.0,0.30777919238169554,0.7203307186724326,0.11341893252769387,0.35143916238795847,0.20746641469410934,0.29427788691455764,0.33239628021086665,0.5661478601639935,2.652190559163794,0.6645894479491159,0.2223222915852327,1.951975966198404,0.2745400462707943,0.28711697985441004,0.5727443695068359,0.32999112004357206,0.21288706378621847,0.11389601892395189,0.003638596343706973,1.8582742259568477,0.0018565305558053751,0.005764328551306251,0.004920466435301649
32.0,0.649711803215156,1.5428025368166105,117.15072,117.15072,1.0,0.3036678711997272,0.7200608047042432,0.11341893252769387,0.3517131223931504,0.20334668664769862,0.296878194638048,0.3238364019859426,0.5732982554318231,2.674798150245688,0.661985097877441,0.22024112843297472,1.933703482472282,0.2697614718151674,0.28457361865218783,0.5642094612121582,0.3216864518182874,0.2093788010156407,0.11389601892395189,0.003290877798253386,1.7397080060891312,0.0017244184502076879,0.005157741524823646,0.005831541814550835
33.0,0.653767469300215,1.8984651738788876,120.81168,120.81168,1.0,0.306692717299083,0.7221921135176259,0.11341893252769387,0.3556662397614264,0.1950454697435441,0.30074109032111424,0.31179629611001297,0.5745572856902206,2.7029330116734873,0.6608962070486857,0.2199659576503661,1.9312875000243588,0.27340823970037453,0.28393717928782464,0.5485626459121704,0.30935227771380264,0.20160848951034663,0.11389601892395189,0.0031836327067285932,1.7444810085326026,0.0016379004454727664,0.005026428041935965,0.005091261787168065
34.0,0.6535800717102326,1.9713311868584955,124.47264,124.47264,1.0,0.30540266070758454,0.7246254452075884,0.11341893252769387,0.35291772236084235,0.2052033672445816,0.3032337189837453,0.32636588924485904,0.5878129447683736,2.7222743189520076,0.6583197795071368,0.21928176167491345,1.9252803016875188,0.27055869428750784,0.27954479136270793,0.5579846501350403,0.3245841006417887,0.21250658257815566,0.11389601892395189,0.0031060272316151627,1.7573656140557432,0.0016376207206848252,0.004862201524197636,0.004677547781158558
35.0,0.6464140102394541,1.98108441457034,128.1336,128.1336,1.0,0.3037004432580314,0.72526427638525,0.11341893252769387,0.3569397734393234,0.20123231123473376,0.3046196252139943,0.32155366242549516,0.5611099028436529,2.73448970341732,0.6611964526816145,0.22181613763539798,1.9475319658319585,0.2715353776140427,0.2851973684210526,0.5647681355476379,0.31909923584869515,0.20751128866806923,0.11389601892395189,0.0030991879215416054,1.8111625890842333,0.0015947769239587097,0.004904099890655013,0.003728351397360398
36.0,0.6502366520081954,2.0452583049821795,131.79456,131.79456,1.0,0.3093341931972155,0.7255349181308964,0.11341893252769387,0.3546393404952836,0.20025182409498984,0.3082934407229055,0.3192640951020486,0.58082989300906,2.771431944973248,0.6599614987840334,0.21806336939012527,1.914582892802651,0.27048823016564955,0.2821602897181546,0.5620157718658447,0.31716113744551466,0.2074969615895193,0.11389601892395189,0.002857755501926981,1.7225352497152926,0.0014597324441584369,0.00453904131542568,0.004492626518700326
37.0,0.6585152257063975,2.1110297414834642,135.45552,135.45552,1.0,0.306219243664916,0.7262674485790349,0.11341893252769387,0.3613370844967628,0.20290104346695909,0.30937572050654305,0.32347498533685565,0.5844280459136821,2.7808349238290053,0.6599321456164087,0.21891392145880617,1.9220506873464516,0.2693833780160858,0.28211497515968775,0.5882240533828735,0.32099318371500846,0.20991174418678696,0.11389601892395189,0.0028926022849851355,1.7961179390877078,0.0014385407037015333,0.004643251066939165,0.0043963502485159746
38.0,0.652475502395599,2.0990038920029406,139.11648,139.11648,1.0,0.30888403211069515,0.7287410579031164,0.11341893252769387,0.3596146789238678,0.20224734696971064,0.3140651843625355,0.3220815084103248,0.5779487064946724,2.816355513824452,0.6597894583501015,0.21942918245894083,1.9265746470511247,0.27139284549309556,0.28412537917087965,0.5792850852012634,0.3196856046013571,0.20993363137736273,0.11389601892395189,0.0028490758284730635,1.8256829150559497,0.0013173636715529773,0.0046929204481440945,0.004161464795017432
39.0,0.6611506700263957,3.19041849820767,142.77744,142.77744,1.0,0.3119613803519923,0.7300830433606135,0.11341893252769387,0.3612352209032477,0.2017383374137101,0.3165792038446315,0.32442819440703935,0.5688821614512656,2.8323846135624833,0.6584109638234947,0.21638811343940423,1.899874249194663,0.2700582698341551,0.28029504741833505,0.571474015712738,0.32172443477409607,0.20916444043037336,0.11389601892395189,0.002738938843354888,1.8079385257278773,0.0013318548790854602,0.004431735395479535,0.0036291440281755855
40.0,0.6562257287605926,1.9458063304995776,146.4384,146.4384,1.0,0.30435922049433806,0.7281790267703423,0.11341893252769387,0.3593015352531852,0.20250347638186936,0.31720710501851945,0.32307471056712794,0.5828665094271918,2.840687808958709,0.6591292191445,0.2157027966713781,1.8938572103683655,0.27095243231582355,0.2775644541963796,0.5424771904945374,0.3210542130985965,0.21062423849064904,0.11389601892395189,0.002538736225685306,1.7255262026192213,0.0012557297343846168,0.00407371971421922,0.004350469513170141
41.0,0.6572192618676852,2.1333316128262023,150.09936,150.09936,1.0,0.31388584740385883,0.7309944623175264,0.11341893252769387,0.36510066774037425,0.19412113415328588,0.3243141075118781,0.31159750908629535,0.5596585008564283,2.9036523100768523,0.6574871861313097,0.21516180038395083,1.889107296433371,0.2702764712630492,0.2809567060248259,0.5409286022186279,0.3097791943542099,0.2023396232624504,0.11389601892395189,0.002355605896235472,1.649234205367975,0.0011615514431051045,0.003778844996428668,0.003279497566034263
42.0,0.6624836100279071,2.414936108738492,153.76032,153.76032,1.0,0.3065687216564007,0.7300889962387361,0.11341893252769387,0.36051055447254493,0.20893403516905915,0.321278808380071,0.3353125918109861,0.5810013434062791,2.87056133044435,0.6581412384572024,0.21818117220861022,1.915617194261103,0.26682183664832837,0.2823807413971348,0.555486798286438,0.33359114592519595,0.2171396778564674,0.11389601892395189,0.0023370839071283098,1.6800581878578669,0.0011307890888778759,0.003774216120712174,0.004332983763826843
43.0,0.658149519692438,2.207391313260467,157.42128,157.42128,1.0,0.30587080319505483,0.7321902338375184,0.11341893252769387,0.36411550227938405,0.2045422002834647,0.32399245130395116,0.3262177894231797,0.5929216256558385,2.9089681382423933,0.6603595171954847,0.21753882237376837,1.9099774024500238,0.2711546477699041,0.2792321116928447,0.5565782189369202,0.32433993468181616,0.21273137788691593,0.11389601892395189,0.0023320291264905283,1.722169985929213,0.0010742178085607057,0.0038302719798272667,0.005138332507709805
44.0,0.6533471773777569,2.4033221115330385,161.08224,161.08224,1.0,0.31113459427008855,0.7331992663508579,0.11341893252769387,0.36546914970023925,0.20135824213109618,0.32350783776330333,0.319853061295191,0.5888983321367705,2.9059098595151793,0.6588729718893787,0.21844784378803767,1.9179585542308972,0.26951573069902285,0.2790339947700354,0.563149631023407,0.31820469195840934,0.21015035642367283,0.11389601892395189,0.002285105528851972,1.7345789326936938,0.0010591816327705683,0.0037431122814260186,0.0039232105066674934
45.0,0.6677254703694339,2.8781171155794185,164.7432,164.7432,1.0,0.31098351009799413,0.7333473948794689,0.11341893252769387,0.36275786112993375,0.20069215962022838,0.3252901185250766,0.3203097808701691,0.5794771460221643,2.9121713718384883,0.6599089165812342,0.21732199574015348,1.9080736780208172,0.273059557084498,0.2798459563543004,0.5646612644195557,0.31818746207454685,0.2090927027236897,0.11389601892395189,0.0021827550714890015,1.7007874838382122,0.001021697860303505,0.0035575911128535613,0.004367953076596184
46.0,0.655803254479274,2.637082683983423,168.40416,168.40416,1.0,0.3167406338124744,0.7357621140635341,0.11341893252769387,0.36968497240417586,0.19601289363874524,0.3281952401586507,0.3149462426281782,0.575315055119442,2.9395098836064872,0.6577417517598974,0.2160728959902618,1.8971066594920512,0.27219202898550726,0.2768929868678402,0.5350722074508667,0.31308834092702365,0.20513348633047207,0.11389601892395189,0.0020617993070202447,1.650604780184949,0.000986181858081156,0.0033318459501625493,0.0036944631370867454
47.0,0.6623122833164654,2.8628408379016994,172.06512,172.06512,1.0,0.3091169802341934,0.7363750151945625,0.11341893252769387,0.36655938075728395,0.2040354978363563,0.3244458109802133,0.3262035927873704,0.582736090253307,2.9015086488370994,0.656233771990216,0.21713331989773474,1.9064171157967704,0.27099521021820117,0.27788279773156904,0.5651355385780334,0.3246071237563867,0.2132518942238692,0.11389601892395189,0.00204887004917308,1.6802904734913682,0.0009612294935526913,0.00333055403128382,0.004633451648584689
48.0,0.6602387270607324,3.1445325476406554,175.72608,175.72608,1.0,0.31218397375758955,0.7372947785131789,0.11341893252769387,0.3702387018227504,0.19915215434716602,0.32670228216965186,0.3172563398718095,0.5860443645197249,2.921060606600142,0.6563613497166259,0.21565444298332104,1.8934326679786149,0.27186166137681955,0.27963158689415674,0.5620365738868713,0.31562077672982897,0.20901864125005035,0.11389601892395189,0.0019186962457828525,1.612704948170176,0.0008940185653757095,0.003127781968203038,0.003606016329031838
49.0,0.6605732852553854,2.7937987482298983,179.38704,179.38704,1.0,0.3099947808599451,0.7364184878768674,0.11341893252769387,0.3650433950531403,0.2023422229745495,0.3284541966024259,0.32282602265632004,0.5857095173208375,2.936278481064251,0.6547561116959435,0.2136743024031742,1.8760471561858896,0.2684289705566301,0.2770465489566613,0.5733016133308411,0.32145423995590533,0.2123910575837178,0.11389601892395189,0.001889110719337166,1.624164573957387,0.0008870291225885017,0.003067235908939064,0.0037038741593995246
50.0,0.6736665296284639,4.508726693234896,183.048,183.048,1.0,0.3121971012907696,0.7365615691322223,0.11341893252769387,0.3652329871714663,0.19825898640096884,0.32876588976374055,0.31615109931974666,0.6000152175959054,2.9321163839348077,0.659405658467474,0.2139785107314799,1.8787180864886317,0.27298536798427603,0.2776261937244202,0.5809353590011597,0.3149494606781821,0.20798164689278598,0.11389601892395189,0.0018510710850646805,1.6308678861205408,0.0008745138825496162,0.0029956629834576617,0.0037356365912979217
51.0,0.6628837095762037,3.2320162151276532,186.70896,186.70896,1.0,0.30988702337727175,0.7353187442297492,0.11341893252769387,0.36592688245406263,0.20358481533819603,0.3309792811142353,0.3253025423749897,0.591984025867654,2.957279289184676,0.6583226156832305,0.21376466244152323,1.87684051173249,0.27201190982560614,0.277188516475746,0.5559018850326538,0.3237130545477765,0.2130546679345386,0.11389601892395189,0.0019387776394541082,1.7471883814469038,0.000849499126650036,0.0032156455745597826,0.003961552877520028
52.0,0.6582386296773022,2.7229640964873947,190.36992,190.36992,1.0,0.3206194431032889,0.7382444624954395,0.11341893252769387,0.3690892751553297,0.19168644187709083,0.33734485732681213,0.3062262350281685,0.578493605839597,3.0102080543581367,0.6547041318668279,0.21118324406218533,1.8541758180607866,0.27442446455159775,0.2763735432117451,0.54873126745224,0.3046502015853125,0.2017538946714596,0.11389601892395189,0.0017928661158423576,1.6534894414435257,0.000815580815367326,0.0029330321818130424,0.0037497141937470743
53.0,0.6665260518217629,3.3148418333410006,194.03088,194.03088,1.0,0.31162305705165577,0.7395272294427271,0.11341893252769387,0.371624685468616,0.20124856125553947,0.3388891578218811,0.3218784736818744,0.5823477474805661,3.020172874273328,0.6543955910462975,0.21071020161064688,1.850022534600947,0.2705969674477786,0.2737430167597765,0.517970085144043,0.32010660495529797,0.21160688733595256,0.11389601892395189,0.0017286625766273149,1.6304622298798677,0.0008115437196458689,0.0027904385923466523,0.0050608703697176075
54.0,0.668119205929206,3.495721054470271,197.69184,197.69184,1.0,0.3139081931584534,0.7405685317746625,0.11341893252769387,0.3680335514763241,0.20174526817260144,0.3392228069617467,0.32183936104689526,0.5924514057461738,3.021108910930395,0.6523616010068476,0.21024806804538065,1.8459650304877013,0.26668101592767973,0.275,0.5644766092300415,0.3206490006054623,0.2129573259266788,0.11389601892395189,0.001667571958074925,1.6089191889113863,0.0007590214282192926,0.0027160144775151096,0.004455494465738395
55.0,0.6740098283909239,4.128881917505801,201.3528,201.3528,1.0,0.32202557475560406,0.7406555798671584,0.11341893252769387,0.3684710751262929,0.19639196837746523,0.3430253051515669,0.315862008666821,0.570925303517249,3.0581653757756877,0.6509341259700914,0.2085000989966046,1.8306179703771703,0.26911664003652136,0.27448825388102766,0.5331740379333496,0.31452676555085285,0.20747013545583554,0.11389601892395189,0.0017349067505278743,1.7127627926529385,0.000774788202255518,0.0028391730030169213,0.0036023378129704034
56.0,0.6791393158303738,4.231952354601659,205.01376,205.01376,1.0,0.3201967199124012,0.7421984493719266,0.11341893252769387,0.37119158683243103,0.19751259020448864,0.3442857576104701,0.3166068227345776,0.591090677013435,3.0749105520219966,0.6497106422714026,0.208605997653478,1.8315477540331218,0.2658739062149428,0.27223643080420573,0.5444599986076355,0.3155445132819689,0.20938796447147737,0.11389601892395189,0.0016641089372346192,1.6810281472098723,0.000773499130692572,0.0026816370758445444,0.0036561483968607046
