round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_ece,fed_auroc,fed_f1_best,fed_brier,fed_auprc,fed_f1_best_threshold,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.654803921032786,3.419700732813591,186.70896,186.70896,1.0,2.967152442070981,0.3048120744946595,0.7395355749880403,0.3669571429517987,0.19101865742346516,0.34216326853968776,0.5615925153741784,0.11486656596173213,0.32279213725462264,0.6442824145687287,0.20328955415582925,1.7848697090243797,0.26462688310171667,0.2705897806383817,0.525038480758667,0.3042596740352475,0.2028289428617448,0.11389601892395189,0.0018597347649558938,1.603593495045061,0.0009045013121495766,0.0029380919703361806,0.0036596663726496106
52.0,0.6737610260267411,4.0570734384910185,190.36992,190.36992,1.0,2.9391783962659632,0.3200683774530042,0.7384673075512155,0.365999783089,0.20017432995379011,0.3389153073039818,0.56245135630163,0.11486656596173213,0.317801317354805,0.6447203151378164,0.2034795542921144,1.7865378984666465,0.2640962781368398,0.2675834407677983,0.5493455529212952,0.3195601179389975,0.21181333149690057,0.11389601892395189,0.0019600985864983733,1.7282470875707077,0.0009269474754543393,0.0031287933365145982,0.0037412250912570036
53.0,0.6728633649713223,3.920745107807586,194.03088,194.03088,1.0,2.936158528260042,0.3140316759522849,0.7376858334738531,0.36365211124727187,0.19696467593837608,0.3383431409656038,0.5815866688718458,0.11486656596173213,0.3188636079412482,0.6454740477588964,0.20354271233909854,1.7870924222119084,0.2648203250171664,0.27103911497431843,0.5296268463134766,0.31280492916259595,0.20849708675791812,0.11389601892395189,0.00184848912668162,1.6657719006961997,0.0008690078914871685,0.002953208050526255,0.0040287812853816475
54.0,0.669926774882807,4.3007830778696725,197.69184,197.69184,1.0,2.950665200955859,0.33102735787454657,0.7371922356258765,0.3653665490694042,0.20727284351487654,0.3400534895823023,0.5826025386955233,0.11486656596173213,0.3109422373521386,0.6434404969502573,0.20351366720243247,1.7868374077088514,0.26193260338046137,0.26864718096150775,0.5772945284843445,0.3306468407816868,0.21881427761553096,0.11389601892395189,0.0018220552505637479,1.6779165988500608,0.0008617279425320422,0.00290486531460896,0.003505903845126979
55.0,0.6635060743621625,3.4166284395262734,201.3528,201.3528,1.0,2.988352347274572,0.31125433938035013,0.7391850063984652,0.3656194880779517,0.19597810390526,0.3439833786445819,0.5564018788073148,0.11486656596173213,0.317029924962538,0.6454653007910321,0.20335101372173975,1.7854093202108912,0.26506294964028776,0.2712388013592833,0.5685892105102539,0.3106035350770527,0.20828012549271288,0.11389601892395189,0.0017643381282344993,1.6578389611495368,0.0007982647095195732,0.002852440476676972,0.004256140512826187
56.0,0.6692499277213304,5.380203133357312,205.01376,205.01376,1.0,2.981999098577634,0.31050512728559626,0.7401370447226135,0.3672096641032012,0.19598549957638178,0.3435131402930347,0.5784223340057805,0.11486656596173213,0.3226921125916803,0.6435081635940505,0.2023151634917721,1.776314619274423,0.26195241271959085,0.27117194183062443,0.553524374961853,0.3107262648301611,0.20901287581431324,0.11389601892395189,0.001728853525854363,1.6599110846309486,0.0007906883607488355,0.002781786808053978,0.0036425352618994784
57.0,0.6882279860963624,4.950287317535305,208.67472,208.67472,1.0,3.019910527238634,0.3245497300376477,0.7404140762503161,0.37243287114531776,0.20351001463584917,0.3480885093177624,0.6057887855740893,0.11486656596173213,0.3169864858288743,0.6422895867309928,0.20331511188628937,1.7850941043166961,0.26283762143695955,0.2741056970410717,0.5612627863883972,0.3244443987057244,0.21581947321703082,0.11389601892395189,0.0017206063087288686,1.6845728103817237,0.0007972528502086902,0.0027574301509858067,0.003098886341212289
58.0,0.666738571305919,4.0369532290241015,212.33568,212.33568,1.0,3.051488291215903,0.31641554506716313,0.7449663074295864,0.3734663699009007,0.19741579634930065,0.35194560870058705,0.5997031146936185,0.11486656596173213,0.3229873119849232,0.6410045354220574,0.20270562934862713,1.7797428853415256,0.26705435025721314,0.2729700015705984,0.562776505947113,0.3157744379725631,0.2099166085859157,0.11389601892395189,0.001704475192750486,1.7038725061393052,0.0007620085053041682,0.0027589853459214567,0.0033801367701694397
59.0,0.6716469625262722,3.739801724970331,215.99664,215.99664,1.0,2.9898381043103472,0.3037039630286229,0.7426702906674533,0.3726935237365223,0.19120202173814269,0.34506637859467515,0.5772010353145312,0.11486656596173213,0.3247961901553274,0.6421896052489637,0.20462040750480592,1.7965545190954435,0.2677091842688762,0.2720958736211358,0.5320715308189392,0.30349634674867443,0.20396889041994243,0.11389601892395189,0.0017115871236486968,1.7445806955838634,0.0007130828135416866,0.0028279761403753553,0.003224782831563081
60.0,0.6810791024789353,7.373330694996596,219.6576,219.6576,1.0,3.0283945232100353,0.321464191729058,0.7450188079841467,0.3709508899028282,0.20158133124990973,0.3494153008117089,0.5878611262943989,0.11486656596173213,0.3175546888604763,0.6388239677862602,0.19932735779587718,1.7500818701044116,0.26141564662054284,0.2708303353000432,0.5574352145195007,0.3213125860556164,0.21457962214151463,0.11389601892395189,0.0015825441279951878,1.643289145383278,0.0007441344304927752,0.0025151331307437857,0.0034808049430834842
