round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_brier,fed_prevalence,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_f1,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6885284546640891,0.09281016624201535,3.66096,3.66096,1.0,1.9341388500705694,0.2302468243610162,0.1100409191060749,0.6648264142372052,0.2885211135785541,0.5017175908185493,0.3690082274914388,0.26919724549619045,0.2115496662555402,0.6616373776685719,0.21139481137773908,1.8560333660027828,0.2713780918727915,0.2742944706933981,0.4943156838417053,0.3654982633991842,0.23083262508989708,0.11389601892395189,0.02486016046440248,2.696133649003059,0.021963969597818208,0.02693451770605971,0.009322045478751241
2.0,0.6645036754177395,0.17740000550593413,7.32192,7.32192,1.0,1.9971995844400252,0.235536954055013,0.1100409191060749,0.6723193999747191,0.29703925929139563,0.5587685261427099,0.3759846974345997,0.27173681677392547,0.21783076863986364,0.6651714789714609,0.216487387919085,1.9007458729846662,0.27454801342427193,0.28244739082836634,0.5173501968383789,0.3728500190510881,0.2365350033166515,0.11389601892395189,0.01782538501119069,2.0702605593091903,0.017441747335288756,0.018205638442055815,0.005502770190311855
3.0,0.6501082511207651,0.302415906442358,10.98288,10.98288,1.0,2.0142987047199763,0.2182696175777384,0.1100409191060749,0.6745053559934375,0.2981987654098141,0.5597141785125593,0.3480649816978642,0.271518638288282,0.21985268023858928,0.6683849919801474,0.22054900523668286,1.9364066217621085,0.27646076794657765,0.2826403024134923,0.555294930934906,0.3455207934751683,0.2197851283199371,0.11389601892395189,0.01165687354054013,1.4508130493477438,0.012134967870620454,0.01140110522793164,0.0048294109002660745
4.0,0.6490768668736542,0.38732290740267816,14.64384,14.64384,1.0,2.038614893101112,0.22396612846857727,0.1100409191060749,0.6764077083723035,0.29740296715622877,0.5692735365925249,0.35807226573216444,0.27327427293254924,0.22208937312599747,0.6690243112496949,0.2219153531262254,1.9484030717034788,0.2769502372282909,0.2826887661141805,0.5600288510322571,0.3551525223862034,0.22519067437088228,0.11389601892395189,0.010431330961861598,1.3694110775904846,0.010811900284612376,0.010219698579745922,0.004434991043678435
5.0,0.6464526604865635,0.3055405889891208,18.3048,18.3048,1.0,2.0423316139322143,0.22149619248567914,0.1100409191060749,0.6775379023411842,0.2976751784653118,0.5511144176214642,0.3538589867483266,0.2775465843848214,0.22277480523467907,0.6690906852999587,0.22207598566233155,1.949813415432994,0.27666808329791753,0.2798106891377121,0.5164347887039185,0.3511478790318794,0.2230962959828283,0.11389601892395189,0.008923786085921967,1.2408884957585542,0.008830898601201603,0.009028114066238196,0.004496590748704262
6.0,0.647263892054329,0.39181380299358515,21.96576,21.96576,1.0,2.0416768552704054,0.22320181023746233,0.1100409191060749,0.6778283274184431,0.2988137300801748,0.5468660867304256,0.3559076553654438,0.2810051884765169,0.2228580526042403,0.6696961461487062,0.22322503192339818,1.9599019705196634,0.2787532923617208,0.28065573770491803,0.5743777751922607,0.35307938158077135,0.2245827716760052,0.11389601892395189,0.008800522443035665,1.29075037945222,0.008383333474768872,0.009145394295059542,0.004903213400728751
7.0,0.6418969048185069,0.31936513594549604,25.62672,25.62672,1.0,2.0634168278489233,0.21216592320628508,0.1100409191060749,0.6800847301803089,0.3005425913467847,0.5156341932725711,0.34223434359895233,0.2842097468148702,0.22481970061221596,0.6703782590486943,0.2237174979700357,1.9642257919428365,0.2787730061349693,0.2835800987061491,0.514517605304718,0.33891002267090625,0.21348173719178654,0.11389601892395189,0.008152900495743697,1.2658095032420533,0.007908831425514268,0.008365377678640835,0.005187917985128664
8.0,0.643830257648894,0.3378826440032785,29.28768,29.28768,1.0,2.084624222797109,0.21088775503027482,0.1100409191060749,0.6820087729013279,0.3025682671169353,0.5091065556720851,0.3383041440192956,0.2875989429067331,0.227368147364091,0.670492898290358,0.22255625872181045,1.954030183183231,0.2783619943090437,0.2828061384278109,0.5480499267578125,0.3349920732914468,0.21241510783838244,0.11389601892395189,0.008380643588151316,1.3757100924140104,0.007232959506363163,0.009340037426730657,0.004429391348788734
9.0,0.6422528105522928,0.39071777324233997,32.94864,32.94864,1.0,2.079966586693915,0.21221572029645486,0.1100409191060749,0.6828499097538075,0.30525096989015515,0.5357399378646122,0.3401202451124632,0.28439663268945353,0.22759136975150504,0.6702551238282012,0.22235074005478173,1.9522257420010862,0.2805593143888137,0.2824287028518859,0.503490686416626,0.33692801456769644,0.21401901271683274,0.11389601892395189,0.008677837374244716,1.5119537087139179,0.007690631083652597,0.009531836525914147,0.00391036731679416
10.0,0.6443619140602064,0.4429181747962591,36.6096,36.6096,1.0,2.100858424494898,0.2160021026046439,0.1100409191060749,0.6859943154950892,0.3047834491327836,0.5608280573883332,0.3460113215407073,0.2840512735181184,0.22960711278991963,0.6686355668830811,0.2216422306148391,1.9460050729501714,0.27735453240587393,0.2805268778924884,0.5134819149971008,0.3432998876810386,0.2183511316729011,0.11389601892395189,0.007409625528210656,1.3747974741963844,0.00641168297361517,0.008283233061766463,0.004345628573832044
11.0,0.6436611346867269,0.4309008322519864,40.27056,40.27056,1.0,2.1271547281872656,0.21681089119676764,0.1100409191060749,0.6871844670469026,0.3063824148435192,0.5406484630748013,0.34763822492316415,0.286912510327271,0.2327913054618632,0.6708733098210151,0.22251532071901634,1.9536707500513193,0.2825336747189135,0.2826547685443391,0.5003700256347656,0.34468519456736707,0.21910895022068838,0.11389601892395189,0.0076794102244272895,1.5092802265480714,0.006164477128255534,0.009035824961610464,0.0044803822939311596
12.0,0.6446744191521986,0.4726530238367414,43.93152,43.93152,1.0,2.1682475380707453,0.2145528210521444,0.1100409191060749,0.6881522856015203,0.31001048876000786,0.573480936276076,0.3444480210186213,0.2899318981352695,0.2368524984434921,0.6708460524118314,0.22263772651553426,1.9547454653721388,0.2794866120823191,0.2835094384423602,0.5129538774490356,0.3416431290306355,0.2170843526034176,0.11389601892395189,0.006666605908675623,1.3915505093063985,0.005686211619213595,0.007562297283549765,0.003851002362593493
13.0,0.6415696391706832,0.4714972164779603,47.59248,47.59248,1.0,2.188165070047761,0.21827856868655762,0.1100409191060749,0.690155567927374,0.3122479717490619,0.5598622349811717,0.34914520327160115,0.2855703094324105,0.23947914488173533,0.671936147987954,0.2227431108796738,1.9556707335697032,0.2776567944250871,0.28567268491555037,0.5600647926330566,0.3461546666004846,0.22103706468429205,0.11389601892395189,0.006892450024148431,1.5218852863499706,0.005452811130455721,0.00823326798207687,0.00316442707819725
14.0,0.6444743496426583,0.5698987987392847,51.25344,51.25344,1.0,2.2233632087277884,0.20179061900112455,0.1100409191060749,0.6920550013316455,0.31234547761657255,0.5584014203306786,0.32364346862993115,0.2924289700345493,0.2433254550961569,0.6719001687098094,0.22260655439559285,1.9544717760875097,0.2814903846153846,0.28419903291218224,0.5534282326698303,0.32059042885801303,0.20476433854415568,0.11389601892395189,0.006707346037183727,1.5711585343415209,0.005281247031909623,0.008057135199150346,0.003379249649326206
15.0,0.6409969530538202,0.5749456554305349,54.9144,54.9144,1.0,2.253327153504302,0.21349385349879996,0.1100409191060749,0.6941949061945226,0.31787215940115027,0.5707318289365488,0.3436209693325928,0.2939237355549613,0.24641847208828932,0.6697746555188047,0.22219771506578218,1.9508821920645276,0.27995879592537487,0.28312484043911157,0.517296314239502,0.3406108455312763,0.2165868599105275,0.11389601892395189,0.006599344571475563,1.6359744195624444,0.004890494136389442,0.008242277865453552,0.0031287442741667277
16.0,0.6419414280144883,0.7115176017619999,58.57536,58.57536,1.0,2.2708323231624616,0.21559516068350268,0.1100409191060749,0.6939374096484364,0.3183028813789049,0.5586176901502283,0.3462200275191091,0.28802907730906224,0.24819294633197125,0.669423948540421,0.22223548708958282,1.9512138280967393,0.2777535916412712,0.2856686881583147,0.5672231316566467,0.3430267120095827,0.21875601018562824,0.11389601892395189,0.006055501122653346,1.5861894131630834,0.004558868665217317,0.007519279534782186,0.002777295474885716
17.0,0.6422541224084991,0.6444646279651035,62.23632,62.23632,1.0,2.303290169357345,0.20772025259041235,0.1100409191060749,0.697943600479684,0.32236101677528733,0.5391916803380097,0.33653987982774397,0.29802774464059933,0.2519866650062815,0.6709843850183842,0.22322619647745573,1.9599121952322438,0.28243342291717566,0.28346656515670604,0.5064147710800171,0.3333024262142256,0.21104115756877434,0.11389601892395189,0.006035880820620448,1.6700518364614254,0.0041981929339308405,0.007839604569357091,0.004303861005203422
18.0,0.644665129940271,0.6391510375446033,65.89728,65.89728,1.0,2.2949479575295504,0.21329746779197517,0.1100409191060749,0.6982896589171756,0.32036005611854373,0.5560384149535631,0.3440744407457407,0.29642414707629694,0.2515602613033276,0.6700774235915337,0.22238803494603565,1.9525531888390553,0.27972355628440904,0.2835622507753655,0.5391829609870911,0.3411195720001516,0.21704296246725152,0.11389601892395189,0.005626240039866835,1.6419485798924143,0.003866446979188373,0.007368704574395947,0.004321875486422059
19.0,0.6404866076446488,0.736716267421698,69.55824,69.55824,1.0,2.3654761490966076,0.20233885402913335,0.1100409191060749,0.6984466580823459,0.3239213073725334,0.572468280353222,0.326614903499861,0.2965416572777543,0.25854989764045283,0.667577522606708,0.22140707853064298,1.9439404521985617,0.2822677925211098,0.2827155573269563,0.5170468091964722,0.32345121606810934,0.2066105408733923,0.11389601892395189,0.005170092446454315,1.590821329334176,0.0036264936862305587,0.006721776987263705,0.0033653517428059135
20.0,0.639673038155496,0.7445387008864793,73.2192,73.2192,1.0,2.354984053082951,0.21372508388672157,0.1100409191060749,0.7004500689277816,0.3267711092584029,0.5880289870067178,0.343236105301912,0.28970750052009897,0.25760738067358835,0.6668627309343835,0.2186940795512409,1.9201204889985,0.2789792387543253,0.28404669260700394,0.5588597655296326,0.3404229046132197,0.21820239110981773,0.11389601892395189,0.005219547995245684,1.6872507254265656,0.0036703729367968106,0.006791923047764526,0.0029751255271318775
