round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_auprc_lift,fed_ece,fed_prevalence,fed_f1,fed_f1_best,fed_f1_best_threshold,fed_auroc,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6883242274766724,0.1030074704682242,3.66096,3.66096,1.0,0.23043357773050066,1.9179390964676524,0.3684071440534618,0.11079634875668869,0.2688464780403959,0.2892923626678296,0.5015282506833183,0.6659136787214045,0.21141731266070143,0.6616462626804053,0.2113973121494948,1.8560553226240886,0.2717789681420919,0.27426734264869546,0.49301472306251526,0.3656181535703306,0.23091840213896334,0.11389601892395189,0.02485588411139174,2.6957438724812164,0.02194148277535636,0.026942430327624656,0.009314241681618934
2.0,0.6635580440217332,0.18313500351928255,7.32192,7.32192,1.0,0.23376133531172916,1.9616857463463226,0.372753436801041,0.11079634875668869,0.27251666963976273,0.29873415554923993,0.5628135544964079,0.6728570666014273,0.2163461068981541,0.6655721202183263,0.21627861810714472,1.8989128869513292,0.27290490664350847,0.28425440365738874,0.5318723917007446,0.3702265578143292,0.2346161027764102,0.11389601892395189,0.017641601517607013,2.0490908301262607,0.016885079326391793,0.018259844967318254,0.0059516828598110945
3.0,0.6507622954588433,0.29222626957957076,10.98288,10.98288,1.0,0.2204614158457691,1.986958532385946,0.3502293760845186,0.11079634875668869,0.271429432177744,0.29835769069505,0.5640986183509912,0.6750684849084545,0.21895278967613513,0.6682912224767307,0.22073257917111488,1.9380183895496603,0.2754754314609212,0.2823632898401994,0.5595316290855408,0.3482739845685171,0.22173981035118717,0.11389601892395189,0.011081826350352498,1.378027424373613,0.011765258971029147,0.010681750117483648,0.004993440204365651
4.0,0.649203514922746,0.41101989752366813,14.64384,14.64384,1.0,0.22405579171776133,2.004090794190664,0.3572457530042981,0.11079634875668869,0.27406063609871634,0.2993708239246197,0.5654521062477678,0.6765822665186755,0.22049692817136554,0.6689527542758618,0.22217161698502794,1.9506530525300574,0.27743732590529246,0.284576858867343,0.5266273021697998,0.35499262237526025,0.22503608778175518,0.11389601892395189,0.010233090864303056,1.3407719449983233,0.010763080604867421,0.009912150634095404,0.004766095935371141
5.0,0.6436986163495472,0.3086328669805055,18.3048,18.3048,1.0,0.2213569751715805,2.0135340553558794,0.35255921852918853,0.11079634875668869,0.2753516381292417,0.2995866184569461,0.5621607406562629,0.6777102150788421,0.22196163114470774,0.6691686801425356,0.22243042509797067,1.9529253717505874,0.2763370278704401,0.2795425667090216,0.5313237309455872,0.35066650968051183,0.22275081320961798,0.11389601892395189,0.008539208109885822,1.1811898574160296,0.008890590532383318,0.008319883814101184,0.004058132300006659
6.0,0.6459365349694283,0.40046633572159296,21.96576,21.96576,1.0,0.21755109488548433,2.0202949877141987,0.3475387880814912,0.11079634875668869,0.2812068922842759,0.29983355149482116,0.5408940721935245,0.678153626354333,0.2226324056311145,0.669289569011167,0.2227807062685881,1.9560008187585403,0.2776542198290998,0.2799832845800251,0.532711923122406,0.34506424433155236,0.21877007313748323,0.11389601892395189,0.008682694745846344,1.265221590816509,0.008309500144011392,0.008998839466756663,0.004382289427615179
7.0,0.6451699455236234,0.3252528211907483,25.62672,25.62672,1.0,0.21585991895176765,2.0349038310478833,0.3463026790253801,0.11079634875668869,0.28340594617374976,0.30076424954710906,0.5393431940673843,0.6793955941194114,0.2242466124764116,0.6698578583838546,0.22319786680785433,1.9596634624857523,0.2798569725864124,0.2823841059602649,0.5194839835166931,0.3439064704849577,0.21705247573353198,0.11389601892395189,0.009028092419677515,1.3923447190190927,0.008383148751579837,0.009566177321111891,0.00448144327617058
8.0,0.6428374089573616,0.313212481063708,29.28768,29.28768,1.0,0.2138808820450017,2.0635027216155732,0.3420281898902204,0.11079634875668869,0.2853560916411109,0.30258619874178505,0.5190698751271579,0.6812695552719221,0.22741976981925086,0.6703151980536906,0.2229885680409988,1.9578258322609834,0.28075253256150506,0.282925682031985,0.494625061750412,0.33955852631486066,0.21528435072519045,0.11389601892395189,0.008153539194179108,1.3365623945901461,0.007587832709092306,0.008637491444392815,0.004315102617796742
9.0,0.6439479934765098,0.4449299570897665,32.94864,32.94864,1.0,0.21143412967201158,2.082565429739314,0.33724029213096274,0.11079634875668869,0.2854736221447172,0.30413998401497117,0.5459988411789164,0.6825407077953155,0.22933362347429137,0.6702092430326322,0.22301680280673095,1.9580737317573738,0.28180390397128113,0.28338874240513584,0.5045298933982849,0.33496265539261905,0.2131659225048342,0.11389601892395189,0.00819343260716994,1.420640352926057,0.007171580323883267,0.009080415870895983,0.003559492847610919
10.0,0.6439028412337848,0.43719555982559155,36.6096,36.6096,1.0,0.21620566227031873,2.097797814591109,0.34489599918095903,0.11079634875668869,0.27978093475174515,0.3054358717520863,0.559394580564823,0.6851339916596969,0.23092365619620028,0.6686411764880098,0.22150407856033802,1.9447921064583986,0.2790896463297361,0.28107360903121753,0.5143676996231079,0.3427121503612069,0.21826575657735547,0.11389601892395189,0.007473185324108258,1.3748158747803245,0.006336796149721321,0.00847430691278014,0.003961216320770384
