round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_f1,fed_brier,fed_auroc,fed_auprc,fed_prevalence,fed_f1_best,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.332858108018081,307.17990862727805,3.65056,3.65056,0.9971592150692714,0.3910413330171373,0.5184046987496684,0.19251553032383137,0.2527032121594413,0.6223706399737371,0.19718329029856224,0.11411127895266869,0.2696952209824005,1.7345397048779387,0.6411568732167543,0.20857718943703207,1.8312948196749403,0.24409090909090908,0.2761778171614237,0.49330756068229675,0.3736105905162819,0.2396309231002411,0.11389601892395189,0.024452530923388803,2.622740385821089,0.020983550277936303,0.026788709203014884
2.0,10.929907456594204,326.3121533233165,7.30112,7.30112,0.9971592150692714,0.3758825017279998,0.5302405047163832,0.2270331433038384,0.239819782704295,0.6437985703338817,0.2081001495783336,0.11411127895266869,0.2834795984992004,1.8337819158706228,0.6562779837087034,0.21379150330141206,1.87707617282181,0.2782464846980976,0.28166376889126654,0.4906429350376129,0.36926897889120996,0.2358189945679877,0.11389601892395189,0.016492644206022884,1.8497882718220353,0.013441919857397277,0.01856536018968256
3.0,10.687337916552234,341.71642007701206,10.95168,10.95168,0.9971592150692714,0.3851728115197035,0.5527412537785484,0.2444210889010195,0.24674095391593806,0.651789957004001,0.21568519595179447,0.11411127895266869,0.2899152557992163,1.9016817355891913,0.6617397937442389,0.2124662220755839,1.865440285647272,0.27968923418423974,0.2818555490311216,0.5019951462745667,0.3704806682633804,0.23664023489696792,0.11389601892395189,0.012025951467349694,1.4272702313028276,0.01062167542811114,0.012996426311658283
4.0,10.343089367886739,373.09311216538407,14.60224,14.60224,0.9971592150692714,0.37781804130944413,0.5639453804775066,0.2545514459200298,0.24090465066524702,0.6535919500502616,0.21692177528104456,0.11411127895266869,0.2896597347301795,1.9135584782295212,0.6600820864658229,0.19850697404424136,1.7428789515179106,0.28018057375855543,0.2831215970961888,0.49829962849617004,0.36617407553106796,0.2333781959000218,0.11389601892395189,0.00947106335380278,1.1836940445937216,0.008786444952717578,0.009957174736934677
5.0,10.177425445238594,413.0332699569648,18.2528,18.2528,0.9971592150692714,0.3787887196834054,0.5683281221328544,0.2606155751868948,0.24185252519712513,0.6560206853376221,0.2188667047055719,0.11411127895266869,0.29264568163129273,1.9304134646610003,0.6528211117318349,0.18097286482450195,1.58893055731243,0.2580546179809758,0.2762177650429799,0.4892701506614685,0.3672120249534183,0.23440426717540014,0.11389601892395189,0.008253214051056324,1.0818843469023705,0.007917940806182586,0.008498393549446665
6.0,10.089361494882933,428.17304672371273,18.2528,18.2528,0.0,0.38388788907376953,0.5868739211839911,0.2700039183471459,0.2450915605975801,0.666981203009455,0.23315174203206515,0.11411127895266869,0.3010975174291315,2.0629660827814744,0.6528211117318349,0.18097286482450195,1.58893055731243,0.2580546179809758,0.2762177650429799,0.4892701506614685,0.3672120249534183,0.23440426717540014,0.11389601892395189,0.0,0.0,,
7.0,9.422725864056202,459.31954693821,18.2528,18.2528,0.0,0.3772108488306328,0.5668482224270325,0.28765386752429606,0.2390638937759819,0.6742969022127712,0.2398261260256582,0.11411127895266869,0.3112129215816773,2.1335122595710274,0.6528211117318349,0.18097286482450195,1.58893055731243,0.2580546179809758,0.2762177650429799,0.4892701506614685,0.3672120249534183,0.23440426717540014,0.11389601892395189,0.0,0.0,,
8.0,8.964800505026968,492.06486184113584,18.2528,18.2528,0.0,0.3655217261544137,0.5517378351730853,0.30073523058620855,0.22941197083504508,0.6867358744669801,0.2504482564355418,0.11411127895266869,0.32657653798275244,2.231098449664936,0.6528211117318349,0.18097286482450195,1.58893055731243,0.2580546179809758,0.2762177650429799,0.4892701506614685,0.3672120249534183,0.23440426717540014,0.11389601892395189,0.0,0.0,,
9.0,9.808932849292404,500.9110759240777,21.90336,21.90336,0.9971592150692714,0.3754065943542354,0.5626369834017508,0.26679072654196284,0.2391804820164271,0.6580335972572092,0.2217457410537944,0.11411127895266869,0.294061186765018,1.9511394630669017,0.642929997802842,0.1710609573523348,1.5019046229047903,0.1432153803287824,0.2722124585041984,0.4762393534183502,0.3663287937305158,0.23405188682813396,0.11389601892395189,0.008064844991107916,1.1066497454885393,0.0074516267483704214,0.008526915983682267
10.0,9.790516187605382,473.32904720342805,21.90336,21.90336,0.0,0.37272282276388863,0.5742381037121932,0.2783054177766283,0.23636500998541474,0.6699886591259689,0.23528794174003717,0.11411127895266869,0.30499532096777326,2.0842639208213787,0.642929997802842,0.1710609573523348,1.5019046229047903,0.1432153803287824,0.2722124585041984,0.4762393534183502,0.3663287937305158,0.23405188682813396,0.11389601892395189,0.0,0.0,,
