round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1,fed_f1_best,fed_auprc_lift,fed_ece,fed_brier,fed_auroc,fed_auprc,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.577517520536035,0.8151751838067016,67.16416,67.16416,0.5412350858791136,0.11183134046570166,0.08347046713459379,0.31783105759947167,2.4046628298200456,0.0754031154502926,0.10711551144360523,0.690438943487024,0.2607128876361319,0.23970065107692173,0.34311867629989357,0.08116961782891466,0.7126642229972184,0.12960969044414536,0.2045002711006687,0.39924389123916626,0.3999626639070026,0.26568248766486696,0.11389601892395189,0.0049231395723767545,0.8339065560139716,,0.0049231395723767545
32.0,0.5541356252037406,0.9034088631460238,69.1456,69.1456,0.5412350858791136,0.11183134046570166,0.12949779704480066,0.3289011087255969,2.6131287741121243,0.08518636340944738,0.1081842340883878,0.7029283548507687,0.2776894958606731,0.25834430767125943,0.34284315308689656,0.08116183511871894,0.7125958912831757,0.11900801451686073,0.2045002711006687,0.3844609558582306,0.3932604395339471,0.26000513969972533,0.11389601892395189,0.00484236279970287,0.8419758639065549,,0.00484236279970287
33.0,0.5339777424934307,0.9202319777926025,71.12704,71.12704,0.5412350858791136,0.11183134046570166,0.12304879282051495,0.3444985848573462,2.777049490780832,0.08322819743570363,0.10602324099709651,0.716973933774482,0.2949301956209725,0.24867227256410593,0.3426533175303944,0.08112745859339435,0.712294067517522,0.11804359224028163,0.2045002711006687,0.38488587737083435,0.3923990534103548,0.25921401706214,0.11389601892395189,0.005465598536116689,0.9800608118530363,,0.005465598536116689
34.0,0.5151380314068776,0.9475100144578417,73.10848,73.10848,0.5412350858791136,0.11183134046570166,0.1498277923502855,0.3525598957600648,2.9017887264976374,0.07110421064650008,0.10190571944057895,0.7257918527502255,0.30717108982276015,0.26184682807995874,0.34359088707004387,0.08133269256269991,0.7140960090712702,0.1267547481420314,0.2045002711006687,0.36958935856819153,0.39707815726322115,0.2633921618424329,0.11389601892395189,0.00574127410277053,1.067855428205803,,0.00574127410277053
35.0,0.5830532989427477,1.3706603164784288,74.7776,74.7776,0.4559241291901578,0.11183134046570166,0.08998045644893414,0.30747726501226763,2.254295001979511,0.08231301801003715,0.10970600652225355,0.6772080578593226,0.24967619405906039,0.23286785208875083,0.34277204789332605,0.08110215829511094,0.7120719324637911,0.12136062265782646,0.2045002711006687,0.3720931112766266,0.39490287531105583,0.26168612349841347,0.11389601892395189,0.006935409641274937,0.5269628663081676,0.006935409641274937,
36.0,0.5734047298995997,0.9772662822505251,76.75904,76.75904,0.5412350858791136,0.11183134046570166,0.09952016074056891,0.32175817556845765,2.4287189420395863,0.08278070564790291,0.10870051441629791,0.692078479396537,0.26391967282243983,0.25136619523083203,0.3434910687308875,0.08123226446767019,0.7132142566098714,0.11910045864772896,0.2045002711006687,0.3699877858161926,0.39244882884902255,0.25936293352550904,0.11389601892395189,0.004055776231267565,0.7729374348418787,,0.004055776231267565
37.0,0.5472010657266055,0.9499175065217346,78.74048,78.74048,0.5412350858791136,0.11183134046570166,0.10362823766131339,0.3373371008842593,2.648847682827904,0.07519908576132346,0.10655905053916657,0.7042559918159944,0.2829883093455959,0.26567847357184876,0.3430145534987897,0.08118284424473851,0.7127803501099025,0.11577490774907749,0.2045002711006687,0.3853846788406372,0.3894672617904973,0.25673078826066476,0.11389601892395189,0.004331990673485114,0.8452323485398665,,0.004331990673485114
38.0,0.5275742805814849,1.0381513974769299,80.72192,80.72192,0.5412350858791136,0.11183134046570166,0.12592277278959899,0.34503469625304106,2.8305236789039707,0.07314145738259542,0.10483396376163617,0.7136082996854538,0.3005490739729674,0.2543862533501816,0.3419941324787391,0.08092183626112881,0.7104887161610112,0.11493198838453308,0.2045002711006687,0.39057815074920654,0.3913858653245823,0.25870575878542235,0.11389601892395189,0.004918394697296815,0.9892258946783841,,0.004918394697296815
39.0,0.5127054168610539,1.4530130691866068,82.70336,82.70336,0.5412350858791136,0.11183134046570166,0.1493001333441059,0.3531365882572378,2.9948778410074564,0.07176921678856973,0.1032314397622441,0.7241982133187156,0.31655669394707986,0.2692224399577603,0.3422533414044714,0.08097521721602353,0.7109573976425857,0.12040520984081042,0.2045002711006687,0.4002629220485687,0.395160478010614,0.2621305451556908,0.11389601892395189,0.005074355820517365,1.0562328004743904,,0.005074355820517365
40.0,0.5762955925083171,1.3290868729514353,86.35392,86.35392,0.9971592150692714,0.11183134046570166,0.08467373720049723,0.30613342368509083,2.244804325939518,0.08641869762960451,0.11084002690018416,0.6764932649246129,0.24980370902660598,0.26224815981841215,0.34249316142726216,0.08114399447804582,0.712439251561773,0.1102189164060519,0.2045002711006687,0.4058458209037781,0.38568213454393924,0.2535453412797905,0.11389601892395189,0.004550462436898026,1.3500036465702578,0.006248479400896188,0.0038951087275243537
