round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auroc,fed_auprc,fed_f1,fed_auprc_lift,fed_f1_best,fed_brier,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6308422330561078,0.147163304973601,3.65056,3.65056,0.9971592150692714,0.3731497227338863,0.25280314097998846,0.6366277342618767,0.20953267767837436,0.008190591504483632,1.8476691957193032,0.27647829771896176,0.16724175152962992,0.11381806735914383,0.6384673374666542,0.18994082281812108,1.6676686736956463,0.05616605616605617,0.2628588081014134,0.4890890419483185,0.369350728747937,0.23663642933365586,0.11389601892395189,0.025484995863583396,2.756602404639125,0.020829179363011863,0.02856885897627663
2.0,0.6158883176078935,0.27814274069471884,7.30112,7.30112,0.9971592150692714,0.27302196290382696,0.14804669677001106,0.6518372459605201,0.218353343914913,0.004505095363526853,1.918958684674759,0.2839208449523148,0.1258663375081027,0.11381806735914383,0.650670298846118,0.20176600234183845,1.7714930183517401,0.09973554967888175,0.27119901112484546,0.4839072823524475,0.363745245343636,0.2321479332706326,0.11389601892395189,0.017268198152086394,1.9636872061528265,0.014571213681600397,0.019078825542385422
3.0,0.6026375129475839,0.3752450044526146,10.95168,10.95168,0.9971592150692714,0.22973335909794662,0.10414486589050347,0.6545942410879546,0.22261649490546428,0.004599178177156409,1.9581504424464173,0.28616216301874403,0.11453189011897827,0.11381806735914383,0.6548525291336778,0.21132559462417075,1.8554256471885322,0.07855711422845692,0.27084138641927585,0.47881031036376953,0.3567999442610409,0.22686411662386993,0.11389601892395189,0.011519812981785572,1.3899880202952772,0.011002410802816562,0.011874397513851885
4.0,0.6005265588838735,0.5023567501692062,14.60224,14.60224,0.9971592150692714,0.21097797942698135,0.0826176033267059,0.6563069498809428,0.2269491946958447,0.026703398970457884,2.000226993470834,0.2856210877588756,0.11020022268021881,0.11381806735914383,0.6607287471646396,0.21398499753983996,1.8787750402647283,0.06865912762520193,0.27993613624268227,0.464860200881958,0.33784532821486224,0.21302061913448087,0.11389601892395189,0.010399095897168694,1.3209150079637766,0.00957616694144322,0.010980147434194813
5.0,0.5981811158730138,0.4564326121918613,18.2528,18.2528,0.9971592150692714,0.20666513853677987,0.08117092710233424,0.658766462887429,0.23216723284084725,0.03385349984469515,2.0428156582880783,0.2878474855454622,0.10962264031370898,0.11381806735914383,0.6612905108224212,0.20993370855472818,1.8432049736075538,0.0472636815920398,0.278083933870284,0.4754970073699951,0.34934713825305225,0.2212719573574452,0.11389601892395189,0.009343214906572368,1.2546083219349384,0.008964363945145349,0.00961982871725614
6.0,0.5952447794920999,0.5301600685394057,18.2528,18.2528,0.0,0.2008770806040072,0.06598763750666131,0.6749276721907682,0.24917700312643737,0.06053596317082451,2.1942447279342128,0.29990687151410855,0.10660315349470244,0.11381806735914383,0.6612905108224212,0.20993370855472818,1.8432049736075538,0.0472636815920398,0.278083933870284,0.4754970073699951,0.34934713825305225,0.2212719573574452,0.11389601892395189,0.0,0.0,,
7.0,0.5833078542288699,0.4691924368204208,18.2528,18.2528,0.0,0.21235077773526584,0.0683916702534714,0.6887426592022142,0.26420437746163455,0.06044217092246779,2.3275281281160267,0.3139039103069214,0.10552409135672794,0.11381806735914383,0.6612905108224212,0.20993370855472818,1.8432049736075538,0.0472636815920398,0.278083933870284,0.4754970073699951,0.34934713825305225,0.2212719573574452,0.11389601892395189,0.0,0.0,,
8.0,0.572428423922765,0.4409533201000708,18.2528,18.2528,0.0,0.22517198288087992,0.06353317499125588,0.6952045088073497,0.27521029087922505,0.09587237486357109,2.438334912454575,0.31928644412126045,0.10374654849640454,0.11381806735914383,0.6612905108224212,0.20993370855472818,1.8432049736075538,0.0472636815920398,0.278083933870284,0.4754970073699951,0.34934713825305225,0.2212719573574452,0.11389601892395189,0.0,0.0,,
9.0,0.5950513667835672,0.39591827319827094,21.90336,21.90336,0.9971592150692714,0.2194696231011441,0.08532302903212538,0.6616058061703264,0.23534443479965098,0.03443747672971488,2.0662626121087855,0.2895353975450896,0.1103486762287395,0.11381806735914383,0.6626486501383025,0.22012734780191856,1.932704495570623,0.1432604093154552,0.2800063421595053,0.480396568775177,0.3523477885760192,0.22334773767790767,0.11389601892395189,0.008623387956966995,1.222078877966851,0.007783406329820888,0.009259806707085157
10.0,0.5896607630257253,0.38224145222828754,21.90336,21.90336,0.0,0.2006434134057869,0.07228875319453804,0.6764059684554172,0.25361433693332,0.06701209874002326,2.2360099383188015,0.3034549359858353,0.10665971494992965,0.11381806735914383,0.6626486501383025,0.22012734780191856,1.932704495570623,0.1432604093154552,0.2800063421595053,0.480396568775177,0.3523477885760192,0.22334773767790767,0.11389601892395189,0.0,0.0,,
