round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_brier,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_ece,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6287374350181414,0.13687447599701694,3.65056,3.65056,0.9971592150692714,0.22571599758637045,0.004376738759948402,0.1681258366815444,0.6476801608802627,0.39246306863818825,0.11398539778449146,0.25608791668044945,2.05062873278056,0.29361228608429113,0.6475794316293069,0.20270087246860724,1.7797011202292343,0.0,0.27630729502905105,0.456699013710022,0.33958655410536737,0.21560372490580504,0.11389601892395189,0.02521516266418513,2.728785080835223,0.020359018866421445,0.028468625189238605
2.0,0.6157065715547823,0.3088321543439776,5.632,5.632,0.5412350858791136,0.25025129138477764,0.003689074780547398,0.121604803130543,0.6720931321626585,0.29949689044618055,0.11398539778449146,0.13986823192590325,2.2838452339180844,0.3116351259834783,0.6604510277975878,0.2155802623166791,1.8927813663146693,0.0,0.2826659641728135,0.4408704936504364,0.321027294855016,0.20274576556202886,0.11389601892395189,0.019549839893627793,1.327973616309464,,0.019549839893627793
3.0,0.6092039783362195,0.38889436162441393,7.61344,7.61344,0.5412350858791136,0.26075126293476814,0.004702601468195924,0.11159600240092,0.6845426889317696,0.26227794073837224,0.11398539778449146,0.09931535235336961,2.3853679577510603,0.32252857968860515,0.6614668306193973,0.21645909871428293,1.9004974955166094,0.0,0.2827172827172827,0.4277525246143341,0.3067193500807483,0.19316361531304868,0.11389601892395189,0.015271417965898624,1.0914843201171607,,0.015271417965898624
4.0,0.5961944230589199,0.49908254245485556,9.59488,9.59488,0.5412350858791136,0.26709677771184465,0.005166375264556787,0.1079606250224226,0.6913018830263923,0.22739716073214888,0.11398539778449146,0.07643689023561058,2.442363020291216,0.3281173580680271,0.6625677438229214,0.21751031509346763,1.90972711029258,0.0,0.28286147623862484,0.41339701414108276,0.2904859905385354,0.1830887570602956,0.11389601892395189,0.012640611830581079,0.9545387963298708,,0.012640611830581079
5.0,0.6121809195199346,0.539483700341407,11.264,11.264,0.4559241291901578,0.24727723219953965,0.006257957949188626,0.10797454572895145,0.6696289498073892,0.20187821451008078,0.11398539778449146,0.07049036600369321,2.242500246154886,0.3113565960125075,0.6678835786357933,0.22117877969563307,1.9419360025508323,0.0,0.28701763037849837,0.41884562373161316,0.29451412644232217,0.18536441089579803,0.11389601892395189,0.015285725978874653,0.7063403706997633,0.015285725978874653,
6.0,0.6031673000788018,0.44579931134871453,13.24544,13.24544,0.5412350858791136,0.2626487360371016,0.00421115934132949,0.10909468022442749,0.6828147063312882,0.23510400794093825,0.11398539778449146,0.07900828340284018,2.3957141096511827,0.31903529341012427,0.6680125869997018,0.22208276198394558,1.9498729111175495,0.0,0.28571428571428564,0.4132927358150482,0.2864772675456647,0.18039264991726156,0.11389601892395189,0.009073307367569257,0.7184420770499855,,0.009073307367569257
7.0,0.592007020213672,0.3914772487545669,15.22688,15.22688,0.5412350858791136,0.27330618422843966,0.01952756045801124,0.10845108200613077,0.692388695213107,0.24491474641747735,0.11398539778449146,0.08431390443948554,2.4948199380022764,0.3299959915383746,0.6685397016212234,0.22263368959206825,1.9547100214338506,0.0,0.28560116140952885,0.4213552176952362,0.29412049788270517,0.18498231081705732,0.11389601892395189,0.010003025865361804,0.8241068716160953,,0.010003025865361804
8.0,0.580989373945863,0.4172819932192834,17.20832,17.20832,0.5412350858791136,0.2750146530514457,0.056684528724340905,0.10729738331690485,0.7002761096595109,0.24581503519677714,0.11398539778449146,0.08460653518103363,2.503827622329205,0.3314013775435698,0.668325457381083,0.22251434380075194,1.9536621727693946,0.003527336860670194,0.28583252862463787,0.42287352681159973,0.2942280424586768,0.18495586758086974,0.11389601892395189,0.01044204018614308,0.8969813752919436,,0.01044204018614308
9.0,0.5670023394177469,0.4978593382992966,19.18976,19.18976,0.5412350858791136,0.28965377747408333,0.0788184801315504,0.10471941938062367,0.7082292688269117,0.24133713430212012,0.11398539778449146,0.0747605909570894,2.634508751759839,0.33756800566037626,0.6677229958513018,0.2226390432954881,1.9547570266186711,0.006153846153846154,0.2865656816488701,0.41130489110946655,0.28376829015350075,0.178619738547426,0.11389601892395189,0.010164878491194464,0.9208181472495198,,0.010164878491194464
10.0,0.5970610583493596,0.6287328542464666,22.84032,22.84032,0.9971592150692714,0.24993831483824616,0.029886306695618977,0.10833117648593411,0.67128411462281,0.23956578860691513,0.11398539778449146,0.08086923802128927,2.2582729447201806,0.31329036974873364,0.6687590785871266,0.2235596779764717,1.962840142162844,0.0044014084507042256,0.28479125248508946,0.42911168932914734,0.30182954737846,0.18940525247993348,0.11389601892395189,0.009584039385154567,1.3780534563120455,0.013084274575153362,0.007741811545875726
11.0,0.5927515744595448,0.42144578917180364,24.82176,24.82176,0.5412350858791136,0.2676288466002042,0.05177879354217851,0.1063947351521519,0.6862560755955975,0.21246564752644548,0.11398539778449146,0.06598477500285915,2.436086969346699,0.32307998790553727,0.6690983404655214,0.22407018783392202,1.9673223871286771,0.004403346543372964,0.28697701826753097,0.4316446781158447,0.2977224471713775,0.1868349636045303,0.11389601892395189,0.006390965025241651,0.6177279213443398,,0.006390965025241651
12.0,0.5755629996779217,0.43670667426155935,26.8032,26.8032,0.5412350858791136,0.277508337123109,0.08692173928555855,0.10973621814367761,0.697672059293617,0.24576740734249147,0.11398539778449146,0.08942024196366324,2.526482604821343,0.33261566660341985,0.668932449262943,0.2239789729084964,1.9665215257264315,0.007026789635485288,0.28709437701263313,0.43512406945228577,0.308544215066329,0.19364915848796044,0.11389601892395189,0.007438150494130475,0.745230860542506,,0.007438150494130475
13.0,0.5585424087089218,0.4499905117028741,28.78464,28.78464,0.5412350858791136,0.28631089164580587,0.10367219804383661,0.10684256312416839,0.7041723338844031,0.26057836604900164,0.11398539778449146,0.07962829718593235,2.5846101669496355,0.33425820308134657,0.6686301957177355,0.2234214186636644,1.961626233949778,0.008775778850372971,0.2856084002470661,0.4368513822555542,0.31002857862502103,0.19461008606932897,0.11389601892395189,0.008669440948216414,0.907812642864883,,0.008669440948216414
14.0,0.5477846709115368,0.5845923516044818,30.76608,30.76608,0.5412350858791136,0.3016418803793214,0.12001659438234237,0.10482929041976141,0.7157839995729657,0.25889309702304164,0.11398539778449146,0.07655871682800354,2.7251854325406684,0.34948668142769507,0.6683779266388167,0.2230871513340708,1.9586913874753216,0.004403346543372964,0.2848069105691057,0.4401595890522003,0.31220323071907463,0.19601758772956893,0.11389601892395189,0.00868123686736547,0.9571662590606138,,0.00868123686736547
15.0,0.5908469170042511,0.6603511751829464,32.4352,32.4352,0.4559241291901578,0.25880669499596604,0.07196906711182542,0.10904672797758393,0.6743945803047672,0.23271641449314376,0.11398539778449146,0.08308208082480897,2.354002835681161,0.31695219944671804,0.6669980767714215,0.22227041187239788,1.9515204655292413,0.0044014084507042256,0.28405392840539284,0.4445168077945709,0.3180726901535971,0.1998431193861538,0.11389601892395189,0.011866419872726611,0.6319093597121537,0.011866419872726611,
16.0,0.5850547816949951,0.45568095993894653,34.41664,34.41664,0.5412350858791136,0.2732395536996357,0.08715750392235781,0.11016434715196861,0.6907877994709921,0.2447752356351037,0.11398539778449146,0.09440648089402637,2.490440181435067,0.32486683449743853,0.6661029243786603,0.2214194975724702,1.9440494906175034,0.005274725274725275,0.2829759194920331,0.4474598467350006,0.32109816987595247,0.20194098668493513,0.11389601892395189,0.005588193851589307,0.6415373566560447,,0.005588193851589307
