round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_auprc_lift,fed_f1_best,fed_prevalence,fed_f1,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6882976829482403,0.11134068025719539,0.45728,3.65056,0.9971592150692714,0.24848800646228353,1.4903046431018756,0.24937277867068905,0.11454465353389139,0.20878685297439628,0.172368465369932,0.38558457557629433,0.49832624015630145,0.5663859054891686,0.399895407849401,0.09009644273001619,0.79104119337282,0.2045002711006687,0.20450951154489178,0.5219577550888062,0.42154102444174757,0.279063007515074,0.11389601892395189,0.034098440987992494,3.67533783451654,0.030575591226385406,0.036438999790077004
2.0,0.6809032014697513,0.14314340334409817,0.7056,5.632,0.5412350858791136,0.23386337397319862,1.8900888400970304,0.2882308849608548,0.11454465353389139,0.25592763707966193,0.21749268633305316,0.36809942122147665,0.5283928182041964,0.6580865367170806,0.35932872781840486,0.08305568678316363,0.7292237917342811,0.2045002711006687,0.20450951154489178,0.5111132264137268,0.42276722417455403,0.2808274382231586,0.11389601892395189,0.032852986987010994,2.2550822724588215,,0.032852986987010994
3.0,0.6715190039519174,0.20534014856221047,0.95392,7.61344,0.5412350858791136,0.2370810830733561,2.005253998085458,0.2965176566711073,0.11454465353389139,0.2678529984667833,0.2289664824759471,0.3734458424223627,0.5328097949619823,0.6756112359871272,0.35513428691430016,0.08264619739791415,0.7256285002647619,0.2045002711006687,0.20452799493876814,0.5116285681724548,0.42289612863400877,0.2810718387220861,0.11389601892395189,0.026363899937214046,1.9399244040250778,,0.026363899937214046
4.0,0.6568653099184603,0.2821655872727119,1.20224,9.59488,0.5412350858791136,0.22854899069361256,2.0717602335141816,0.30599728186314945,0.11454465353389139,0.27857457580916634,0.23653979627261465,0.3620065708121088,0.5344756372951488,0.6864061527505684,0.3481533531959362,0.08176301012103368,0.717874170611939,0.20441914057204827,0.2045002711006687,0.49956995248794556,0.42348093925673636,0.28236973951247746,0.11389601892395189,0.02506314000590949,1.9610951808281243,,0.02506314000590949
5.0,0.662919642046263,0.2760285268018673,1.4112,11.264,0.4559241291901578,0.20307538622636473,1.9249253874943204,0.2902544698248602,0.11454465353389139,0.27459760434862834,0.2204841599614082,0.3186329700124482,0.4861410755880515,0.6617332441086926,0.3439979912845563,0.08123184585457713,0.7132105812128117,0.20426608821402747,0.2045002711006687,0.4950818717479706,0.4267842848924669,0.28550971025696964,0.11389601892395189,0.03142719960494366,1.4472726434469223,0.03142719960494366,
6.0,0.6551085388998792,0.27105416161878537,1.65952,13.24544,0.5412350858791136,0.213595741621964,2.018865851258892,0.30141120889224965,0.11454465353389139,0.2885346892889383,0.23074740238421335,0.34027960343735736,0.5113485925252672,0.6754860093928254,0.34114550090358564,0.0809755141127371,0.7109600043773634,0.20399674473279683,0.2045002711006687,0.4879397451877594,0.4260585888777005,0.2848485153397064,0.11389601892395189,0.020385604017024352,1.6687147202901542,,0.020385604017024352
7.0,0.6418716769899977,0.3242363864825371,1.90784,15.22688,0.5412350858791136,0.2290790786271218,2.099348093923931,0.310503051364505,0.11454465353389139,0.286184471878419,0.23934636024221914,0.3604516974488606,0.5581735242222652,0.6852436437017009,0.34728091531082805,0.0815512459046723,0.7160148938930331,0.2045002711006687,0.20450951154489178,0.5110609531402588,0.4269449710185973,0.28525293377028343,0.11389601892395189,0.020019215812847387,1.7201844714581966,,0.020019215812847387
8.0,0.6262905742969389,0.41170656538496886,2.15616,17.20832,0.5412350858791136,0.21331616243440657,2.1945363246253744,0.32245166532163205,0.11454465353389139,0.2985904823986743,0.24977757403342637,0.33956477099281557,0.5555176261845977,0.6953709192710793,0.3460427738525045,0.08151722627094408,0.7157162036135165,0.2045002711006687,0.20453723788864786,0.5104794502258301,0.42953344762724266,0.2876651473749821,0.11389601892395189,0.0219972456412825,1.9622434496413916,,0.0219972456412825
9.0,0.6177008099153856,0.7148156970120486,2.40448,19.18976,0.5412350858791136,0.21415631040165595,2.2811870138989936,0.322640799115875,0.11454465353389139,0.3004860104535156,0.2588504320673823,0.3413868757741208,0.5442029378927935,0.7014917345789965,0.3441363238911091,0.08123524001007094,0.7132403816880687,0.2045002711006687,0.2045002711006687,0.5010374784469604,0.43000056010270804,0.2883074074710005,0.11389601892395189,0.02545628318253676,2.4003504279535264,,0.02545628318253676
10.0,0.6413551219607319,0.5149926432715137,2.86176,22.84032,0.9971592150692714,0.2221861772942691,1.9654986276349529,0.2959059657259357,0.11454465353389139,0.2826548992845861,0.2253261709024008,0.35207287543962934,0.5103134033914645,0.6660895280473553,0.34339195316102866,0.08142560153604983,0.7149117441094892,0.20353702112261976,0.2045002711006687,0.48008084297180176,0.4211209847562428,0.2800825657398108,0.11389601892395189,0.02491567961379873,3.70306199346669,0.03455911781144805,0.0202686792322667
11.0,0.6421001266240175,0.37331853892738054,3.11008,24.82176,0.5412350858791136,0.2191373291454373,2.09618111724684,0.3049477580728834,0.11454465353389139,0.284717193924758,0.2390216912147873,0.34712780023070944,0.5275271276604185,0.6794192023864981,0.34773063746345667,0.08176528708852988,0.7178941622456917,0.2045002711006687,0.2045002711006687,0.5053847432136536,0.4257568171174437,0.2843701522769359,0.11389601892395189,0.016907368005114245,1.7693539450410753,,0.016907368005114245
12.0,0.62426514040512,0.4716802090733295,3.3584,26.8032,0.5412350858791136,0.20840962574130728,2.2235454364542298,0.31604702486555153,0.11454465353389139,0.2971831747577396,0.2523677324804881,0.32906137562013243,0.5550328687755269,0.6925551490220411,0.3446705666012204,0.08141765272734164,0.7148419540607825,0.2045002711006687,0.2045002711006687,0.5004608035087585,0.4299106056601779,0.2885899648659905,0.11389601892395189,0.019047985590086497,2.07187980087474,,0.019047985590086497
13.0,0.614696619236625,0.6853677483230729,3.60672,28.78464,0.5412350858791136,0.21408253590961723,2.3446313410563824,0.32682940215275674,0.11454465353389139,0.2993427393279649,0.2650170455182647,0.3395495867641876,0.5575705240781001,0.702625732380067,0.35231187756915516,0.08221462624867194,0.7218393322734701,0.2045002711006687,0.20452799493876814,0.5096966624259949,0.4282690527676829,0.28677079601596034,0.11389601892395189,0.021215969264450685,2.478476357180625,,0.021215969264450685
14.0,0.5976949460881774,0.8277593161667187,3.85504,30.76608,0.5412350858791136,0.20336087449830256,2.4852055855961557,0.34181446269502036,0.11454465353389139,0.3075242296103386,0.2805605693830131,0.3246874699094876,0.5592749638324553,0.7133981366521467,0.3461267673330141,0.08159759268206218,0.7164218157312829,0.2045002711006687,0.20450951154489178,0.501814603805542,0.43328581425880736,0.2917320699177051,0.11389601892395189,0.01956699799655894,2.4026353284716606,,0.01956699799655894
15.0,0.6407699301332194,0.7561727670610496,4.064,32.4352,0.4559241291901578,0.20462267067173828,2.019663563203606,0.29578078808221625,0.11454465353389139,0.2823238725531904,0.23057732622862767,0.3209682981338802,0.5079955751656271,0.669777425626387,0.3434353240662492,0.08132102951302282,0.7139936082166374,0.2044283777677361,0.20450951154489178,0.49831223487854004,0.43404549833956557,0.29247912698532197,0.11389601892395189,0.04807790323295339,2.7852445915341377,0.04807790323295339,
