round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_ece,fed_f1_best,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6881634946836058,0.10269793435844583,0.526995,3.65056,0.9971592150692714,0.1937908629472458,0.5881157573066972,0.5057861567207604,0.11385951661631422,1.6749971912896626,0.38995589694047617,0.26763013653432133,0.2526800729755397,0.15957793289885383,0.5453380443305869,0.13858377042459694,1.216756930873317,0.0,0.21991940126655152,0.4757252037525177,0.3617796294162039,0.23180234868362887,0.11389601892395189,0.49814613186468726,10.550594069063663,0.3217148473666775,0.6406882872233975
2.0,0.6865837931798858,0.0798320237600683,1.05399,7.30112,0.9971592150692714,0.2191171887602044,0.6393490007021089,0.5096427440298168,0.11385951661631422,1.8993914715959022,0.3842488287067396,0.28900153747688334,0.24690716659926074,0.20944847964256913,0.3376755649474537,0.08085589590708431,0.709909763931886,0.0,0.20450951154489178,0.45950132608413696,0.36136575030826934,0.2313208750105558,0.11389601892395189,0.07178349819605712,1.5198940972331911,0.061344710656076266,0.07985281163241914
3.0,0.680687103294572,0.09791082216534848,1.580985,10.95168,0.9971592150692714,0.22834111916310312,0.6510731445507723,0.5085713714023552,0.11385951661631422,1.9865274247790403,0.37796004994585725,0.2932509038707137,0.24122766458595815,0.23027672113651995,0.34434046582259725,0.08291444979108142,0.727983739681395,0.0,0.20450951154489178,0.45657724142074585,0.3617050023130276,0.23148877158134695,0.11389601892395189,0.04425944501375056,1.078027528943494,0.03650061359659471,0.05097350996363947
4.0,0.6763030778046021,0.12023595067095909,2.10798,14.60224,0.9971592150692714,0.23046702344169712,0.6537253526571368,0.5097623396878697,0.11385951661631422,2.0160811461268584,0.3732316034160412,0.29431123034772244,0.23691002641196518,0.25509558418316464,0.33543157238255206,0.0801706605107058,0.7038934395436206,0.0,0.2045002711006687,0.4630061686038971,0.36376175736017835,0.2335639342852792,0.11389601892395189,0.033023661470669576,0.9240949820377864,0.024914607206376036,0.04060197745854106
5.0,0.6718950910180481,0.13360786213119402,2.634975,18.2528,0.9971592150692714,0.2327211236359162,0.6582074651342241,0.5092214139596694,0.11385951661631422,2.0409355236111253,0.3665153686564944,0.29630971379644244,0.23119399285436953,0.2625853761024699,0.3341812579560387,0.08003005534906373,0.7026589349229108,0.0,0.20451875282422052,0.46797850728034973,0.3639646311298015,0.23361479717671546,0.11389601892395189,0.02394510153651254,0.7637757752963807,0.0187799489032643,0.028983351073132206
6.0,0.6655745243402146,0.14647343227064732,2.634975,18.2528,0.0,0.2511960083328806,0.6772362678216252,0.5454411338639613,0.11385951661631422,2.235548590089185,0.3532119038555122,0.3110409246796785,0.22150344987246698,0.2884282193125973,0.3341812579560387,0.08003005534906373,0.7026589349229108,0.0,0.20451875282422052,0.46797850728034973,0.3639646311298015,0.23361479717671546,0.11389601892395189,0.0,0.0,,
7.0,0.6440857410704943,0.29034210691761797,2.634975,18.2528,0.0,0.2597639479403266,0.6869039084340018,0.5233887476266962,0.11385951661631422,2.3178212297544007,0.3379918959942315,0.3149436922959083,0.2124668119354134,0.2922296725464399,0.3341812579560387,0.08003005534906373,0.7026589349229108,0.0,0.20451875282422052,0.46797850728034973,0.3639646311298015,0.23361479717671546,0.11389601892395189,0.0,0.0,,
8.0,0.6306105458786364,0.4373000086698312,2.634975,18.2528,0.0,0.26695285517448464,0.6944972455701528,0.5550149528465393,0.11385951661631422,2.3872059019544727,0.3438285291089404,0.3218581625943655,0.2169240287339001,0.29165366366589884,0.3341812579560387,0.08003005534906373,0.7026589349229108,0.0,0.20451875282422052,0.46797850728034973,0.3639646311298015,0.23361479717671546,0.11389601892395189,0.0,0.0,,
9.0,0.6658532344101357,0.13879465286290674,3.16197,21.90336,0.9971592150692714,0.23657644920946916,0.6611956355660537,0.5112380032359143,0.11385951661631422,2.0898683450299327,0.3649907752492607,0.3006226515998397,0.22986343988212782,0.2753302525882529,0.3336304876179831,0.07991733750424003,0.7016692792186235,0.0,0.20451875282422052,0.4626106917858124,0.3646347666594911,0.23394700200879584,0.11389601892395189,0.017408829156141368,0.619749070960097,0.013688599440879759,0.021202434781557172
10.0,0.6629850823113834,0.183795783489881,3.16197,21.90336,0.0,0.24815754528242479,0.6744490534934059,0.5512146336595788,0.11385951661631422,2.1971462121736485,0.3473220131193988,0.3091621296280665,0.21783912216934145,0.2824940227321936,0.3336304876179831,0.07991733750424003,0.7016692792186235,0.0,0.20451875282422052,0.4626106917858124,0.3646347666594911,0.23394700200879584,0.11389601892395189,0.0,0.0,,
11.0,0.6471647461469088,0.257672504556507,3.16197,21.90336,0.0,0.25786092707730224,0.6848404054560935,0.5607913966700511,0.11385951661631422,2.2894412836743427,0.32034470031341805,0.31717559136848367,0.20148183223013474,0.2934555304844918,0.3336304876179831,0.07991733750424003,0.7016692792186235,0.0,0.20451875282422052,0.4626106917858124,0.3646347666594911,0.23394700200879584,0.11389601892395189,0.0,0.0,,
12.0,0.6330540551198783,0.4110806151491865,3.16197,21.90336,0.0,0.26684509836708675,0.6946554921396217,0.5488659446291843,0.11385951661631422,2.376280184104236,0.339420185721229,0.326596179454347,0.21338120400990152,0.30171184004619167,0.3336304876179831,0.07991733750424003,0.7016692792186235,0.0,0.20451875282422052,0.4626106917858124,0.3646347666594911,0.23394700200879584,0.11389601892395189,0.0,0.0,,
13.0,0.6610657513405841,0.16593648798789612,3.688965,25.55392,0.9971592150692714,0.2388137395200022,0.6628150886606944,0.5163669669484834,0.11385951661631422,2.120789399660405,0.3632986400283925,0.30373679019048355,0.22830127758278101,0.2764996689376335,0.3435882767840815,0.0812088769641095,0.7130089157754713,0.0,0.20451875282422052,0.4570782780647278,0.3643165917663894,0.233526243250451,0.11389601892395189,0.01657144800057755,0.6510302682727342,0.011853609192869083,0.021520563462668858
14.0,0.6599391640701647,0.2073649800993967,3.688965,25.55392,0.0,0.25095624662811744,0.677313958466466,0.5452173112686217,0.11385951661631422,2.223459333914372,0.34979597082003305,0.31055697725420145,0.22061034914370312,0.2812048460278499,0.3435882767840815,0.0812088769641095,0.7130089157754713,0.0,0.20451875282422052,0.4570782780647278,0.3643165917663894,0.233526243250451,0.11389601892395189,0.0,0.0,,
15.0,0.6378095408302549,0.30468878817829553,3.688965,25.55392,0.0,0.25723832321702417,0.6826702428506604,0.5499580528714657,0.11385951661631422,2.2861154707695275,0.3460242491279244,0.31280023284060043,0.21800424192593817,0.2879572417839068,0.3435882767840815,0.0812088769641095,0.7130089157754713,0.0,0.20451875282422052,0.4570782780647278,0.3643165917663894,0.233526243250451,0.11389601892395189,0.0,0.0,,
16.0,0.6214752902375315,0.44618776495010526,3.688965,25.55392,0.0,0.2721754432032146,0.696453102645086,0.5945984985518071,0.11385951661631422,2.4374613230372186,0.35819318533892874,0.3253100045812287,0.22756734044943724,0.2869182158323094,0.3435882767840815,0.0812088769641095,0.7130089157754713,0.0,0.20451875282422052,0.4570782780647278,0.3643165917663894,0.233526243250451,0.11389601892395189,0.0,0.0,,
17.0,0.6571254562357538,0.21088614796961633,4.21596,29.20448,0.9971592150692714,0.2381136652811325,0.6627221857281607,0.5125285376647388,0.11385951661631422,2.113014753887862,0.35070001220092384,0.3028918338813303,0.2193279511560837,0.2828234428713189,0.33466800099130634,0.08016834873675721,0.7038731423113694,0.0,0.20451875282422052,0.45266687870025635,0.3648310987706021,0.2345082181022071,0.11389601892395189,0.016262954523375547,0.7006834024505224,0.011023216840727339,0.021934004993418015
18.0,0.6534233824932605,0.2324479835874242,4.21596,29.20448,0.0,0.24997452157337602,0.6758513931296576,0.5531084885856387,0.11385951661631422,2.2180737007998372,0.33903374792379587,0.3083352842440761,0.21319484790737847,0.2833971540227118,0.33466800099130634,0.08016834873675721,0.7038731423113694,0.0,0.20451875282422052,0.45266687870025635,0.3648310987706021,0.2345082181022071,0.11389601892395189,0.0,0.0,,
19.0,0.6343717270562779,0.318261205906537,4.21596,29.20448,0.0,0.25888306708437747,0.6859616868301204,0.5500764486146388,0.11385951661631422,2.3097125913950385,0.32638253493460545,0.31598735468497996,0.20724303143612463,0.29430663825194797,0.33466800099130634,0.08016834873675721,0.7038731423113694,0.0,0.20451875282422052,0.45266687870025635,0.3648310987706021,0.2345082181022071,0.11389601892395189,0.0,0.0,,
20.0,0.6232121089540664,0.4562365941019391,4.21596,29.20448,0.0,0.27020704458687506,0.697705882682726,0.5373200954361055,0.11385951661631422,2.4188205927379363,0.34214628325148755,0.3267395987157639,0.21403704335776597,0.3017012438644475,0.33466800099130634,0.08016834873675721,0.7038731423113694,0.0,0.20451875282422052,0.45266687870025635,0.3648310987706021,0.2345082181022071,0.11389601892395189,0.0,0.0,,
21.0,0.6517436621992452,0.23974460685308055,4.742955,32.85504,0.9971592150692714,0.23931912433771438,0.6635031031320985,0.5244027042099297,0.11385951661631422,2.123463767889427,0.34406743981675714,0.3028960678673032,0.21506759935371653,0.2802925458147921,0.3385521943494437,0.08080679999442714,0.7094787048560639,0.0,0.20451875282422052,0.4506171941757202,0.36486940897280845,0.23433560670652687,0.11389601892395189,0.01281086347877804,0.6046961829415523,0.00961290102284651,0.01634705475189177
22.0,0.6486029370786401,0.2750139598383423,4.742955,32.85504,0.0,0.25200766167824806,0.6770955160033588,0.5489239292885182,0.11385951661631422,2.2371780071144816,0.3154618817302778,0.31053475154578924,0.19924404100471593,0.28711864467905096,0.3385521943494437,0.08080679999442714,0.7094787048560639,0.0,0.20451875282422052,0.4506171941757202,0.36486940897280845,0.23433560670652687,0.11389601892395189,0.0,0.0,,
23.0,0.6392636106436508,0.43998688799900076,4.742955,32.85504,0.0,0.2623814803570509,0.6883794390701174,0.5601290198266207,0.11385951661631422,2.3459577494117734,0.33661532787205645,0.31843434317421937,0.21209892033501154,0.2927198393640451,0.3385521943494437,0.08080679999442714,0.7094787048560639,0.0,0.20451875282422052,0.4506171941757202,0.36486940897280845,0.23433560670652687,0.11389601892395189,0.0,0.0,,
24.0,0.6259542027921813,0.4602184558340013,4.742955,32.85504,0.0,0.2694889890721193,0.6961143217120512,0.579245099655286,0.11385951661631422,2.415156010963418,0.3478980617276941,0.32455511935732706,0.22025256354442868,0.28649333559315565,0.3385521943494437,0.08080679999442714,0.7094787048560639,0.0,0.20451875282422052,0.4506171941757202,0.36486940897280845,0.23433560670652687,0.11389601892395189,0.0,0.0,,
