round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_auroc,fed_f1_best_threshold,fed_f1_best,fed_f1,fed_ece,fed_auprc_lift,fed_auprc,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6891174734433223,0.10555164357660655,3.65056,3.65056,0.9971592150692714,0.24931670800104203,0.622881812081373,0.510823548521025,0.26816628949797755,0.19809000934549065,0.3862747669197461,1.7360897570020757,0.19832578498618633,0.1148036253776435,0.5866730645444909,0.1902397813602964,1.6702935112009407,0.19025110782865584,0.2471207634090161,0.49329444766044617,0.37691602228608073,0.24246470099567138,0.11389601892395189,0.026719244062511735,2.868526874575764,0.023371541256755057,0.02897430132402357
2.0,0.6820819866359267,0.1200819427093082,5.632,5.632,0.5412350858791136,0.22129014204387576,0.6621922612323866,0.49929192856757004,0.2945195769949842,0.24630183597095573,0.35091779301691456,1.965048097273361,0.2242664359412873,0.1148036253776435,0.6053213239430638,0.202623590916671,1.7790225929842405,0.23976342129208372,0.2758199847444699,0.48953211307525635,0.37448724633500574,0.2401829807561452,0.11389601892395189,0.020007013478489166,1.3509354961570352,,0.020007013478489166
3.0,0.6717290898200277,0.18585965867361745,7.61344,7.61344,0.5412350858791136,0.23041487588564596,0.6751776355864868,0.5239676133469723,0.30328875250664655,0.27138084902443793,0.36469617199193977,2.0775134564657862,0.23673444823538015,0.1148036253776435,0.6151429013599539,0.20534462923050495,1.8029131410432624,0.25603570703996753,0.27750247770069375,0.48926979303359985,0.37559760867952374,0.240871972695932,0.11389601892395189,0.014848205258501498,1.067409558687359,,0.014848205258501498
4.0,0.6600309531645051,0.23896317742726597,9.59488,9.59488,0.5412350858791136,0.21633628984174727,0.6835946926424648,0.516490454340029,0.3123150117814085,0.286107400400566,0.34406080014425944,2.1455051564681686,0.24437034695199175,0.1148036253776435,0.6500587013154686,0.2132891062869894,1.8726651581158607,0.26808429846212267,0.2808219178082192,0.48620620369911194,0.37286969122075975,0.2384501866107824,0.11389601892395189,0.012702412240197017,0.9624686231836677,,0.012702412240197017
5.0,0.6657678995927634,0.2972060276686126,11.264,11.264,0.4559241291901578,0.20905705540321792,0.660387242442112,0.5178252992755757,0.2913306182984689,0.2709045148091325,0.3301807418606297,1.931751007251579,0.22016616130750682,0.1148036253776435,0.6563851183782252,0.21965539366800757,1.9285607674722236,0.27995255041518385,0.28133159268929503,0.49838629364967346,0.3744605566176262,0.23940075195168514,0.11389601892395189,0.01667972335684597,0.7691205972805619,0.01667972335684597,
6.0,0.6602775567044341,0.2770043959304564,13.24544,13.24544,0.5412350858791136,0.2192289352011546,0.6724651165656791,0.5297864358459504,0.3050445100977666,0.28267304227528744,0.34758964697066,2.0455017725429006,0.23301447224877087,0.1148036253776435,0.6441929495272596,0.2174144292405587,1.908885238435997,0.2774670755908353,0.2815307820299501,0.49643340706825256,0.3751323839499657,0.2400198152531108,0.11389601892395189,0.009625121373701764,0.7640902334824204,,0.009625121373701764
7.0,0.6455794734645942,0.3321163261575114,15.22688,15.22688,0.5412350858791136,0.22332584283697496,0.6807909418210711,0.546892919863714,0.31137597398459926,0.28677901511310816,0.354351715921928,2.1587549580144065,0.24479262408563104,0.1148036253776435,0.6370651119268032,0.21553247216717722,1.8923617717585701,0.2810990840965862,0.28293592646862925,0.4897887706756592,0.3777361766169107,0.24173382863027534,0.11389601892395189,0.00926452631106101,0.7680139789590612,,0.00926452631106101
8.0,0.627963296404296,0.4079461974884854,17.20832,17.20832,0.5412350858791136,0.20297804739231484,0.6921267214313309,0.552032295899599,0.32121652223614267,0.2983295567453484,0.32229063798479307,2.2891682622132135,0.2587968911393173,0.1148036253776435,0.5943631677807986,0.20510147142840024,1.8007782305836872,0.280033698399326,0.28161494828161493,0.49948611855506897,0.3796735590804631,0.24331800696187428,0.11389601892395189,0.009226068563388945,0.7989170735236257,,0.009226068563388945
9.0,0.6146121486682757,0.6305450331044787,19.18976,19.18976,0.5412350858791136,0.20974894768324306,0.7037226637343755,0.5374862106154933,0.33479760781608664,0.2992199236226418,0.334547657218048,2.3955120577590057,0.2699789080412796,0.1148036253776435,0.5732114810014604,0.1980312640083638,1.7387022468326028,0.24142411642411643,0.2777387640449438,0.5055093169212341,0.3859192343571507,0.24840260158563846,0.11389601892395189,0.009347127303159638,0.8499330767663196,,0.009347127303159638
10.0,0.6537694472637127,0.5221099859306659,22.84032,22.84032,0.9971592150692714,0.2250852450032202,0.6625979314927084,0.5325775643208506,0.29533870692562886,0.2689578123738692,0.3547895108485615,1.9841331635021926,0.2267415308668823,0.1148036253776435,0.6145029797167227,0.212680393841756,1.8673207005045733,0.2776547038842121,0.28069620253164557,0.5026661157608032,0.3822922405310909,0.24536022809273367,0.11389601892395189,0.01071313104588555,1.549157255794853,0.013886405047876919,0.009037081584310006
11.0,0.6489796843542225,0.3618864259507104,24.82176,24.82176,0.5412350858791136,0.22234753965976925,0.6774467495707369,0.5306752412584644,0.3097703646277245,0.28760716947440756,0.352906174400647,2.115635216171771,0.2411239176305995,0.1148036253776435,0.6459389798470363,0.21981845679546938,1.9299924516434737,0.27916308397821726,0.2814675002949157,0.4939856231212616,0.38122247218503713,0.24430862299631503,0.11389601892395189,0.00688991261303466,0.6693093534559011,,0.00688991261303466
12.0,0.6334421575224407,0.4130789484490829,26.8032,26.8032,0.5412350858791136,0.22634173666747337,0.6900275851090003,0.5558711921295371,0.32154055017616556,0.28908455403436184,0.3588472543924874,2.265173962288459,0.2569839082760653,0.1148036253776435,0.6480804433912052,0.21985454152711742,1.9303092733549694,0.27918205055381995,0.2814690215867676,0.49957597255706787,0.38078297361693275,0.24388319715504714,0.11389601892395189,0.008206294941261088,0.8240946012083441,,0.008206294941261088
13.0,0.6190669757722745,0.5534465656732572,28.78464,28.78464,0.5412350858791136,0.21252104031928587,0.6941583743797494,0.5546758050888718,0.3275912517390398,0.2936153670136321,0.33811249972714075,2.3773505668630457,0.2687857327916919,0.1148036253776435,0.6324265584749986,0.21614194702356224,1.8977129232926018,0.28057173107464267,0.282474804031355,0.5012869834899902,0.38394072838155735,0.2464473589272129,0.11389601892395189,0.009122747341673112,0.9592524386243895,,0.009122747341673112
14.0,0.603387740299425,0.630001935615025,30.76608,30.76608,0.5412350858791136,0.19109892673398585,0.7028135918870037,0.5597608406021665,0.3407883081265356,0.3059014052238168,0.30412383213374783,2.512876357338828,0.28262090410246915,0.1148036253776435,0.6301887653392576,0.21318821701977345,1.8717793565911969,0.27362941272165286,0.28157589803012745,0.49757710099220276,0.38035338978455646,0.24423215227764292,0.11389601892395189,0.008854639222771831,0.9780644531128928,,0.008854639222771831
15.0,0.6459461583525162,0.6329232409733435,32.4352,32.4352,0.4559241291901578,0.2172143630325294,0.6668199823166394,0.5412606621388072,0.29962801417473983,0.27321418693706256,0.34109597769870686,2.0477688843019513,0.23394043666354056,0.1148036253776435,0.6347112740108032,0.21422739181574307,1.8809032470114888,0.2720189701897019,0.283768115942029,0.4973641335964203,0.37991113410789684,0.2439636878128407,0.11389601892395189,0.01095332771225902,0.5957950372248888,0.01095332771225902,
16.0,0.640089705890162,0.5525649513865568,34.41664,34.41664,0.5412350858791136,0.21178825573156343,0.6810452663196764,0.5599325631425339,0.3144384191386138,0.28526115816124026,0.3353427929694934,2.199473672307275,0.25055194085375765,0.1148036253776435,0.6349111491286991,0.2106263430473245,1.849286261602868,0.26733202637675996,0.28180574555403554,0.4950152337551117,0.3790239251951692,0.2434980805204773,0.11389601892395189,0.006426718605344216,0.7352275843732059,,0.006426718605344216
17.0,0.6258924204619006,0.5281514841606447,36.39808,36.39808,0.5412350858791136,0.21175688839936874,0.6917526558390761,0.5667619032284464,0.32201580914318206,0.2963604707101405,0.33683052077989795,2.3426977477704307,0.265897368190447,0.1148036253776435,0.6604120868488322,0.21386008144338128,1.877678284665728,0.2683338965866847,0.28243112280215976,0.49747732281684875,0.37480263239430567,0.2399673602834676,0.11389601892395189,0.008198070787644132,0.9684699547942728,,0.008198070787644132
18.0,0.6086745982181408,0.7021302590582879,38.37952,38.37952,0.5412350858791136,0.20863794574365224,0.7033177850897724,0.5761254003809809,0.33651021652577284,0.30418245238583175,0.3328621031405556,2.457977125454768,0.2778065854280815,0.1148036253776435,0.6635342272993846,0.216459481082556,1.900500852686392,0.274681878016674,0.28181099695156375,0.4952912926673889,0.3732956831660663,0.2385564757180673,0.11389601892395189,0.007664524350161169,0.9412693055346608,,0.007664524350161169
19.0,0.591938221589579,0.8119837660381479,40.36096,40.36096,0.5412350858791136,0.21203160344477737,0.7138066235065714,0.5900957467445254,0.3484975111187033,0.3054315527334039,0.3373191917092611,2.596809473590754,0.29303997868351195,0.1148036253776435,0.6635310271891903,0.21250578719933844,1.8657876649861491,0.2675608895164137,0.28084577114427856,0.4961961805820465,0.3709812961870126,0.23696107067081412,0.11389601892395189,0.007505714879555108,0.9653069309424609,,0.007505714879555108
20.0,0.6497797620906414,0.7896174336336415,44.01152,44.01152,0.9971592150692714,0.2151719264356094,0.6678133757461128,0.5414355912256128,0.2986120918249768,0.2716441328330836,0.33732363767921925,2.041514513256794,0.23373280547050054,0.1148036253776435,0.6648337983239856,0.21657852120036641,1.9015460175563765,0.28023352793994993,0.2820477815699659,0.49983009696006775,0.3714473171781069,0.23720782119998754,0.11389601892395189,0.006943542567791833,1.3283762051723897,0.009929385594331222,0.005619912604908814
21.0,0.6419997471287474,0.6384097023702253,45.99296,45.99296,0.5412350858791136,0.2221912329147178,0.6818131014916629,0.5733123484207364,0.31293685397151405,0.28190622760399003,0.3506426182205058,2.1894137001688314,0.24950361890259717,0.1148036253776435,0.6630026576224943,0.2108730878874196,1.8514526660340873,0.2781791907514451,0.28180833784515436,0.5012916922569275,0.37401879192256593,0.23939489267341074,0.11389601892395189,0.005704792909674306,0.7707444271072745,,0.005704792909674306
22.0,0.6206187566277591,0.5880629911661717,47.9744,47.9744,0.5412350858791136,0.21291503545095616,0.6946364933469766,0.5526295276499407,0.3217968410881766,0.30079147723248184,0.3389728772264042,2.374950580512821,0.2696646672568989,0.1148036253776435,0.6621485042885743,0.21015632763552455,1.8451595553646651,0.27960162301733676,0.2816084377059987,0.5009104013442993,0.3765403801682455,0.24135522823261873,0.11389601892395189,0.006124308117661482,0.8523645012173802,,0.006124308117661482
23.0,0.6048824469263996,0.6686338322173239,49.95584,49.95584,0.5412350858791136,0.20991778832102487,0.7103142523095974,0.5671623343074731,0.3401368001110108,0.31046378472563996,0.3358796669162289,2.504454501756655,0.2831946891320589,0.1148036253776435,0.6636065246908707,0.20582374565782666,1.8071197536347139,0.280403194135358,0.28281791351212626,0.4997304677963257,0.3724747015174271,0.23810192880690745,0.11389601892395189,0.00782305711000117,1.1309359108563513,,0.00782305711000117
24.0,0.5900490116305952,0.9952232391489326,51.93728,51.93728,0.5412350858791136,0.19728709425429425,0.7208179144753747,0.5799256050574695,0.3501120324535358,0.3162640004412126,0.31808319666201557,2.7225219907743665,0.3060426947085455,0.1148036253776435,0.6565011506090326,0.19198990238930724,1.6856594655648014,0.27527936767511585,0.2812202097235462,0.49809521436691284,0.3728748528933008,0.2386319138650012,0.11389601892395189,0.008610369438264296,1.3079733605263755,,0.008610369438264296
25.0,0.6449095801924296,0.8645967216683668,53.6064,53.6064,0.4559241291901578,0.2112609076794341,0.6733345638018251,0.5400286945012611,0.301214139239759,0.2802487895244643,0.33333172844436804,2.102974435542981,0.24103371063959214,0.1148036253776435,0.656787980878049,0.19057665537580715,1.673251244216488,0.27095046854083,0.27879230581933284,0.498532772064209,0.37277769866026406,0.23855302077085822,0.11389601892395189,0.00873851317518791,0.5549031333066523,0.00873851317518791,
26.0,0.6397438964232965,0.7926497438880943,55.58784,55.58784,0.5412350858791136,0.2146277583894766,0.6896015011889776,0.5485036805073271,0.3158432617403048,0.29049073216381555,0.3418390182095926,2.2634755060356992,0.2585398900579551,0.1148036253776435,0.6479366141247895,0.1798158792577371,1.5787722956128936,0.2351214739931518,0.2692661018679187,0.4933997094631195,0.371437750947608,0.23766188456292284,0.11389601892395189,0.005031036267322427,0.7959255527239293,,0.005031036267322427
