round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auprc_lift,fed_brier,fed_auroc,fed_prevalence,fed_auprc,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
24.0,9.339221584631348,939.9622491115117,87.86304,87.86304,1.0,0.5704814740189343,0.36813030335470687,2.110782628502155,0.2329275337744896,0.6761934919165591,0.11436304128902317,0.24283065307817986,0.2870184770480435,0.3177783797971778,0.6573652933065391,0.21720383159838547,1.907036204166293,0.27431906614785995,0.2786148559344435,0.5517215132713318,0.36780730239355885,0.23387676427949267,0.11389601892395189,0.004078950140355813,1.1527461646419397,0.0028888103405420936,0.00530694413902908,0.002101142882031123
25.0,9.360059323527445,946.900069095952,91.524,91.524,1.0,0.5652406074309276,0.3731130193168633,2.116861675087319,0.23703812625619908,0.6771488445338667,0.11436304128902317,0.24332530781246836,0.28163515969669123,0.3177466778547235,0.6562796151374298,0.20749331569484475,1.8217784752721478,0.27220273786627447,0.2753246753246753,0.5290545225143433,0.37294061631421765,0.23785231245707414,0.11389601892395189,0.004195733342292471,1.2283604052699957,0.0027659761757843474,0.005683277413586492,0.0017103180355443656
26.0,9.403683583306009,1103.217739766696,95.18496,95.18496,1.0,0.5880389210860894,0.3807506466233747,2.1523062128074524,0.24296356926293985,0.6796062063438749,0.11436304128902317,0.24749747333141858,0.2797148155360708,0.31704726583642906,0.6571383239223322,0.21135355760665503,1.8556711604448204,0.2707469981936032,0.27776215912285634,0.6083781719207764,0.3803249029746875,0.24372103965232855,0.11389601892395189,0.003757441585820698,1.1371692309494392,0.0025572390320969386,0.00501358579748151,0.0017363088853016885
27.0,9.367634140066972,1130.8031740119623,98.84592,98.84592,1.0,0.5772859153036716,0.37586756225221407,2.161287854299444,0.23914530558273234,0.6800160814007391,0.11436304128902317,0.2491350952500863,0.2818531541265833,0.3221603311126457,0.6559000067716843,0.20624178629676693,1.8107901245826168,0.2713480710879931,0.27566492667163806,0.5744204521179199,0.3759858232210709,0.2403397371175152,0.11389601892395189,0.0036254659853538567,1.1299220515538764,0.002534539674352093,0.004782228883210648,0.0016595930383957545
28.0,9.467758550898614,1319.0480779852362,102.50688,102.50688,1.0,0.5750317429150158,0.37089004186577607,2.138591383594397,0.2348756135538447,0.6782917522153009,0.11436304128902317,0.24643372588541215,0.28772542445722016,0.3215523564545418,0.6570823910159177,0.20920426495826086,1.836800503957439,0.27391098484848486,0.2774249782094384,0.533671498298645,0.3705955802692345,0.2360978247610723,0.11389601892395189,0.003833696548202402,1.2312508852046449,0.0024958961450299868,0.005259900938015865,0.001903787426068022
29.0,9.42114612917993,1105.0050588085253,106.16784,106.16784,1.0,0.573575313200223,0.3697895879115373,2.161859827033567,0.23390006363129445,0.6758329716466402,0.11436304128902317,0.2486808382777438,0.2884186963355842,0.3255346816067381,0.6502499675094694,0.2083072473557562,1.828924744901246,0.2763744427934621,0.27648965345300425,0.5046480894088745,0.3695747000764088,0.2353037859284361,0.11389601892395189,0.0038211655540256687,1.2670160630768805,0.002390466988850941,0.005355219126620036,0.001880543252268122
30.0,9.47775659382657,1135.2375761037547,109.8288,109.8288,1.0,0.5737761670324016,0.3730766622561582,2.136089389161525,0.23648340556821779,0.6809227908825215,0.11436304128902317,0.24627495242216457,0.2895526193134978,0.3237309253241535,0.6579486294718654,0.20407621116142904,1.7917765088671822,0.2748868778280543,0.2788044152300633,0.5557498931884766,0.37311779071432855,0.23791741612588013,0.11389601892395189,0.003546167228420401,1.2129747185590531,0.0022855668059406507,0.004897058248850406,0.003213077702924323
31.0,9.379480998261842,1291.7488001433262,113.48976,113.48976,1.0,0.5727648802761885,0.3768531873218212,2.144852824366466,0.23915580071353096,0.6777169180839006,0.11436304128902317,0.24695496618390986,0.28811728451491686,0.3251239803890556,0.6508759843601705,0.20378251601302214,1.7891978836335558,0.27142380793597864,0.27773487773487776,0.5814850926399231,0.37674876717851785,0.24080373265254296,0.11389601892395189,0.003607688369043271,1.2687348730069061,0.0021358710141788292,0.005198247085728651,0.002258674216313329
32.0,9.42051313756986,1011.1184931573955,117.15072,117.15072,1.0,0.5784132869657191,0.3706824545488736,2.1507473903299,0.23467066159247063,0.6789118866090784,0.11436304128902317,0.24753298809328467,0.2907768480366041,0.32513439698332797,0.6488876868745135,0.20804077467026733,1.8265851312079282,0.2740619902120718,0.27658499621116445,0.5512590408325195,0.37067319962967443,0.2362255215787468,0.11389601892395189,0.0032344426250063884,1.1732738879172757,0.0020038291005666934,0.004576447917077927,0.0019979400213114423
33.0,9.51767247098611,1533.0621850095279,120.81168,120.81168,1.0,0.5701035283607208,0.37035540877002004,2.1581069595955773,0.2341489248207297,0.6833468553367515,0.11436304128902317,0.24858410441078155,0.29239063105213303,0.32513351047647393,0.6543557841853717,0.20655236703943902,1.813517004289268,0.27214891611687086,0.2746890073622747,0.5525010824203491,0.36976885209566424,0.23571954707355092,0.11389601892395189,0.002958608605330311,1.103983158878691,0.001908576811903378,0.004104382994884108,0.0026433342688162984
34.0,9.311875924461074,1007.2325326624174,124.47264,124.47264,1.0,0.5778247251401375,0.37312366230055044,2.1703534753751312,0.23629604920833341,0.6836168441053307,0.11436304128902317,0.25007758674973657,0.2909873987974208,0.3314100104099633,0.6551928075176637,0.20907400114141111,1.835656795704241,0.2729811496392832,0.27595396729254995,0.5291089415550232,0.3729182580236856,0.23799894536488803,0.11389601892395189,0.0030382222008363447,1.1653589038669452,0.0019710263124034988,0.004205444416541902,0.002984959308822921
35.0,9.405891378235541,964.6390478621403,128.1336,128.1336,1.0,0.5825003795963519,0.37261039820900194,2.1822951279257095,0.23596588996935966,0.6837349585503094,0.11436304128902317,0.2513287554672076,0.29437133468672694,0.33010720914603064,0.6559076995856019,0.21084359868722774,1.8511937526807458,0.27325102880658436,0.27593052109181143,0.5440932512283325,0.37253801655808944,0.23768728857488455,0.11389601892395189,0.002990172484564876,1.1755022483575885,0.0018732078293934732,0.0042237595778504096,0.002218665428611939
36.0,9.342402916638324,1078.4933761556822,131.79456,131.79456,1.0,0.5668547131357506,0.37018914756337923,2.1926551019226035,0.23370865621718984,0.6859161397326748,0.11436304128902317,0.2526914269384417,0.2964396792481471,0.33250145168867745,0.6534803971791041,0.21085680649295646,1.851309716397946,0.2747808912479941,0.2753036437246964,0.5211256742477417,0.37001152494766193,0.23565752099835835,0.11389601892395189,0.0027561767837382045,1.1150935105943063,0.00163343360212931,0.003996581094371722,0.002378925837088652
37.0,9.558753065883767,1227.5326051178067,135.45552,135.45552,1.0,0.5630660507854258,0.3725369772334533,2.224576305345428,0.2356455522826762,0.6843277503288471,0.11436304128902317,0.25625920028712657,0.2918067265442913,0.33082230543290875,0.6511150765147602,0.2098173576249335,1.8421834196419813,0.27196405344684876,0.274339575840258,0.5360309481620789,0.37231155228612406,0.23768427241653384,0.11389601892395189,0.002844725432778053,1.1807152619221597,0.0016908387030970065,0.004121924492968194,0.0022629784886069753
38.0,9.402839532090775,1637.9620317878764,139.11648,139.11648,1.0,0.5608152249079545,0.3636394332220247,2.207177634288058,0.2286423237642166,0.6832358017549945,0.11436304128902317,0.25451808564245787,0.30005923456714056,0.3312042079981981,0.6502338665628844,0.21167164463000218,1.8584639448314244,0.2722171473313324,0.2747374239911553,0.5427857041358948,0.3634889794677545,0.2307783016074919,0.11389601892395189,0.0029936308773689537,1.2782173925370444,0.001677187227500418,0.004448961704741345,0.0027160283802270084
39.0,9.531610494537798,1212.8320413835113,142.77744,142.77744,1.0,0.55819577275056,0.3697006203185425,2.2130406692365177,0.23327547859270267,0.6878335732306624,0.11436304128902317,0.2549593712733996,0.2970962017718435,0.3296430193521889,0.6514963163092323,0.21211146019636568,1.862325498295002,0.273892347125595,0.27565162110616653,0.5346115231513977,0.36946878361410374,0.23547030089281537,0.11389601892395189,0.002882868863041938,1.2662159447827435,0.0015956947068931327,0.004306468079862173,0.0018858633322994776
40.0,9.243971064125336,1185.7298578331051,146.4384,146.4384,1.0,0.5896711237822384,0.3768859907294448,2.246232605782448,0.23878479680245548,0.6890813779808965,0.11436304128902317,0.2590391947888405,0.2939158581461316,0.3346447022178893,0.6520931054868261,0.21261366404970672,1.866734817058605,0.27364232209737827,0.27439886845827444,0.5071851015090942,0.37659699185378503,0.2411512318446775,0.11389601892395189,0.002780632227437832,1.2520835931663896,0.0015376111866703803,0.00416060602116964,0.002085963176420201
41.0,9.593826574259346,1294.89765782995,150.09936,150.09936,1.0,0.5816403986775472,0.37326834266414455,2.2456499886576156,0.23594932338978672,0.6857118328423649,0.11436304128902317,0.25928455600805994,0.2975153271616297,0.3363703255099847,0.6489104013821664,0.21019570514612834,1.8455052874716853,0.27141828653707706,0.2727155892558797,0.554175853729248,0.3729547732333195,0.23841413147910473,0.11389601892395189,0.002739422990836729,1.2637188843909826,0.0015433971367940127,0.00407303403081756,0.0022526486626999087
42.0,9.388658305185137,1286.898283367996,153.76032,153.76032,1.0,0.5733506158782096,0.36919259001038524,2.252052712189001,0.23276204278630472,0.6907525153461601,0.11436304128902317,0.26008185038505083,0.299489475435514,0.33749942994032595,0.6507573167444975,0.20911715782574564,1.8360357087228192,0.269588638589618,0.2723953945520921,0.5846489667892456,0.3688073258025218,0.23511290518517045,0.11389601892395189,0.0026981368205732754,1.2773869242300862,0.0014715053551618087,0.0040694119095103206,0.002169803755996748
43.0,9.350432025422958,1361.7203443240778,157.42128,157.42128,1.0,0.5526811575924101,0.36782091381431586,2.2636644279914595,0.23195046068226996,0.6845998879615386,0.11436304128902317,0.2612300809282835,0.2964251620108593,0.33665923170191925,0.6419155628712724,0.2076453358745327,1.8231132030451127,0.2693947144075021,0.2726946537495515,0.48567065596580505,0.36737574425369546,0.2340412506249177,0.11389601892395189,0.0026109275713204418,1.2669844988358818,0.0013684335301228172,0.004001583211018529,0.0035000179762216138
44.0,9.461312877793468,1184.3368957774426,161.08224,161.08224,1.0,0.5863971276188126,0.3718311349183232,2.2300589057413864,0.23493318969086807,0.6887807288403733,0.11436304128902317,0.25664932065678836,0.29811934682361235,0.3355620889001549,0.6455300810609247,0.21049664465958837,1.8481475177823072,0.27080805629701526,0.2714527435339618,0.4962395429611206,0.37175950582424977,0.23757533493949817,0.11389601892395189,0.002587886107084519,1.2866467112244209,0.001355004845208817,0.003973806962006275,0.0025069766415245446
45.0,9.443069673837714,1256.2558621124208,164.7432,164.7432,1.0,0.5528511889391435,0.3680060316995161,2.2490873460694583,0.23197134435848593,0.6883340547327853,0.11436304128902317,0.25908688811799085,0.2982932531658178,0.3364437098832738,0.650713945839277,0.2130670451051228,1.8707154746768382,0.2702835399533571,0.2745762711864406,0.5519495606422424,0.3678219966364289,0.23429194283056073,0.11389601892395189,0.0023844001168386738,1.2173030378053227,0.001387477184946171,0.003500161016248599,0.0019118334597829773
46.0,9.392766577237674,1282.7238254251024,168.40416,168.40416,1.0,0.5542849213361349,0.3719969094343566,2.273499613379989,0.23485474765544456,0.6908493433699947,0.11436304128902317,0.2623183869627837,0.299569756335095,0.33812299189726847,0.6486139582331154,0.20797718736671883,1.826026838616587,0.27108868060562363,0.2734039507586602,0.6005262136459351,0.37203755500638336,0.23751206448995907,0.11389601892395189,0.002296462329745443,1.2020272100080547,0.0012859476982912967,0.003430979296717097,0.0019546133560883975
47.0,9.5891657919747,1457.1124035674738,172.06512,172.06512,1.0,0.5641441765988823,0.3747462748164407,2.2801454037158253,0.2371198553265069,0.690866659077861,0.11436304128902317,0.26321786474574294,0.2961416540589876,0.33758217559642123,0.6450428862453943,0.20285616137556267,1.7810645472253888,0.2664319248826291,0.27402648485643105,0.5777753591537476,0.37452687227022213,0.2396039601493322,0.11389601892395189,0.002414511940020775,1.2941207843341545,0.0012285719670045224,0.003744309865167799,0.0028651625294729526
48.0,9.395057640969949,1289.2426399866606,175.72608,175.72608,1.0,0.5767352559509024,0.3729190098277451,2.258647722096683,0.23538895266975196,0.6889848184456016,0.11436304128902317,0.26043940159346823,0.29944216505255544,0.3364418648927842,0.6417413764810925,0.20778408310614888,1.8243313951551356,0.27134298552171743,0.2733455401517133,0.5404213666915894,0.372709802716612,0.23795709091106818,0.11389601892395189,0.0023415580371079292,1.282929549450273,0.0011503760552168294,0.0036781773715441096,0.0029107875417176588
49.0,9.558512079105629,1281.5794114344706,179.38704,179.38704,1.0,0.580634320349867,0.3675050244245524,2.2703097722420216,0.23117425441881276,0.6911388279938174,0.11436304128902317,0.2621715040258471,0.304280300081359,0.3377875830861809,0.6424357627448843,0.2040641218105123,1.7916703651140384,0.2713656387665198,0.273839273970801,0.5379709601402283,0.3672645442756639,0.23393420655223107,0.11389601892395189,0.00228246767156125,1.2819730590026666,0.00118945519747436,0.003507103010940415,0.0024926653440174784
50.0,9.268124304079503,1759.4326849071335,183.048,183.048,1.0,0.5602269456642123,0.3727491692886552,2.3155956977112546,0.2350295482201511,0.6919666050434343,0.11436304128902317,0.2678316657251411,0.3034630802068806,0.3396644540403933,0.6447876303969607,0.20387914475459326,1.7900462780066342,0.2707196029776675,0.2734238472913026,0.5664793848991394,0.3724664572911904,0.23792656924462263,0.11389601892395189,0.0022637159683079424,1.3017240592898816,0.0011672945173431702,0.0034930275980702375,0.0023690800807798667
51.0,9.64847508126918,1490.202853891233,186.70896,186.70896,1.0,0.5694252181861996,0.3709067947476022,2.2897396102259306,0.2338132298544597,0.6928644432610448,0.11436304128902317,0.2645518561427512,0.3002764195296703,0.33709271548551173,0.6467798433115614,0.2069007279019115,1.816575591110508,0.271071988423972,0.2723716381418093,0.5147876739501953,0.37051526430334863,0.23649172819688133,0.11389601892395189,0.0022779128863268214,1.3383667704747495,0.0012078592633938698,0.00347398378236747,0.0024563658245527246
52.0,9.432541184836774,1152.5059634344693,190.36992,190.36992,1.0,0.5706921702444043,0.37268193063118904,2.336311466257469,0.23501884392481368,0.6936526444195983,0.11436304128902317,0.2694197897394538,0.30000543940665375,0.33882497490404884,0.6418953331550642,0.20093853645756476,1.764227919078813,0.27163198247535597,0.2739830186288176,0.5386528968811035,0.3720835562731841,0.2376341202613359,0.11389601892395189,0.0021818949918680163,1.3082363355224516,0.0010438986183489904,0.0034547684695020718,0.003118359322897337
53.0,9.586826438706217,1488.502122114716,194.03088,194.03088,1.0,0.5592256785677099,0.36947441874644055,2.3613289372661987,0.2324782730642971,0.6958746563146129,0.11436304128902317,0.27254593253561454,0.3050651837287058,0.3436118894680249,0.6414355337926868,0.2014886141506537,1.7690575671936979,0.2713139418254764,0.2750420059454569,0.5282423496246338,0.3689943077675955,0.23529318931175564,0.11389601892395189,0.002136219158444235,1.3107115150833124,0.001103484790173452,0.0032912215356314554,0.002740732051448851
54.0,9.621831547702326,1791.3098925278894,197.69184,197.69184,1.0,0.5780868537832812,0.37438318579413604,2.3165655896900006,0.23628720862695313,0.690070502661749,0.11436304128902317,0.2673270557983577,0.29869413010602486,0.34092371415009665,0.6332447325307742,0.20364790350667197,1.7880159941555747,0.2700582431950553,0.2732702837232454,0.5396655201911926,0.3738873752423793,0.23908365968811932,0.11389601892395189,0.002027593531348942,1.2720394884781854,0.001058536611075633,0.0031097551125797303,0.00272274553811719
55.0,9.626419078139879,1325.9285001526036,201.3528,201.3528,1.0,0.582432128402732,0.3712257405504779,2.367822228895179,0.23364049508367934,0.6966844536264271,0.11436304128902317,0.2735883084605295,0.3040177679761704,0.34362656200152525,0.6443190966161709,0.20450747971437014,1.7955630200816703,0.27155963302752295,0.27352864920923,0.5474489331245422,0.37035809803863395,0.23648226021528523,0.11389601892395189,0.0021255425627988325,1.3583396403155348,0.001053812370581357,0.003326063260482612,0.003028994245171701
56.0,9.407874349902958,1529.2603373619472,205.01376,205.01376,1.0,0.5748229526707385,0.36856937520431066,2.333727670853777,0.231960328769495,0.693601074983815,0.11436304128902317,0.2695646124988284,0.30235314313660694,0.33998865319065497,0.6398003653295996,0.19967104309307085,1.7530994057517564,0.26427962489343565,0.2680145152928978,0.5478261113166809,0.36808677632439457,0.23493003878572055,0.11389601892395189,0.002057600689693437,1.34527160302423,0.0010622327161525576,0.0031671070908555025,0.002943458352773662
