round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auprc_lift,fed_brier,fed_auroc,fed_prevalence,fed_auprc,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,11.462629003190326,297.18019147276584,3.66096,3.66096,1.0,0.5104361750872022,0.3689422040299887,1.8301173262848973,0.23450590863109907,0.646064678466566,0.11436304128902317,0.20827730843634334,0.26115522556044735,0.2819279077189211,0.6578162704043418,0.21368086780839568,1.8761048000375669,0.2746987951807229,0.27594247959580254,0.497784286737442,0.36853039437022145,0.23366966107948078,0.11389601892395189,0.022700776551879392,2.4561566511511046,0.019998237978564048,0.024652113826877386,0.010439035986835318
2.0,10.206954222780123,400.24555679488583,7.32192,7.32192,1.0,0.5095736711920957,0.3612036841235911,1.8749572279784614,0.2282326648387459,0.6529391398116151,0.11436304128902317,0.21356170672808206,0.26855561305109066,0.28908616244427743,0.6633455462924427,0.21928054725192442,1.925269639128805,0.27971653964433746,0.2820426107541427,0.5432010889053345,0.36077362996587886,0.22717496994163192,0.11389601892395189,0.013625637700726402,1.55603358614826,0.013500815773321947,0.013806444710003623,0.004559727773625199
3.0,9.679650644925887,509.01839698142413,10.98288,10.98288,1.0,0.5684402978229679,0.37732370176013985,1.931367436705692,0.24045383027770587,0.6556370258249153,0.11436304128902317,0.21997103995575581,0.26547754372209664,0.2926411320635851,0.6647783046483822,0.21822858432914718,1.916033469746277,0.27617504051863856,0.2825027085590465,0.5532504320144653,0.3767891653957182,0.23929010430939454,0.11389601892395189,0.010088428609166852,1.2152281875878543,0.010163208403981088,0.01010913983074732,0.0032042784099696898
4.0,9.53897641983098,541.1567172198851,14.64384,14.64384,1.0,0.5537938745926844,0.370618420370741,1.9569194149100304,0.23546998023169322,0.6569847912500466,0.11436304128902317,0.2231370776548408,0.2706617427214861,0.2933437780900962,0.6663969329340733,0.22059067508337427,1.9367724804381632,0.27514209488458413,0.2817997820333178,0.5739516019821167,0.37018335791033496,0.23454846857546247,0.11389601892395189,0.008521814123307143,1.0750775916840212,0.009049132362183502,0.008208506457191523,0.002441533929715125
5.0,9.465418647515964,657.0032452921413,18.3048,18.3048,1.0,0.5750417591739457,0.37162243307934845,1.9791631675869477,0.23634156221263866,0.6587551063635001,0.11436304128902317,0.22564251899383156,0.27037857977286245,0.29646520507817786,0.6666299511540199,0.2202054262703147,1.9333900196928338,0.27339958400739545,0.2866096866096866,0.569617509841919,0.37121195312630845,0.235551251082186,0.11389601892395189,0.007232625399706871,0.9549892891700438,0.007502653058836722,0.007083127205861853,0.0024824202607309125
6.0,9.453993354585013,572.0076214568364,21.96576,21.96576,1.0,0.5741415346999843,0.37896713674863775,1.9818219266908539,0.24212283715276034,0.6588619329009189,0.11436304128902317,0.22635125945269177,0.269244102343643,0.29757049601629504,0.6665494966189016,0.21812496688292382,1.9151237149787066,0.27250768555116384,0.28595648488273523,0.5872718691825867,0.3783633905776081,0.24117091985803865,0.11389601892395189,0.007141236701013812,0.9827858695553005,0.007019415105928147,0.007289338205797416,0.0019132156957572836
7.0,9.247563975649891,604.9181390453467,25.62672,25.62672,1.0,0.5736141818681542,0.37611971415526796,1.9874376907555107,0.23953528772992802,0.6613330364247209,0.11436304128902317,0.22701334972286963,0.2710413409606299,0.29834937015537527,0.6673583966298398,0.22119195487542093,1.94205167981429,0.2774429871204065,0.2843855693348365,0.5754154324531555,0.37553477309341604,0.23885718426539337,0.11389601892395189,0.007817989882437862,1.122844425663061,0.007249096748064643,0.008320135025839144,0.002203071379629538
8.0,9.383297894663128,654.1274657976353,29.28768,29.28768,1.0,0.5642394121259842,0.37001560341045336,1.9971228261419631,0.2350494936537823,0.6615671516489829,0.11436304128902317,0.2282847362854131,0.27502691867372164,0.2975654225039016,0.6650259931774152,0.2200177103062348,1.9317418851412191,0.276085392180379,0.2823749415614773,0.5964990258216858,0.36968563066658505,0.23476615906210532,0.11389601892395189,0.006487446967677948,0.9819484204299442,0.006166022639021999,0.006791872388552156,0.0017827263787909154
9.0,9.560656605273639,843.5272397851702,32.94864,32.94864,1.0,0.5863225658134391,0.37619982756419185,2.019822573087412,0.23980898738234402,0.6631329849083488,0.11436304128902317,0.23091192564221819,0.27266616853408976,0.2988915556201077,0.6638342721410856,0.219348836794875,1.9258692170911935,0.2737306843267108,0.28207517862690273,0.6045475602149963,0.3758901381859801,0.23963760033571566,0.11389601892395189,0.0066899059696994565,1.056584802400721,0.006315407794540003,0.007045031371595221,0.0017089548460321369
10.0,9.454703544284042,663.5461140374633,36.6096,36.6096,1.0,0.579063788812311,0.373498400290612,2.027745001615555,0.2378495072057398,0.6650899480177173,0.11436304128902317,0.23174947372824953,0.2736247561323263,0.3014892746622888,0.6660898353004934,0.22212522296687887,1.9502457159208644,0.2777904587993609,0.28336630649824984,0.6028581261634827,0.37318556866364305,0.2374160429060253,0.11389601892395189,0.006493171235231401,1.0674965063990385,0.006314086979281375,0.006690159196638666,0.0016319243165217202
11.0,9.44643088769894,791.3531520212066,40.27056,40.27056,1.0,0.5931759749530756,0.3826961545057947,2.0467385605559567,0.24514027075361663,0.666042842420477,0.11436304128902317,0.23378808667780998,0.2731632752453966,0.3024836078598551,0.6650443404758621,0.21677686024827175,1.9032874221267837,0.2725197177251972,0.2799941115854557,0.6087594628334045,0.38251335786983565,0.24491353153707585,0.11389601892395189,0.006468240115637871,1.1103998315629724,0.005553312766279336,0.007295625014644343,0.0018832752586983973
12.0,9.341004362440545,698.1875643089119,43.93152,43.93152,1.0,0.5926405973113466,0.3886056340825702,2.032652242589096,0.24959710949544683,0.6640414104660798,0.11436304128902317,0.2324341038481406,0.27045354472479827,0.3038812176326596,0.6632967665735213,0.2161616267959763,1.8978857104769125,0.2713893249607535,0.2818009221589368,0.6034596562385559,0.388602098816144,0.2495613294151459,0.11389601892395189,0.005868413608256166,1.0529525574484069,0.005227959743994936,0.006464119039971253,0.0017142319875366467
13.0,9.195756528097606,746.90592136476,47.59248,47.59248,1.0,0.580121793826406,0.37911437311343854,2.050192130384392,0.2422672231031795,0.6670810361208622,0.11436304128902317,0.23433650883281454,0.2770082141513834,0.3049661238509666,0.6622990475116721,0.21578917354697533,1.8946155939924227,0.2717101758124667,0.27965987312727764,0.5989273190498352,0.3789997876329435,0.24241755520498232,0.11389601892395189,0.00615743931470852,1.151226703881548,0.005015188201098781,0.007214730077212463,0.001506014327008148
14.0,9.419901300714766,1125.8290964355724,51.25344,51.25344,1.0,0.5832268075336592,0.37548402095661837,2.0520220462975067,0.23891625471854755,0.6676226780238429,0.11436304128902317,0.2350463389611771,0.27817551736369384,0.30825570569875366,0.6635877130627093,0.21717178250956215,1.906754815149134,0.2760518170354236,0.28358888720206465,0.6058896780014038,0.37508147289117105,0.2390893333856247,0.11389601892395189,0.005752793062405969,1.1239948413303864,0.004822282532133547,0.006616248336275317,0.0023606947955709884
15.0,9.451584070832975,760.2722564222357,54.9144,54.9144,1.0,0.577332162458641,0.377394489017348,2.052528725691266,0.24010200518512115,0.666838393337273,0.11436304128902317,0.2354303976240232,0.2796991757048091,0.31168656850589566,0.6631539287137932,0.21180166315790735,1.859605499462864,0.2771801327534905,0.28377402109521743,0.5927059054374695,0.3770230196266759,0.24021210436404739,0.11389601892395189,0.00503699018933208,1.0250845675200253,0.004261350883726986,0.005766700160943085,0.0021454043795178066
16.0,9.19466057811052,784.1339686664193,58.57536,58.57536,1.0,0.5826595443012971,0.3773399823629423,2.0590398178852594,0.24025887830727632,0.6697878380645068,0.11436304128902317,0.23639430042020562,0.27855194959943036,0.31105097609370175,0.664684698287838,0.21164643105263053,1.8582425711819337,0.27320217850394574,0.2814814814814815,0.6085383892059326,0.3772323239812002,0.24086158834664365,0.11389601892395189,0.004519831423930744,0.9537346872239141,0.00397917499025251,0.005042147308544384,0.0016491168845897135
17.0,9.433378560167977,772.9862291407259,62.23632,62.23632,1.0,0.5738789005296947,0.36992501432576924,2.07911149513201,0.23452533881024754,0.6704985409177092,0.11436304128902317,0.23877175344606807,0.282978030723274,0.31209936812888006,0.6637901482687605,0.21910419144766835,1.92372124607765,0.2756992800660923,0.2836415362731152,0.5881257653236389,0.369883487296456,0.235153868047169,0.11389601892395189,0.004998537153526747,1.0912113048570973,0.0039317684879061785,0.006027261759317494,0.0019773156761455383
18.0,9.189775193016667,778.2128095951754,65.89728,65.89728,1.0,0.5796688053164208,0.3701166923740299,2.104218039330736,0.23470422501319962,0.672716930549655,0.11436304128902317,0.24121467509044467,0.28357744568801146,0.31137522537156037,0.6621024728995845,0.21320524886943537,1.8719288951775568,0.27684964200477324,0.28101132473005,0.5594325065612793,0.3701301255792633,0.23542621432362165,0.11389601892395189,0.004893671415589641,1.1125178713464265,0.003951473659020046,0.005808062864905463,0.002150772922145648
19.0,9.56312047838214,786.3185134047984,69.55824,69.55824,1.0,0.5881274227683189,0.37645484404854124,2.093640488600867,0.23964356790299973,0.6727929118029833,0.11436304128902317,0.2403539840426379,0.28333423594625007,0.31194041820864626,0.6624458133497955,0.2135214065195407,1.874704739786458,0.2754640108646446,0.281241022694628,0.6039454340934753,0.37651101864394,0.24022951102160225,0.11389601892395189,0.005027640452721505,1.1876776366943886,0.0036083304599761534,0.006403015121288053,0.0029637755158294704
20.0,9.283542548611107,843.0717002599395,73.2192,73.2192,1.0,0.5828676001306657,0.37027278110902656,2.0954476947851304,0.23494282433487712,0.6721560860314424,0.11436304128902317,0.24021544781311857,0.2838174183299828,0.31232912577347666,0.6625337975559591,0.21495575942761425,1.8872982695834146,0.2785377358490566,0.2822611104116832,0.545357882976532,0.3701265954252542,0.2353708214624016,0.11389601892395189,0.0044884067617893325,1.1022953897718253,0.003505032477129716,0.005458836102005748,0.0020236870216978893
21.0,9.246579035284437,747.3795222859792,76.88016,76.88016,1.0,0.575793387422719,0.3741084719254951,2.080484177425194,0.23776158733651065,0.6739853063485655,0.11436304128902317,0.23843826197702747,0.28429120990829065,0.3123072272978351,0.6604856015371372,0.21593346050042697,1.8958824245174473,0.27634660421545665,0.2789598108747045,0.605607807636261,0.37395940329325483,0.23844375025514145,0.11389601892395189,0.0042792630079733635,1.0895451923388464,0.0032673626218431774,0.005291283763074436,0.0017267862047121406
22.0,9.281025357196356,1057.4561225167524,80.54112,80.54112,1.0,0.5868283013859155,0.3752244527959091,2.1049657527091927,0.23838023729027713,0.6737103896931114,0.11436304128902317,0.24173185073723685,0.2833579903280912,0.31491917862924756,0.656005735902611,0.21107772068545594,1.8532493293412833,0.2747573950660587,0.2768588883921919,0.6071102023124695,0.37468859137253535,0.23913327719933622,0.11389601892395189,0.004369397669824153,1.1510224002086034,0.0031278694005261324,0.005622622578297611,0.0015020578494121383
23.0,9.314116396103087,1054.1474672818379,84.20208,84.20208,1.0,0.5818258163642066,0.3751837078421888,2.109190273943588,0.23819051210216396,0.6767270997756343,0.11436304128902317,0.24244883544554915,0.2843728012915944,0.3170204232333169,0.6592040640746896,0.2158727708295757,1.8953495729619265,0.2746632899735237,0.2791907514450867,0.6005823016166687,0.37446870174577873,0.23873962623028996,0.11389601892395189,0.004036191426267454,1.1030222597728425,0.0030385946189345142,0.005055716916561316,0.001663722170449225
