round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_f1,fed_ece,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
12.0,0.6436471816628941,0.34794390768634625,29.20448,29.20448,0.0,0.3150036356054366,0.2147064114012055,0.23696237009250062,0.6909881572464956,0.5568089007524563,0.1100409191060749,0.2875656237602073,0.343077227054413,2.1878005872127226,0.5869760083095442,0.19889283026400317,1.7462667452565086,0.2050698584626587,0.26802109787067785,0.5200895071029663,0.40138598956755306,0.2603985494321321,0.11389601892395189,0.0,0.0,,
13.0,0.641556127774964,0.37850184942495424,32.85504,32.85504,0.9971592150692714,0.30109902981121445,0.22050875010704965,0.22718095329445595,0.6812442961973756,0.5535444633968979,0.1100409191060749,0.27467411903401767,0.3518205496577824,2.085937019556769,0.537122006121221,0.17962167873086493,1.5770672270011292,0.20453723788864786,0.23099091110618486,0.535133421421051,0.40707334201387146,0.2653508292689524,0.11389601892395189,0.008000377682386832,1.3643979865591973,0.006807537155901123,0.00895668629483793
14.0,0.6459233440888473,0.40257790996189413,32.85504,32.85504,0.0,0.31198953720120587,0.20208557028733276,0.23996824971813058,0.69282378722367,0.5263625385140637,0.1100409191060749,0.28794114114140235,0.3221968514334115,2.211500034398149,0.537122006121221,0.17962167873086493,1.5770672270011292,0.20453723788864786,0.23099091110618486,0.535133421421051,0.40707334201387146,0.2653508292689524,0.11389601892395189,0.0,0.0,,
15.0,0.6442926450688048,0.3643933407095853,36.5056,36.5056,0.9971592150692714,0.30554742885425556,0.22117703609472147,0.23004045794745695,0.6831292860214286,0.5286868831497489,0.1100409191060749,0.28000732755800534,0.35455564361934505,2.1124642186498237,0.5047518624515837,0.16111069682108642,1.4145419510111206,0.20453723788864786,0.2050327034883721,0.505121111869812,0.40724430142006235,0.266062310993517,0.11389601892395189,0.00825863218042575,1.4881897071609274,0.006492836580889198,0.00971162231785796
16.0,0.6391707647700324,0.32822538572148297,36.5056,36.5056,0.0,0.318598209608722,0.21076312034911152,0.2443347568126702,0.6963371810030888,0.5581234889338891,0.1100409191060749,0.2935141440194841,0.3381341843758227,2.2501943711224,0.5047518624515837,0.16111069682108642,1.4145419510111206,0.20453723788864786,0.2050327034883721,0.505121111869812,0.40724430142006235,0.266062310993517,0.11389601892395189,0.0,0.0,,
17.0,0.6397942202103131,0.42719892664874426,40.15616,40.15616,0.9971592150692714,0.3083257136284952,0.21212227140363596,0.23284540192139244,0.6852413772957872,0.5427279988343062,0.1100409191060749,0.2860379418243516,0.3415468884609126,2.136292882113098,0.49986779152589733,0.16078990006290683,1.4117253753203252,0.20456217807211186,0.20475220638153427,0.49718332290649414,0.40005059437450824,0.26035479772640335,0.11389601892395189,0.007701159298278429,1.4721123648341745,0.005967289244233298,0.009154628274511047
18.0,0.6418535257828725,0.3879938302256158,40.15616,40.15616,0.0,0.32336693376153436,0.2150184056527137,0.24500349764589427,0.6983437975799996,0.5579891609871653,0.1100409191060749,0.2919966390919924,0.3453394749553315,2.2518934592046205,0.49986779152589733,0.16078990006290683,1.4117253753203252,0.20456217807211186,0.20475220638153427,0.49718332290649414,0.40005059437450824,0.26035479772640335,0.11389601892395189,0.0,0.0,,
19.0,0.6398725606806215,0.4219720632087003,43.80672,43.80672,0.9971592150692714,0.3085931048626561,0.20726674957682256,0.23564914010031096,0.6858676116448289,0.528539433128848,0.1100409191060749,0.2877735897851143,0.3330978750896447,2.1631625857938013,0.48394869904602583,0.14108068008835728,1.2386796432503626,0.2034395780784224,0.20468445612286504,0.4980620741844177,0.40298951243627085,0.26316435515034375,0.11389601892395189,0.007450231503101338,1.5084029568824917,0.00580993081046227,0.008839384965824034
20.0,0.6400287451388588,0.4100430365448758,43.80672,43.80672,0.0,0.31721320120383295,0.2181066192776726,0.2459757124356667,0.6984104161648007,0.5459126820307616,0.1100409191060749,0.29120284019816706,0.3487359598161741,2.2731569005222725,0.48394869904602583,0.14108068008835728,1.2386796432503626,0.2034395780784224,0.20468445612286504,0.4980620741844177,0.40298951243627085,0.26316435515034375,0.11389601892395189,0.0,0.0,,
21.0,0.6394013596495015,0.43093731762592613,47.45728,47.45728,0.9971592150692714,0.3102667472242588,0.2191082959656748,0.2382078843463714,0.6879361024422957,0.5413260898951807,0.1100409191060749,0.2852885006198103,0.3528874803666315,2.185012143557683,0.5206338462026538,0.17363266199014435,1.524484030526813,0.2031264367816092,0.22372881355932203,0.5262857675552368,0.4016078998334659,0.26117598780766293,0.11389601892395189,0.007342107317339255,1.5736020216718316,0.005440977956601575,0.00897664975769143
22.0,0.6423975003727916,0.4611741377948584,47.45728,47.45728,0.0,0.32618040478657667,0.21184877694567394,0.2555148952291814,0.7036646814018289,0.5814410641371996,0.1100409191060749,0.3002520792456889,0.34110727193954427,2.3582481259384585,0.5206338462026538,0.17363266199014435,1.524484030526813,0.2031264367816092,0.22372881355932203,0.5262857675552368,0.4016078998334659,0.26117598780766293,0.11389601892395189,0.0,0.0,,
23.0,0.6395967356671,0.42587507080704573,51.10784,51.10784,0.9971592150692714,0.3085929249673651,0.22145308571303343,0.2403354195622139,0.6884948851726693,0.5600156257165315,0.1100409191060749,0.2798429941977343,0.35536559293123393,2.200507903910354,0.529247664383888,0.17226170747735947,1.5124471347183628,0.20395958863770217,0.21870571563533303,0.5373747944831848,0.40592746959700243,0.2646505756963359,0.11389601892395189,0.007288634719006139,1.6501537256408483,0.005042002231844967,0.009245053875611382
24.0,0.6371605423466745,0.4629210489589819,51.10784,51.10784,0.0,0.32163676423063525,0.2119681019609203,0.257291715607748,0.703630935643491,0.5696739272404138,0.1100409191060749,0.30096610989986544,0.3403955596967298,2.3720655646293327,0.529247664383888,0.17226170747735947,1.5124471347183628,0.20395958863770217,0.21870571563533303,0.5373747944831848,0.40592746959700243,0.2646505756963359,0.11389601892395189,0.0,0.0,,
25.0,0.6378803573239111,0.46990237687956277,54.7584,54.7584,0.9971592150692714,0.3112800828464901,0.21920323053334795,0.245533656680977,0.6917926149545275,0.5446672305263061,0.1100409191060749,0.284944133451098,0.35276842453183704,2.2470925718667174,0.5438359879021277,0.18341882663478407,1.6104059506878146,0.2044178888285352,0.24231464737793854,0.5358830094337463,0.40708813850320136,0.2652053369706627,0.11389601892395189,0.006773760248768189,1.6251516626216471,0.004813250938450092,0.008501016892920522
26.0,0.6354865919163737,0.4961381454575342,54.7584,54.7584,0.0,0.32813359422039684,0.2030587416502108,0.261557327888937,0.7081599324346785,0.5632513130784296,0.1100409191060749,0.30393327995582897,0.3275359223626359,2.4053767044455543,0.5438359879021277,0.18341882663478407,1.6104059506878146,0.2044178888285352,0.24231464737793854,0.5358830094337463,0.40708813850320136,0.2652053369706627,0.11389601892395189,0.0,0.0,,
27.0,0.6328062808220077,0.5628427221474407,58.40896,58.40896,0.9971592150692714,0.31355051092748837,0.21638092580266408,0.24729561986135404,0.691567713674764,0.5649717223467899,0.1100409191060749,0.28492932273579225,0.34756186215625,2.2623914587811416,0.5385061479011117,0.18118541613631214,1.590796744680683,0.20435647143890093,0.23363095238095238,0.5520690679550171,0.4137857159158773,0.2705987757793193,0.11389601892395189,0.0065410400693716115,1.6549789962591603,0.004458058386557,0.008405724453937264
28.0,0.6388247224721673,0.5454602581034689,58.40896,58.40896,0.0,0.3303528471331159,0.19673434189167238,0.26785702872122125,0.709301428890293,0.5566251884588929,0.1100409191060749,0.30461059852625905,0.31710899022598665,2.4673199921295774,0.5385061479011117,0.18118541613631214,1.590796744680683,0.20435647143890093,0.23363095238095238,0.5520690679550171,0.4137857159158773,0.2705987757793193,0.11389601892395189,0.0,0.0,,
29.0,0.6369076452868917,0.5710261122448962,62.05952,62.05952,0.9971592150692714,0.31579151986643417,0.2049892351935946,0.25060469623984416,0.6939270011490132,0.562689547151149,0.1100409191060749,0.29025594497195645,0.32882613796444105,2.2900663583641494,0.5170008426705857,0.16670000454328138,1.4636157270306926,0.20432735831975377,0.20991009826468743,0.5417949557304382,0.4109949631334953,0.26885917419827743,0.11389601892395189,0.006038558922223521,1.6068375448230654,0.004037765855131808,0.00785886820850338
30.0,0.6421784172603134,0.7053066246302648,62.05952,62.05952,0.0,0.33673222982077483,0.19713897674103914,0.2664863620625793,0.7129053322473272,0.5401713909688594,0.1100409191060749,0.31134115625625947,0.31973530825216945,2.449808596919207,0.5170008426705857,0.16670000454328138,1.4636157270306926,0.20432735831975377,0.20991009826468743,0.5417949557304382,0.4109949631334953,0.26885917419827743,0.11389601892395189,0.0,0.0,,
31.0,0.6395188114732246,0.7299121701849051,65.71008,65.71008,0.9971592150692714,0.31666888185448727,0.2139876990414141,0.2529433907885839,0.6948257533960294,0.576484604957984,0.1100409191060749,0.2844860220318363,0.3423668436458651,2.3111228752789446,0.543038018463657,0.18218829333622474,1.599601944453137,0.20454648167397296,0.24399740428293315,0.5420743227005005,0.41173449438107484,0.2690230899636461,0.11389601892395189,0.005916697028183986,1.6553180272458121,0.0038686772591188393,0.007807352778081839
32.0,0.6372418090414762,0.6658993212723464,65.71008,65.71008,0.0,0.3393634685896892,0.20082338405531872,0.2706695232303306,0.7135022245926714,0.5595111674282361,0.1100409191060749,0.3059805912456137,0.32565007814313773,2.488487069999723,0.543038018463657,0.18218829333622474,1.599601944453137,0.20454648167397296,0.24399740428293315,0.5420743227005005,0.41173449438107484,0.2690230899636461,0.11389601892395189,0.0,0.0,,
33.0,0.6370757167977382,0.7038573113944199,69.36064,69.36064,0.9971592150692714,0.32061973063789495,0.20676457416102115,0.260130898302328,0.6983919326026063,0.5659666249914892,0.1100409191060749,0.2932107080763112,0.3326738846638681,2.3772345268862765,0.5253542095303649,0.17126301448735284,1.5036786720500281,0.20448584607036266,0.21702435495538946,0.5459140539169312,0.4129253831781614,0.2703214937174388,0.11389601892395189,0.005590867882270825,1.6430335036711767,0.003729228869664659,0.007329482408354285
34.0,0.6388112421289968,0.7616082826622597,69.36064,69.36064,0.0,0.3394906314961533,0.20507154089919152,0.2729070738598261,0.7150002946243997,0.5955594601479575,0.1100409191060749,0.3079267794928132,0.32972898378913706,2.5108317573980146,0.5253542095303649,0.17126301448735284,1.5036786720500281,0.20448584607036266,0.21702435495538946,0.5459140539169312,0.4129253831781614,0.2703214937174388,0.11389601892395189,0.0,0.0,,
35.0,0.6423604582925512,0.852770595165719,73.0112,73.0112,0.9971592150692714,0.32748645612952704,0.2231035122493771,0.26179579566476063,0.699363363290798,0.5932362108625329,0.1100409191060749,0.28221080798976983,0.35724892642080486,2.3885814703184893,0.5429343725417193,0.17718118513188724,1.5556398441827077,0.20446790117839755,0.22753390025281545,0.5373266935348511,0.4065726329824441,0.26504006569035043,0.11389601892395189,0.00581347642495422,1.7985276626423001,0.003523410919168587,0.00796810078177588
36.0,0.6355359701914384,0.7136790428366356,73.0112,73.0112,0.0,0.33628112350974726,0.20806000050948745,0.2824592012765821,0.7203054018647561,0.5876621075929017,0.1100409191060749,0.304023757826221,0.3354965685823827,2.5935528262452268,0.5429343725417193,0.17718118513188724,1.5556398441827077,0.20446790117839755,0.22753390025281545,0.5373266935348511,0.4065726329824441,0.26504006569035043,0.11389601892395189,0.0,0.0,,
37.0,0.6365166151382625,0.7846590619066891,76.66176,76.66176,0.9971592150692714,0.3274970867567355,0.20555982937620335,0.2657863125011676,0.7020146331827098,0.571189039174513,0.1100409191060749,0.29623339389016784,0.33131511543212283,2.4236102324331013,0.5057874934071456,0.15229470856121555,1.3371381194886396,0.2040872183194964,0.20485811577752555,0.4975365400314331,0.4080140474317322,0.2668089968097643,0.11389601892395189,0.004867714746059171,1.5789526437874883,0.00318968900674593,0.006451471346863675
38.0,0.6367420035084325,0.8111495955361917,76.66176,76.66176,0.0,0.34259697816153983,0.19081583904807894,0.28649818903854535,0.722714535286406,0.5515429250373006,0.1100409191060749,0.31818613737666396,0.31056054885540446,2.632256755241313,0.5057874934071456,0.15229470856121555,1.3371381194886396,0.2040872183194964,0.20485811577752555,0.4975365400314331,0.4080140474317322,0.2668089968097643,0.11389601892395189,0.0,0.0,,
39.0,0.6359755080524163,0.9198612915979438,80.31232,80.31232,0.9971592150692714,0.32675671463182154,0.2170241917825912,0.267068206710382,0.7018714043097,0.5838150797867349,0.1100409191060749,0.29189357745086747,0.3489877411044447,2.4341743245407437,0.5224409045062521,0.1584015955769884,1.3907562096858959,0.20402599172990413,0.2045002711006687,0.4785115718841553,0.4106705987394664,0.2687673142508026,0.11389601892395189,0.004893490743233658,1.6594659307738766,0.002944773953459273,0.006751881850542068
40.0,0.6382080854025844,0.9991707321404052,80.31232,80.31232,0.0,0.34403099490202266,0.2030093634296869,0.2893335936713941,0.7256088009442716,0.5778571888152481,0.1100409191060749,0.31242971112721185,0.3306299907405974,2.655292238566223,0.5224409045062521,0.1584015955769884,1.3907562096858959,0.20402599172990413,0.2045002711006687,0.4785115718841553,0.4106705987394664,0.2687673142508026,0.11389601892395189,0.0,0.0,,
41.0,0.6392345777300931,0.9480778749164944,83.96288,83.96288,0.9971592150692714,0.32855128575233056,0.2091898673520551,0.2671244367911843,0.7033611889880448,0.5639999670974106,0.1100409191060749,0.2973347228485801,0.3368194605675718,2.4325123392477783,0.5186039723833753,0.15103344094008328,1.3260642678031438,0.20437624841111313,0.20471441523118766,0.49871039390563965,0.4120581453327948,0.2700719691844323,0.11389601892395189,0.004593753108406253,1.6257074784953147,0.0028359097321992003,0.006281632352243761
42.0,0.6428145832413197,0.9760953933675616,83.96288,83.96288,0.0,0.3440493995869082,0.20097777074895476,0.2882372763457241,0.7254623650012568,0.5563623827172406,0.1100409191060749,0.3114363786423196,0.32792280546290703,2.638236681836602,0.5186039723833753,0.15103344094008328,1.3260642678031438,0.20437624841111313,0.20471441523118766,0.49871039390563965,0.4120581453327948,0.2700719691844323,0.11389601892395189,0.0,0.0,,
43.0,0.638933267205575,0.9841842871235016,87.61344,87.61344,0.9971592150692714,0.3309853583466611,0.20753765651170106,0.26863230210293715,0.7052557019202738,0.585896207509943,0.1100409191060749,0.29612378566126274,0.3365340333811069,2.4475695859186923,0.5165620887387796,0.15204297578823664,1.3349279213152778,0.2045929018789144,0.20461866521482694,0.4997193217277527,0.40995510019925574,0.2683201291444432,0.11389601892395189,0.0042171387787932,1.5553891859017313,0.0026014690428151992,0.005777835505198046
44.0,0.6374743729118858,0.9158607470061249,87.61344,87.61344,0.0,0.34812378026211255,0.2061999683839583,0.2885763822080872,0.7288618822844098,0.5832035772298393,0.1100409191060749,0.31867912814228827,0.3357952882403327,2.6526164713467084,0.5165620887387796,0.15204297578823664,1.3349279213152778,0.2045929018789144,0.20461866521482694,0.4997193217277527,0.40995510019925574,0.2683201291444432,0.11389601892395189,0.0,0.0,,
45.0,0.6376805894673018,0.936254390515956,91.264,91.264,0.9971592150692714,0.329170550174732,0.2083528974065479,0.2715538256495077,0.7064771025303688,0.5762921185858564,0.1100409191060749,0.29829819319629847,0.3370661790302745,2.4728517782483643,0.5214523716430781,0.154112746824472,1.353100382967492,0.20448968463146414,0.2045002711006687,0.46461695432662964,0.4097960189737092,0.26811447110660536,0.11389601892395189,0.003952363935709677,1.515194736653939,0.002479147533886235,0.005390442734035412
46.0,0.6353608839401966,0.8856306403246317,91.264,91.264,0.0,0.34394106201479974,0.18576396570109252,0.2928538663145259,0.7247875622115878,0.572755819094755,0.1100409191060749,0.32300147776767096,0.30062645760494333,2.687840574777919,0.5214523716430781,0.154112746824472,1.353100382967492,0.20448968463146414,0.2045002711006687,0.46461695432662964,0.4097960189737092,0.26811447110660536,0.11389601892395189,0.0,0.0,,
47.0,0.6415204578545282,1.3132189195492157,94.91456,94.91456,0.9971592150692714,0.3322038304135798,0.20462151953798222,0.272216284477965,0.708267109926527,0.5895360087050107,0.1100409191060749,0.30383099518867895,0.32855543074412463,2.4837102358006855,0.5424373013076679,0.16792617097260165,1.4743813924236067,0.20445371672184678,0.2128654970760234,0.5378491878509521,0.4117570585534715,0.2693902844089551,0.11389601892395189,0.0038661817316815064,1.5407483443850651,0.0024303992637799924,0.005280345704610348
48.0,0.6354262552387302,0.9734720092580501,94.91456,94.91456,0.0,0.3475684295734449,0.19931324585197843,0.292733198124933,0.7305591065700064,0.5527946694864581,0.1100409191060749,0.32071255795449494,0.32575727731950854,2.691861159640233,0.5424373013076679,0.16792617097260165,1.4743813924236067,0.20445371672184678,0.2128654970760234,0.5378491878509521,0.4117570585534715,0.2693902844089551,0.11389601892395189,0.0,0.0,,
49.0,0.6390618142951233,1.2528099132329402,98.56512,98.56512,0.9971592150692714,0.3346767281124688,0.20078128338467233,0.27404637242829294,0.7098655544915569,0.5809947298426353,0.1100409191060749,0.30642251123046577,0.3230351057993556,2.4979902288856843,0.5371797712475896,0.16004567578350992,1.4051911321884925,0.2046031170714027,0.20470726951158677,0.501104474067688,0.4146874316913792,0.27196996466976714,0.11389601892395189,0.0037587327911495507,1.5547681292518973,0.0022709215444748116,0.005233556970009971
50.0,0.6368687652030627,1.0597353694568559,98.56512,98.56512,0.0,0.34579864778754427,0.19827603712422706,0.2920280595871225,0.7278563520384949,0.5869488105013718,0.1100409191060749,0.3142534769855185,0.31723768716574147,2.685250568288081,0.5371797712475896,0.16004567578350992,1.4051911321884925,0.2046031170714027,0.20470726951158677,0.501104474067688,0.4146874316913792,0.27196996466976714,0.11389601892395189,0.0,0.0,,
51.0,0.6375254993640763,1.1407368077071869,102.21568,102.21568,0.9971592150692714,0.33130829956369745,0.21235142562922488,0.2738675942849712,0.7086768543990958,0.5970615364711991,0.1100409191060749,0.2998267293089515,0.34037020932768974,2.496951557518299,0.5514813523429751,0.1697893818455947,1.4907402686213527,0.2045505948342154,0.2163639286288378,0.5350869297981262,0.41364906381256383,0.27088286686966784,0.11389601892395189,0.004115722049672247,1.7683479723054916,0.0021712546166949205,0.0060540892811668185
52.0,0.6429381411851125,1.4184917881040024,102.21568,102.21568,0.0,0.35149399695967354,0.2077279266808531,0.2969345313288691,0.7296435016380891,0.5670741863809069,0.1100409191060749,0.31522609645532695,0.3364634043562934,2.7298453027507783,0.5514813523429751,0.1697893818455947,1.4907402686213527,0.2045505948342154,0.2163639286288378,0.5350869297981262,0.41364906381256383,0.27088286686966784,0.11389601892395189,0.0,0.0,,
53.0,0.6357027671230571,1.0049949102861264,105.86624,105.86624,0.9971592150692714,0.3365771805818121,0.21359053489497676,0.27671857413405554,0.713308925048606,0.6030514193427311,0.1100409191060749,0.30215226179120774,0.34262545295115243,2.5214292968408394,0.5566467317789114,0.1765799469901616,1.5503610104938228,0.2043696566698331,0.2223872285130871,0.5379877090454102,0.41310038362267426,0.27023989591999914,0.11389601892395189,0.0036242274026524286,1.6143979921471328,0.0019632860256358223,0.005287570676001058
54.0,0.6343752868685345,1.0732248099793378,105.86624,105.86624,0.0,0.3511968450211839,0.19508525595440007,0.3023076736775578,0.7347047577859699,0.564058078106447,0.1100409191060749,0.3234933310193597,0.31329287917995885,2.7704729628397784,0.5566467317789114,0.1765799469901616,1.5503610104938228,0.2043696566698331,0.2223872285130871,0.5379877090454102,0.41310038362267426,0.27023989591999914,0.11389601892395189,0.0,0.0,,
55.0,0.6401611839068237,1.0623449615708265,109.5168,109.5168,0.9971592150692714,0.3365769317940291,0.2085833865797894,0.2796197248585261,0.7135886827361924,0.5950856899367138,0.1100409191060749,0.3077080625123369,0.3372294750887275,2.548369534384729,0.5438161597683753,0.16741392306220676,1.4698838874604445,0.2044991626306975,0.21409318444358877,0.5378342270851135,0.4130202701712862,0.27042070048509326,0.11389601892395189,0.0037039037883057012,1.7064579353900626,0.0019014425759778266,0.005521213206515698
56.0,0.6403611401497767,0.9961195194017305,109.5168,109.5168,0.0,0.35578717374921015,0.20633591939460755,0.30191109139249733,0.7322629587844114,0.5893515368752934,0.1100409191060749,0.32338176906135435,0.3362911535563724,2.7708110751602733,0.5438161597683753,0.16741392306220676,1.4698838874604445,0.2044991626306975,0.21409318444358877,0.5378342270851135,0.4130202701712862,0.27042070048509326,0.11389601892395189,0.0,0.0,,
57.0,0.6398213168459496,0.989572964604408,113.16736,113.16736,0.9971592150692714,0.33990691042338106,0.21301822092163739,0.2825684521878507,0.7136341234696307,0.590581194445289,0.1100409191060749,0.3056919500810692,0.3440239752213909,2.573822026194533,0.5425934792345979,0.16260002485609543,1.4276181590215467,0.20444766520222837,0.21241884468120525,0.5323536992073059,0.4113834180495442,0.26916943440342894,0.11389601892395189,0.003220298503461705,1.5354756432352588,0.0017967937114300389,0.004660044305097929
58.0,0.6390619252364216,1.0745619245681737,113.16736,113.16736,0.0,0.3609049939911318,0.1987570739443693,0.3124417942012285,0.7388838855106414,0.5801620896597272,0.1100409191060749,0.32456415416119977,0.3235718343458912,2.8684449280171913,0.5425934792345979,0.16260002485609543,1.4276181590215467,0.20444766520222837,0.21241884468120525,0.5323536992073059,0.4113834180495442,0.26916943440342894,0.11389601892395189,0.0,0.0,,
59.0,0.6397853650238806,1.105180561605017,116.81792,116.81792,0.9971592150692714,0.337208746765443,0.20898902287336807,0.2839983281982851,0.7149288992965049,0.6012831946345369,0.1100409191060749,0.3037508813207712,0.3369738841527365,2.585105233752556,0.542623346929744,0.16332345076053306,1.4339697937079237,0.20436436073886274,0.2083402010878523,0.5332950949668884,0.412630850515858,0.27020392274815747,0.11389601892395189,0.003280521154273299,1.6180483419448137,0.0017546239168232207,0.004827569531986185
60.0,0.6360277029494181,1.0676381038693443,116.81792,116.81792,0.0,0.3600759730407483,0.19932201303981276,0.3048906859536271,0.7373825338305752,0.5690200277552276,0.1100409191060749,0.32272170724992266,0.32464470552476066,2.807682060488777,0.542623346929744,0.16332345076053306,1.4339697937079237,0.20436436073886274,0.2083402010878523,0.5332950949668884,0.412630850515858,0.27020392274815747,0.11389601892395189,0.0,0.0,,
