round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_auroc,fed_brier,fed_auprc_lift,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
17.0,0.18463920494228528,15.221134659606212,302.7072,302.7072,0.035646615445478584,0.9649749425106934,0.9655251944381466,0.40671481166962326,0.12977125366780326,0.9839543829325741,0.05067246169702848,1.5347460185040347,0.8860759493670884,0.9515898131404459,0.5898815384374951,0.9803917983532129,1.013762535171837,0.0,0.9832657200811359,0.485347181558609,0.48160273961890065,0.26377442852807825,0.9670822942643391,8.77073588912959e-05,0.007502818483771989,8.77073588912959e-05,
18.0,0.18898924045944843,17.481180357179614,325.73952,325.73952,0.9991046702896288,0.9641546577408376,0.9649715218079086,0.3178971114289408,0.2192993963821024,0.950967038739648,0.09260069781368538,1.5338437529854099,0.8860759493670884,0.872622268564095,0.5907137387281791,0.9805333401993442,1.01390889484254,0.0,0.9832657200811359,0.4852232336997986,0.4817181311789296,0.26388543577092016,0.9670822942643391,0.0003001567219896207,0.18156566621325965,8.773476730194646e-05,0.0003351503213453986
19.0,0.16004015400875027,12.293488667456185,326.56128,326.56128,0.035646615445478584,0.9650362845240033,0.9676472312566133,0.20607181877400801,0.2434365981678922,0.986125575236449,0.1438830944436646,1.5348090453865286,0.8860759493670884,0.8564000489450803,0.5850407113945021,0.9800105930478116,1.0133683543377319,0.0,0.9832657200811359,0.4852443337440491,0.48170968084561255,0.26387742514521983,0.9670822942643391,7.887538455610959e-05,0.006748834366362644,7.887538455610959e-05,
20.0,0.18386817552957926,25.495194099172824,349.5936,349.5936,0.9991046702896288,0.9981716122423209,0.9880312328423032,0.27125200786419557,0.18421862736532954,0.9583459818780847,0.07910471740503117,2.0742750298998045,0.8860759493670884,0.8797139055243406,0.6295145889008704,0.9828457431420494,1.016300007735848,0.0,0.9832657200811359,0.4848235845565796,0.4820852148116675,0.2642386429076372,0.9670822942643391,0.0002764265309079959,0.16729666226785866,0.00012085089202364065,0.00030204636009842703
21.0,0.17907321041531915,15.223715124082592,350.41536,350.41536,0.035646615445478584,0.9893022163206721,0.9928951368484584,0.5254280441420993,0.08145882192417536,0.6767882258388586,0.03247327223525528,2.0655169726041587,0.8860759493670884,0.9518512175903014,0.6464672511603919,0.9837248108512067,1.0172089972958585,0.0,0.9832657200811359,0.4847913682460785,0.4820936894624905,0.26424656373788874,0.9670822942643391,0.00011828303467323609,0.010123823355570494,0.00011828303467323609,
22.0,0.19015247074452946,22.563093655439463,373.44768,373.44768,0.9991046702896288,0.9986772755896495,0.9901788363694262,0.35454453112958345,0.22938187313482225,0.9698663853727143,0.10404234136645579,2.074882670662274,0.8860759493670884,0.8675480386601543,0.6454787691249786,0.9835832342745583,1.0170626017124753,0.0,0.9832657200811359,0.48457545042037964,0.48235959064336187,0.2645033659839536,0.9670822942643391,0.000246180234783701,0.1490696616805849,7.144077857864942e-05,0.000274951685522435
23.0,0.20112629892340136,28.910830907156434,374.26944,374.26944,0.035646615445478584,0.9986058450628655,0.9880312328423032,0.16990360995668144,0.3253589645421077,0.9676845416627329,0.2085612334489633,2.0748090909427805,0.8860759493670884,0.7753955400840244,0.6459007298357478,0.9835723145444583,1.017051310294811,0.0,0.9832657200811359,0.48458465933799744,0.48236543029323775,0.2645091816457551,0.9670822942643391,7.559687787119909e-05,0.006472608990407025,7.559687787119909e-05,
24.0,0.16608450845985953,33.918596285330636,397.30176,397.30176,0.9991046702896288,0.998926336643227,0.9928951368484584,0.3449648895972891,0.2252665907144546,0.9584237492465338,0.10129234671668835,2.075324409504286,0.8860759493670884,0.9394823982527418,0.6441308390766874,0.9833057157141523,1.0167756369297964,0.0,0.9832657200811359,0.48448094725608826,0.48247686004698126,0.2646167375731791,0.9670822942643391,0.0002445665378937819,0.1481737748210321,6.566065023685648e-05,0.0002740152607777694
25.0,0.15214980284730378,11.36835538100006,398.12352,398.12352,0.035646615445478584,0.9964349154927274,0.9859091960238364,0.30690130170136054,0.15494113296018874,0.8920869130530559,0.06860188191333974,2.072586329072085,0.8860759493670884,0.931385062490507,0.6611303858596277,0.9840218499872642,1.0175161470987442,0.0,0.9832657200811359,0.48445603251457214,0.4824873556965901,0.26462660799502424,0.9670822942643391,8.789155170911838e-05,0.007527655260673782,8.789155170911838e-05,
26.0,0.13865931419666647,13.852585692231305,421.15584,421.15584,0.9991046702896288,0.9994145542046309,0.9957407849693495,0.3809320459511712,0.24631474402886394,0.969901547116737,0.1127471287152166,2.0759177786232303,0.8860759493670884,0.9244285619484581,0.6582040101895696,0.9837925218516277,1.0172790130544165,0.0,0.9832657200811359,0.48431894183158875,0.4826347931364825,0.26476891292523774,0.9670822942643391,0.00019165257722486968,0.11616406716797201,6.854694938749892e-05,0.00021191395386293923
27.0,0.18513246450944465,25.73984378824526,421.9776,421.9776,0.035646615445478584,0.9990840434784461,0.9901302718287004,0.2041772911128615,0.1997273687571915,0.9913546288832241,0.10522721680097726,2.0752969267949886,0.8860759493670884,0.9076800496359498,0.6486278462812759,0.9832286145712411,1.016695911405538,0.0,0.9832657200811359,0.48435768485069275,0.48262747601975226,0.2647621564773419,0.9670822942643391,8.468133283293329e-05,0.007254692449805589,8.468133283293329e-05,
28.0,0.1756693139105322,22.137559345178317,445.00992,445.00992,0.9991046702896288,0.9989455633727018,0.9927563247450003,0.2488784373498164,0.2631505546061801,0.9806158328310226,0.12683555856991593,2.075176261150198,0.8860759493670884,0.8216854843823093,0.7098355916045447,0.9865459312418465,1.0201261434450244,0.0,0.9832657200811359,0.48404115438461304,0.4829622405128288,0.26508525710521685,0.9670822942643391,0.0003117499084517307,0.18903571823113907,9.843089041948214e-05,0.0003468539586887032
29.0,0.1450441620713458,17.8864409604881,445.83168,445.83168,0.035646615445478584,0.9977986622301376,0.9877663781470687,0.27600076021272923,0.09398712651639042,0.9547713457809538,0.045670574174214815,2.0737649030389305,0.8860759493670884,0.9683787569208139,0.7096519605544876,0.9868863604104778,1.0204781601975288,0.0,0.9832657200811359,0.48402848839759827,0.4829559319334434,0.2650790925979591,0.9670822942643391,0.00013738222588525117,0.011774770418014668,0.00013738222588525117,
30.0,0.16893673373283075,20.873454687110563,468.864,468.864,0.9991046702896288,0.9978203858694039,0.9859091960238364,0.4600607463579137,0.13476052962023496,0.9432328469998135,0.05719997120700741,2.073915542233738,0.8860759493670884,0.9586192212332066,0.7110897526059982,0.9867624382249016,1.0203500199282762,0.0,0.9832657200811359,0.48396480083465576,0.4830069586374516,0.26512832902520783,0.9670822942643391,0.00029936408353518565,0.1816256272558121,9.054830855712484e-05,0.0003337286390072864
31.0,0.13709101548755412,15.031309397666694,469.68576,469.68576,0.035646615445478584,0.9993425064309468,0.9907475333213355,0.318844558828302,0.209371681714171,0.9799013413509371,0.12233353811177868,2.075747983774737,0.8860759493670884,0.8513660969763661,0.6717223811086628,0.9842548331313805,1.0177570605613295,0.0,0.9832657200811359,0.48402947187423706,0.48296349243332914,0.2650867507652996,0.9670822942643391,0.0001597154409652921,0.01369679834897397,0.0001597154409652921,
32.0,0.1338819093661994,15.167202942570444,492.71808,492.71808,0.9991046702896288,0.9972833306299513,0.9875832603561286,0.4470064609865598,0.13092685776923774,0.9662246333132407,0.051114915177685245,2.0729570856993225,0.8860759493670884,0.931182761899928,0.6658500945504555,0.984279555211637,1.0177826241358083,0.0,0.9832657200811359,0.48379430174827576,0.4831933798932672,0.2653087794248687,0.9670822942643391,0.00019240347859264255,0.11679757194110607,7.393551602918568e-05,0.00021189857257427466
33.0,0.14619583227710425,21.01907279036766,493.53984,493.53984,0.035646615445478584,0.9991611874653419,0.9927563247450003,0.22860593873543764,0.1918109999183675,0.9813441832429173,0.11773800773249365,2.0754762164717513,0.8860759493670884,0.8700117722754982,0.6520386953599949,0.9832598422762282,1.016728202044269,0.0,0.9832657200811359,0.4837867021560669,0.48319322813181503,0.2653087237682544,0.9670822942643391,6.883152329412544e-05,0.0059055159390482,6.883152329412544e-05,
34.0,0.13380062281737665,18.07798299035151,516.57216,516.57216,0.9991046702896288,0.9951052586429309,0.9819395748519111,0.38897237408010255,0.12360439364668686,0.9517663178331165,0.06149232805691184,2.0700207307675083,0.8860759493670884,0.9091807206774586,0.6512299373310204,0.9819425088496108,1.015366029006431,0.0,0.9832657200811359,0.48379310965538025,0.48315182020539355,0.2652687035113021,0.9670822942643391,0.00045855604180262743,0.2785038918293594,0.00016889346856799995,0.0005062193620656687
35.0,0.13480524760824694,14.342267558448484,517.39392,517.39392,0.035646615445478584,0.9996945813520925,0.9950146514371707,0.3917191675372955,0.17445248486041895,0.9971217600964436,0.10734586607930122,2.076107287445702,0.8860759493670884,0.8785640980129339,0.6731640802037915,0.9832807503907174,1.016749821832588,0.0,0.9832657200811359,0.4837331473827362,0.4831834319077822,0.26529881532084004,0.9670822942643391,0.00010535782033933441,0.009044929552146641,0.00010535782033933441,
36.0,0.13327237417929305,21.725430661956686,540.42624,540.42624,0.9991046702896288,0.9982300175610977,0.9886254965028687,0.6378235243543793,0.08990572367790882,0.9669348884386249,0.058460756784597154,2.0742966749633,0.8860759493670884,0.9147687752631626,0.6546212511916483,0.9820843076858597,1.0155126544147235,0.0,0.9832657200811359,0.4835541844367981,0.48334648401065355,0.26545637999816585,0.9670822942643391,0.00016048381995418102,0.0975344941419678,4.8790632980648655e-05,0.00017886272197515136
37.0,0.13539406142347568,30.019398486630244,541.248,541.248,0.035646615445478584,0.9998786800233453,0.9957407849693495,0.23273044560529005,0.21229656807732483,0.993550331525015,0.09918321408538941,2.07639074493373,0.8860759493670884,0.8850339263313945,0.6689640083141888,0.9831893253073706,1.0166552848072605,0.0,0.9832657200811359,0.48356738686561584,0.4833429581803871,0.26545288389131605,0.9670822942643391,9.326315731668559e-05,0.008010148430912523,9.326315731668559e-05,
38.0,0.12578498119527157,14.493764209652337,564.28032,564.28032,0.9991046702896288,0.9993761642524819,0.9950146514371707,0.2831428987818931,0.20353908447022168,0.9942435201928872,0.08841281545371117,2.0756823886937554,0.8860759493670884,0.8818438359577598,0.6780088142904028,0.984206222991586,1.0177067958216246,0.0,0.9832657200811359,0.48350194096565247,0.48343472543202726,0.2655417446012415,0.9670822942643391,0.00022111080073245636,0.13443919771668789,9.264833086966227e-05,0.0002422461481685707
39.0,0.10352765302600224,9.775203413126377,565.10208,565.10208,0.035646615445478584,0.9995048530715763,0.9957407849693495,0.7307131012532277,0.04486480141490828,0.9742013261000603,0.01853224104016535,2.076009797468594,0.8860759493670884,0.968105205043475,0.6837912388453904,0.9846892901714873,1.0182063057214195,0.0,0.9832657200811359,0.48350244760513306,0.48344386425101543,0.2655505448564793,0.9670822942643391,6.578454285163103e-05,0.0056519487268360535,6.578454285163103e-05,
40.0,0.12331417082817882,16.637028529937204,588.1344,588.1344,0.9991046702896288,0.999835396315587,0.9978602995580619,0.2726922541982514,0.19085253237546237,0.9914004420333534,0.07941816776235239,2.076346636774395,0.8860759493670884,0.9003210420299808,0.6917381655648804,0.9854328176589817,1.0189751415194732,0.0,0.9832657200811359,0.48348480463027954,0.48347052221286324,0.26557633967703703,0.9670822942643391,0.0001671071008728819,0.1016399730123112,5.4101284435094234e-05,0.00018569878403067752
41.0,0.09589155815619162,9.647767869906653,588.95616,588.95616,0.035646615445478584,0.9999594360473271,0.9978602995580619,0.4408003896679179,0.23359641365565453,0.9978501105083383,0.13596935583072287,2.076473039167692,0.8860759493670884,0.8560222337257158,0.6891243533842812,0.9852489771239543,1.0187850433901642,0.0,0.9832657200811359,0.483491986989975,0.4834659699489945,0.26557197112446923,0.9670822942643391,4.733050006770739e-05,0.0040674550580206414,4.733050006770739e-05,
42.0,0.14867652149336147,21.57010314100514,611.98848,611.98848,0.9991046702896288,0.9998771417426096,0.9978602995580619,0.48219322441499446,0.12426087282252207,0.993550331525015,0.05245155385511943,2.0763891773524086,0.8860759493670884,0.9137725465270303,0.6881671276978136,0.9848264158489045,1.0183480989051334,0.0,0.9832657200811359,0.4833943843841553,0.48356716039769365,0.26566986973052925,0.9670822942643391,0.00013892784749692646,0.08452819416794455,4.548301272809823e-05,0.0001542987297457684
43.0,0.10842686361442308,13.397462285272358,612.81024,612.81024,0.035646615445478584,0.9999594360473271,0.9978602995580619,0.38356208649684004,0.2601386982110576,0.9978501105083383,0.17250583310418516,2.076473039167692,0.8860759493670884,0.8433654842214303,0.7015253098285589,0.985503269329635,1.0190479912356463,0.0,0.9832657200811359,0.4833773374557495,0.4835797027756745,0.2656818604046991,0.9670822942643391,6.033885317178003e-05,0.005186445867366274,6.033885317178003e-05,
44.0,0.10177277607889053,20.490594037002833,635.84256,635.84256,0.9991046702896288,0.9979965848262795,0.9917421560981462,0.2988429132235955,0.2388700499053934,0.9877235282298572,0.1346496595956785,2.073792217801286,0.8860759493670884,0.8676149045298294,0.7041469360963946,0.9853395146172325,1.018878662613487,0.0,0.9832657200811359,0.48320022225379944,0.483764661562413,0.2658607837743421,0.9670822942643391,0.00017567988626075097,0.10692490140667132,6.498905930147318e-05,0.0001938862007451452
45.0,0.13358807580380078,24.40229460998558,636.66432,636.66432,0.035646615445478584,0.9993348202237962,0.9950146514371707,0.14155364479822446,0.24031193163796058,0.9920936307012255,0.14064690639642402,2.0756402571597614,0.8860759493670884,0.8604625711694531,0.7051315110881897,0.9857943873255501,1.0193490183536504,0.0,0.9832657200811359,0.4831921458244324,0.4837663073640809,0.26586255365378375,0.9670822942643391,0.00018921131085572406,0.016269440954602032,0.00018921131085572406,
46.0,0.09323211297830203,10.358381826527223,659.69664,659.69664,0.9991046702896288,0.9989230481094532,0.9922983509581386,0.5551383357007794,0.06885895255622981,0.9949367088607594,0.02811017246446058,2.0750418367772947,0.8860759493670884,0.9600614247338705,0.6713590260521668,0.9838750148506561,1.0173643139636748,0.0,0.9832657200811359,0.483344167470932,0.48357120288577754,0.2656736319683218,0.9670822942643391,0.0005511116810839298,0.33558785166871985,0.00015254124997387985,0.0006166757583452112
47.0,0.11817264721215628,15.927556350290066,660.5184,660.5184,0.035646615445478584,0.9999184857712954,0.9978602995580619,0.45298477793544645,0.09455849964344552,0.9957002210166768,0.031984602905149005,2.0764313088864026,0.8860759493670884,0.9763334869812904,0.6736993451794896,0.983897693266327,1.0173877643109777,0.0,0.9832657200811359,0.48332828283309937,0.4835799534867826,0.26568193867912754,0.9670822942643391,6.44569940685902e-05,0.005546137793771777,6.44569940685902e-05,
48.0,0.12308899064594866,30.825984336991688,683.55072,683.55072,0.9991046702896288,0.9999594360473271,0.9978602995580619,0.3824218633242799,0.16603631005948605,0.9978501105083383,0.07589112833735624,2.076473039167692,0.8860759493670884,0.9186994123348609,0.6599973432103396,0.9832046559668273,1.016671137294218,0.0,0.9832657200811359,0.48331204056739807,0.4836002421498001,0.2657017083518516,0.9670822942643391,0.00022377100356343418,0.13634938552280573,7.224613855003443e-05,0.00024869032376305264
49.0,0.12336388132888558,28.754954499659902,684.37248,684.37248,0.035646615445478584,0.9998786800233453,0.9957407849693495,0.09284758084072466,0.23033351680452493,0.993550331525015,0.14796563290800835,2.07639074493373,0.8860759493670884,0.8776617296852365,0.6090768437338834,0.9795271102742295,1.0128684146982105,0.0,0.9832657200811359,0.4833541810512543,0.4835635924874398,0.26566697548721174,0.9670822942643391,0.00011604724567818687,0.009987449136588111,0.00011604724567818687,
50.0,0.11344417366778303,14.496577874135067,707.4048,707.4048,0.9991046702896288,0.9999594360473271,0.9978602995580619,0.5524564526880844,0.1108413331902228,0.9978501105083383,0.041324071286543695,2.076473039167692,0.8860759493670884,0.9490817500786022,0.5790004219607108,0.9760351318069598,1.0092575756951803,0.0,0.9832657200811359,0.4833186864852905,0.4835979053207169,0.26570050306325377,0.9670822942643391,0.00027212744939850603,0.16587482363081563,8.445233418410007e-05,0.00030298665896697695
51.0,0.10503087862952845,15.572043160650859,708.22656,708.22656,0.035646615445478584,0.9999594360473271,0.9978602995580619,0.7834112883117128,0.03847697951716965,0.9978501105083383,0.013405266322463447,2.076473039167692,0.8860759493670884,0.9732372687949471,0.5718896025755231,0.9751571610104552,1.0083497203847152,0.0,0.9832657200811359,0.48332518339157104,0.48358946519896867,0.2656924201425179,0.9670822942643391,4.423679976628984e-05,0.0038080699648617156,4.423679976628984e-05,
52.0,0.1264862943880179,21.913548411084612,731.25888,731.25888,0.9991046702896288,0.9996945813520925,0.9950146514371707,0.268472883520247,0.1317109443278755,0.9971217600964436,0.049281127114914385,2.076107287445702,0.8860759493670884,0.9447828061841385,0.6047204900995515,0.978619014601653,1.0119294091162012,0.0,0.9832657200811359,0.48329341411590576,0.48364307328947165,0.2657440087826159,0.9670822942643391,0.00013767082175860428,0.0839421893394956,4.642268164331649e-05,0.00015267275148009524
53.0,0.12413327625851722,22.54947360587558,732.08064,732.08064,0.035646615445478584,0.9999999999999999,1.0,0.3475918591608006,0.20790329719363132,1.0,0.11699479951737955,2.0765143757670828,0.8860759493670884,0.8869058566139124,0.643540875490334,0.9813545453602772,1.0147580523194202,0.0,0.9832657200811359,0.4832608103752136,0.48368177630954845,0.26578095152964565,0.9670822942643391,6.166047013694271e-05,0.005309023767495091,6.166047013694271e-05,
54.0,0.1017141045343491,14.065935619552459,755.11296,755.11296,0.9991046702896288,0.9994118072238902,0.9948758393337127,0.5405585495794372,0.14343668108625243,0.9942435201928872,0.07405979241768475,2.0757316099399863,0.8860759493670884,0.9519228588729423,0.6436229234063169,0.9811152469075657,1.01451060858673,0.0,0.9832657200811359,0.4830934703350067,0.483852432181413,0.26594620373622274,0.9670822942643391,0.00021528864649819236,0.13130660527781401,6.857701490370166e-05,0.0002394084489932993
55.0,0.0805333405023154,7.98105185901874,755.93472,755.93472,0.035646615445478584,0.9995048530715763,0.9957407849693495,0.6993744549369005,0.03908837824776956,0.9742013261000603,0.017397030719652387,2.076009797468594,0.8860759493670884,0.9913670070543551,0.620708112585369,0.9793093788370097,1.0126432720826224,0.0,0.9832657200811359,0.4831139147281647,0.48383674099855584,0.2659313025006203,0.9670822942643391,4.941556353282615e-05,0.004255705515561203,4.941556353282615e-05,
56.0,0.10679187533539665,18.65244469180655,778.96704,778.96704,0.9991046702896288,0.9998771417426096,0.9978602995580619,0.4308292704166741,0.10972574593318538,0.993550331525015,0.04576292082448212,2.0763891773524086,0.8860759493670884,0.9441569918418748,0.5882249519433635,0.976634533232235,1.009877379644472,0.0,0.9832657200811359,0.4830818772315979,0.483874100119693,0.26596776147707485,0.9670822942643391,0.0001409250382182081,0.08597724335106705,4.852378434839909e-05,0.00015611344857534526
57.0,0.1074059500264507,19.055290048692946,779.7888,779.7888,0.035646615445478584,0.9999594360473271,0.9978602995580619,0.13220983227166708,0.19317066328273882,0.9978501105083383,0.1133876149971346,2.076473039167692,0.8860759493670884,0.9013428088467388,0.5692562551768328,0.975423303320443,1.0086249216902983,0.0,0.9832657200811359,0.48308244347572327,0.48386517306812976,0.2659592690920911,0.9670822942643391,5.828078724683588e-05,0.005019875155539921,5.828078724683588e-05,
58.0,0.09832243409714356,33.37980606007179,802.82112,802.82112,0.9991046702896288,0.9996536310760609,0.9950146514371707,0.4861066687207684,0.06875733638237295,0.9949718706047819,0.029398001404576775,2.076065557164412,0.8860759493670884,0.935502227072386,0.5958475940425398,0.977466797880548,1.0107379730533774,0.0,0.9832657200811359,0.48298195004463196,0.4839631479428593,0.2660538495281407,0.9670822942643391,0.00020133155694977857,0.1228660101652963,7.364667497744853e-05,0.0002223170812487694
