round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_auroc,fed_brier,fed_auprc_lift,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6711941330329947,154.2158295280538,23.03232,23.03232,0.9991046702896288,0.9310005595270473,0.9507433713347151,0.34946627430774985,0.592339501476489,0.5093381361491777,0.41743157559432476,1.492693264728582,0.8860759493670884,0.0,0.4240431650178943,0.9628901879680011,0.9956652021020331,0.0,0.9832657200811359,0.4853750169277191,0.48146731472966675,0.26364589651899506,0.9670822942643391,0.003520133373941259,2.104203036090439,0.0007660177364873229,0.003979211265432946
2.0,0.5275433351273416,46.00062370418795,46.06464,46.06464,0.9991046702896288,0.8936188343918492,0.9123249545021416,0.3303618756779135,0.6072719001568823,0.5526885117322817,0.4337821225224395,1.0091513570486779,0.8860759493670884,0.0,0.49934361667213656,0.9687050430494344,1.0016779841743766,0.0,0.9832657200811359,0.485697478055954,0.48126939712022604,0.26345448856734566,0.9670822942643391,0.0010016917400004048,0.6018771625026602,0.00016687629504621364,0.0011401030304091164
3.0,0.4875775220516544,50.87414363761602,69.09696,69.09696,0.9991046702896288,0.9073472410224952,0.914444469090854,0.3124749627168671,0.6142854438426624,0.7410430752546048,0.44524439499243873,1.0246925646361387,0.8860759493670884,0.0,0.398412958882273,0.9595794489510813,0.9922417716074874,0.0,0.9832657200811359,0.48576444387435913,0.48121735669133664,0.26340479421807017,0.9670822942643391,0.0005392052240414127,0.32427173795622366,9.527169385450988e-05,0.0006127298669871172
4.0,0.46478532979660486,58.4095682318305,92.12928,92.12928,0.9991046702896288,0.9120464165193805,0.914444469090854,0.30372424216210075,0.5904557009538014,0.8136740451861695,0.4193789293144059,1.0302937176236038,0.8860759493670884,0.0856249090644551,0.43498679419257036,0.9633615254617827,0.9961525830587283,0.0,0.9832657200811359,0.48582375049591064,0.4811473988089478,0.26333732437595536,0.9670822942643391,0.00046468885813810614,0.2796442034833717,9.760908052245658e-05,0.0005254335244285661
5.0,0.418332811477903,46.50446310654915,115.1616,115.1616,0.9991046702896288,0.9050638227614323,0.916857260044384,0.26224936614056676,0.6274334709729825,0.8156881292499714,0.4678317269835439,1.029514801733726,0.8860759493670884,0.025082044069385835,0.48528216669010893,0.9685533013090221,1.001521077423718,0.0,0.9832657200811359,0.48605066537857056,0.48093367192216047,0.26313139669659064,0.9670822942643391,0.00045438095536153955,0.2735907433085458,0.0001145463458580142,0.0005105800137012374
6.0,0.3659997625669723,36.644212290710264,138.19392,138.19392,0.9991046702896288,0.9058538337635722,0.9251814340439807,0.2870968776413157,0.5544875852040599,0.8732589792563865,0.3726047977634984,1.0584885166213576,0.8860759493670884,0.2204374067255714,0.4347367434010033,0.9651342426151333,0.9979856402492739,0.0,0.9832657200811359,0.48615017533302307,0.4808224758007877,0.2630247284181154,0.9670822942643391,0.000366364721113262,0.22071458094865193,9.224756471823024e-05,0.00041166804499507203
7.0,0.3628153332549356,39.7405644225049,161.22624,161.22624,0.9991046702896288,0.9287920834955752,0.9278909511830342,0.3384118654808414,0.42154324130166937,0.8972644042111784,0.23673951442215233,1.1560345431629628,0.8860759493670884,0.546106890267387,0.5104200853298326,0.972834720556874,1.00594822832209,0.0,0.9832657200811359,0.4861477017402649,0.4808112486788162,0.26301348445923173,0.9670822942643391,0.00036260573579833405,0.21856323428005453,9.435440731311554e-05,0.0004069142039627595
8.0,0.2863034749376171,28.192932911882583,184.25856,184.25856,0.9991046702896288,0.9334803167614341,0.9311057392079488,0.37234250063131624,0.34572420404430176,0.9183839638239516,0.17461435052328636,1.1953145800564546,0.8860759493670884,0.6946859866317707,0.5410239579914671,0.9753702759724437,1.0085700893887313,0.0,0.9832657200811359,0.48602622747421265,0.4809409454130472,0.26313796348417373,0.9670822942643391,0.0002901648398563645,0.17498987731130455,7.792195844089238e-05,0.00032520273045734275
9.0,0.28774537725801835,24.643242116937895,207.29088,207.29088,0.9991046702896288,0.9570408450580468,0.9557943066180352,0.43475995964138814,0.2885945995145709,0.912702225417644,0.1389400140489549,1.5241593381110012,0.8860759493670884,0.773045596704917,0.5730343663556661,0.9787056839482904,1.0120190285282735,0.0,0.9832657200811359,0.48584839701652527,0.48111140383151996,0.2633015367182704,0.9670822942643391,0.000345294296183594,0.20834096321607376,9.744492355773838e-05,0.0003861902895944759
10.0,0.25675206756758856,27.3165458204253,230.3232,230.3232,0.9991046702896288,0.9495102995520323,0.9487140099807765,0.4388199009724307,0.25171069278998714,0.9413188619456728,0.11366395032956184,1.349094325544961,0.8860759493670884,0.7919544467435885,0.5575820088455468,0.9777008820218487,1.01098002498907,0.0,0.9832657200811359,0.4857355058193207,0.48121007199299304,0.2633967048198213,0.9670822942643391,0.00024937278944617947,0.15053898660499954,6.507532247172499e-05,0.0002797693280677024
11.0,0.23633532917285643,19.252114248681814,231.14496,231.14496,0.035646615445478584,0.9641668967976735,0.9702423832556586,0.23783393317385562,0.21273889512075142,0.9551283494435852,0.10819349453604524,1.5339022193792375,0.8860759493670884,0.8444843161515924,0.5867012049322519,0.979608953661113,1.0129530438837193,0.0,0.9832657200811359,0.4857017695903778,0.481223339422088,0.2634091301369259,0.9670822942643391,8.813157019976158e-05,0.007533149841492559,8.813157019976158e-05,
12.0,0.22466444522786397,15.647447425790403,254.17728,254.17728,0.9991046702896288,0.9608861254713967,0.9594360586775086,0.3456014042665183,0.2405947094728172,0.9443767232885729,0.11203766460249935,1.5293155863441363,0.8860759493670884,0.7930955946620087,0.5944723146889213,0.9804969556594181,1.0138712718396767,0.0,0.9832657200811359,0.485694944858551,0.4812446422113147,0.26342953399943453,0.9670822942643391,0.00034120325812280627,0.2060760440398326,9.188115618851611e-05,0.0003823106562243901
13.0,0.20672806621043122,20.87740091557165,254.99904,254.99904,0.035646615445478584,0.9650562577647468,0.9710896652678243,0.19436463169784987,0.16249177922427904,0.9395489129513835,0.07823004953962442,1.5352175514746818,0.8860759493670884,0.8821848359597002,0.5922023223467268,0.980378582540143,1.0137488695167545,0.0,0.9832657200811359,0.48569437861442566,0.48123320827163063,0.2634186154796329,0.9670822942643391,7.612734323979134e-05,0.006508570221740229,7.612734323979134e-05,
14.0,0.2352863736686963,21.353650381883668,278.03136,278.03136,0.9991046702896288,0.9630774088890415,0.9652628619726664,0.3204725968183847,0.2791929681341356,0.9545139569731608,0.13346990130777356,1.5323061152809272,0.8860759493670884,0.7811560777812749,0.5778048666135309,0.9795260751961302,1.0128673443879532,0.0,0.9832657200811359,0.48551157116889954,0.4814103762407849,0.2635893593889698,0.9670822942643391,0.0002655541445712411,0.16047001562867536,7.294986988877448e-05,0.00029729921968114833
15.0,0.20536213040703047,16.830263428159366,278.85312,278.85312,0.035646615445478584,0.9651757976791353,0.968105205043475,0.2623034461012369,0.15268317638318749,0.9761044781900353,0.06559075263618189,1.5350768457894364,0.8860759493670884,0.8852713584241338,0.5932220607310861,0.980687104972149,1.0140678934858993,0.0,0.9832657200811359,0.4855062663555145,0.4814387424479696,0.26361639388750924,0.9670822942643391,0.00015361828343978773,0.01313688803156765,0.00015361828343978773,
16.0,0.204218035093204,18.510860304242172,301.88544,301.88544,0.9991046702896288,0.9629314971474604,0.9616771368679539,0.2654402499334721,0.3047385484231675,0.9530466047432646,0.14654028148793846,1.5321080940948355,0.8860759493670884,0.8243935750033781,0.5771875537218497,0.979628858124022,1.012973625858001,0.0,0.9832657200811359,0.48535922169685364,0.4815872005988237,0.26375961431829864,0.9670822942643391,0.00028209080389938904,0.17054824781428124,7.562248192852588e-05,0.00031611330001883456
