round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auroc,fed_auprc,fed_prevalence,fed_ece,fed_auprc_lift,fed_f1_best,fed_f1,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.589605586783436,1.343321416397512,99.15584,99.15584,0.0028407849307285522,0.5890117275086073,0.7466938366847725,0.3355235198465111,0.11468496254799516,0.32064090822881297,3.0105641335462114,0.3743251321097654,0.3263397887791874,0.19865153064557128,0.6486965085266748,0.20486585104119479,1.798709498160627,0.2736867069844658,0.2750812959171384,0.5023239850997925,0.3230388382882573,0.21083734824356024,0.11389601892395189,0.0029575845769368404,0.002102495551298489,,,0.0029575845769368404
52.0,0.6502669176946652,1.7924274366566066,100.85072,100.85072,0.4629605349416546,0.55150470284291,0.7026403860338716,0.28443309270635236,0.11468496254799516,0.3351616539340577,2.506186348562671,0.3356280358431982,0.29771808941590483,0.21140668691097914,0.6481331259896184,0.20381482677122673,1.7894815700916942,0.2736163847658497,0.2745008033050264,0.4994865655899048,0.32680503800312627,0.21280698445117055,0.11389601892395189,0.002884895154464635,0.4653739655386744,0.0028652878617159527,0.00456158007124785,0.004089704767436255
53.0,0.641550838823048,1.545717926536482,100.86112,100.86112,0.0028407849307285522,0.5570707301582662,0.7211274953382301,0.30574733324916453,0.11468496254799516,0.313815073856124,2.728028733024855,0.350837943356455,0.31833547685403035,0.1963543380220162,0.6481811401919836,0.20391582268681785,1.790368307982494,0.27268397237437486,0.274824933991505,0.4937601387500763,0.3220447244128155,0.20975958876083278,0.11389601892395189,0.0035427448409018195,0.0023791506755515,,,0.0035427448409018195
54.0,0.6043993776100163,2.617129285159547,100.892,100.892,0.008434946025086315,0.5865972718831132,0.74059988256089,0.3291316637799727,0.11468496254799516,0.3316452814490613,2.938044064684088,0.3695183719043856,0.320227867291252,0.20648052960752686,0.6480534244216045,0.20361582470570994,1.7877343442676759,0.27394724664507175,0.2753808582393302,0.5010690093040466,0.3254891951889084,0.21238701684120345,0.11389601892395189,0.0032998714327521473,0.009551869219649234,0.002510636192444268,0.0037914829261565647,0.003928269582097681
55.0,0.5793305795279358,1.2739788477501026,100.9024,100.9024,0.0028407849307285522,0.5940568273442802,0.7513322369300183,0.344587781117445,0.11468496254799516,0.33290930102407174,3.092949720141341,0.3757317989259253,0.330635278821824,0.20600636919275317,0.6480534244216045,0.20361582470570994,1.7877343442676759,0.27394724664507175,0.2753808582393302,0.5010690093040466,0.3254891951889084,0.21238701684120345,0.11389601892395189,0.004087235288141982,0.00294742324786057,,,0.004087235288141982
56.0,0.6494365275876872,1.7463911849051292,104.56336,104.56336,1.0,0.5696000112414682,0.6979927334591796,0.2781594806252378,0.11468496254799516,0.3274832574054814,2.4397661113467985,0.3252523156341786,0.29545667373853074,0.2073416873419035,0.6480371728815986,0.20488361139952138,1.7988654330079938,0.27047262517547965,0.2728211178292287,0.5420917272567749,0.3267456207120805,0.21249183418908968,0.11389601892395189,0.003225709760076701,1.3485468437938835,0.002570401564550198,0.0036587508416787797,0.004577654117846006
57.0,0.6486188102923572,1.7887067752939365,104.57872,104.57872,0.004195620820768323,0.5675669680808828,0.7204910385893971,0.30437685522289587,0.11468496254799516,0.3340099676535747,2.7054664252662617,0.347145344146143,0.3080127612499607,0.20973785533546743,0.6479241525192097,0.2047595282050898,1.7977759902372643,0.27125184428555216,0.27261904761904765,0.5507521033287048,0.3296302624360244,0.21484591298731898,0.11389601892395189,0.004397707850083625,0.006048164679668844,,0.004397707850083625,
58.0,0.6125708018068764,1.30128780042879,105.91504,105.91504,0.3650190114068441,0.5641848133315206,0.7342744068018782,0.31784489133105487,0.11468496254799516,0.3128762258607606,2.8288569178073644,0.3554787786209369,0.3239835525554706,0.1951083705833375,0.6477900992757009,0.2065075342168223,1.8131233748802662,0.27010166358595195,0.27233345041564216,0.5019552111625671,0.324140273556177,0.2118900410602192,0.11389601892395189,0.00357005954928076,0.6923817459028214,,0.0035668774065582194,0.004447755651793601
59.0,0.5878758221869276,1.308405458402023,105.9304,105.9304,0.004195620820768323,0.5995590944996095,0.7451586582134723,0.33434325075766663,0.11468496254799516,0.32196183753535834,3.002027048018628,0.3696690171938382,0.3257501234156121,0.20223515701686867,0.6478148342450843,0.2063504672390764,1.8117443365325714,0.2699525209134072,0.27302829620710417,0.553128182888031,0.3272246154289749,0.21424389459516663,0.11389601892395189,0.003565703294953099,0.005192799028009176,,0.003565703294953099,
60.0,0.6534342936976745,2.2302454696585894,108.93584,108.93584,0.8209431405970019,0.550111393123169,0.6996607083608142,0.28019880447438944,0.11468496254799516,0.32626125682567425,2.456837851886425,0.3280230806262002,0.2945657539748315,0.2063928372844233,0.6477368143036041,0.20568151974940493,1.805871018957546,0.2718514219384794,0.273406088454911,0.49837636947631836,0.3255625689852955,0.21233981332499088,0.11389601892395189,0.0029674306950871047,1.1115400749258697,0.0024087892972592057,0.003453252936911154,0.003942242161077099
