round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_ece,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_prevalence,fed_f1,fed_auroc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6883800910300005,0.11546428520103298,3.65056,3.65056,0.9971592150692714,0.2502453345989404,0.38831710093307326,0.26907407880520817,0.5112504385029479,0.18848751850814593,0.11438463959710418,0.2143490502756068,0.617445050879589,1.6451882784653173,0.641434843572841,0.17487066695917103,1.5353536375659607,0.2647768395657419,0.2666955298192445,0.5009782910346985,0.38119617319471844,0.24546190461643058,0.11389601892395189,0.02759071689870986,2.9811066824477166,0.02329150929085007,0.030434422361333882
2.0,0.6816575848098102,0.1307259318645316,7.30112,7.30112,0.9971592150692714,0.23246192686824288,0.3661268417419486,0.2796876924307594,0.497980626761857,0.21537017566640776,0.11438463959710418,0.2527049958298551,0.6465861415631544,1.876259121896765,0.6203833139678561,0.15523366810095593,1.3629420024294712,0.22771268466632705,0.2525094102885822,0.48655200004577637,0.36941658534967187,0.23613792497056257,0.11389601892395189,0.01863016330538667,2.1463278704322875,0.015013887799587792,0.02103403113857141
3.0,0.6674468395691184,0.22851822929753243,10.95168,10.95168,0.9971592150692714,0.22365493493296076,0.35336550413286466,0.28437484293073234,0.507405837412559,0.22316366678940444,0.11438463959710418,0.25805636142185856,0.6555629858577653,1.9449946892702654,0.5852445730021436,0.13493923948024122,1.1847581746499836,0.19240928680661754,0.2342429032923225,0.478934109210968,0.3680771053725337,0.23549261092112372,0.11389601892395189,0.014590571495167933,1.804804268060252,0.01301445228962653,0.015658636717184777
4.0,0.6585222489264105,0.23229801976109793,14.60224,14.60224,0.9971592150692714,0.215679620577376,0.340813986649857,0.29014760930428035,0.515445364605979,0.23015420452135782,0.11438463959710418,0.2668183312223339,0.6592256482582384,2.02672377134322,0.5958313783379094,0.14124325159922446,1.2401070110583257,0.1870781099324976,0.2388150862727134,0.47630083560943604,0.3607632412563796,0.2299310332130831,0.11389601892395189,0.010290545838983844,1.3636005611624569,0.010034168072597853,0.010469326836366836
5.0,0.6514270578131942,0.24873722068855195,18.2528,18.2528,0.9971592150692714,0.22650220072504393,0.3564958117266739,0.2909599306474799,0.5234070005340324,0.232289981256166,0.11438463959710418,0.26791051040702313,0.6608009683852568,2.0293722648408408,0.5491905126747203,0.12571340489552774,1.1037559177504377,0.17864393016646365,0.21815408085430968,0.4731829762458801,0.36707066976044317,0.23532026109256984,0.11389601892395189,0.009760406793732763,1.369246304151602,0.009518605756814996,0.009935500281591111
6.0,0.648737587816151,0.40684125665500404,18.2528,18.2528,0.0,0.208783879748423,0.3302435319881264,0.3061523046827137,0.5174613259162849,0.24798863507592173,0.11438463959710418,0.27938913730493087,0.6763834639929013,2.1726426515369357,0.5491905126747203,0.12571340489552774,1.1037559177504377,0.17864393016646365,0.21815408085430968,0.4731829762458801,0.36707066976044317,0.23532026109256984,0.11389601892395189,0.0,0.0,,
7.0,0.6274196652862305,0.3860722947963163,18.2528,18.2528,0.0,0.209663802301106,0.3337891662133952,0.31454463099551044,0.5260215113494694,0.25834017323266334,0.11438463959710418,0.29383367272904054,0.687436159113,2.267884602857677,0.5491905126747203,0.12571340489552774,1.1037559177504377,0.17864393016646365,0.21815408085430968,0.4731829762458801,0.36707066976044317,0.23532026109256984,0.11389601892395189,0.0,0.0,,
8.0,0.6171658387239031,0.5862036537847929,18.2528,18.2528,0.0,0.21093408812021677,0.3341242720659965,0.3238876559635869,0.5471690374535888,0.26841883876978695,0.11438463959710418,0.30293993588173806,0.6965221482466974,2.3580696585711998,0.5491905126747203,0.12571340489552774,1.1037559177504377,0.17864393016646365,0.21815408085430968,0.4731829762458801,0.36707066976044317,0.23532026109256984,0.11389601892395189,0.0,0.0,,
9.0,0.6484600760170207,0.3158770098271323,21.90336,21.90336,0.9971592150692714,0.21467212355061394,0.34047660974443883,0.29401240883981117,0.5160711841929211,0.2359897996131531,0.11438463959710418,0.27288661979961765,0.6641560372818148,2.060679208928884,0.5792969234918658,0.13670978683112325,1.2003034708562033,0.19988045427375972,0.2290547798066595,0.47545677423477173,0.3660985725780001,0.23410733613909993,0.11389601892395189,0.009682552875129539,1.4327792995609343,0.007954490934343023,0.010983905397401955
10.0,0.6437248081320966,0.3483357916241404,21.90336,21.90336,0.0,0.1931717906103825,0.30459718053511464,0.3015844203555605,0.5223047384721963,0.24931656343458108,0.11438463959710418,0.287099930039852,0.6781648605566446,2.1813482000101807,0.5792969234918658,0.13670978683112325,1.2003034708562033,0.19988045427375972,0.2290547798066595,0.47545677423477173,0.3660985725780001,0.23410733613909993,0.11389601892395189,0.0,0.0,,
