round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_f1,fed_auprc_lift,fed_brier,fed_prevalence,fed_auroc,fed_auprc,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
27.0,0.7041071925552165,50.13655125139384,57.56928,57.56928,0.5412350858791136,0.3768677142447258,0.5270584351674242,0.2544640790841398,1.818894829428844,0.2370779729144542,0.109663204280768,0.6440634803226475,0.19703912473578178,0.27319285121479214,0.5136347785265227,0.12290722781092052,1.079117856551118,0.2024675735526732,0.20501428118057757,0.11200203746557236,0.5949787471628538,0.4904509112278579,0.11389601892395189,0.0001862468350041646,1.0682944424916059,,0.0001862468350041646
28.0,0.6974789389689187,47.90932574227412,59.55072,59.55072,0.5412350858791136,0.360755353619608,0.49342315237890594,0.2580235645880987,1.9043958161318804,0.2248071105426799,0.109663204280768,0.6564511158074122,0.20586765433966273,0.28000949499735156,0.5134413789257257,0.13067208243329403,1.1472927997645246,0.20203862660944205,0.20505772402418912,0.26224103569984436,0.5877774807537476,0.4829993147071485,0.11389601892395189,0.00018269649949761229,1.0927365014795214,,0.00018269649949761229
29.0,0.6914626631021543,43.5974893247711,61.53216,61.53216,0.5412350858791136,0.35403912397377657,0.4969931721143239,0.2537943174940425,1.879581543158702,0.22094302087192272,0.109663204280768,0.653066061946112,0.20360107581049733,0.27565615775897634,0.5394219943397957,0.13802089247665494,1.2118148973127074,0.20869565217391303,0.20891733220500341,0.502567708492279,0.6143887879685074,0.5131315038538198,0.11389601892395189,0.0001651413664512169,1.0288497782312334,,0.0001651413664512169
30.0,0.7009590893402351,52.67229192785275,65.18272,65.18272,0.9971592150692714,0.358694166825896,0.49234263791503635,0.22859876753023722,1.6679452412449804,0.22485986932280805,0.109663204280768,0.619595217384813,0.18127803591587313,0.2601167179125908,0.5346681992726439,0.13837413868241105,1.2149163771457467,0.20616221114635253,0.2073222198776113,0.4618571996688843,0.5781222641799277,0.47728258281313696,0.11389601892395189,0.00023477234744896544,1.8268111133947968,0.00040300753929900095,0.00020109972926358539
31.0,0.7021890200785317,63.22513522144811,67.16416,67.16416,0.5412350858791136,0.36159361407141993,0.49124997932655007,0.232423089695282,1.7832786358730572,0.2260687059083902,0.109663204280768,0.6264819339155853,0.19331783657878102,0.26306934128382453,0.5312684649495569,0.1440543812661912,1.2647885556243714,0.20323696565357055,0.2055130321676922,0.3828240633010864,0.5456653151192068,0.445783807850224,0.11389601892395189,0.0002024560521679841,1.357639954192564,,0.0002024560521679841
32.0,0.6991245460740774,54.89641501052124,69.1456,69.1456,0.5412350858791136,0.35036890163084305,0.4841791362686656,0.24781865034944192,1.8367711878227007,0.2182447278223283,0.109663204280768,0.6387182739678874,0.19860954888150126,0.27178719570735516,0.5157892684015999,0.13534654347368053,1.1883342785146083,0.20230969224257814,0.20583350633174174,0.4277365803718567,0.5633782581632738,0.4679217833433921,0.11389601892395189,0.00015572970981954286,1.0857083501759917,,0.00015572970981954286
33.0,0.6961538866938213,60.308025058968795,71.12704,71.12704,0.5412350858791136,0.35057108586675756,0.4772661242351465,0.2311791442398277,1.8796140819045308,0.2181045669206466,0.109663204280768,0.6433607555880368,0.20172591096287745,0.2722651441388669,0.5615897223805266,0.15399752799853433,1.3520887688037466,0.2133735112641699,0.21536475145255005,0.471428781747818,0.4759173401039945,0.37310343384513855,0.11389601892395189,0.00013894423033230122,1.0029218618292361,,0.00013894423033230122
34.0,0.6881229395312396,56.248040147918495,73.10848,73.10848,0.5412350858791136,0.3350676135255887,0.4854118602058968,0.2353720687440964,1.8864613743231753,0.20778421321340207,0.109663204280768,0.6466465997986637,0.20313921859369852,0.27497281913987026,0.560916933723183,0.15358776345772518,1.348491061485436,0.2150123728347539,0.2157659488013003,0.49299779534339905,0.4957012792924513,0.3977837889591974,0.11389601892395189,0.0001358885252244075,1.014139119302854,,0.0001358885252244075
35.0,0.7031099412758272,64.99090248741854,74.7776,74.7776,0.4559241291901578,0.36350370167109963,0.488011431249388,0.21817826672360796,1.7571939250117563,0.22761624163818606,0.109663204280768,0.6244505481183926,0.18848343804962853,0.25997273804252485,0.5692745297481993,0.15757540741169163,1.3835023287065404,0.21502474134053082,0.21886636326024,0.47661036252975464,0.4547487745097216,0.3629139084971144,0.11389601892395189,0.0003206573542727544,0.48345034569501877,0.0003206573542727544,
36.0,0.6983362764795524,69.89334877513106,76.75904,76.75904,0.5412350858791136,0.35370680016374906,0.48610149190828855,0.2294174259736169,1.7886496711311801,0.2208068046547788,0.109663204280768,0.6315029860225077,0.19295590294984435,0.26389252250275713,0.5572752334210573,0.15261442868993386,1.3399452424393705,0.2097250960685782,0.21341956345998384,0.4162667691707611,0.47595821979450587,0.37841471687644485,0.11389601892395189,0.00018161470879502606,1.399067373946309,,0.00018161470879502606
