round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_f1_best,fed_auprc,fed_f1,fed_ece,fed_auroc,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6881438184949524,0.0936504835223002,3.66096,3.66096,1.0,0.11469218179529145,0.5217922901298303,0.2924482153077687,0.21603059200800917,0.2710293786794476,0.36810549391084424,0.660189042722227,1.922397993623726,0.23322406816268842,0.652881047913355,0.21163928696138634,1.8581798465027772,0.27052532242843663,0.27301509985387235,0.5108810663223267,0.3691400015511351,0.23363868538038296,0.11389601892395189,0.02438473952899928,2.64283937159189,0.02171388292758929,0.026280696255593015,0.010953173463730542
2.0,0.6600300310367506,0.1796893329776869,7.32192,7.32192,1.0,0.11469218179529145,0.5168534009845795,0.29886108386153126,0.2245777017178344,0.27802953102623534,0.3430781967456749,0.6658987228710477,2.0009878703260333,0.21610600336989744,0.6613627454666485,0.2195727473337219,1.9278351377700929,0.27610070397327285,0.2829159087729117,0.5231233835220337,0.34493655476184226,0.21715234491454677,0.11389601892395189,0.016265121655481173,1.882185894115537,0.015923871583161955,0.016585106116171994,0.006215078242933295
3.0,0.6475182720889993,0.28075558648212773,10.98288,10.98288,1.0,0.11469218179529145,0.5215946757514276,0.3044841602912031,0.2292411835927725,0.2812982608142426,0.32909374932479335,0.6691581839820254,2.0390521984945487,0.2085252060568088,0.6630191099537281,0.22299313012585004,1.9578658870837446,0.2772159428911362,0.284323846040407,0.5372037291526794,0.3309512584104086,0.20992336272831089,0.11389601892395189,0.01231687277763467,1.5251089456760383,0.012862825085735838,0.012009673837294729,0.005246058372972859
4.0,0.6460594506029392,0.3260812509513208,14.64384,14.64384,1.0,0.11469218179529145,0.5472373632261799,0.3073434732665834,0.231450823253991,0.28109400464608747,0.3515519777240882,0.6713317478795252,2.0626053907387893,0.2230230773098912,0.6630796610583837,0.22478828697752834,1.9736272531844943,0.27509133892112614,0.28268748257596876,0.5439372062683105,0.3533742691358015,0.22460442867132258,0.11389601892395189,0.010065506032496384,1.3273989066346985,0.010908762161694932,0.009516250439508801,0.004775698399055234
5.0,0.6432230116306676,0.29678538319491543,18.3048,18.3048,1.0,0.11469218179529145,0.5440500067697279,0.3121772178478401,0.23468093253954445,0.28341440175837057,0.3510439615107132,0.6733675431582482,2.092488081401485,0.22191840778734226,0.6624693059234565,0.2242275003807336,1.9687035815575766,0.2744886975242196,0.2824493851695442,0.5208101272583008,0.3529213260619447,0.22369491396456886,0.11389601892395189,0.009038163582332703,1.2621651113422558,0.008985116161476974,0.009111549448567955,0.004619549463155971
6.0,0.6421690568757453,0.2810430357321819,21.96576,21.96576,1.0,0.11469218179529145,0.5485148164677588,0.31517121797688935,0.23729550400737442,0.28467197209022344,0.3432423846856423,0.6759100344493789,2.1112085679982604,0.21688829763530265,0.6635114751433763,0.22574242460972124,1.982004522567632,0.2763243243243243,0.28399629972247914,0.5506629943847656,0.345151144406523,0.21890750038227788,0.11389601892395189,0.008957948493943445,1.3253431841076235,0.008812140044329687,0.0091068230907225,0.0039855654530587415
7.0,0.6406980056029377,0.35513472637379156,25.62672,25.62672,1.0,0.11469218179529145,0.5284059675994064,0.3136545761536206,0.23904900960634234,0.2896542707610593,0.332964793289434,0.6771078685258256,2.123908539646493,0.20920154530356036,0.662571659251865,0.22659628637538876,1.9895013760462215,0.2796439169139466,0.28229382205143366,0.5296527147293091,0.3348483412548906,0.21117460334456403,0.11389601892395189,0.00865554902322633,1.3625359519719495,0.00814976693917042,0.009097320637606173,0.0034393413469589167
8.0,0.6435223661570233,0.3252391376309894,29.28768,29.28768,1.0,0.11469218179529145,0.5512012410667402,0.3138783593843542,0.24065234429060273,0.28971885834020233,0.33485315363123935,0.6795734973178531,2.137939659517158,0.2120912685976189,0.6628841907980492,0.22506225789157747,1.9760327008606948,0.27843269338722354,0.28095838587641864,0.5244146585464478,0.3370169028883533,0.21473599384026154,0.11389601892395189,0.00743884570972891,1.2424800941789726,0.006878998081280414,0.00792517006635415,0.004480121745570639
9.0,0.6422408777919186,0.3860113593601461,32.94864,32.94864,1.0,0.11469218179529145,0.561836443144519,0.3183960547354452,0.2449456909454362,0.29081169884631797,0.333693153038105,0.681694603200508,2.1730772689486177,0.21115151266909957,0.6633859931754074,0.2272509852836559,1.9952495919580022,0.27714033539276256,0.2833003300330033,0.5322322845458984,0.3357649712534452,0.21393246793018691,0.11389601892395189,0.007641461752576894,1.353410336698289,0.006644039702685252,0.008522821464129967,0.003982509447587573
10.0,0.6379770142502987,0.42078623712998464,36.6096,36.6096,1.0,0.11469218179529145,0.573020804460037,0.31820688767418714,0.24701810280953537,0.28702063906064834,0.35725410622638964,0.6836678480278789,2.1881128266102525,0.22592430582022716,0.6628172394730053,0.22704230777818019,1.9934174163697136,0.27149964463397297,0.2837209302325581,0.5502119064331055,0.3592518651623138,0.22881961280120283,0.11389601892395189,0.007865921064443471,1.4831371455820772,0.006593584823367644,0.009015941933574644,0.00417785253753509
