round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_prevalence,fed_auprc,fed_f1,fed_ece,fed_f1_best,fed_brier,fed_auprc_lift,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6318431190169391,0.1316600332296809,3.65056,3.65056,0.9971592150692714,0.6438692273269973,0.11176840780365006,0.20660718073782158,0.016298047240524468,0.2512397521149069,0.2784981281729814,0.16853859594039425,1.8605079402288973,0.370180756219383,0.3532584952635106,0.08267212733444636,0.7258561635033648,0.1563247182056245,0.20450951154489178,0.463016539812088,0.395744656186332,0.259298271303374,0.11389601892395189,0.025493653176741377,2.7210192158818245,0.021561402092812102,0.028120731968685916
2.0,0.6163785222820597,0.27634295204623993,7.30112,7.30112,0.9971592150692714,0.6499358235200867,0.11176840780365006,0.21294929916155733,0.003584197190211637,0.15770264742948706,0.28427463518100204,0.13020225100270685,1.9191427743684986,0.2869391543487094,0.345294173957187,0.08110224560323046,0.7120726990236791,0.17435173040056504,0.20450951154489178,0.4604061245918274,0.41475870395661885,0.2761217452635789,0.11389601892395189,0.017733218937900468,1.997723224107176,0.01418772086860936,0.02015250672368885
3.0,0.6094888602492257,0.3458355647700448,10.95168,10.95168,0.9971592150692714,0.6559212264055604,0.11176840780365006,0.21907575623486125,0.009607719739878328,0.09113549552740652,0.2906344733512631,0.11309463021551078,1.993046626293686,0.2328764248139982,0.34058957274086404,0.08051245148032156,0.7068943431120234,0.17397376427752007,0.2045002711006687,0.4381321966648102,0.42843396157645763,0.28929776990710276,0.11389601892395189,0.012858627853214216,1.5405143357347697,0.011466315245679152,0.01383742443224604
4.0,0.6034437156015999,0.3526937118313974,14.60224,14.60224,0.9971592150692714,0.6616598956182413,0.11176840780365006,0.22430290381982093,0.015375123018868814,0.08493423980078732,0.2941395067700019,0.11012807019347096,2.0439547695405063,0.2282273023176523,0.3410641930057488,0.0805055398445865,0.7068336593778565,0.1690841276419395,0.2045002711006687,0.4182162582874298,0.4209894569529471,0.2828599206268022,0.11389601892395189,0.010517906231996868,1.3419566398952156,0.009797245322058895,0.011043433189865417
5.0,0.6029641550633508,0.5281559496672659,18.2528,18.2528,0.9971592150692714,0.6631513569748578,0.11176840780365006,0.22878700942459881,0.023180167819043033,0.09552365093719964,0.2941665007577383,0.11167485231815208,2.0777900858689033,0.23811364664530282,0.3402778820079464,0.08053065775970605,0.7070541931186918,0.165893760539629,0.2045002711006687,0.4149594008922577,0.41778462051421317,0.2802848747621065,0.11389601892395189,0.008958080531555177,1.217534332536161,0.00878898108092328,0.009087781876133945
6.0,0.5982933404290753,0.3647287418775687,18.2528,18.2528,0.0,0.6789168986552704,0.11176840780365006,0.2381447691018956,0.06009166209176225,0.07992858344717142,0.3038090037129767,0.10852835845369892,2.1810105590676803,0.21683558384302348,0.3402778820079464,0.08053065775970605,0.7070541931186918,0.165893760539629,0.2045002711006687,0.4149594008922577,0.41778462051421317,0.2802848747621065,0.11389601892395189,0.0,0.0,,
7.0,0.5848135148940589,0.404521977602458,18.2528,18.2528,0.0,0.6887242012826121,0.11176840780365006,0.25095788213059333,0.051249837358343785,0.06814591855290147,0.3142005550475785,0.10579377184447462,2.312509455022896,0.2202101723822578,0.3402778820079464,0.08053065775970605,0.7070541931186918,0.165893760539629,0.2045002711006687,0.4149594008922577,0.41778462051421317,0.2802848747621065,0.11389601892395189,0.0,0.0,,
8.0,0.5703686044080956,0.521699057763785,18.2528,18.2528,0.0,0.6990130253316585,0.11176840780365006,0.26058242007897275,0.0891314780517333,0.06652154035352244,0.323636625966408,0.10484200744103556,2.4044378376653484,0.2260879950338823,0.3402778820079464,0.08053065775970605,0.7070541931186918,0.165893760539629,0.2045002711006687,0.4149594008922577,0.41778462051421317,0.2802848747621065,0.11389601892395189,0.0,0.0,,
9.0,0.59811033283802,0.4074325558955591,21.90336,21.90336,0.9971592150692714,0.664655169751771,0.11176840780365006,0.23134192036520673,0.03516311701753225,0.08338978786696663,0.2934056979076746,0.1089362524778667,2.1076885871906956,0.2231266340101342,0.340648053185982,0.08043503273895418,0.7062146113523113,0.158250852765196,0.2045002711006687,0.416420578956604,0.40990590227226814,0.27340157768151196,0.11389601892395189,0.008983472359209651,1.2923065552022308,0.00748042612194432,0.0102017676925326
10.0,0.590743371895383,0.40269379004789946,21.90336,21.90336,0.0,0.6799999803608381,0.11176840780365006,0.24637894878573915,0.06592749498538422,0.08384138395279513,0.30641988965280537,0.10895088141666666,2.2590402074855778,0.23700457742710837,0.340648053185982,0.08043503273895418,0.7062146113523113,0.158250852765196,0.2045002711006687,0.416420578956604,0.40990590227226814,0.27340157768151196,0.11389601892395189,0.0,0.0,,
