round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_auroc,fed_ece,fed_f1,fed_f1_best_threshold,fed_f1_best,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
39.0,9.430753649835001,1504.0791381916802,142.77744,142.77744,1.0,2.289750544355883,0.11392245720040284,0.6951141730003901,0.37412440756191423,0.30690688859654225,0.5806415796613794,0.3411017886145313,0.23560093221145673,0.2615314235429279,0.6382706122611457,0.20904281430381746,1.8353829771995356,0.2704051324700012,0.2740478994895956,0.5559220314025879,0.3744179050994631,0.2390678767701055,0.11389601892395189,0.0026700388431328856,1.2655752316322832,0.0016864977894145556,0.0036789349602068897,0.0023850605586060044
40.0,9.507415112418276,1601.8977697284802,146.4384,146.4384,1.0,2.3016482454074563,0.11392245720040284,0.6963370687698186,0.37450548287852475,0.29967294303378067,0.5817644267051303,0.3454511191861243,0.23624904816661674,0.2631350232041337,0.6487946703382012,0.2034406298634771,1.7861961443912622,0.2727780883174958,0.2757767050377522,0.5610496401786804,0.37494560085303397,0.2395720778988982,0.11389601892395189,0.0027890775935658875,1.353162004213118,0.0016131324686497616,0.003996063935690023,0.0029672955475499832
41.0,9.482767113574585,2148.905807144102,150.09936,150.09936,1.0,2.3281805708661434,0.11392245720040284,0.6973483025668982,0.3750513722165324,0.30772252679304263,0.5805640046532601,0.3449340673018557,0.23622719057063665,0.266208304567487,0.647743189425089,0.2069182024668433,1.8167290167095491,0.275425219941349,0.27694878834905096,0.5134157538414001,0.37544325410020785,0.2398457199749334,0.11389601892395189,0.0025900793402839593,1.2882442299796821,0.001522062285216498,0.0036867709702448196,0.0026503138335364734
42.0,9.522500600226097,1555.5931251381762,153.76032,153.76032,1.0,2.3091117154890255,0.11392245720040284,0.6963109444157481,0.3762307559615536,0.303745964681735,0.5888808541720186,0.3445930374447294,0.23722228352428754,0.26345152760518803,0.6462141140270292,0.20591832495723492,1.8079501540323908,0.2728921124206709,0.2741367159971811,0.5287184715270996,0.3765446654479164,0.2408918913650546,0.11389601892395189,0.002561964875233066,1.3064897693839157,0.0015048817047150255,0.0036450944281470397,0.003160529005983469
43.0,9.495501703878203,1158.8042738421989,157.42128,157.42128,1.0,2.3152914879076913,0.11392245720040284,0.6981835720102657,0.3731874958963732,0.3060938598710221,0.5793679054087443,0.342936271195885,0.2348307998444868,0.26433311456314806,0.6457086472097625,0.20051914150688838,1.7605456573576515,0.27472014925373134,0.2765219471355101,0.5189018249511719,0.3733908518915586,0.23844905156225077,0.11389601892395189,0.002667451480363502,1.394064360178163,0.0014402217382968104,0.003922916549477723,0.003754123686922608
44.0,9.614498385813945,1228.6498671003671,161.08224,161.08224,1.0,2.3727232181953455,0.11392245720040284,0.6990357436715237,0.3702568226800584,0.31137948805867177,0.577079957296691,0.34143778995173074,0.23249991650143326,0.2704455516901157,0.6459137052512276,0.20658010720297848,1.8137605612090055,0.2766654532216964,0.27857683573050723,0.528638482093811,0.3706160334070469,0.23616430421288487,0.11389601892395189,0.0027483828571355073,1.4735554593448796,0.0014612087724421123,0.004058132681418264,0.0031604224318433497
45.0,9.51501652405949,1780.265566034111,164.7432,164.7432,1.0,2.3678545364353627,0.11392245720040284,0.701876802769737,0.370175780413329,0.30792699075889735,0.5768984692248122,0.3452029261286247,0.23259774627180804,0.2701645457754976,0.6463945625936283,0.20641497470917541,1.8123107081293002,0.2720752498530276,0.2746928746928747,0.5285188555717468,0.3703638339949828,0.23618830254287976,0.11389601892395189,0.0025893360085672743,1.4254267672513379,0.0014329994507603504,0.003766999827214702,0.0032241493640187005
46.0,9.483499849510114,1936.6381085981495,168.40416,168.40416,1.0,2.378168393967789,0.11392245720040284,0.7023238966790788,0.3743546042077372,0.30642500014965157,0.5836812551025479,0.3481343588587714,0.23569902594279463,0.2712174375778551,0.6440927798034546,0.2075157598539848,1.8219755336008943,0.2725455614344503,0.27429805615550756,0.5150288939476013,0.3747125374703266,0.23948789506974402,0.11389601892395189,0.0023841685003901333,1.346000034217468,0.0013626426150292678,0.003426684135995351,0.002848352249920316
47.0,9.678969181387556,1647.5202771185552,172.06512,172.06512,1.0,2.373566455371477,0.11392245720040284,0.6992913197617495,0.3763326702176144,0.30794238026815207,0.5792787745182307,0.3479818519992007,0.23708181065658884,0.2709481936180629,0.6295550305757351,0.20508174027103232,1.8006049922426606,0.27111111111111114,0.2724332095363604,0.5169981122016907,0.3765163146901716,0.2409563603310972,0.11389601892395189,0.0024463100911765617,1.4142060508074792,0.0013559248110705418,0.0035562702332095257,0.0034538111079675205
48.0,9.432247026531636,1302.4999501387463,175.72608,175.72608,1.0,2.3573566055575927,0.11392245720040284,0.7033816396197727,0.3734481860072261,0.30615793758586224,0.5811939104389838,0.3492885745879894,0.2348210292165066,0.26898536126206296,0.6373799149237527,0.2078225646285539,1.8246692605412007,0.27101038715769593,0.2735483870967742,0.5575708150863647,0.37356747813382946,0.23876999236572508,0.11389601892395189,0.0024782066526058723,1.4688952849419366,0.0012923161008376875,0.0036814039005118922,0.002821652245137822
49.0,9.539875992572153,1422.3758650329821,179.38704,179.38704,1.0,2.382112732445972,0.11392245720040284,0.7046675667762613,0.36678203603689824,0.3142784415198361,0.5686193594834716,0.34609272120109963,0.2297665620567356,0.2727400351031296,0.6468271798435324,0.20428959159174104,1.7936499758445879,0.27314872822954517,0.27662003996574364,0.5756166577339172,0.36698517435371825,0.23351958974437342,0.11389601892395189,0.0023624887781090844,1.4331730453959608,0.0011930956155974787,0.003550362063814748,0.00269150923686865
50.0,9.443564286212665,2173.3139400194823,183.048,183.048,1.0,2.3921507966061673,0.11392245720040284,0.705255224712763,0.3691228877730511,0.3174722292920084,0.5670415553951792,0.347400449309806,0.23131840451229813,0.2737231204344237,0.6471628023809223,0.210244519971031,1.8459338786144122,0.27345309381237526,0.2745891276864728,0.5093439817428589,0.36911367414443913,0.23518543304691084,0.11389601892395189,0.0021705929994406755,1.3478607870665655,0.001127715211886194,0.003223644259373702,0.0032042553804225507
