round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auroc,fed_ece,fed_auprc_lift,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_f1_best,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.17277518185820823,0.029766132022146823,3.66096,3.66096,1.0,0.23094186263606076,0.6612643846973385,0.3715534488776509,2.078772364804818,0.5035433512619976,0.23656222992678613,0.11436304128902318,0.3004478432462055,0.27856273047623414,0.6597548344127452,0.21458065796578218,1.884004901954099,0.2751192910702113,0.27641379310344827,0.5002747774124146,0.3716177544174308,0.2367238071475356,0.11389601892395189,0.022205042512584625,2.412837828054762,0.018376130031554694,0.024878314104497864,0.009780858461562418
2.0,0.1659950563107585,0.03151263022112153,7.32192,7.32192,1.0,0.23729779622853694,0.6681050827320387,0.3799333555862112,2.140129620586705,0.5295782570125983,0.24162912946602397,0.11436304128902318,0.30599145248695137,0.2712694469227804,0.6647816302530938,0.21894487521514855,1.9223224594121902,0.26987905913722504,0.28209673335021523,0.5139182209968567,0.38014182236745503,0.24200903947092864,0.11389601892395189,0.015402177743319612,1.7655102525245638,0.014365337608953527,0.016168078933177395,0.006297920923002019
3.0,0.16402662003884966,0.032731405333758734,10.98288,10.98288,1.0,0.24232159285969723,0.6703509083028619,0.37871010730949056,2.1812289764854795,0.5233332640646178,0.2404692206511764,0.11436304128902318,0.3070594233129675,0.2792549085758476,0.6673309258799763,0.2220015926743916,1.949160249601187,0.2745967741935484,0.28713779992133215,0.512030303478241,0.3790875362281357,0.2409550316707956,0.11389601892395189,0.010798465526802591,1.3117041055902519,0.010825144924944003,0.010818673771660924,0.005428598723595659
4.0,0.16395008701827557,0.045819350056615485,14.64384,14.64384,1.0,0.2465941650206588,0.6720680317142815,0.3737018421547411,2.22508016111992,0.5219050978834687,0.2365627538052369,0.11436304128902318,0.30963549798049833,0.28234620085977974,0.6680035137460921,0.222593614722946,1.9543581665621803,0.2797413793103448,0.2888137503522119,0.5141107439994812,0.37407882822628463,0.23710919539290545,0.11389601892395189,0.009273329643529886,1.185078990058173,0.009232952756606572,0.009328558988742748,0.005214384943519549
5.0,0.16316035660572623,0.03866742772663924,18.3048,18.3048,1.0,0.24944054253156317,0.67415195876191,0.3771860382490588,2.2424897697025528,0.5146471663750521,0.23915475480631987,0.11436304128902318,0.31268692387574865,0.2863266860736692,0.6694089393961375,0.22270568194878565,1.955342109872038,0.2823065980960718,0.28645762015610027,0.5108841061592102,0.3775681537856836,0.23978137350483197,0.11389601892395189,0.008330813068340938,1.1189790998560056,0.008500533564928681,0.008228345457147785,0.004958984100724565
6.0,0.1607380106591926,0.027337787810487853,21.96576,21.96576,1.0,0.2520365518555317,0.675330532037563,0.3804690089050497,2.2670100350901556,0.5144886845293243,0.24174989546399683,0.11436304128902318,0.31286105538515063,0.2779273331790128,0.6692882889670894,0.22338042846703504,1.9612663425592218,0.2744435612082671,0.28638663372161427,0.5088593363761902,0.3809156211154847,0.24239922763490115,0.11389601892395189,0.007896856296723497,1.1153732982666043,0.00780178592062902,0.007981828508772867,0.005576873838700033
7.0,0.16168487826585298,0.030313103101189655,25.62672,25.62672,1.0,0.25342989228337187,0.6765148767446236,0.3767089565872606,2.2776719120278512,0.5172094898551612,0.23859092547087773,0.11436304128902318,0.3130558830766302,0.2833654394278467,0.6691388626451964,0.22377889385604388,1.9647648440237453,0.2801276114026963,0.2885335148009527,0.5293559432029724,0.37711260344285097,0.23932694546263714,0.11389601892395189,0.006972334192987206,1.042047799208376,0.007189117373953761,0.0068166615027072976,0.004563238570000997
8.0,0.1593285918725025,0.030140886919661342,29.28768,29.28768,1.0,0.2543111110912176,0.677125202450835,0.3811972707168603,2.287150312773152,0.5280994289017246,0.2417254096000371,0.11436304128902318,0.31358018914267816,0.2786701059179365,0.6697408974936184,0.22505960663660465,1.976009423006053,0.27576112412177983,0.2908865851771623,0.5287294983863831,0.38162522305119434,0.24259303701468293,0.11389601892395189,0.007368427716849372,1.1618713875723188,0.007184524512085222,0.00753045233250782,0.004646897428359991
9.0,0.16272506593650604,0.03890784465860787,32.94864,32.94864,1.0,0.25815888611155835,0.6805306681795212,0.38105374425724675,2.3206896122767096,0.5286778680274913,0.24144003565227679,0.11436304128902318,0.31514279821312274,0.27610499570227964,0.6687053794831224,0.22191183278699808,1.948372163342848,0.2738557756088316,0.2883823125514968,0.5217563509941101,0.3814370893176317,0.24248687484794104,0.11389601892395189,0.006968943282058407,1.1603729503203795,0.006503970430230136,0.007365228847155259,0.0049193572556753265
10.0,0.16014581142100057,0.03522367099631399,36.6096,36.6096,1.0,0.26028797401985687,0.681323422111882,0.3774973158757432,2.3581551651425054,0.523734406475259,0.23896562383254535,0.11436304128902318,0.3167085962661744,0.2830978758444171,0.6677144120263102,0.22115585951758382,1.9417347648055117,0.2762520193861066,0.28715506373441657,0.5193922519683838,0.37799664189635646,0.24002207535136863,0.11389601892395189,0.007493056394492366,1.3172333668044303,0.006878222353467115,0.008031197556962718,0.0053646789861368695
11.0,0.1640395913447005,0.06047367616055769,40.27056,40.27056,1.0,0.26139125303262867,0.6832030907138551,0.37059865738682574,2.3464910391888227,0.51850244503427,0.23346826647690203,0.11436304128902318,0.31765405238261485,0.28990006032699295,0.6660780388158558,0.22030413122698772,1.9342566431060622,0.2772982304704359,0.285007422068283,0.5280113816261292,0.3710253476643575,0.23475332243603875,0.11389601892395189,0.0072861212118992815,1.3598983666288404,0.006100474867679748,0.008350908180438455,0.004203853991551829
12.0,0.162705020509948,0.047780760667194146,43.93152,43.93152,1.0,0.2635373189340107,0.6864442942817741,0.37103602303096356,2.3685126018527405,0.5230055601961633,0.23334174483028167,0.11436304128902318,0.322024325709031,0.28900073751457894,0.6665445019371083,0.22032235904744846,1.9344166822420474,0.2783835792174471,0.28501603787994506,0.5257632732391357,0.3710405501636443,0.23473181505982432,0.11389601892395189,0.007061137570100956,1.398427338041074,0.005873166606980638,0.008149478305357453,0.00519102850436892
13.0,0.16047770201798212,0.06095679148348576,47.59248,47.59248,1.0,0.2654060776125949,0.6874498437957638,0.37545236665286563,2.3905140615696654,0.5285826726457384,0.23683705055039267,0.11436304128902318,0.32012170488168673,0.2903916435018464,0.6663626227330106,0.22352713286393572,1.9625543980881743,0.2783033910917402,0.2841928251121076,0.5193654298782349,0.375900214460825,0.23822456719697344,0.11389601892395189,0.007893870887047807,1.6563208456836946,0.005804502060124945,0.009850178894185853,0.005539526618232137
14.0,0.1606933998901728,0.04276692107766615,51.25344,51.25344,1.0,0.26851557042475077,0.6897312024548429,0.37429346639216543,2.4295507154352762,0.5362860943881977,0.23585082511612607,0.11436304128902318,0.32580123691613255,0.2840778320320175,0.665442233392796,0.2225911674326379,1.9543366795046762,0.27560927283534775,0.2871269645064453,0.5393661260604858,0.37444018293167436,0.23731690494404087,0.11389601892395189,0.007324145317208005,1.6336085698367242,0.005348975264651154,0.00920577095018566,0.0057220212467371375
15.0,0.16189098452178127,0.06048940981135098,54.9144,54.9144,1.0,0.27045411720896073,0.6926225402504618,0.37297240950257216,2.444254695806766,0.525462065858078,0.23448170714169161,0.11436304128902318,0.3269371373601421,0.28965457507510295,0.6652982033351524,0.22249401082746514,1.9534836505218316,0.27452984464431723,0.28743114672008013,0.5292726159095764,0.3728178375857101,0.23611505211854544,0.11389601892395189,0.006808965057227165,1.6068921080332075,0.0050105121380372,0.008553443563032778,0.006526830632484097
16.0,0.1622932875802781,0.0578728893284355,58.57536,58.57536,1.0,0.27277569752294933,0.6944918347136488,0.3808521434312081,2.4658027462670122,0.5286179891011836,0.2405586800021308,0.11436304128902318,0.3271570455869087,0.2772891012206528,0.6636517403654973,0.2206202127480229,1.937031819306437,0.2678492239467849,0.28424127857020104,0.535287618637085,0.38064443444868495,0.24217797924641785,0.11389601892395189,0.007680527306848811,1.9186321355737164,0.005049118568668776,0.010260085360226757,0.008322922848118365
