round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_f1_best_threshold,fed_ece,fed_auprc,fed_brier,fed_auroc,fed_prevalence,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,0.65563241072304,2.574787316059311,124.47264,124.47264,1.0,0.3561955104759891,0.3092815031434559,0.5591753560455822,0.32212595537930366,0.3015358831426913,0.20264056700332633,0.7206433652155181,0.11498520989363713,2.6257065517332023,0.6474252867135591,0.21136896271131042,1.8558064163106613,0.27007379667364245,0.27281600780868714,0.5155158042907715,0.32253086585922885,0.21130730773297152,0.11389601892395189,0.003209001118843349,1.8579731205618373,0.0015638085163385215,0.005133702894366149,0.004893053033528489
35.0,0.651032019890198,2.343634082624428,128.1336,128.1336,1.0,0.3540162157169255,0.30619398469893433,0.5799874232683244,0.33126938637870695,0.3031627122292944,0.20930811570684066,0.7222830145044301,0.11498520989363713,2.636250846006382,0.6444278878133228,0.2103034621378761,1.8464513871928678,0.26548672566371684,0.26994011976047905,0.5216526389122009,0.33145609779822277,0.2185682178055349,0.11389601892395189,0.002851394528693962,1.7024340679990928,0.0014530015417846714,0.0044930899643267005,0.00463416587977362
36.0,0.6554728734622146,2.5802032581099175,131.79456,131.79456,1.0,0.35714669285288314,0.3175658337202723,0.5789431529060411,0.3183725567904296,0.30264211509164074,0.20140392295359869,0.7246171412442247,0.11498520989363713,2.6290219265356938,0.6433473298205242,0.2090658137244365,1.8355849106897166,0.26644219977553313,0.26857067994235556,0.5247488617897034,0.3187315814025373,0.21195803122426826,0.11389601892395189,0.0027031323681391186,1.6632298627937416,0.0013549858214873555,0.0042841395315788506,0.004642348180608206
37.0,0.6708216036532427,4.251453580987833,135.45552,135.45552,1.0,0.36030783674602285,0.3136500564169366,0.5706560515447353,0.32554422496423335,0.30560765830471875,0.20445218005168547,0.7262653148371214,0.11498520989363713,2.652208126685612,0.6410328469851875,0.21006395278337747,1.8443485098775638,0.26396495071193865,0.2686482661004954,0.543269157409668,0.3257280651934451,0.21476339574657433,0.11389601892395189,0.003108427219172494,1.9712211572623346,0.001468642545057922,0.005034267532505521,0.0043735160628025314
38.0,0.6557845648879396,2.3429052855670838,139.11648,139.11648,1.0,0.35883923178777943,0.31826082247022774,0.5721078220443269,0.32457061584043406,0.30800301341421077,0.2026372213476829,0.7261451517998841,0.11498520989363713,2.668037535677551,0.6414219301869984,0.20935008698360613,1.838080812318723,0.2653634423098528,0.26937805361151457,0.5244114995002747,0.32479407775958996,0.2122947205419041,0.11389601892395189,0.0029255045745531587,1.9123536610604788,0.0012965586835329507,0.004843161668091684,0.004260218925161387
39.0,0.6574226623950772,2.2628797761043122,142.77744,142.77744,1.0,0.3623361674763658,0.3122342009784305,0.5758231511720889,0.32705503607226033,0.30863205176291914,0.20556333694589773,0.7263028754326826,0.11498520989363713,2.676525088775399,0.6418067089268618,0.20782734448564077,1.8247112273907187,0.26472805600430804,0.2682018286488317,0.5086452960968018,0.32711752304835257,0.2155514382779344,0.11389601892395189,0.002636147296962544,1.7735158308551036,0.0012099060004793403,0.004317804658310337,0.004417514525238294
40.0,0.6616709729518295,2.80125252743845,146.4384,146.4384,1.0,0.3608911175101065,0.3031383794638072,0.5966197363199948,0.33936743322667506,0.31106883796623386,0.2142361282653314,0.7281118207944778,0.11498520989363713,2.6992684559185904,0.640717504361813,0.2083433255191931,1.8292415089442544,0.2603261400253881,0.2657091561938959,0.5871497392654419,0.33958715514734295,0.22469945546865375,0.11389601892395189,0.0024807943116404874,1.7153772012861737,0.0011763349035642727,0.0040161207046237645,0.004508638821834687
41.0,0.65701992112322,2.7419774415331055,150.09936,150.09936,1.0,0.3596005473487282,0.3072851368895283,0.5836385865686105,0.32948429610868246,0.3131430498387459,0.2081792736889581,0.7296843371688332,0.11498520989363713,2.7141154320167353,0.6417670777582603,0.2066018330843484,1.8139513131033664,0.2634766807995155,0.2679991403395659,0.5117281079292297,0.32906117681223757,0.21869968861125283,0.11389601892395189,0.0024611065695433333,1.7470967489825853,0.0011597097262393285,0.003997115289020178,0.00409412600620714
42.0,0.6630462315412436,3.1649971254961176,153.76032,153.76032,1.0,0.36138365954609264,0.3071390408689131,0.5912502457338685,0.3296888847394826,0.31143408927862337,0.2087635797655831,0.7287225917945046,0.11498520989363713,2.7016922140739497,0.6426458907648535,0.20802329414837267,1.8264316533071216,0.26074614760746145,0.2664585698070374,0.5558075904846191,0.3299726554821683,0.21937088060739196,0.11389601892395189,0.002378554684085277,1.7338260446776985,0.0011209598466955658,0.0038613701357755464,0.004270016132557552
43.0,0.6675150671075066,3.3014068603281013,157.42128,157.42128,1.0,0.3615964225884471,0.3085843514733777,0.5915599138236749,0.3250161930059675,0.3143665617845993,0.20531349923171255,0.7311309917284005,0.11498520989363713,2.7275037479253212,0.64108847870476,0.2053727793169724,1.8031602970609477,0.2615368661205019,0.26465364120781526,0.5593040585517883,0.3253660594395607,0.21628785413561002,0.11389601892395189,0.002220876702393169,1.6604757737768523,0.0010720269132288459,0.0035768265773806667,0.0044626331358166
44.0,0.654668093164658,2.9123273616647376,161.08224,161.08224,1.0,0.3607444003923946,0.30940458119907105,0.5917025811403318,0.32680591384786867,0.3142657778660881,0.2063120141023965,0.7302889320080689,0.11498520989363713,2.7248968842252164,0.6399158202856265,0.2053187729644267,1.8026861246266874,0.2605006364022062,0.2635544393558871,0.560818612575531,0.3273152999076166,0.21763379365176513,0.11389601892395189,0.0023007393082301523,1.7638470827951096,0.001036770249557632,0.003794527093354403,0.00459092278628422
45.0,0.6616202366083969,3.147836184969648,164.7432,164.7432,1.0,0.3639624683190169,0.30688159301904433,0.6051565846203784,0.3388684888496365,0.3166386199787582,0.21444872436229045,0.7333918237727266,0.11498520989363713,2.7483840573424057,0.6406435629921488,0.20578177987856114,1.8067512966889665,0.2565918929555293,0.2662250030671083,0.536102294921875,0.3396970970578084,0.22625303684011092,0.11389601892395189,0.002106830445981977,1.6603774710165453,0.0009968461216805973,0.0034127620190431657,0.0035678852720390057
46.0,0.6565459137947408,3.318306983846532,168.40416,168.40416,1.0,0.3695509607464091,0.31175321503406095,0.5890315557746862,0.32422067406664434,0.3233989436498955,0.20501437091630664,0.7374125977102503,0.11498520989363713,2.8078856082723798,0.6395294979631989,0.20526025856473734,1.8021723718173954,0.2609605524746259,0.26600721828632534,0.5417916178703308,0.32521211736525835,0.21767772723973472,0.11389601892395189,0.0020166509232865293,1.6290404243100056,0.0009725870641031203,0.003241566253452287,0.0044332999488206236
47.0,0.6679037334163713,3.7952673598686317,172.06512,172.06512,1.0,0.3691634914154791,0.31746214673612455,0.586219214556148,0.3154457208407051,0.321246467569184,0.19851627993159526,0.7351761186665662,0.11498520989363713,2.786140273806474,0.6371701884862394,0.20498649630179822,1.7997687560850326,0.2593704815927038,0.26176545408293056,0.5222823619842529,0.31580173874957634,0.210650579485726,0.11389601892395189,0.002085878944807478,1.7256442516218158,0.0009662913076212503,0.003395491101537035,0.004029451907505764
48.0,0.6659754188697453,3.944819716171248,175.72608,175.72608,1.0,0.3668885631035783,0.3108387309425846,0.5995150951496178,0.32026355572354936,0.3230102804631501,0.20136023525075647,0.7361223872030577,0.11498520989363713,2.8041089071492693,0.6340489390467607,0.20283887634340758,1.7809127857124016,0.2544123977615153,0.2595345436822225,0.5215058922767639,0.3207140714568661,0.21360280462345596,0.11389601892395189,0.0020646895416986414,1.7472817496764037,0.0009283157073653254,0.0033909315252628773,0.004095469629257761
49.0,0.6721306775393611,3.9445146378329263,179.38704,179.38704,1.0,0.3694563294378299,0.3089215564022358,0.5937963136492852,0.3310704944573588,0.32764835373764706,0.20815031809386414,0.7393539674375394,0.11498520989363713,2.839870385763393,0.6362316526388059,0.20151425243336135,1.7692826697297643,0.2554473340696857,0.2608695652173913,0.5606517791748047,0.3318006133088061,0.2209429256461809,0.11389601892395189,0.0020486211196568383,1.774986645561512,0.0008812459631906065,0.0034045807978579866,0.004746891038770406
50.0,0.6735471832947136,4.3534319658072285,183.048,183.048,1.0,0.3752018914414543,0.3177077295359884,0.5912477025148276,0.3214198040533291,0.32327610864397616,0.20196886208538378,0.7391178315740894,0.11498520989363713,2.803703207014115,0.6378845660266563,0.2048624447568657,1.798679591194947,0.25846817691477886,0.2636664826062949,0.5440846085548401,0.3218531971559103,0.2146729167462958,0.11389601892395189,0.002105819925543406,1.8618431527138455,0.0008830227936933646,0.003525308131296937,0.007385800325785719
51.0,0.6753773908123489,4.453572064854498,186.70896,186.70896,1.0,0.37398853046282454,0.31039003289910033,0.5946373365131556,0.3256191700361918,0.32503999523974975,0.20473044172040358,0.7377774310964156,0.11498520989363713,2.8203593157274685,0.6377882615339878,0.20529942898992146,1.8025162857272423,0.25993464741224837,0.26538555096083677,0.5258517861366272,0.3263081535816523,0.21719965741253536,0.11389601892395189,0.0019636958551327733,1.7751810410154576,0.0008519931717513967,0.003256312384100255,0.005441167171037326
