round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_brier,fed_auprc,fed_auprc_lift,fed_prevalence,fed_ece,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
32.0,9.012408156022953,824.5812392433279,69.1456,69.1456,0.5412350858791136,0.674995733554812,0.5878345585679617,0.23798645034754048,0.241974532210106,2.2209550654943855,0.11164254247954684,0.377407996903207,0.2896088816010435,0.3124015612481855,0.659152222289543,0.20924294805020924,1.8371401391116249,0.1291916696081892,0.27451431198988385,0.47903546690940857,0.36113696644546056,0.22996275417377557,0.11389601892395189,0.0040215885908268965,0.5654237722046673,,0.0040215885908268965
33.0,8.890222672290259,728.8499507811038,71.12704,71.12704,0.5412350858791136,0.6797821638441178,0.5762021390014356,0.23437382159625164,0.24760200122511086,2.281387194717612,0.11164254247954684,0.37365747832741797,0.29897737995967566,0.322382137773576,0.6584425507935294,0.2083576920247474,1.8293676459742405,0.2350131358968235,0.27393258426966294,0.47560054063796997,0.36246930251538384,0.2308992778728393,0.11389601892395189,0.0048272622854778615,0.6946970100398175,,0.0048272622854778615
34.0,8.612874126247553,903.2265211146714,73.10848,73.10848,0.5412350858791136,0.6828436057890643,0.6121176248417477,0.23807164271460907,0.2523124055667046,2.3449721206848206,0.11164254247954684,0.37818452608780406,0.2966051044605012,0.3294086366279091,0.6560758622389457,0.20544096157069103,1.803758933030517,0.0344972654606647,0.27393122676579923,0.4813772439956665,0.36179257759156824,0.2305250393176629,0.11389601892395189,0.005356892708768863,0.7909865903202444,,0.005356892708768863
35.0,9.409763006607257,954.1492531258375,74.7776,74.7776,0.4559241291901578,0.667206119662506,0.5877772526443941,0.23928938786482515,0.23310148562178434,2.1243536646291545,0.11164254247954684,0.37819102186313425,0.27880467728187697,0.3023194858518418,0.6599772985437766,0.207325814984484,1.820307829397575,0.041666666666666664,0.27658186562296155,0.4797842502593994,0.36247319374562537,0.2309480596914267,0.11389601892395189,0.006430747248938254,0.43685586703941226,0.006430747248938254,
36.0,9.427285071309827,974.8990375875649,76.75904,76.75904,0.5412350858791136,0.6689319977201171,0.6103783225848135,0.24084003694720282,0.23487512967200497,2.145029728415296,0.11164254247954684,0.38075553808780926,0.2842326455917857,0.30708904961598443,0.6544904272531122,0.20261011272493484,1.7789042552946224,0.020662935858803272,0.2764906116174371,0.4799768328666687,0.3625048686825183,0.23101306708285324,0.11389601892395189,0.00326635824871329,0.49469685868825763,,0.00326635824871329
37.0,9.037806256583668,893.8798337869533,78.74048,78.74048,0.5412350858791136,0.6732842984825942,0.5793406818256652,0.2375687693960818,0.2410927820524517,2.2109062611499515,0.11164254247954684,0.37682080840899396,0.2881302693755462,0.3133593915890057,0.654369437988867,0.19484513257168287,1.7107282099278687,0.0008830022075055188,0.2764583561343986,0.47497448325157166,0.35943134255117415,0.22877336810262464,0.11389601892395189,0.0038576457916867737,0.5926644551800564,,0.0038576457916867737
38.0,8.81526941123634,702.3541489067217,80.72192,80.72192,0.5412350858791136,0.6754233386951113,0.5794967620008165,0.23296305688016117,0.24306316848282208,2.2431320381770234,0.11164254247954684,0.37119015652365167,0.29688446075878144,0.31599014468822484,0.6568753125127219,0.2012412181363427,1.7668854454931475,0.022968949383241174,0.2761405806592447,0.47618797421455383,0.3607670422441869,0.2296737201761006,0.11389601892395189,0.004962356286397729,0.7773367188638076,,0.004962356286397729
39.0,8.620954859219184,772.3090698944634,82.70336,82.70336,0.5412350858791136,0.6791740071586145,0.6020896608121293,0.23896291476516257,0.24805898423634287,2.2955227293331646,0.11164254247954684,0.3791405368181351,0.2937056672345955,0.32024361631300957,0.6579278350303288,0.20456942641913867,1.7961069083172188,0.07475149105367793,0.2761717038983793,0.4794204831123352,0.3610910852459154,0.2298374076242846,0.11389601892395189,0.004173124110649034,0.6703670205315575,,0.004173124110649034
40.0,9.426026433839642,788.8129676938239,86.35392,86.35392,0.9971592150692714,0.6663650218928905,0.5945454018625392,0.2415729964911985,0.23336661123379251,2.1217093737799537,0.11164254247954684,0.3810033493348829,0.2800754304382709,0.29992320579871967,0.6530528248088003,0.1986325566344198,1.7439815588905379,0.1474025974025974,0.27385496183206104,0.48204466700553894,0.3623246746197267,0.2308668695011622,0.11389601892395189,0.004397179118589721,1.0362318720435724,0.006532831168534455,0.00345889104573084
41.0,9.477827595775612,1143.5699202928886,88.33536,88.33536,0.5412350858791136,0.6706751805662552,0.597891547300667,0.23799736906121507,0.23580421024425988,2.150963055412459,0.11164254247954684,0.37713528440912375,0.2856187863467487,0.30623579051947075,0.6548770131140265,0.19738050593509726,1.7329886312083285,0.041666666666666664,0.2738370174859782,0.46931490302085876,0.36078952684172794,0.2297348189197364,0.11389601892395189,0.0031723812556124424,0.5279671002645046,,0.0031723812556124424
