round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_ece,fed_f1_best,fed_f1,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
33.0,0.6557707444737848,3.762098651849648,71.12704,71.12704,0.5412350858791136,0.11385235068286237,2.1225724594481883,0.6814052494444464,0.24068269083135896,0.527593134027482,0.3543613942677518,0.3094037084005792,0.2852927405225155,0.22247056457367867,0.45141014173400995,0.0988861549391524,0.8682143227954127,0.20000955611830473,0.20455572629485672,0.3520352840423584,0.4835716847657881,0.34406477596113816,0.11389601892395189,0.0005247537762456226,0.9915259890258312,,0.0005247537762456226
34.0,0.6438613380217357,3.5217423009665607,73.10848,73.10848,0.5412350858791136,0.11385235068286237,2.1604042791701183,0.686769019136791,0.2450662632581821,0.5223710447881812,0.34402938511095305,0.31348773943375324,0.2910207537940088,0.214681044863728,0.45719681942679224,0.10039939414651305,0.8815004694198267,0.20026588168265122,0.20464106391640657,0.40571168065071106,0.48716997203616197,0.3470775537706008,0.11389601892395189,0.0005269944306448349,1.0263269491260871,,0.0005269944306448349
35.0,0.6672959604691908,4.004902235496069,74.7776,74.7776,0.4559241291901578,0.11385235068286237,1.9819870736244682,0.6627364821229262,0.22584664620890366,0.53621266816327,0.37504462990388154,0.2891201729849262,0.2685103068647637,0.23826180037173003,0.4490558269388438,0.09753910429758825,0.8563873014974728,0.19667367999198476,0.2045649717514124,0.36406806111335754,0.4755700548150902,0.3381419640083736,0.11389601892395189,0.0012365110633005911,0.5106006660498679,0.0012365110633005911,
36.0,0.661872681558624,4.020065668466133,76.75904,76.75904,0.5412350858791136,0.11385235068286237,2.0122029977113765,0.6691708000125397,0.2293495750530014,0.5343627624236673,0.3541204057954146,0.29668474332118955,0.27451769435006756,0.22381751671181732,0.4220998430364774,0.09209939213286755,0.8086269652178283,0.18934544703696057,0.2045002711006687,0.3041538596153259,0.47623700245024664,0.3424980506754513,0.11389601892395189,0.0005623663040086035,1.1286621788749471,,0.0005623663040086035
37.0,0.6612956518841808,5.330832327504364,78.74048,78.74048,0.5412350858791136,0.11385235068286237,2.0457366618400927,0.6732757913754673,0.23244768604389113,0.5228610882203002,0.3521155267928083,0.30137587231370094,0.28160902126147785,0.220915246964648,0.4267659927326627,0.09255551335912321,0.812631681366513,0.19586604392328333,0.2045002711006687,0.3119785189628601,0.48298366804074694,0.34866609913047086,0.11389601892395189,0.0005216480437346541,1.078841237584129,,0.0005216480437346541
38.0,0.6508778558724193,4.057456239486248,80.72192,80.72192,0.5412350858791136,0.11385235068286237,2.0903518505822722,0.6799501309453674,0.23754484766441536,0.5238741744107797,0.3445571106888738,0.30712158103508225,0.28613860743650577,0.21557564556050107,0.3907695218392838,0.08712628279152182,0.7649633728611344,0.18393995476043595,0.20450951154489178,0.24428603053092957,0.48403402946064816,0.35357461671682155,0.11389601892395189,0.0005088823508810782,1.0807708177017048,,0.0005088823508810782
39.0,0.6460272583379252,4.486234424961444,82.70336,82.70336,0.5412350858791136,0.11385235068286237,2.16466973856014,0.6855696744556893,0.24445640024044302,0.5322120590288439,0.3558999215797752,0.3101657763292,0.2836605835051129,0.22315567614528964,0.3834435409452719,0.08617436333016788,0.756605578880736,0.17743407980237366,0.20450951154489178,0.18017317354679108,0.47505394990901717,0.3454922488201203,0.11389601892395189,0.0004782312147875587,1.0473061085212976,,0.0004782312147875587
40.0,0.6535458567227074,3.665640699439771,86.35392,86.35392,0.9971592150692714,0.11385235068286237,1.9675113721807733,0.6578199265342793,0.22349405373519537,0.5442796641246466,0.3650693487826367,0.2888558229754316,0.2684692522871889,0.23127822177197957,0.36841006327483766,0.085004487493583,0.7463341414096335,0.16302814915101257,0.2045002711006687,0.03892447426915169,0.4823249443413789,0.3589450819028444,0.11389601892395189,0.0006323118991597018,1.7207575839711353,0.001166494954013158,0.0005219244889246112
41.0,0.6657711430897458,5.220263312834929,88.33536,88.33536,0.5412350858791136,0.11385235068286237,2.0070836977817255,0.6664343956520244,0.22739932311516478,0.5272383240660394,0.3502571264532621,0.29722461782516585,0.27386085699963714,0.22007281335181672,0.3640051429661151,0.08437886410312528,0.7408412067454689,0.15875715824686737,0.2045002711006687,0.008465047925710678,0.48555047604145185,0.36346063177889226,0.11389601892395189,0.0004974973052807179,1.153612602967769,,0.0004974973052807179
42.0,0.6585594786028923,4.893575751589191,90.3168,90.3168,0.5412350858791136,0.11385235068286237,2.0655808402075935,0.6749683780066597,0.23453491980004523,0.5335214555514858,0.34288539194155354,0.3020655870097276,0.286425986611468,0.21562705892858464,0.3687837106510058,0.08505289926338312,0.746759193753495,0.16554561120684863,0.20450951154489178,0.009195752441883087,0.4968307410876391,0.37673494796427565,0.11389601892395189,0.0004336304745326505,1.0343242242233828,,0.0004336304745326505
43.0,0.6463405631738632,5.011548455540231,92.29824,92.29824,0.5412350858791136,0.11385235068286237,2.0711691713944194,0.6765017109345736,0.23508496555070035,0.5291560815627434,0.3443789855766434,0.3060503378536574,0.2829290714477481,0.21545823434169456,0.3761302600964229,0.08591306018881723,0.7543113534651389,0.16462126833723387,0.20450951154489178,0.00969034805893898,0.48281098758442115,0.36052754168277884,0.11389601892395189,0.000421647482217206,1.0316159862559289,,0.000421647482217206
44.0,0.6425107697335359,4.880960738951083,94.27968,94.27968,0.5412350858791136,0.11385235068286237,2.113335425751351,0.6857860681045325,0.2400602607623458,0.524339547443288,0.34917450734903654,0.31365092537952677,0.28950421550052124,0.21872801326668137,0.3882033848481634,0.08750659689067547,0.7683025071236548,0.1679823543069422,0.2045002711006687,0.016622444614768028,0.48692573345425144,0.36732561479891646,0.11389601892395189,0.00040361791877574157,1.0141937164589763,,0.00040361791877574157
45.0,0.6617445218031388,5.782138927168964,95.9488,95.9488,0.4559241291901578,0.11385235068286237,1.955076292403031,0.6631523860639312,0.22233415127506045,0.5264088101635812,0.3626455376620459,0.29222723826871433,0.27712330609111957,0.22998346459040178,0.3706224312213493,0.08558832286549371,0.751460179856162,0.15680767655491193,0.20450951154489178,0.009872031398117542,0.5046207691191302,0.3932680746793237,0.11389601892395189,0.001037344326215955,0.5374103588983417,0.001037344326215955,
46.0,0.6592167951665999,5.984186365452043,97.93024,97.93024,0.5412350858791136,0.11385235068286237,2.005432398402174,0.6723684415765743,0.22814354055812025,0.530647992412532,0.35514308829525215,0.3009505278155058,0.2823065571529328,0.22363157375559176,0.39097504421046353,0.08822278904736779,0.7745906299523423,0.17516940135521084,0.20450951154489178,0.060055915266275406,0.5050124591018171,0.38742804154180055,0.11389601892395189,0.00043540951968799765,1.1212407343555242,,0.00043540951968799765
47.0,0.6584305858434787,7.514030690036359,99.91168,99.91168,0.5412350858791136,0.11385235068286237,2.0454167818205637,0.6775352904819169,0.23233726945817812,0.5221511512625264,0.3352389204052605,0.30295614756941364,0.2865189458031991,0.2096476011560817,0.3882069990902651,0.0879014655229376,0.7717694292864548,0.17537333843881625,0.20450951154489178,0.055320993065834045,0.5083215862696893,0.3896561357885815,0.11389601892395189,0.0003908075549267238,1.033004431752488,,0.0003908075549267238
48.0,0.6524087150498186,6.381063783174907,101.89312,101.89312,0.5412350858791136,0.11385235068286237,2.104169600218947,0.6845730208206697,0.23891255091359953,0.5232724472434896,0.34072273257556884,0.3087609496728081,0.28774580828803875,0.21313190772156446,0.39542558177626846,0.0888087956584023,0.7797357317440544,0.1765855777584709,0.20450951154489178,0.03741702064871788,0.49859563273495044,0.3764304351051507,0.11389601892395189,0.00037152124517493036,1.0025539952330291,,0.00037152124517493036
49.0,0.6442897705358798,5.460748099885935,103.87456,103.87456,0.5412350858791136,0.11385235068286237,2.128972627443306,0.6894508931230311,0.24136175215765612,0.5457966097205198,0.356084906643757,0.3138379667536136,0.2857452722246781,0.2232311483539744,0.39978641586102115,0.08966846871122788,0.7872836079643777,0.1738445082474807,0.20450951154489178,0.04690937325358391,0.4771696474147965,0.3513862884685084,0.11389601892395189,0.00038554967296823133,1.0661448821192607,,0.00038554967296823133
50.0,0.6561044332164254,6.530055790229464,107.52512,107.52512,0.9971592150692714,0.11385235068286237,1.918473806550103,0.6604674697435765,0.21840951271185352,0.5309785455605994,0.3494552742638033,0.2939811924623437,0.2755448016705479,0.2207434788565653,0.3944948014900114,0.08877114723321645,0.7794051809000343,0.1694418386491557,0.20451875282422052,0.0878780260682106,0.4714068863412456,0.3501274192221339,0.11389601892395189,0.00046485707075777827,1.5818138619652018,0.000859022039016473,0.0003849447595228656
51.0,0.6666179371305219,7.94026081641808,109.50656,109.50656,0.5412350858791136,0.11385235068286237,2.0109605944859736,0.6701512030348635,0.2282953708866306,0.5159090642335922,0.35943492424251555,0.2992384133398064,0.27905345467126536,0.22593209723486452,0.3919279491801418,0.08839961377915992,0.7761431401582538,0.16860362220517963,0.20452799493876814,0.1102047711610794,0.46553846382287517,0.3442170445138678,0.11389601892395189,0.0003767060933664011,1.092077953973785,,0.0003767060933664011
