round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_f1,fed_prevalence,fed_auprc_lift,fed_ece,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.5575552940307632,0.5682799408008283,40.15616,40.15616,0.0,0.3290967432376498,0.6961526722950434,0.24620381345823628,0.1041097011071443,0.11468496254799518,2.5445055236231218,0.07398143286234718,0.10757410130442722,0.2860762289870281,0.6078066926627723,0.19895997312344607,1.7468562554086389,0.2045002711006687,0.25462502486572514,0.5283114314079285,0.4109074491020345,0.26933108200340755,0.11389601892395189,0.0,0.0,,
32.0,0.5398150333341707,0.6727239138491593,40.15616,40.15616,0.0,0.34377585134549093,0.7086963550107337,0.24694194256145083,0.13144316654347077,0.11468496254799518,2.7139190062665293,0.06978931700410815,0.10535201534637428,0.3039703288554766,0.6078066926627723,0.19895997312344607,1.7468562554086389,0.2045002711006687,0.25462502486572514,0.5283114314079285,0.4109074491020345,0.26933108200340755,0.11389601892395189,0.0,0.0,,
33.0,0.578184829521245,0.6430176067624747,43.80672,43.80672,0.9971592150692714,0.30989669881243265,0.6735033594903966,0.2443850556597307,0.09161166620207654,0.11468496254799518,2.2546393237168747,0.07657200560011702,0.11001743915987947,0.25602025585428734,0.5463600089332017,0.17746906850812036,1.5581674424161924,0.2045002711006687,0.21816707218167072,0.5351741313934326,0.4181484746863386,0.2755759446856818,0.11389601892395189,0.006369032211570513,1.2695648425724357,0.004679873277932,0.007912180883207515
34.0,0.5761242184223991,0.6069796188893185,43.80672,43.80672,0.0,0.32232619466459034,0.6884113114810259,0.23861966416396369,0.09206982259662196,0.11468496254799518,2.4389493988900206,0.07355470846587611,0.10853263783832119,0.27544987960722805,0.5463600089332017,0.17746906850812036,1.5581674424161924,0.2045002711006687,0.21816707218167072,0.5351741313934326,0.4181484746863386,0.2755759446856818,0.11389601892395189,0.0,0.0,,
35.0,0.5518865816870517,0.5387519835933936,43.80672,43.80672,0.0,0.33322034816280244,0.7021106287566807,0.26463601951925664,0.1298861065769835,0.11468496254799518,2.638214422021567,0.07809547889133422,0.10647515134809142,0.2964576443115156,0.5463600089332017,0.17746906850812036,1.5581674424161924,0.2045002711006687,0.21816707218167072,0.5351741313934326,0.4181484746863386,0.2755759446856818,0.11389601892395189,0.0,0.0,,
36.0,0.5319342124895526,0.6732501572954787,43.80672,43.80672,0.0,0.34995111131466106,0.7107318693956427,0.24973463044935224,0.1582847657936586,0.11468496254799518,2.7815067145714667,0.06294231989734926,0.10317565999488167,0.31089381861915794,0.5463600089332017,0.17746906850812036,1.5581674424161924,0.2045002711006687,0.21816707218167072,0.5351741313934326,0.4181484746863386,0.2755759446856818,0.11389601892395189,0.0,0.0,,
37.0,0.5772578560342035,0.6777182838635843,47.45728,47.45728,0.9971592150692714,0.31554439045578236,0.6764742133845838,0.2539790493392835,0.08205206852033925,0.11468496254799518,2.297853273922751,0.08281542598047996,0.1104906384153298,0.26105513447662715,0.501155603714216,0.14947181432065226,1.3123532826942288,0.2045002711006687,0.2046019619366213,0.5203560590744019,0.4162722971318287,0.27418797211079254,0.11389601892395189,0.0066870899426286845,1.4029204829130322,0.004653859650039476,0.008574210158570416
38.0,0.5753422328934229,0.6039729038295023,47.45728,47.45728,0.0,0.3297594685652565,0.6923519412472775,0.24847381367698865,0.10522583717657986,0.11468496254799518,2.5283299732833595,0.07593385177216763,0.10882266863709777,0.2853632194731175,0.501155603714216,0.14947181432065226,1.3123532826942288,0.2045002711006687,0.2046019619366213,0.5203560590744019,0.4162722971318287,0.27418797211079254,0.11389601892395189,0.0,0.0,,
39.0,0.5496188378980185,0.5987084226392092,47.45728,47.45728,0.0,0.336225732938647,0.7031550466795965,0.2509983167818571,0.14103761788298125,0.11468496254799518,2.639836987620317,0.0766469864476332,0.10695217677441657,0.29566146630450274,0.501155603714216,0.14947181432065226,1.3123532826942288,0.2045002711006687,0.2046019619366213,0.5203560590744019,0.4162722971318287,0.27418797211079254,0.11389601892395189,0.0,0.0,,
40.0,0.5293295203358045,0.6376825949941248,47.45728,47.45728,0.0,0.3547910253080181,0.7148888457125653,0.2553099702860565,0.17329906429848524,0.11468496254799518,2.794763555556305,0.06861229050392921,0.10451138196831235,0.31203460772212943,0.501155603714216,0.14947181432065226,1.3123532826942288,0.2045002711006687,0.2046019619366213,0.5203560590744019,0.4162722971318287,0.27418797211079254,0.11389601892395189,0.0,0.0,,
