round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auroc,fed_auprc_lift,fed_f1_best_threshold,fed_f1,fed_f1_best,fed_prevalence,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.17347595044831954,0.05247707652774417,3.66096,3.66096,1.0,0.21159746989498127,0.6534305995745467,1.8433424662602722,0.5121064315722884,0.258828686687301,0.28601347146208894,0.11416703379696647,0.2501875792120735,0.38915411009235723,0.6544305161704956,0.20746449837766692,1.8215254610101035,0.25680033071517155,0.2753476611883692,0.5132341384887695,0.3892537278611009,0.25022035987389,0.11389601892395189,0.02120476013730702,2.3029201463969002,0.018603093401312113,0.023047118531551797,0.008945849877918589
2.0,0.16429571152659328,0.030800961839246282,7.32192,7.32192,1.0,0.21841283058246933,0.6596426856225247,1.9098628058104665,0.5092793727256449,0.2706563884939008,0.29020355352604255,0.11416703379696647,0.24180817230262616,0.37985591074504915,0.6609451248115763,0.21525984974819148,1.8899681637856016,0.2762613730355666,0.28189140036373084,0.5118058323860168,0.379714225085082,0.24179129518376716,0.11389601892395189,0.014354596995441359,1.6375534980979864,0.014062993345032982,0.014615206330903609,0.006609506638895453
3.0,0.16064580853027627,0.03343941682067608,10.98288,10.98288,1.0,0.22128301961732016,0.6619039707383771,1.937752745988971,0.521857582216964,0.2651873253007647,0.2922379913992539,0.11416703379696647,0.2457882413332285,0.3852415799370601,0.6620424990697091,0.22051383978985237,1.9360978713144394,0.2634515026093216,0.28353209165215065,0.5241662859916687,0.38512222775665866,0.24573209286202977,0.11389601892395189,0.010396592520886781,1.2519869999323419,0.010866341862644178,0.01011330997981275,0.005668175535777711
4.0,0.16201642867065089,0.04703343000604941,14.64384,14.64384,1.0,0.22409435748967774,0.6650549579691026,1.9614803971038315,0.5186792189115034,0.27043722990866353,0.29482331245269583,0.11416703379696647,0.2422427254856596,0.3809252534734798,0.6621030878227198,0.22152771775755406,1.9449996571475217,0.2667415940807343,0.28461892347799417,0.5280004739761353,0.3808127370953554,0.24228132943118216,0.11389601892395189,0.008761720738189743,1.10926281981574,0.009487381647528515,0.008274506371095796,0.004822183305464442
5.0,0.16432496064524013,0.06789645557495473,18.3048,18.3048,1.0,0.22487279661704435,0.6653857733821432,1.9669034070140694,0.5070656704568033,0.2781146927937484,0.2956135508693719,0.11416703379696647,0.2283028723107994,0.36248758748859267,0.6630837521796515,0.22286380236971348,1.956730397385699,0.28023952095808385,0.2846789389766633,0.5144526958465576,0.3624591208037052,0.22837524312622146,0.11389601892395189,0.008579914508376295,1.141860363775777,0.00873013938663854,0.00849191978857496,0.005136858614339946
6.0,0.16285874085537905,0.054582625762613635,21.96576,21.96576,1.0,0.228224284459922,0.6684125983639589,1.9992581209309115,0.5135307477651037,0.2781888598388473,0.300431984231373,0.11416703379696647,0.2345737362236246,0.3709851777837159,0.6636096620538061,0.22339310150346559,1.9613776110350674,0.27643908969210174,0.284707324547962,0.5179075598716736,0.3707351126922347,0.23467334437345605,0.11389601892395189,0.008044247595924033,1.1303637993296434,0.008064827128332383,0.008048797429511903,0.004828271564443731
7.0,0.16404259424192102,0.05222572079985255,25.62672,25.62672,1.0,0.2305312055051139,0.6706486883733604,2.019153350880682,0.5238202896305131,0.2735572694935707,0.3029377103955839,0.11416703379696647,0.2431052643334778,0.3826128743381195,0.664318881769557,0.22449492957678646,1.9710515933544719,0.2690189489405395,0.2876787678767877,0.5266642570495605,0.3823876875660861,0.24327966938012652,0.11389601892395189,0.008084833964051859,1.2046031637773922,0.007197001756398677,0.008825624987448702,0.004962734224979404
8.0,0.16001674534691243,0.032081015570776486,29.28768,29.28768,1.0,0.2332500223814076,0.6729258803174774,2.040452223999951,0.5177427139758045,0.28115124424355237,0.30048575649661696,0.11416703379696647,0.2363756515472036,0.3733753977281661,0.6633684239429685,0.22371246353235608,1.9641815898914639,0.27326775483731486,0.28368999421630997,0.5192527174949646,0.37353269512174936,0.23669876834598785,0.11389601892395189,0.007685263057231044,1.2182836144165776,0.007007062182528213,0.00827417041930489,0.004794662171961984
9.0,0.16198266571674805,0.0583363692320787,32.94864,32.94864,1.0,0.2377096143007902,0.6748989311757937,2.0845991265601582,0.519631407950987,0.28354835521595095,0.3048992026482671,0.11416703379696647,0.2361922566824545,0.3733989718753536,0.6624912549145535,0.2234857452541596,1.9621910174347754,0.27616342582477604,0.28344604528079975,0.5192922353744507,0.3733351630490538,0.23661952842056858,0.11389601892395189,0.0074362503286879425,1.2520909811319143,0.006521885018165269,0.008249051644534206,0.004902730077015569
10.0,0.16021816953046558,0.04475579115857126,36.6096,36.6096,1.0,0.24095746519886715,0.6767398738104001,2.1084656233240056,0.5196050723895184,0.28232131517663533,0.3042114713634185,0.11416703379696647,0.24107643587278763,0.3797793958622856,0.6624575219882709,0.22404451005282913,1.967096937799232,0.2740942577454839,0.28136580201164635,0.5171386003494263,0.3797266027849882,0.24158562344797194,0.11389601892395189,0.007843118005535788,1.3998092619940508,0.006758191311554603,0.0088425181879227,0.004928401114295496
