round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_ece,fed_f1_best_threshold,fed_brier,fed_auroc,fed_auprc,fed_auprc_lift,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6883644941200442,0.11503274877549227,3.65056,3.65056,0.9971592150692714,0.11375511488825935,0.38901992045110756,0.5113677061969918,0.2502987464828827,0.6136183256470643,0.188020974314784,1.651461002604608,0.21332224986761858,0.2688585342465749,0.6411229394992437,0.17442387569781537,1.5314308379319017,0.2640973630831643,0.26630669546436286,0.5008246898651123,0.3810867830406732,0.24538177370268333,0.11389601892395189,0.02763438552651426,2.986396817257628,0.02328696674725782,0.03050961991642708
2.0,0.681015572141834,0.1352641071528651,5.632,5.632,0.5412350858791136,0.11375511488825935,0.3638500572770581,0.5143344075022382,0.2301553024970591,0.6577903951631042,0.22535663326499472,1.9755095656584298,0.2569430099832019,0.29024664102316766,0.6406352427056438,0.16744533541571185,1.470159685980901,0.26382770435633873,0.2688626752726463,0.4984646141529083,0.37329560960297303,0.2390377421041033,0.11389601892395189,0.020148931976896746,1.3944842261262238,,0.020148931976896746
3.0,0.6652823906930984,0.21685802994284326,7.61344,7.61344,0.5412350858791136,0.11375511488825935,0.35156205088547426,0.5178151908969969,0.2216866294888782,0.6710519067606713,0.23647667152307242,2.074695131385319,0.26972949648740363,0.29824212463834787,0.6187950930037358,0.15197781848677663,1.3343558442394012,0.2419142248808679,0.25288485146083967,0.49476391077041626,0.3753926142501966,0.24076934201351394,0.11389601892395189,0.01478180704329818,1.0872053038328886,,0.01478180704329818
4.0,0.6528509952426933,0.29542579195158336,9.59488,9.59488,0.5412350858791136,0.11375511488825935,0.3405072668540917,0.5272607562674791,0.21402021745269525,0.6814869638474381,0.2468209651962295,2.170004901113931,0.290074182347328,0.30847670503940805,0.6229435903650128,0.15573019065005392,1.3673014396932925,0.2391304347826087,0.2527797776177906,0.4893893897533417,0.3710723935168825,0.2373410765942742,0.11389601892395189,0.012531324180800931,0.9685385655611753,,0.012531324180800931
5.0,0.6546468714104294,0.3372707042335354,11.264,11.264,0.4559241291901578,0.11375511488825935,0.3502511899811614,0.501530011776374,0.2226569481137857,0.6556948719035743,0.22550186966344726,1.971617438053433,0.26491717838596646,0.2824497386753715,0.6162562385207028,0.1488334074825215,1.30674811015034,0.2339167455061495,0.25018335913943446,0.4890115559101105,0.3676961799759625,0.23474333992931304,0.11389601892395189,0.016567275420328823,0.762530186213553,0.016567275420328823,
6.0,0.6510168981530166,0.4100316864641885,13.24544,13.24544,0.5412350858791136,0.11375511488825935,0.34242830001167196,0.5216548331829975,0.21514509537611556,0.6706731716394067,0.24172681071508742,2.1286947398031484,0.27597554101198646,0.3021414995591601,0.6081527563440114,0.14421930736036798,1.2662365965281268,0.22518617316883405,0.24912891986062718,0.48822396993637085,0.3679271901842992,0.2349662967735691,0.11389601892395189,0.010180272475388141,0.8258418407058343,,0.010180272475388141
7.0,0.6350185874824777,0.4366734359963312,15.22688,15.22688,0.5412350858791136,0.11375511488825935,0.34097428138446695,0.5268506708725241,0.21268679341984467,0.6821082822120192,0.2541021136406285,2.2327183898475056,0.28910884106406987,0.31200801708126896,0.5872796548438951,0.13813725762522652,1.2128365761182616,0.19473264166001597,0.23574468085106384,0.47822844982147217,0.3656967587833154,0.23364732616571934,0.11389601892395189,0.00932180675711248,0.7913702336372808,,0.00932180675711248
8.0,0.6223537571967753,0.5082600985388787,17.20832,17.20832,0.5412350858791136,0.11375511488825935,0.34899154183556536,0.5476369694076998,0.21852269045914713,0.6899750328534571,0.26129721368517705,2.293295259540739,0.2980535556352407,0.31754121903820093,0.6045959530829209,0.14537793689280082,1.2764092921445247,0.20918367346938777,0.24353667109271265,0.4828011393547058,0.36385908456938004,0.2320229411985872,0.11389601892395189,0.00970095893967814,0.8591795571846887,,0.00970095893967814
9.0,0.6103814472389821,0.6405837628672582,19.18976,19.18976,0.5412350858791136,0.11375511488825935,0.33701210446259416,0.5403657999585025,0.21060905340643948,0.699074616358384,0.2724987712500664,2.3944158395710025,0.30087319823190234,0.3260990208150575,0.601647672736803,0.14131321337889236,1.2407212711556395,0.20416776576101292,0.24430733068899665,0.47637614607810974,0.3613664026684919,0.23015373038837303,0.11389601892395189,0.010725041886125978,0.9962090443586931,,0.010725041886125978
10.0,0.6416323225105702,0.5719313039607647,22.84032,22.84032,0.9971592150692714,0.11375511488825935,0.31857208687628,0.48823998177955835,0.20173376572134014,0.6595487830770171,0.23201755432653648,2.0264055027486036,0.26850408384904545,0.2881738749847408,0.6176261366728663,0.15099107742310547,1.3256923187448884,0.21000893655049152,0.24932999049018761,0.486798495054245,0.3589799411748986,0.2282140957028423,0.11389601892395189,0.008838827162647564,1.304840516182594,0.012888356057011198,0.006770389146463654
