round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_brier,fed_f1,fed_auprc_lift,fed_f1_best,fed_auprc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
26.0,0.639436914254923,0.37656553605545073,36.5056,36.5056,0.0,0.525829008346389,0.696624110744175,0.11010387157695939,0.20460657529712598,0.29749945372798214,2.2616800135136077,0.3178643394149182,0.24209637547260615,0.3276918590959979,0.4979437221342562,0.1511525949845616,1.3271104329422245,0.20446298984034833,0.20479956367602947,0.5004664659500122,0.4040210525068809,0.26373026280862655,0.11389601892395189,0.0,0.0,,
27.0,0.6233348257889897,0.46335972202223263,36.5056,36.5056,0.0,0.57181351812598,0.7099772341776407,0.11010387157695939,0.2139242119278623,0.30000262051913357,2.397554364671529,0.3307384096447044,0.25604455509736107,0.3440799009034965,0.4979437221342562,0.1511525949845616,1.3271104329422245,0.20446298984034833,0.20479956367602947,0.5004664659500122,0.4040210525068809,0.26373026280862655,0.11389601892395189,0.0,0.0,,
28.0,0.605231424048854,0.5438519001182545,36.5056,36.5056,0.0,0.5539417277727257,0.7203851409573964,0.11010387157695939,0.1918552464876843,0.3194219828029359,2.554728642135355,0.3427839685192443,0.27165087684220596,0.30864475200425867,0.4979437221342562,0.1511525949845616,1.3271104329422245,0.20446298984034833,0.20479956367602947,0.5004664659500122,0.4040210525068809,0.26373026280862655,0.11389601892395189,0.0,0.0,,
29.0,0.6413674712892611,0.4633885165149806,40.15616,40.15616,0.9971592150692714,0.5321132191667627,0.6877572448573649,0.11010387157695939,0.20653840098161372,0.28923796711081945,2.1278400602773324,0.3079540144868355,0.23085155607021773,0.3319189929342098,0.46837720128050586,0.12437198111140524,1.0919782999127312,0.20307492219796552,0.20465747230386613,0.4955099821090698,0.40407845241127466,0.26440237695353186,0.11389601892395189,0.007018269342340539,1.342958269873634,0.005192049557505796,0.008512824264175182
30.0,0.6394612654202881,0.5018101539951358,40.15616,40.15616,0.0,0.5554322240316608,0.7003413002737484,0.11010387157695939,0.20239615592438331,0.30192279290170426,2.29312301190436,0.3223845050398249,0.24595978286455483,0.32673975797144356,0.46837720128050586,0.12437198111140524,1.0919782999127312,0.20307492219796552,0.20465747230386613,0.4955099821090698,0.40407845241127466,0.26440237695353186,0.11389601892395189,0.0,0.0,,
31.0,0.6198761554664236,0.5977253096085897,40.15616,40.15616,0.0,0.5814452203932821,0.7111665451712071,0.11010387157695939,0.21047107591512007,0.30174329122074334,2.414891816577222,0.33515431440947735,0.25764169672080106,0.3378573181680446,0.46837720128050586,0.12437198111140524,1.0919782999127312,0.20307492219796552,0.20465747230386613,0.4955099821090698,0.40407845241127466,0.26440237695353186,0.11389601892395189,0.0,0.0,,
32.0,0.607371181036079,0.6766775133361673,40.15616,40.15616,0.0,0.5671509835680288,0.7217611240273342,0.11010387157695939,0.19674911747864007,0.3158029803410735,2.5393635148983518,0.3463599178936769,0.2699555023792387,0.3191770978101937,0.46837720128050586,0.12437198111140524,1.0919782999127312,0.20307492219796552,0.20465747230386613,0.4955099821090698,0.40407845241127466,0.26440237695353186,0.11389601892395189,0.0,0.0,,
33.0,0.6399253598614176,0.554425253258321,43.80672,43.80672,0.9971592150692714,0.5330552085394524,0.6894750210798858,0.11010387157695939,0.20502402806693953,0.2905282243262225,2.161397043151502,0.31129545945384574,0.23493391817315798,0.3296850830508846,0.446551307755777,0.10696970452124602,0.9391873880391679,0.20139412207987942,0.20458346517199294,0.4940090775489807,0.4061175251566258,0.26658690977539384,0.11389601892395189,0.006873300700413351,1.3878372255712748,0.005023028996464986,0.008418038646872369
34.0,0.6384938661774949,0.5324218339525044,43.80672,43.80672,0.0,0.5646737956572976,0.7026286818999503,0.11010387157695939,0.2102454829256924,0.29929309527086534,2.314938351050009,0.3277603648192056,0.2481045213144495,0.3366470449247337,0.446551307755777,0.10696970452124602,0.9391873880391679,0.20139412207987942,0.20458346517199294,0.4940090775489807,0.4061175251566258,0.26658690977539384,0.11389601892395189,0.0,0.0,,
35.0,0.6198062382633218,0.5645070930140148,43.80672,43.80672,0.0,0.5784184639357081,0.7157587558585587,0.11010387157695939,0.21818008695838015,0.3001690297489503,2.480381365349485,0.3387586139693819,0.2644359370445631,0.34982149158567794,0.446551307755777,0.10696970452124602,0.9391873880391679,0.20139412207987942,0.20458346517199294,0.4940090775489807,0.4061175251566258,0.26658690977539384,0.11389601892395189,0.0,0.0,,
36.0,0.5993939187687349,0.591933388893725,43.80672,43.80672,0.0,0.5885777040138762,0.7256500518510697,0.11010387157695939,0.20541712216223648,0.3194829398743894,2.6416255622533913,0.3489974121836235,0.28085480573815624,0.3319371568810032,0.446551307755777,0.10696970452124602,0.9391873880391679,0.20139412207987942,0.20458346517199294,0.4940090775489807,0.4061175251566258,0.26658690977539384,0.11389601892395189,0.0,0.0,,
37.0,0.6391092808652246,0.584929463292126,47.45728,47.45728,0.9971592150692714,0.531221703159235,0.6915762324195917,0.11010387157695939,0.20593537588986507,0.29242185556706163,2.1902719968334683,0.31327732752656573,0.23805155699749891,0.3312530489785606,0.4432517933543023,0.10589099289044543,0.9297163666549979,0.19664626561178286,0.2046389655016503,0.4933547079563141,0.40536550142167593,0.26607831371925095,0.11389601892395189,0.006279392745004378,1.3377128867432475,0.004543500650124361,0.007752750313788602
38.0,0.6359687774598574,0.5142919217300095,47.45728,47.45728,0.0,0.520262974729544,0.7068102173564657,0.11010387157695939,0.19361243400326844,0.3042522463227981,2.380957393737536,0.325771209866966,0.2549923953379108,0.3130937458918573,0.4432517933543023,0.10589099289044543,0.9297163666549979,0.19664626561178286,0.2046389655016503,0.4933547079563141,0.40536550142167593,0.26607831371925095,0.11389601892395189,0.0,0.0,,
39.0,0.6178991641268351,0.5978492905184574,47.45728,47.45728,0.0,0.5706251147185851,0.7186956121950974,0.11010387157695939,0.2160691213876485,0.30892639881185524,2.562669552890715,0.3402236112177486,0.2732078928828404,0.34747418564107296,0.4432517933543023,0.10589099289044543,0.9297163666549979,0.19664626561178286,0.2046389655016503,0.4933547079563141,0.40536550142167593,0.26607831371925095,0.11389601892395189,0.0,0.0,,
40.0,0.6013406938084901,0.7293396683349209,47.45728,47.45728,0.0,0.579094636988107,0.7299745100937582,0.11010387157695939,0.2005558953613704,0.32362332207841815,2.7144998042143054,0.3485978375528078,0.28836414086293,0.32628069611950455,0.4432517933543023,0.10589099289044543,0.9297163666549979,0.19664626561178286,0.2046389655016503,0.4933547079563141,0.40536550142167593,0.26607831371925095,0.11389601892395189,0.0,0.0,,
41.0,0.6456772377248898,0.6700838784811122,51.10784,51.10784,0.9971592150692714,0.54417766703162,0.6920180644166947,0.11010387157695939,0.21041012551135244,0.2880671328272107,2.1919169357020993,0.3107823732060803,0.23857347890353675,0.336844160730476,0.4487613791526198,0.10562384577881107,0.9273708315418457,0.20339757055438853,0.20463600144875047,0.4980829358100891,0.4094878841543828,0.2694990794841615,0.11389601892395189,0.005970829977695248,1.3432223482523113,0.004261071746278895,0.007446611666149989
42.0,0.6396715063459729,0.6407509224309514,51.10784,51.10784,0.0,0.5417153551531995,0.7073232988194501,0.11010387157695939,0.20455408255157145,0.30436564791436627,2.4001496763362384,0.32966556120731777,0.25763626782000326,0.33219747914105113,0.4487613791526198,0.10562384577881107,0.9273708315418457,0.20339757055438853,0.20463600144875047,0.4980829358100891,0.4094878841543828,0.2694990794841615,0.11389601892395189,0.0,0.0,,
43.0,0.6157392450199595,0.6446178065184972,51.10784,51.10784,0.0,0.5595120912589554,0.7172508500620491,0.11010387157695939,0.19944900330216114,0.3122224789481742,2.530328617268895,0.3383400395753408,0.2699618530612847,0.3234857940464171,0.4487613791526198,0.10562384577881107,0.9273708315418457,0.20339757055438853,0.20463600144875047,0.4980829358100891,0.4094878841543828,0.2694990794841615,0.11389601892395189,0.0,0.0,,
44.0,0.5960153647982559,0.74908982435108,51.10784,51.10784,0.0,0.5729883551259892,0.7332756716381659,0.11010387157695939,0.20535700420958616,0.31984913433629164,2.7158169562804546,0.3540364552774817,0.2889957659931701,0.3332881140327425,0.4487613791526198,0.10562384577881107,0.9273708315418457,0.20339757055438853,0.20463600144875047,0.4980829358100891,0.4094878841543828,0.2694990794841615,0.11389601892395189,0.0,0.0,,
45.0,0.6383081352657282,0.7331267854515252,54.7584,54.7584,0.9971592150692714,0.5278815754074551,0.6930197339855899,0.11010387157695939,0.21321181863946595,0.2887435659008292,2.2289276441686368,0.3122658218837713,0.24285077182931528,0.3437925670592617,0.45582188894448017,0.10693447919102557,0.9388781118190398,0.20397242880464356,0.2045649717514124,0.497408002614975,0.40905479905235614,0.2689519594016601,0.11389601892395189,0.006321084097339738,1.49287530395668,0.004282556210183056,0.008118937754158211
46.0,0.635408690568571,0.6711221489863931,54.7584,54.7584,0.0,0.555269058639237,0.7100693011262557,0.11010387157695939,0.19011218367874708,0.30705381917439145,2.437273898357277,0.33411609148704646,0.26148601199070187,0.3065904322650482,0.45582188894448017,0.10693447919102557,0.9388781118190398,0.20397242880464356,0.2045649717514124,0.497408002614975,0.40905479905235614,0.2689519594016601,0.11389601892395189,0.0,0.0,,
47.0,0.6158989966058016,0.7526734512281847,54.7584,54.7584,0.0,0.5845597501911004,0.7212966318710232,0.11010387157695939,0.2004665364005537,0.31637540498224354,2.621052714218358,0.35234663199777866,0.27949711790439924,0.3229953948229253,0.45582188894448017,0.10693447919102557,0.9388781118190398,0.20397242880464356,0.2045649717514124,0.497408002614975,0.40905479905235614,0.2689519594016601,0.11389601892395189,0.0,0.0,,
48.0,0.5962041674907266,0.7541678342735211,54.7584,54.7584,0.0,0.5758057720056299,0.7372677631418455,0.11010387157695939,0.1956877989929259,0.32786055744354115,2.8191345561997037,0.3631137676586235,0.2999833087485945,0.320145390395469,0.45582188894448017,0.10693447919102557,0.9388781118190398,0.20397242880464356,0.2045649717514124,0.497408002614975,0.40905479905235614,0.2689519594016601,0.11389601892395189,0.0,0.0,,
49.0,0.64117954062233,0.9520039489174579,58.40896,58.40896,0.9971592150692714,0.5617145760538895,0.6945382675395222,0.11010387157695939,0.2130253086265008,0.28935986062307095,2.2594835258493977,0.31473717551582947,0.2458726299393838,0.3421806522471221,0.4562230698177704,0.10563390733239653,0.9274591713598703,0.20460612641961903,0.20460612641961903,0.5000885128974915,0.4116618365500844,0.271250721702759,0.11389601892395189,0.005728462913262491,1.4248752038693056,0.0037636360137892227,0.007494632748595218
50.0,0.6307781344395769,0.6915264694711805,58.40896,58.40896,0.0,0.5660892335018498,0.7126526730731283,0.11010387157695939,0.1977594505652372,0.31001522305282464,2.4673698311572894,0.3365618396200249,0.2640413592171017,0.3164602390443863,0.4562230698177704,0.10563390733239653,0.9274591713598703,0.20460612641961903,0.20460612641961903,0.5000885128974915,0.4116618365500844,0.271250721702759,0.11389601892395189,0.0,0.0,,
51.0,0.614271042375224,0.87183393950675,58.40896,58.40896,0.0,0.57987062806861,0.7245659311694524,0.11010387157695939,0.20546133172836972,0.30996589242533956,2.7062800050188085,0.351225705667692,0.2879850344968953,0.3315740604138282,0.4562230698177704,0.10563390733239653,0.9274591713598703,0.20460612641961903,0.20460612641961903,0.5000885128974915,0.4116618365500844,0.271250721702759,0.11389601892395189,0.0,0.0,,
52.0,0.5907841138703144,0.866732060535638,58.40896,58.40896,0.0,0.5997957647390849,0.7393749639741585,0.11010387157695939,0.19751871233095256,0.3264944901441229,2.887345848962146,0.3665994335601336,0.306147040536423,0.32147476232316324,0.4562230698177704,0.10563390733239653,0.9274591713598703,0.20460612641961903,0.20460612641961903,0.5000885128974915,0.4116618365500844,0.271250721702759,0.11389601892395189,0.0,0.0,,
53.0,0.6392541214613509,0.8095582067027252,62.05952,62.05952,0.9971592150692714,0.5652983402414143,0.6973913975081844,0.11010387157695939,0.21660312552749522,0.2907017214987937,2.261835332727225,0.3157755745330201,0.24639474952959595,0.34728996293712494,0.454625135578002,0.10600393240491639,0.9307079686050745,0.20412792016330233,0.20465453228289415,0.499429851770401,0.41153195760913547,0.27123716831798717,0.11389601892395189,0.005197387241778328,1.35941399843432,0.0035813072363909287,0.006668215126405726
54.0,0.6371851422566934,0.7997528347085497,62.05952,62.05952,0.0,0.5808818264937379,0.7181048830773326,0.11010387157695939,0.20700939441013053,0.3087695844540363,2.5031939265406793,0.3377865936799367,0.2684941120714469,0.3321174244797705,0.454625135578002,0.10600393240491639,0.9307079686050745,0.20412792016330233,0.20465453228289415,0.499429851770401,0.41153195760913547,0.27123716831798717,0.11389601892395189,0.0,0.0,,
55.0,0.6115071918428978,0.8332856684658914,62.05952,62.05952,0.0,0.5695892960761829,0.7301077208155189,0.11010387157695939,0.1989677016980539,0.3259526669710114,2.7023761247833216,0.3490463712229658,0.288747710939097,0.3231382607314402,0.454625135578002,0.10600393240491639,0.9307079686050745,0.20412792016330233,0.20465453228289415,0.499429851770401,0.41153195760913547,0.27123716831798717,0.11389601892395189,0.0,0.0,,
56.0,0.5921046109287431,0.9741098244063424,62.05952,62.05952,0.0,0.6007531764937303,0.742770938439044,0.11010387157695939,0.20562575746589448,0.32492006473704016,2.8779384742578653,0.366277547046938,0.30578774400460645,0.3349621676668545,0.454625135578002,0.10600393240491639,0.9307079686050745,0.20412792016330233,0.20465453228289415,0.499429851770401,0.41153195760913547,0.27123716831798717,0.11389601892395189,0.0,0.0,,
57.0,0.6415695312564452,0.9913901773451219,65.71008,65.71008,0.9971592150692714,0.5632551227889423,0.6994956751986424,0.11010387157695939,0.2155321765935444,0.2911657515595573,2.300843485773361,0.31872048496458966,0.25111160666319987,0.3470644816630783,0.4568029297849642,0.10653397975204883,0.9353617515216341,0.20271518285925377,0.20454030540577278,0.49740636348724365,0.4088952573120064,0.2690016586588489,0.11389601892395189,0.005169851333870476,1.4161556292092428,0.003473390031785066,0.006739621574649295
58.0,0.6380675817911012,0.8465257800800952,65.71008,65.71008,0.0,0.5745807999329332,0.7179056530320084,0.11010387157695939,0.20289266730554326,0.30910638937075996,2.517646465299816,0.3373650726184353,0.27015828025135297,0.32867977731451653,0.4568029297849642,0.10653397975204883,0.9353617515216341,0.20271518285925377,0.20454030540577278,0.49740636348724365,0.4088952573120064,0.2690016586588489,0.11389601892395189,0.0,0.0,,
59.0,0.6070162425392005,0.8100833894185925,65.71008,65.71008,0.0,0.5860570932526539,0.7319586242171656,0.11010387157695939,0.20773941966231005,0.3121100998713321,2.72093682324672,0.35478475278227856,0.29017990152030115,0.3357261158780687,0.4568029297849642,0.10653397975204883,0.9353617515216341,0.20271518285925377,0.20454030540577278,0.49740636348724365,0.4088952573120064,0.2690016586588489,0.11389601892395189,0.0,0.0,,
60.0,0.5869467815537914,1.058607122081356,65.71008,65.71008,0.0,0.5890645026410192,0.7469379397531397,0.11010387157695939,0.1957260320418873,0.32830566510224896,2.918600198823577,0.3708249490577579,0.3089695189810643,0.31846575977697084,0.4568029297849642,0.10653397975204883,0.9353617515216341,0.20271518285925377,0.20454030540577278,0.49740636348724365,0.4088952573120064,0.2690016586588489,0.11389601892395189,0.0,0.0,,
