round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_f1_best_threshold,fed_auprc_lift,fed_ece,fed_brier,fed_prevalence,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6429088118213223,0.47018948297781227,5.0479,40.27056,1.0,0.2888410236071708,0.3070385854251879,0.5295191161901865,2.1361549207861024,0.3231255467842779,0.2036874567364933,0.11246066708621773,0.23730398635406968,0.6735342069819482,0.6585880240381234,0.21042002315823072,1.8474747857405593,0.2706879361914257,0.2726426076833527,0.48481422662734985,0.320347769223493,0.20519096305181714,0.11389601892395189,0.023508374816762292,4.807977049938927,0.02322709441546184,0.023841504527768894,0.008180847303467834
12.0,0.6432860806592843,0.5335746500894685,5.5068,43.93152,1.0,0.28802200413363105,0.30870028986902337,0.5410133544268885,2.1599615958011635,0.3332194130279269,0.20980223630479847,0.11246066708621773,0.2399908926341418,0.675731589956261,0.6588881316270832,0.2113567337099626,1.855699046435372,0.27181653590826793,0.2736248236953455,0.5333224534988403,0.33075470482704894,0.21146109887710904,0.11389601892395189,0.02073769370006051,4.655359791377123,0.01239906256259578,0.028391389498436996,0.010261004527231176
13.0,0.6401378649177107,0.5041558758273009,5.9657,47.59248,1.0,0.2898815837492544,0.3094542727660368,0.5507024740820187,2.169636092587188,0.3345529162204813,0.21039936269854745,0.11246066708621773,0.2410094196150461,0.6767599986761785,0.659026552079798,0.21160066036076447,1.8578407073389436,0.27209246327955694,0.27336657716404555,0.5140259861946106,0.33219570957052613,0.21226861902135868,0.11389601892395189,0.016442957103483896,3.9090421321125177,0.010049726568188193,0.022824782703692394,0.009636010696877674
14.0,0.6414967390912183,0.5043470324662113,6.4246,51.25344,1.0,0.28867137891360656,0.3128672626230778,0.5413210707651583,2.1879349178487884,0.3436266584365227,0.21439186539312824,0.11246066708621773,0.24368608331660452,0.6786791226971932,0.6579006780167589,0.21193351192487037,1.860763123480004,0.2707884016295231,0.2735694822888283,0.5262414813041687,0.3411481297335931,0.21614396558466617,0.11389601892395189,0.01627837067282089,4.1774238890029665,0.011041220212677031,0.02179243201425625,0.01065586283837577
15.0,0.6386956368904286,0.4615145055383326,6.8835,54.9144,1.0,0.293085074902249,0.3150718035233867,0.5284893829729513,2.2043407015422534,0.32608639989552285,0.2035997945182043,0.11246066708621773,0.24550289376839826,0.6794922490975805,0.656300133491028,0.20951080452628415,1.8394919024006804,0.26991869918699185,0.2714076441603409,0.5105141997337341,0.3237717698988968,0.2055760606715252,0.11389601892395189,0.016445852790689556,4.549058339413023,0.010592310739528984,0.02288609164052223,0.00906350824927431
16.0,0.6408792695140134,0.5787292334706884,7.3424,58.57536,1.0,0.2911346757345906,0.3125687238444914,0.5486924739548661,2.2014725702526174,0.3306582547827402,0.20778405128863398,0.11246066708621773,0.24505175636265328,0.6797014850934479,0.6562052345369546,0.21066400965721804,1.8496169721074966,0.26935364954534285,0.27213761985335594,0.5229256749153137,0.32822103801801794,0.20995334411386557,0.11389601892395189,0.017274823514875363,5.0997466958706354,0.00938585817519964,0.026384483430252507,0.009522572523317376
17.0,0.6433069768014265,0.5994115086758833,7.8013,62.23632,1.0,0.2923989424821833,0.31292925826203843,0.5289962891571321,2.207533576267393,0.32836224742050885,0.20532679561195105,0.11246066708621773,0.24592631026251455,0.67954585765877,0.6562350143859386,0.20990511621803715,1.842953934660265,0.26904130352406214,0.27158492095662745,0.5105997323989868,0.3256388045553052,0.20748878931933232,0.11389601892395189,0.015877611441475432,5.054358891395168,0.010963385995345508,0.021756767933318218,0.012946750607760486
18.0,0.6430325432817376,0.5603319146858335,8.2602,65.89728,1.0,0.29439513341086904,0.31192346707041463,0.5107939850860154,2.2060202508245843,0.3225171119476392,0.20244520773628896,0.11246066708621773,0.2456279380527698,0.6797191146935032,0.655057825614726,0.2104655868416692,1.847874832062362,0.26931803016148403,0.27101631116687575,0.5290334820747375,0.31993246544579046,0.20477257062641369,0.11389601892395189,0.01294825162726053,4.403744007113346,0.0060556674330332905,0.021479391431324373,0.011027247392114404
19.0,0.6407384963894374,0.5652191038234535,8.7191,69.55824,1.0,0.2904965495192874,0.31072007382208255,0.496596663625755,2.1913648242589123,0.3056471771868315,0.19290405829583393,0.11246066708621773,0.2439690160251958,0.6782713594901566,0.6543675179227505,0.20978630243517832,1.8419107569971533,0.26487919858573955,0.26890756302521013,0.4917773902416229,0.30298301387938054,0.19523109070409736,0.11389601892395189,0.012420034169351907,4.51723814782963,0.006648482413006867,0.019998885322898164,0.011377644284578242
20.0,0.6419584026658416,0.6078784916735398,9.178,73.2192,1.0,0.28943593450903254,0.30817770041587733,0.5103276102722177,2.1742540776497448,0.33221951354836576,0.20759779097736153,0.11246066708621773,0.24184198396865905,0.6775586032394434,0.6546464796855248,0.20880927002306077,1.8333324728626577,0.2663940013633265,0.2700511193372113,0.5370891094207764,0.3298000951378531,0.20950879769006436,0.11389601892395189,0.013761474614628212,5.375899027927517,0.008520129610896843,0.021050661286266408,0.012662328481145513
21.0,0.6431841019053957,0.4888077535309255,9.6369,76.88016,1.0,0.29164755371155854,0.30761398953223285,0.5145324418629542,2.178892435231908,0.3045239051516754,0.19126928416894512,0.11246066708621773,0.2427184057217001,0.6765358457541207,0.6554637878291301,0.20740652985239277,1.8210165009444066,0.26365077078230803,0.2705029927543841,0.4454486072063446,0.3025221309948834,0.1936849357013263,0.11389601892395189,0.018298708727130276,7.746731143539364,0.014005575524371957,0.02478364753053789,0.011460678580081572
22.0,0.6465153857507832,0.6604764014974843,10.0958,80.54112,1.0,0.2884935646131404,0.31511524775272515,0.5496873894151911,2.240329913905104,0.3206055840206566,0.2017224608254651,0.11246066708621773,0.24973421566558995,0.6797050780064243,0.6578903874663304,0.21083267622320875,1.851097854122375,0.27157765500306935,0.27276133383289625,0.5027682185173035,0.318816006791944,0.2041948520188764,0.11389601892395189,0.016641171042718554,7.745164695963467,0.01368041623815193,0.021485031760714823,0.011694773933261434
23.0,0.643837715321723,0.5951935792374571,10.5547,84.20208,1.0,0.28136817441681244,0.31464778207552024,0.5479169687210499,2.2306067083943617,0.3446859966956496,0.21688644044829009,0.11246066708621773,0.24847223670785665,0.6793298832425507,0.6550605362963023,0.20951263763656847,1.8395079969955717,0.26599912929908576,0.2678784266984505,0.5404896140098572,0.3427420760457513,0.21919173151659166,0.11389601892395189,0.010119306413733375,4.925661591321841,0.00429978643851595,0.01959237784313007,0.011978098170970125
24.0,0.6409050676201575,0.5314310963348288,11.0136,87.86304,1.0,0.2806225811744724,0.3130479487132647,0.5365927199922768,2.233846937131636,0.3283043678444349,0.2070321031313973,0.11246066708621773,0.24895613619737378,0.679047744341433,0.6542996253888259,0.2093649842266586,1.8382116091911092,0.2644475265834489,0.26908292147171886,0.5215271711349487,0.3263616248067362,0.20944310020903517,0.11389601892395189,0.009118609021489655,4.6867471152800135,0.00217857442256875,0.020515015715787337,0.012241750907246347
25.0,0.6477551475838734,0.6178983016976108,11.4725,91.524,1.0,0.28775686910458215,0.31449158147363493,0.5455696054435961,2.236870813612267,0.3266670905381835,0.20626079053999227,0.11246066708621773,0.24965577020260757,0.6805733383716686,0.6539935819091922,0.2095804149323368,1.8401030774593903,0.2659992849481587,0.27040395713108,0.5438650250434875,0.3248758677221079,0.2090349356333228,0.11389601892395189,0.007902098033348426,4.29545729082929,0.0013438330880949183,0.019122915630667873,0.00995379708580395
26.0,0.642676088317957,0.6291897086992897,11.9314,95.18496,1.0,0.28779728359987783,0.3130032485322019,0.5384784040153214,2.219774512564382,0.33582312297158035,0.21131150447833771,0.11246066708621773,0.24760353930149634,0.6808369698775087,0.6544169251142591,0.2091345492637635,1.8361884044726984,0.2691224777099953,0.27208023293432543,0.537306010723114,0.33377992869982653,0.21382195334570417,0.11389601892395189,0.008443660921361222,4.809995065570547,0.0016637425007600918,0.020323350790661065,0.011241523618601288
27.0,0.6474922152093009,0.6605514326252503,12.3903,98.84592,1.0,0.289579985075948,0.3159779191979217,0.5421509631686122,2.226708798445577,0.3290729324196807,0.20754213276959943,0.11246066708621773,0.24858065541545532,0.68151233615848,0.6541112706676293,0.20936261769512224,1.8381908311906248,0.2692262943571844,0.2724850099933378,0.493759423494339,0.3271806888359687,0.21022656386704258,0.11389601892395189,0.006913642711807091,4.141147283464306,0.001498652143755494,0.01670871429541586,0.013504806241677804
28.0,0.643984235074369,0.6542826847350167,12.8492,102.50688,1.0,0.29390196433098237,0.3166219242589238,0.5477276191799949,2.250823680801736,0.32830865495516454,0.206345867529022,0.11246066708621773,0.2514127513086552,0.6824693741103474,0.65449948795727,0.21023445948750377,1.8458455481914327,0.26811594202898553,0.272043163424677,0.5210914015769958,0.3263807851918493,0.2091737688417793,0.11389601892395189,0.006786645051030157,4.27389777541066,0.0006214468169661705,0.018110094028041816,0.01196974517705552
29.0,0.6460046684807299,0.6142755102728913,13.3081,106.16784,1.0,0.29309384158574203,0.3162120143338427,0.5433034962907086,2.2387924490709925,0.32518162166827524,0.20573629452292183,0.11246066708621773,0.25018823339229435,0.6818908270657342,0.6542675364407216,0.21096144407273998,1.8522284278750643,0.26861702127659576,0.2725837018319646,0.5396228432655334,0.32330612947595205,0.20870992035986177,0.11389601892395189,0.006483323086470642,4.199562924879501,0.000941012977070868,0.016837135095227447,0.011798872413295323
30.0,0.649479305742191,0.71276077312387,13.767,109.8288,1.0,0.2918198613627222,0.3165515873464515,0.5444832912006792,2.254349696040141,0.3272393694262344,0.20570537862184554,0.11246066708621773,0.25167684521252376,0.6828202877351647,0.6535313228542734,0.20936908561011128,1.8382476190840922,0.2667989090007439,0.2711915994521382,0.5281636714935303,0.32536035866734725,0.20867957502486073,0.11389601892395189,0.006492873336528863,4.424024429423298,0.0006000394966655913,0.01788791376978362,0.01509428724131923
31.0,0.6539855400637056,0.6073471767044359,14.2259,113.48976,1.0,0.2929923805526565,0.31138943026115085,0.5173080382930775,2.2059900834492603,0.3200616899244791,0.20241822007462185,0.11246066708621773,0.24574479218886894,0.6790812315289255,0.651521879542431,0.20758812938295634,1.8226109335881393,0.2684789644012945,0.27204374572795625,0.5371854305267334,0.31800866322204496,0.20504858479684412,0.11389601892395189,0.007458562720999822,5.328927523713901,0.0018648953240935585,0.018478968423067853,0.016748996957812914
32.0,0.6508732578940954,0.8175966903046203,14.6848,117.15072,1.0,0.29044776191713984,0.3195692417573452,0.5500556473239852,2.2962820445293217,0.34316528029036525,0.21569571881751565,0.11246066708621773,0.256219200887275,0.6847882721291816,0.6539762134679812,0.21190526481959054,1.8605151156431483,0.2702338129496403,0.27110706387407313,0.5208902359008789,0.341157807611196,0.2188052719431429,0.11389601892395189,0.008548118809191829,6.514988097311289,0.002881082023788186,0.020258868256266133,0.017499882870870464
33.0,0.6517664334079043,0.5849636512344638,15.1437,120.81168,1.0,0.29244812236356654,0.32177642418027913,0.5467892076963144,2.31511642277989,0.33375592183724945,0.20893854865006906,0.11246066708621773,0.25873417146855326,0.6849775976346244,0.6513853666063808,0.209994141993789,1.843735575463806,0.26680795949605557,0.2689428759028234,0.5151073336601257,0.33172942985601445,0.21218300049717453,0.11389601892395189,0.007441035564298118,5.790054195594166,0.001215168213313002,0.02020947304757703,0.014135519667292325
34.0,0.643190332486782,0.6105688620647333,15.6026,124.47264,1.0,0.2951178287838778,0.31813921613740026,0.5443092453753594,2.2657933779691763,0.32170658961133036,0.20339921004582975,0.11246066708621773,0.2535249324431011,0.6836834467885634,0.6514243577529434,0.20874647289189988,1.8327811179359959,0.26723276723276723,0.27110289587184233,0.531157374382019,0.31972915510784755,0.20669258143776806,0.11389601892395189,0.0054495802365025926,4.392246106726816,0.001335995394317509,0.013899720002482721,0.014763473278661631
35.0,0.6578037626050601,0.763908113645621,16.0615,128.1336,1.0,0.2969212546201375,0.31992772347260073,0.5376708651691806,2.2687254159006196,0.32858739730024605,0.205520669377261,0.11246066708621773,0.2538262762040205,0.6841331208840692,0.6518317757037495,0.20852111434434473,1.8308024838302188,0.2689821270122956,0.27068832173240526,0.5018919110298157,0.32656084444027267,0.2085670026100932,0.11389601892395189,0.005385019500293593,4.6333166926979175,0.0005889943359762041,0.01574038735885573,0.013572211477685584
36.0,0.647998758307502,0.5747725111717487,16.5204,131.79456,1.0,0.29273818975352756,0.3235480347122743,0.5449363459386938,2.3180498367082327,0.3371715857045427,0.21081692326224225,0.11246066708621773,0.2596726921694917,0.6866349162414109,0.6521400404363414,0.21033814260019107,1.8467558795064942,0.2654039798609446,0.2692725298588491,0.4826158881187439,0.3347941224854066,0.21428672406621163,0.11389601892395189,0.0071682596976185104,6.448163197701433,0.0009786705574445387,0.02079506240307349,0.013344993323153566
37.0,0.6446247517850127,0.5520167253935854,16.9793,135.45552,1.0,0.29447111065025144,0.32299306062587735,0.5404304389161385,2.3016903324658053,0.3299341167799795,0.20595264146924627,0.11246066708621773,0.25749933405787623,0.6858141232071794,0.6506918462547591,0.20815505355861114,1.8275884927777484,0.26514486391571557,0.27262247838616716,0.5198733806610107,0.32775780220087,0.20930642243692285,0.11389601892395189,0.005385198095976997,4.936122271366912,0.001185440550529372,0.014505736953216348,0.01160048006734438
38.0,0.6466643593139157,0.6183864431824001,17.4382,139.11648,1.0,0.30097450847065865,0.3228800796237712,0.5372621824525301,2.305679132477746,0.3173601663118736,0.19834106668869542,0.11246066708621773,0.25802881851287784,0.6862042829201274,0.6506779289127772,0.208170126588643,1.8277208330489385,0.2684960990045736,0.27234162895927605,0.5077975392341614,0.3152024596615617,0.20184199816871262,0.11389601892395189,0.005709296043455677,5.48924829902171,0.0002739757260492069,0.01785849246098616,0.013141657020217343
39.0,0.6475900477132297,0.6010993198120471,17.8971,142.77744,1.0,0.2911736772370215,0.32012012698023845,0.5484681576546667,2.2951585150727176,0.3241019849850086,0.20412194097658398,0.11246066708621773,0.25689313485630344,0.685780771126494,0.6500272272904996,0.20713808160942437,1.8186595419786358,0.2629823725583611,0.27083888149134483,0.5161144733428955,0.32224895628532907,0.20778884949108573,0.11389601892395189,0.004564778188928167,4.515879482516539,0.0003667323776839547,0.013908549406086339,0.012464975282193914
40.0,0.654143120952077,0.6495161201775258,18.356,146.4384,1.0,0.28876630960823985,0.3186691791567221,0.547387427646758,2.2769248203370687,0.3393259958180618,0.21198840278482875,0.11246066708621773,0.25549458367508104,0.6859358148354885,0.6486109338152457,0.20696376525026747,1.8171290551292816,0.26325802615933414,0.26928761454330474,0.5307750105857849,0.3374702735781803,0.21554358430759255,0.11389601892395189,0.004509609488466948,4.64374831353598,0.000182482074114419,0.014322915237302745,0.011906957606154211
41.0,0.6501184587019411,0.5199903767111504,18.8149,150.09936,1.0,0.2887380742113122,0.3131125466493037,0.5149536660383,2.2101831994406953,0.3258308758383618,0.20477437006419605,0.11246066708621773,0.2480369070851329,0.6810692930866388,0.6467713222338285,0.20349212191473243,1.7866482414157394,0.26533451372201844,0.2690529455630127,0.5228690505027771,0.3236514994639013,0.20799751898210403,0.11389601892395189,0.004457599084909805,4.745156130215037,0.0009344157098538055,0.012496833303602736,0.014947880448220366
42.0,0.6476167284834194,0.608069892836482,19.2738,153.76032,1.0,0.2874168707578149,0.31117666206845074,0.5254421246471908,2.2037121244876907,0.3365143620186936,0.2109932254611638,0.11246066708621773,0.24629991098834816,0.679973660219762,0.6491568851638323,0.20406014956745167,1.7916354890657078,0.2678634699421283,0.27032289469414245,0.5380370616912842,0.33436084310358,0.2136474272158431,0.11389601892395189,0.004607428200693223,5.12792255061504,0.0004578733789914793,0.014334168575432066,0.014362962024586055
43.0,0.6533762848219707,0.6607931564108289,19.7327,157.42128,1.0,0.2825090818556632,0.3030880767280835,0.5187198439058527,2.1225116513196465,0.33932199843445887,0.21259110122471345,0.11246066708621773,0.23665329954608838,0.6735761594361309,0.6482461589014592,0.2015791751773842,1.7698526874058533,0.2672036006158948,0.27159381102598773,0.5212059020996094,0.3368485819334768,0.21434555106061065,0.11389601892395189,0.004771667057600186,5.492590989063501,0.0011380874537934812,0.013543820327726292,0.013757017000523572
44.0,0.6505274883519659,0.6802078570325027,20.1916,161.08224,1.0,0.2812000428566256,0.30403719681248464,0.5027216310861952,2.141492928130174,0.33550237257178933,0.20978401846255434,0.11246066708621773,0.2388221094759351,0.6754672237168186,0.6476555566035742,0.20366611725159464,1.7881759097092063,0.2663534067021145,0.27392947103274556,0.5230408906936646,0.3333733586113871,0.2116836035588621,0.11389601892395189,0.0041113098047223795,4.984239810033614,0.000691883113810489,0.012715971194913484,0.0167720498682498
45.0,0.6558614601951078,0.633695925461866,20.6505,164.7432,1.0,0.2751581100939051,0.2985981141829952,0.5111701376337611,2.0673777931495874,0.3432064021999089,0.21502235322174607,0.11246066708621773,0.23037275740760987,0.6684131709149029,0.6463224785428219,0.2023957643532443,1.7770222898517944,0.26484884410195614,0.2718997164602298,0.5165873765945435,0.3411823927691181,0.2164359009354771,0.11389601892395189,0.005009211451005544,6.330958634925992,0.0015349746954231149,0.014099059095441117,0.016732284104980708
46.0,0.6618688419311698,0.640868312141301,21.1094,168.40416,1.0,0.2800595346919204,0.2958257906868646,0.5162801892109228,2.0574150489734238,0.3477953137853343,0.21795407402377467,0.11246066708621773,0.2292340588331705,0.6681694194091997,0.6490803084093022,0.2046350035305161,1.7966826712981991,0.26389046056353965,0.2724014336917563,0.5358057022094727,0.3456926285347116,0.21899831913979048,0.11389601892395189,0.004022989293348577,5.493520741620159,0.0010512573088581488,0.012419499519684693,0.01743986106385315
47.0,0.6532543860577747,0.8668912208596076,21.5683,172.06512,1.0,0.2718134086665818,0.29737068857168464,0.5308350515954519,2.0603884292098424,0.3540224153801677,0.22264200484343827,0.11246066708621773,0.22905327363703926,0.6651605577879883,0.6507551456893462,0.2060847856888075,1.8094116689575415,0.2625157761884729,0.27362792891964144,0.5391522645950317,0.3520704276496118,0.2236913454021279,0.11389601892395189,0.004175805293544072,6.020482916301262,0.0011285788623924824,0.013183578086337059,0.016635686781766596
48.0,0.6512771780153557,0.6184475686457479,22.0272,175.72608,1.0,0.2744075667022034,0.29878529695410294,0.5141138533776176,2.0751932283319423,0.34460284475417635,0.21565974866052362,0.11246066708621773,0.2300124127036595,0.6652324286170264,0.6501256651899643,0.2059390847142027,1.8081324234142702,0.2658184709758037,0.2721717588769612,0.5252066254615784,0.3424151434981068,0.21645143883444887,0.11389601892395189,0.004644022740276632,7.183284552727855,0.0005771465278224721,0.017554755212877235,0.02061657817109222
49.0,0.6583981004327053,0.6144792242682615,22.4861,179.38704,1.0,0.27870520894595235,0.3025700446875564,0.5275378053071288,2.1157778990148444,0.35127900141878005,0.22044284904940306,0.11246066708621773,0.23406372983150942,0.6696058548442586,0.6551525614259269,0.2086767001313223,1.8321685174146014,0.2651441000543774,0.27374384970925897,0.5374001860618591,0.3491192619775683,0.22131162136057575,0.11389601892395189,0.0028395576160634897,4.526384094497189,0.0002374171356348076,0.011486320694237892,0.01891955453743094
50.0,0.6509790797267303,0.671266651156804,22.945,183.048,1.0,0.2858565439712589,0.30724247810891636,0.5245652395460573,2.1632311567075853,0.34730124279828545,0.2178172573297079,0.11246066708621773,0.23940265937433658,0.6741145084139587,0.6561232238698202,0.20908886525942083,1.8357873017408008,0.26821269618177557,0.2743801652892562,0.5377306342124939,0.3451169979278533,0.21909207537247788,0.11389601892395189,0.002627694985681916,4.274717282718484,0.0006302505470957451,0.00916121354682077,0.016006838003047662
51.0,0.6519010493377582,0.7038350903488826,23.4039,186.70896,1.0,0.2835553660887338,0.30549433858858793,0.5360743592095268,2.1732569673140696,0.35492362444241543,0.22309848359655524,0.11246066708621773,0.2406121953773513,0.6751893468276953,0.6545129033211823,0.2086559878929008,1.8319866652426184,0.2656507413509061,0.2722530159765243,0.55510413646698,0.35309939059653905,0.22463023732527854,0.11389601892395189,0.002765613381645437,4.5095118333811115,0.00016700911349345403,0.011110792703097248,0.01699103716083134
52.0,0.6566167611427084,0.7822576144012184,23.8628,190.36992,1.0,0.28375378421952596,0.30652691026029516,0.5748147392588039,2.165027257751166,0.3544261905204684,0.22585494470762799,0.11246066708621773,0.240017354321944,0.6745440748507614,0.6558542891189877,0.2096851757536622,1.8410228709896217,0.2687816699713593,0.2745042492917847,0.550618588924408,0.35201808439064364,0.22748327579617816,0.11389601892395189,0.002254746482100021,3.8047089898173,0.00018986408764661434,0.009056420599679649,0.014388463108007345
53.0,0.6550818314773353,0.9202464792702394,24.3217,194.03088,1.0,0.291973752101959,0.30929823507767934,0.5265463388907676,2.200214859145815,0.34553284447164256,0.21746523217304403,0.11246066708621773,0.24389067033868378,0.676429681852845,0.6565617895598501,0.2092689699290609,1.8373686095981048,0.26938576138722675,0.27306056606540546,0.5314761996269226,0.3434897965897692,0.21915013521526272,0.11389601892395189,0.003161797114249432,5.4877998100164405,0.00035917151649965536,0.012523018077854877,0.018482224202333412
54.0,0.6521498864081704,0.7600346182123696,24.7806,197.69184,1.0,0.2912845280533989,0.30752366007707127,0.518758751752993,2.1751262990321494,0.3283842699237688,0.20673675234569508,0.11246066708621773,0.2411892491319412,0.6743803588152778,0.6546908294479812,0.20742284819322182,1.821159774967355,0.269266236332499,0.2734092803556543,0.508327305316925,0.32617301346443645,0.20828524194686635,0.11389601892395189,0.0027260231091074515,4.831689589031157,0.00020234134689692856,0.011192214352417832,0.01710164982844431
55.0,0.653433486924131,0.888301414910214,25.2395,201.3528,1.0,0.2942670234717208,0.3116918723059222,0.5177736160138479,2.198729603201069,0.33951332181143523,0.21227362820003717,0.11246066708621773,0.24438372812178066,0.6773495065976136,0.6530080107166295,0.20753656194210532,1.8221581746476758,0.27076433964763547,0.2715726070446511,0.49812349677085876,0.337330298397683,0.21436736706153253,0.11389601892395189,0.002539311261063672,4.670585236061015,0.00015065983863862112,0.010684647578135512,0.019623075869572255
56.0,0.6544477924866202,0.9020932008855072,25.6984,205.01376,1.0,0.2916799303440803,0.308734154714811,0.5170801214991011,2.1867360367024693,0.3351294346403418,0.2098231373921674,0.11246066708621773,0.24298269775480488,0.6762132421026134,0.653013770914979,0.20707540445809586,1.8181092404674797,0.2694041061592389,0.27009803921568626,0.4969553053379059,0.33283293928158497,0.21157455145393236,0.11389601892395189,0.0038533413344474677,7.221863923228739,0.00031678129164339463,0.01585010334370111,0.02005657837162227
