round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_auprc,fed_ece,fed_brier,fed_f1,fed_f1_best,fed_f1_best_threshold,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.68701030495149,0.10844182591302462,3.65056,3.65056,0.9971592150692714,0.11537009063444109,0.6424561638481515,0.20473498766812614,0.3869162172356701,0.24939490924800914,0.24041588764383362,0.28040777377697645,0.5140176315352037,1.7995401149897519,0.4430074555288843,0.10169516148627401,0.8928772265005649,0.015187849720223821,0.2045002711006687,0.4167352020740509,0.37511405283230365,0.2422898240358852,0.11389601892395189,0.0290961146719423,3.1312924961093813,0.023741941901434912,0.032739803296319536
2.0,0.6785882024186669,0.13517399603921829,7.30112,7.30112,0.9971592150692714,0.11537009063444109,0.6582191829751834,0.21409736967715762,0.36793456767185817,0.2341840525201314,0.2700804073912961,0.29449587084874124,0.5119053806513097,1.8710809700796933,0.4687036125203169,0.10839403462281202,0.9516929182150473,0.11003521126760564,0.2045002711006687,0.37817415595054626,0.37351122909046053,0.2410811278608966,0.11389601892395189,0.018680933823829536,2.1563410977832973,0.015676853882009397,0.02073009264332624
3.0,0.6696812743285254,0.17817696067598418,10.95168,10.95168,0.9971592150692714,0.11537009063444109,0.6619517168035809,0.22358222723897792,0.34818733500716276,0.21998314487500775,0.27933539490169546,0.29516910133863794,0.5119532671384701,1.9479555656368293,0.44958963041814426,0.10596394282181343,0.9303568625393773,0.09051393505497315,0.2045002711006687,0.3405703008174896,0.37352610192377367,0.2413291603843818,0.11389601892395189,0.013060764315601723,1.6163619698490947,0.011248072119997482,0.014327090791300059
4.0,0.6595947502278973,0.203070898804328,14.60224,14.60224,0.9971592150692714,0.11537009063444109,0.6687806153592349,0.23133982977495826,0.3592336589052207,0.2275806293009235,0.27837931678653577,0.301034471547126,0.5401093898676824,2.008927492625269,0.43675519317647155,0.1029339708134775,0.9037538957547434,0.14835028528901018,0.2045002711006687,0.3719259798526764,0.37832777191554784,0.24510180729923706,0.11389601892395189,0.010572255454510352,1.3937423916067928,0.009713708433491248,0.011192956013251237
5.0,0.65538092770702,0.2291410797122555,18.2528,18.2528,0.9971592150692714,0.11537009063444109,0.6720914879897707,0.23526902840821232,0.3612452172969674,0.22857244716004277,0.28387338347506674,0.30187622220439064,0.5320745897699759,2.040812188817649,0.43179447019954487,0.10164607559355375,0.892446255399169,0.14338085539714868,0.2045002711006687,0.3467661440372467,0.3771060398852042,0.2442357397649952,0.11389601892395189,0.008888477071007914,1.2427700858097523,0.00856262487455313,0.009132298399697612
6.0,0.6504320279939615,0.23975814815984373,21.90336,21.90336,0.9971592150692714,0.11537009063444109,0.6744414155909789,0.23765036381518737,0.3561834181703004,0.22543083475013792,0.28557861467804124,0.3019767465703573,0.5382190257468431,2.0619920051169305,0.457514973127357,0.10705695029731482,0.9399534005556112,0.1338392549154881,0.2045002711006687,0.3829474449157715,0.374958285865297,0.24226627257498504,0.11389601892395189,0.008674900675820503,1.2839645796921104,0.008177987271829584,0.009061725369837174
7.0,0.6477960713603859,0.2567961693552845,25.55392,25.55392,0.9971592150692714,0.11537009063444109,0.6760629618325453,0.24039356202557188,0.33689200819712894,0.21266362506137967,0.28661107996380747,0.30452342593876236,0.5107664630390997,2.085672505110372,0.5095931899446363,0.11833299989126315,1.0389564184001359,0.06281725888324872,0.2045002711006687,0.4051179587841034,0.37044899634886796,0.2383051070952786,0.11389601892395189,0.007846533246668218,1.2358387119602412,0.007502350593961083,0.008123736998031908
8.0,0.6456343989434943,0.3026258359490336,29.20448,29.20448,0.9971592150692714,0.11537009063444109,0.6784458000070931,0.24333157334043556,0.3513376732874561,0.22273723321143085,0.2841238780190846,0.30635186810047416,0.5535883327321434,2.115940199488066,0.4765888722806656,0.10859968149572669,0.9534984850369392,0.1040943789035392,0.2045002711006687,0.39337119460105896,0.37301026436563667,0.24049743960627545,0.11389601892395189,0.007619725423572856,1.2729008614551276,0.00701854674860189,0.008122290391002013
9.0,0.6428660282775478,0.289531282898405,32.85504,32.85504,0.9971592150692714,0.11537009063444109,0.6788598403132161,0.2456232949268853,0.3389058997709218,0.21366046202002315,0.28880188228167086,0.3069601013005829,0.5336964661771318,2.1360739809823195,0.49299823419174427,0.11394834028955722,1.000459378353165,0.13547776726584673,0.2045002711006687,0.4113389253616333,0.37433748696511426,0.24136035017468557,0.11389601892395189,0.0076088839100926136,1.34701086464338,0.006963675830582286,0.008168828344778074
10.0,0.6418962918482307,0.316238078224419,36.5056,36.5056,0.9971592150692714,0.11537009063444109,0.6815260073857461,0.24648653512528232,0.33149380276067797,0.2090574219230721,0.289768177070968,0.30879423895029456,0.5286643791846248,2.1371448248614535,0.47715377330138276,0.11223851685629907,0.9854472343870111,0.09328968903436989,0.2045002711006687,0.3762170970439911,0.37170839581031656,0.23963865775768303,0.11389601892395189,0.007101263443895508,1.3327332354383543,0.006176161522983012,0.00793333183730446
11.0,0.64015542260226,0.34205690707443576,40.15616,40.15616,0.9971592150692714,0.11537009063444109,0.6835191152862004,0.2495855537737616,0.32320788704761105,0.20420398361176303,0.2951996241642805,0.3105750463197159,0.526041485382336,2.16580961942346,0.4795645355304846,0.1146510511818862,1.0066291365147577,0.1365989645559538,0.2045002711006687,0.3664313852787018,0.3728689279834183,0.24054553111427296,0.11389601892395189,0.006699485632558294,1.334266618359834,0.005513757840727055,0.007797398164430007
12.0,0.6400864610591562,0.3579813370456616,43.80672,43.80672,0.9971592150692714,0.11537009063444109,0.6838729806460115,0.24897081642879468,0.33539393176263704,0.21287615898812623,0.2937006915189428,0.3114590368139741,0.5453001047387974,2.158996836842365,0.446252869243899,0.10691285596630841,0.9386882612437392,0.11798753339269813,0.2045002711006687,0.31434929370880127,0.37318181872331857,0.24119273106627734,0.11389601892395189,0.006596252730464728,1.3911009856965393,0.005574931986401265,0.0075611885231139896
13.0,0.6400583051369902,0.39891045328112107,47.45728,47.45728,0.9971592150692714,0.11537009063444109,0.6862313446646855,0.2535302319598614,0.32739397733024916,0.2065757930892329,0.29662226452953505,0.31216118724336445,0.5146829655594666,2.197972153233935,0.4634578287470693,0.10941689265375287,0.9606735484478196,0.07593386405388855,0.2045002711006687,0.347623735666275,0.37193880944272656,0.23989900889903118,0.11389601892395189,0.006623835398679473,1.480084546143189,0.005138770678108701,0.008056146898499124
14.0,0.6389287122847869,0.40223965573734627,51.10784,51.10784,0.9971592150692714,0.11537009063444109,0.6876340681144718,0.25699918563615753,0.3347776717103526,0.2104494732913092,0.29666564071764584,0.31443750420322514,0.5366690858845925,2.2297133011344537,0.4506688456196063,0.1069640097992643,0.9391373887324712,0.10149253731343283,0.2045002711006687,0.37028083205223083,0.3743467114011188,0.24182366324096224,0.11389601892395189,0.00621190417268049,1.469012533314526,0.004689451237625723,0.007709371878401946
15.0,0.6409647483404342,0.40377827535954075,54.7584,54.7584,0.9971592150692714,0.11537009063444109,0.6909378664499493,0.261579915238526,0.3419459601453892,0.21616900400041517,0.29349492754188006,0.3166050071544376,0.5706006208301521,2.2673599637176847,0.4068702425342182,0.09701441093453173,0.8517805262298767,0.07168657960544596,0.2045002711006687,0.34923097491264343,0.3734783038239732,0.24149105698798992,0.11389601892395189,0.005980410241310235,1.4890674084890634,0.004300032116466483,0.007666762921099515
