round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auprc,fed_f1,fed_brier,fed_auroc,fed_auprc_lift,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
17.0,0.6630873049671092,0.14737855875195666,1.487925,62.23632,1.0,0.4802595401950569,0.11176840780365006,0.21873754127429437,0.24954563386712544,0.21207128220244661,0.6534872153326642,2.0033835606378867,0.3411951553191382,0.28686953881009813,0.6576773605230088,0.20848644476439096,1.8304980870630507,0.2525130679533575,0.27329991001414067,0.47210386395454407,0.3387719391846526,0.2122863937980261,0.11389601892395189,0.005143280943382979,0.28857202955623507,0.0009262025530944052,0.013516956092868855,0.00039731651817466777
18.0,0.6623449066798978,0.1614486190454098,1.57545,65.89728,1.0,0.4817586968930131,0.11176840780365006,0.21874227471249294,0.24903395430533462,0.2115947409537641,0.6534281639319617,2.003390784475083,0.3405907305476799,0.2865472971312052,0.6577307835390749,0.208499785381258,1.830615216853829,0.2540729247478666,0.27355115668972096,0.4694671928882599,0.33824645259028874,0.21180801421166776,0.11389601892395189,0.0026442422782082826,0.15951777772806963,0.0002970828935955655,0.007374138883372625,0.0005456392192649527
19.0,0.6611633421185414,0.16953387099532902,1.662975,69.55824,1.0,0.481218995719379,0.11176840780365006,0.2186345906921127,0.2506528693556303,0.2094301311413075,0.6534230489261226,2.001368774561948,0.33754693949425113,0.2861307267556933,0.6578137981623486,0.2085461715691225,1.831022484713608,0.25420127486961563,0.2732668566001899,0.4677589237689972,0.3351096833254407,0.20965338840390957,0.11389601892395189,0.003139894941217774,0.20352193234066362,0.000556670458262728,0.008510031947247578,0.0004664463425124416
20.0,0.6618295222440471,0.18623438997736963,1.7505,73.2192,1.0,0.48046879538805537,0.11176840780365006,0.21868634304984627,0.25081826089817194,0.20841992847132604,0.6534512031420788,2.001872361891129,0.33606489291350133,0.2860018021349167,0.657735301341702,0.20846844243960483,1.8303400277651385,0.25386398763523954,0.2741791235466973,0.4704979956150055,0.3336428498545629,0.20865202336753844,0.11389601892395189,0.004089990509761134,0.28139426828238356,0.001418573250251358,0.00985371644244424,0.00041315179934862115
21.0,0.6596637643340595,0.19825276208972797,1.838025,76.88016,1.0,0.48122591764728834,0.11176840780365006,0.21865698283434293,0.25047656593804796,0.20743737073416066,0.6533878300647034,2.00162318519301,0.33473766852355435,0.28614073012557656,0.6576558758616265,0.20846142302125642,1.8302783977062942,0.2569853639992397,0.2740740740740741,0.46707695722579956,0.3322320008930067,0.20767543546465253,0.11389601892395189,0.002205880943286602,0.1596117914377828,0.00035604022409163415,0.0063003913797536545,0.0003746123250861498
22.0,0.6592307428020023,0.19325443200648634,1.92555,80.54112,1.0,0.48129450928647227,0.11176840780365006,0.2186766623472748,0.25304431046842907,0.20690364801841254,0.6534275161144353,2.0018396577138016,0.3339257090796157,0.28619218412757536,0.6576589379278516,0.2084652481648445,1.8303119822303557,0.25818383576844833,0.27401837928153716,0.46749362349510193,0.33146891734957534,0.2071428278569286,0.11389601892395189,0.0033186744874471093,0.25326715413393686,0.0005695936618337106,0.009552876488978039,0.0005163049392395463
23.0,0.6590501473687016,0.2053279826768748,2.013075,84.20208,1.0,0.48421665581800094,0.11176840780365006,0.21870376318491394,0.25938606524644003,0.2070177887051492,0.6534609981183988,2.002120427657638,0.33400856261924045,0.28640456338243475,0.6576561394001132,0.20846701528341904,1.830327497422118,0.25804132973944294,0.27395298890347214,0.46862247586250305,0.3316495462016866,0.20725481633774726,0.11389601892395189,0.001778468407940445,0.14366782600882289,0.00016544530902748173,0.005515455556750959,0.0003680060717204237
24.0,0.6628820043879055,0.2489292136708115,2.1006,87.86304,1.0,0.48383560323392605,0.11176840780365006,0.2186730038831891,0.25870250482371066,0.2063815440974367,0.6534503366313239,2.0016792818258518,0.3330553129999947,0.2862805743078734,0.6576885420845111,0.2084999620052108,1.8306167676012077,0.25836631881971933,0.2740608228980322,0.46797141432762146,0.33069528422050154,0.20662133000564697,0.11389601892395189,0.0014094254165571047,0.11992060179363762,0.00023725203379415738,0.004198240026872294,0.0007703812895508291
25.0,0.6609001018033301,0.22332531039168,2.188125,91.524,1.0,0.48394082900748586,0.11176840780365006,0.21870937759468564,0.25918760614853875,0.20621161513147332,0.6534053631928921,2.0019247409743945,0.33279287475996444,0.2862114403431843,0.6576433640582398,0.2084995925736098,1.830613524014606,0.2587687902648533,0.2737652341244387,0.4724048376083374,0.33044016762620715,0.20645504748384408,0.11389601892395189,0.0020673017304996192,0.18432396525713557,0.0007255156340840468,0.005353298820351885,0.0007785244900945652
26.0,0.6593277452166212,0.21744798707121857,2.27565,95.18496,1.0,0.48562422172876174,0.11176840780365006,0.21874830663521347,0.2597552111292276,0.2076784005075935,0.6534028858756586,2.002311278259197,0.33500061951544835,0.2860668466424528,0.6576508184325744,0.2085165942669672,1.8307627978304777,0.2612359550561798,0.2735203961329875,0.4693358838558197,0.33265401639793873,0.2079151739007005,0.11389601892395189,0.0018867209610936959,0.17580695401647972,0.0007040097636587264,0.004855049318958256,0.0009770216732300741
27.0,0.6593944021775029,0.24223568724979913,2.363175,98.84592,1.0,0.48548012254859296,0.11176840780365006,0.2187819328776485,0.2600887821537542,0.2075008808307112,0.6533993480742594,2.0028885742638973,0.33472985374507386,0.28580993908520835,0.657647681069639,0.2085357334562009,1.830930838727908,0.26014278251784784,0.273492286115007,0.46903902292251587,0.3323935700672443,0.20773935855054884,0.11389601892395189,0.001754507553186406,0.17041078554211708,0.00022735388588756135,0.005716633821017598,0.000638968556438721
28.0,0.6602914219760017,0.2682992322386389,2.4507,102.50688,1.0,0.4853317149972824,0.11176840780365006,0.21875884164712023,0.26099198898309395,0.20768951842692665,0.6533657659028762,2.0027385062995324,0.3351016394517345,0.2855283944172129,0.6575931913501749,0.20852092025281127,1.8308007797185626,0.2608846487424111,0.2734703409621672,0.4689849317073822,0.3327100588139725,0.20793115982374913,0.11389601892395189,0.001700736462525332,0.17264159203114104,0.0004237553849955415,0.00511328022675576,0.0008884003014284505
29.0,0.6600234624397495,0.27870137284304286,2.538225,106.16784,1.0,0.4862512237962646,0.11176840780365006,0.21881452922785918,0.2632053141382005,0.20793814684029174,0.6533795317340889,2.0034808570451896,0.3355118954121653,0.28573356123388627,0.657592752119364,0.20853957076171778,1.830964530032952,0.2620878182128823,0.2736423220973783,0.46978315711021423,0.3330724544467309,0.20817837695671795,0.11389601892395189,0.0014505467330341013,0.153640372423979,0.0005122442206182586,0.004013456543216412,0.000752271180187425
30.0,0.6622683395984852,0.2928768351501352,2.62575,109.8288,1.0,0.48555327112041524,0.11176840780365006,0.21875680435517295,0.2614862524599338,0.2081375876578418,0.6533478063149195,2.0027267864924525,0.33582799405028335,0.28530461150607117,0.6575788347773821,0.20854554500978006,1.8310169835613432,0.2612146307798482,0.273492286115007,0.46936145424842834,0.33338672527009844,0.20837788465086227,0.11389601892395189,0.0008954498545147631,0.09881835865598987,0.00010555000782112673,0.003103189939348702,0.001198603920300887
31.0,0.6592961999693253,0.28838253611608083,2.713275,113.48976,1.0,0.4852433670741196,0.11176840780365006,0.21876954756414588,0.2617257051181774,0.20836338784966618,0.6532859448617044,2.0028098332054123,0.33612698923311113,0.28552485298503855,0.6575311343113104,0.2085398828769086,1.8309672703850186,0.26044737298422055,0.2735062800798216,0.4697677195072174,0.33370663321272015,0.20860317399638062,0.11389601892395189,0.0008520328021136525,0.09776142205464566,0.00010667969040671961,0.0030086822911000195,0.0014058816261650967
32.0,0.657245582855954,0.2923099863314877,2.8008,117.15072,1.0,0.48675107106125676,0.11176840780365006,0.21875171534639898,0.26325705663094323,0.2082422139844484,0.6532780030563927,2.002638455117621,0.33597222186620307,0.28570905085817644,0.6575284361791859,0.20854082431925836,1.8309755361906073,0.26129967593382225,0.2734171211761916,0.4704849123954773,0.33353310902337435,0.2084822865046942,0.11389601892395189,0.0012487246835443334,0.1493506211645581,7.241649506406496e-05,0.004742287853044311,0.00098826033661611
33.0,0.6599110936762005,0.32212278856359144,2.888325,120.81168,1.0,0.48701298607641064,0.11176840780365006,0.21872802659413546,0.2631425290074331,0.20897859603523192,0.653242802796894,2.0024841684282446,0.33711745010336064,0.2855005069214925,0.6575045169241656,0.208588594621934,1.8313949564928,0.2611215271859553,0.27348227862907937,0.47038912773132324,0.3346164757930985,0.20921483421457662,0.11389601892395189,0.0004518943037459419,0.05605704751542362,6.894240518203444e-05,0.0016013061201844096,0.00148906738980098
34.0,0.659465708269636,0.32988384618367117,2.97585,124.47264,1.0,0.48646628323630603,0.11176840780365006,0.21871963543052927,0.2621973950880669,0.2088873114759067,0.6532133814391785,2.0023817525917207,0.3369003892545057,0.2853968259171738,0.6575021199788827,0.2086042835969736,1.8315327047230527,0.2617046818727491,0.2737775703115883,0.46996432542800903,0.33448100066327796,0.2091233657785834,0.11389601892395189,0.0007836581737157402,0.10053145623533055,8.006664487851436e-05,0.0029513465390359726,0.0014329746803777126
35.0,0.659840777323926,0.39168440411313765,3.063375,128.1336,1.0,0.4871288125229151,0.11176840780365006,0.21870805692328568,0.2642203673548863,0.20960352926436626,0.6532011840046278,2.002264665518682,0.33800386799777205,0.28546909657274516,0.6574906748788941,0.20859935681014724,1.8314894478395118,0.2621227534757545,0.27327010888654724,0.47107401490211487,0.33554310779505775,0.20983490144218767,0.11389601892395189,0.0006440066370503604,0.08573748970684392,7.265371369034097e-05,0.002439171543326066,0.0012674449756499265
36.0,0.6571315717156506,0.3173850195563328,3.1509,131.79456,1.0,0.4870131400038117,0.11176840780365006,0.21872708516297065,0.2633733419163273,0.2101319225538595,0.6532210194168602,2.0024355293288156,0.33883092815092786,0.285771846067413,0.6574920678680374,0.20859794160725886,1.831477022445703,0.2616981453122341,0.2732061336766944,0.4714195728302002,0.3363185587248029,0.21036013036535994,0.11389601892395189,0.0007342781641645816,0.10111496432818967,6.309349223321017e-05,0.002896666832313294,0.0016091788544395395
37.0,0.6591733272444491,0.36000306578948116,3.238425,135.45552,1.0,0.4863441799630752,0.11176840780365006,0.2187440703540737,0.2630179311723365,0.21066269580166017,0.653229696843195,2.002610075915344,0.3394920045002366,0.28570558178552163,0.6575092355180207,0.2086117789833709,1.8315985137519206,0.26140440799589953,0.2735519888346127,0.4715206027030945,0.33709780161271213,0.21088800156814264,0.11389601892395189,0.00041030359856019874,0.05831406896686531,5.7549354971248854e-05,0.0015736902874028073,0.0014769391751968727
38.0,0.6595622423276283,0.3709765175405178,3.32595,139.11648,1.0,0.4884554136429588,0.11176840780365006,0.21873488512286568,0.2650914485664331,0.21116579392453824,0.6532287332310113,2.0024941890563452,0.34027317350318836,0.28553701941691995,0.657504730264845,0.2086100831092866,1.8315836240823753,0.2636180228648285,0.2731995277449823,0.4732283651828766,0.3378387516707286,0.2113877958519604,0.11389601892395189,0.000581460431507563,0.08518969452961755,6.333328549375403e-05,0.0023369005318916495,0.001513514668255245
39.0,0.6583378663725086,0.3701136316434444,3.413475,142.77744,1.0,0.48784774471897224,0.11176840780365006,0.2187322785935545,0.26292525871211714,0.21085013522763285,0.6532253760181262,2.00245775111371,0.33980882616820307,0.28553701941691995,0.6575066754298651,0.2086088159328065,1.8315724983512736,0.2616981453122341,0.27323178651552726,0.4727173447608948,0.337373265834488,0.21107411636683937,0.11389601892395189,0.0006365454366634845,0.09646518520276004,6.605901007554347e-05,0.002603791171763609,0.001879015577483576
40.0,0.6581596412420426,0.386262670130289,3.501,146.4384,1.0,0.4872604220861755,0.11176840780365006,0.21873485434805612,0.2632081507061492,0.21149789458267212,0.6532275941688879,2.002500400317735,0.3407526140433576,0.2855521142532365,0.6575111179357819,0.20860908504866021,1.8315748611718203,0.2613733174305674,0.27331077138522575,0.47266367077827454,0.3383170844483336,0.2117179120783358,0.11389601892395189,0.0005156742298406059,0.08090663222310468,5.6210693247737535e-05,0.0021253014442829854,0.001878985932865887
41.0,0.6589927229678034,0.43694560484063666,3.588525,150.09936,1.0,0.48723114175643456,0.11176840780365006,0.21872909225575388,0.2629152840174212,0.21223410079205413,0.6532170589825421,2.0024592251803126,0.34178279308758114,0.28549430666785985,0.6575168404857762,0.20861301757563006,1.8316093885153306,0.26128755364806866,0.2738386308068459,0.47302430868148804,0.3393769117841975,0.2124498456251875,0.11389601892395189,0.00039939124054371225,0.06461850181949558,4.996003962195822e-05,0.0016461078034603557,0.002745586068907588
42.0,0.659446063765455,0.4311763501587139,3.67605,153.76032,1.0,0.4874201811826625,0.11176840780365006,0.21872923479374837,0.2623756234583123,0.2124009873542937,0.6532217026163853,2.0024732292354854,0.34194177132383535,0.28549430666785985,0.6575184970134061,0.20861517757314382,1.8316283531598738,0.26191292423723,0.2741991846243448,0.47328314185142517,0.3396201494523772,0.21261555476148886,0.11389601892395189,0.0004412042462016389,0.07349540013183287,5.246200081504052e-05,0.0018572093636810068,0.0018101449959290361
43.0,0.6571946371457328,0.48819885947456365,3.763575,157.42128,1.0,0.4869270620760937,0.11176840780365006,0.21872423488374837,0.26042761169289796,0.21266796125220352,0.6532176961790264,2.0024292663916654,0.3421985610522437,0.2854528664529053,0.6575162632109961,0.20861356172203843,1.8316141660871328,0.2603714632876237,0.2743817078861409,0.4732331335544586,0.339989183383329,0.21288129611636952,0.11389601892395189,0.00035644225881913236,0.06121544671168522,5.394222547661569e-05,0.0014743278200906183,0.002943522531609845
44.0,0.6581522653501106,0.48601467331937737,3.8511,161.08224,1.0,0.48768316914519094,0.11176840780365006,0.21872553047609516,0.262128668958426,0.2135009426473166,0.6532197669042997,2.002441714701046,0.3434314123821979,0.28549430666785985,0.6575153345515671,0.20861264182893874,1.8316060894826265,0.2611235182958255,0.27425373134328357,0.47415420413017273,0.3411897044653046,0.21370930125338927,0.11389601892395189,0.00032333463711544633,0.05725973258176964,5.146349684520302e-05,0.0013485380564680518,0.0019221590437483152
45.0,0.6590069555591032,0.49185942481119616,3.938625,164.7432,1.0,0.48785089289076744,0.11176840780365006,0.21872239266907031,0.26315055175700336,0.21382824878804468,0.6532177058794,2.0024100552231134,0.34390795390848994,0.2855414963003449,0.6575116324633034,0.20861004109098608,1.831583255164296,0.2616249361267246,0.2741672490100163,0.4746074676513672,0.34166638271228683,0.21403459190119323,0.11389601892395189,0.0003119873097908635,0.05688292076592916,4.4277729399081956e-05,0.001343707736071189,0.0023284341100822596
46.0,0.65954927249961,0.5104288314908778,4.02615,168.40416,1.0,0.4871052289192897,0.11176840780365006,0.21871936632741437,0.26122247170162644,0.21338881258198328,0.6532160190949243,2.0023844982488535,0.3432668066009775,0.2855985253677547,0.6575109924412644,0.20860981830616623,1.8315812991273606,0.26107949646490775,0.2742123687281213,0.47398999333381653,0.3410244427504744,0.2135979497254074,0.11389601892395189,0.0002464957286047256,0.04625225329982641,4.6685185028551614e-05,0.0010262418658185167,0.0026723617030466333
47.0,0.6601076562326867,0.5550915395005035,4.113675,172.06512,1.0,0.48670937414248827,0.11176840780365006,0.21884602062758457,0.2608665192570788,0.2129189894292509,0.6533085738264892,2.0037256817529716,0.34258987884276904,0.2857714149876956,0.6575766511727789,0.20864824965372647,1.8319187239813923,0.26019080659150046,0.274090433569685,0.47332340478897095,0.3403471670289231,0.21312916478276886,0.11389601892395189,0.00021791244174669202,0.04204177233077644,4.1150417209574015e-05,0.0009200668302337508,0.002783251951782434
48.0,0.6589492721168084,0.6557990261185509,4.2012,175.72608,1.0,0.4865861860553447,0.11176840780365006,0.21892607460138327,0.26079302883262695,0.21380166665089748,0.6533346276477827,2.0049933420944717,0.34396665648629327,0.2858670979733445,0.6576139606928081,0.20866721952839293,1.8320852783073969,0.2613417411105272,0.27380399442638176,0.47375616431236267,0.34161019385103986,0.21400690763654856,0.11389601892395189,0.0005112087658103943,0.10128560527846275,3.66341398614587e-05,0.0024339139827826172,0.003606724750585074
49.0,0.6639988460034358,0.5257607676842152,4.288725,179.38704,1.0,0.48281967415421007,0.11176840780365006,0.21895129776061487,0.26135606041358117,0.21439833899571004,0.6533729314773461,2.0051773215005606,0.3448306856401466,0.2862242444672153,0.6576435146516606,0.20867795758193275,1.832179557753169,0.2599965379954994,0.2739560704803282,0.47618037462234497,0.34247335129963974,0.21459975427652753,0.11389601892395189,0.0005184582792774462,0.1052338831277666,5.3819338335363165e-05,0.0024514574068303036,0.0026571788102842287
50.0,0.6596229410636659,0.6101174688325133,4.37625,183.048,1.0,0.48786387732375547,0.11176840780365006,0.21895194141593713,0.26079302883262695,0.21474277295240532,0.6533530759112389,2.0051660820183583,0.3452709004911257,0.28579586807873497,0.6576635686755444,0.2086915927066889,1.832299273304994,0.2612502188758536,0.27354627354627353,0.47493094205856323,0.3429139328039529,0.21494242673337371,0.11389601892395189,0.00044573653692528,0.0931899732840975,3.552376783194136e-05,0.0021881821940474,0.0034169295697866558
51.0,0.6595660798620424,0.686129733924089,4.463775,186.70896,1.0,0.4900761195797826,0.11176840780365006,0.21892593835738286,0.2628066156064727,0.21618118398037653,0.6533093548028651,2.0047306871392396,0.34737447542053407,0.28571292662580977,0.657625983067577,0.20867995507602088,1.8321970956276883,0.2611812905428474,0.2734883720930233,0.4764455258846283,0.34496370911586205,0.2163731605165384,0.11389601892395189,0.0004521135948539437,0.0966919479956232,3.154144670412695e-05,0.0022908951049949813,0.003101784778857356
52.0,0.6604560050099625,0.5915790582168584,4.5513,190.36992,1.0,0.49043768905032864,0.11176840780365006,0.21890449641275975,0.26275827502865,0.21678332435575393,0.6533193082431978,2.004723649751453,0.34818253081275496,0.2859111303869584,0.657617813374493,0.2086962853660225,1.8323404745636327,0.2619938754678462,0.27368676452747787,0.4787311851978302,0.3457981081333258,0.21697038489752088,0.11389601892395189,0.0003740152985690294,0.08190238260976912,4.28258275453581e-05,0.0018502341908867936,0.003595300105308556
53.0,0.6609215262582723,0.5900577171904184,4.638825,194.03088,1.0,0.4902752121977268,0.11176840780365006,0.21891904546338994,0.26307259364208296,0.21608892274710478,0.6533272451808392,2.0049132358159514,0.34719876920636744,0.28595752895969245,0.6576136344070628,0.20869561266771003,1.8323345683140655,0.2627118644067797,0.27369696969696966,0.47828975319862366,0.34484199439281127,0.21627944018567438,0.11389601892395189,0.0003418175202711195,0.07696385396047845,3.0822132211806625e-05,0.0017496064590239912,0.0025145377120192364
54.0,0.6590433810089913,0.7248786468460445,4.72635,197.69184,1.0,0.4905302450145242,0.11176840780365006,0.21892525983173922,0.2645747912257923,0.21641207545058375,0.6533273772606757,2.0049855170825253,0.3476569818823947,0.2859766473994561,0.6575830137448122,0.20868727088638162,1.8322613279900646,0.2624113475177305,0.2738930558916042,0.4785462021827698,0.34529832050349024,0.21660083045318984,0.11389601892395189,0.00019173343311581223,0.04418514757526282,3.501568464997816e-05,0.0009132398997417069,0.0027132262224399037
55.0,0.659271176280986,0.7111937497314224,4.813875,201.3528,1.0,0.48825992172885174,0.11176840780365006,0.21935570591446743,0.26514880244907657,0.22476270924859093,0.6533689798058885,2.0102522049890164,0.3595205362391516,0.2857814616606158,0.657840980274822,0.20926065341554623,1.837295591123945,0.2649137222678718,0.2745619335347432,0.48112139105796814,0.35710494010790084,0.22492098459208976,0.11389601892395189,0.0002833949249330378,0.06696317564637866,3.456329563445373e-05,0.0014314291541475547,0.02794232878305075
