round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auprc,fed_f1,fed_brier,fed_auroc,fed_auprc_lift,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6875059131985679,0.1009077769232136,0.087525,3.66096,1.0,0.47648124582291834,0.11176840780365006,0.2117849230292376,0.0,0.23212042428073565,0.6509335227532609,1.9308054755630732,0.3645499630365227,0.2812481889532084,0.6522587958981766,0.200241368710746,1.7581068293918745,0.0,0.2693009771287448,0.4763689637184143,0.36242528264179,0.23222542827692977,0.11389601892395189,0.8554130114802037,7.97198083434705,0.5872446185529939,1.0904750463285837,0.41530610074270496
2.0,0.6897490525723483,0.046732434038468364,0.17505,7.32192,1.0,0.4747729547598437,0.11176840780365006,0.21446674200402163,0.0010543933508387403,0.23006622061879217,0.6516374001741774,1.953852375561596,0.36206026159794247,0.2849322988878824,0.6567672868321264,0.2053015983916513,1.8025353329402207,0.0,0.2747747747747748,0.4745493233203888,0.3599395450285045,0.23018997530022942,0.11389601892395189,0.11736022918366365,1.1171828968763293,0.07918948691029871,0.143146024640893,0.1981209366901818
3.0,0.6846333493800895,0.06835058924899715,0.262575,10.98288,1.0,0.476353734043351,0.11176840780365006,0.21513237115888684,0.03297204044414694,0.23101492855928565,0.6515867458399747,1.9620540887210345,0.3637433815763909,0.28609010314547195,0.6576875506778235,0.20601653540118126,1.8088124356544721,0.03148936170212766,0.27329350451252066,0.475569486618042,0.3615643114843008,0.2311420668844065,0.11389601892395189,0.12831454702575548,1.3101671827107566,0.09130684112517498,0.15943570299002593,0.08467888752212674
4.0,0.682213310265084,0.07087453835586477,0.3501,14.64384,1.0,0.4782848137459565,0.11176840780365006,0.21569483979849424,0.05689164840626082,0.23089927701480806,0.6523917573426725,1.969692615593626,0.363984105369818,0.2848961320909601,0.658020650775413,0.20676535593866924,1.8153870336479978,0.05665024630541872,0.27349159248269045,0.47686684131622314,0.36177650631311054,0.23101694413712234,0.11389601892395189,0.1082122965129526,1.2930738572431437,0.05308652835982433,0.16294653981652563,0.04467969763519874
5.0,0.6806263073172232,0.07000566435432577,0.437625,18.3048,1.0,0.47516883980222574,0.11176840780365006,0.2158903934428843,0.08202386266695305,0.22605300779055046,0.6530891590422739,1.971097233299229,0.35801068463927166,0.2852350892970624,0.6579331183495122,0.2066778345558972,1.8146186013217505,0.07746478873239436,0.2741307895067152,0.47296786308288574,0.3557817619981089,0.22619338459638616,0.11389601892395189,0.0786756343919151,1.1139477122796961,0.03743425181059401,0.12129866808015315,0.1593914877526492
6.0,0.6759222432583667,0.08687239815336989,0.52515,21.96576,1.0,0.4717841959828621,0.11176840780365006,0.21624106658222692,0.08433803940287539,0.22173327139213742,0.6531485889956182,1.9734192764392382,0.3523144984297814,0.2850001572240584,0.6577108926580637,0.20658398171220846,1.813794579160349,0.08080808080808081,0.27358490566037735,0.4697195291519165,0.3500975843068428,0.2218894177228561,0.11389601892395189,0.04620738347259103,0.7957459665458373,0.02239845889475381,0.07318980843389855,0.0034341178709186
7.0,0.6741076524400651,0.09872069870393231,0.612675,25.62672,1.0,0.4719310906883903,0.11176840780365006,0.21709234174435232,0.11929491574749024,0.22055906187039706,0.6531838158201962,1.9829188531943678,0.351379949124524,0.2845561936232756,0.6575794497005174,0.20710114898631987,1.8183352758326068,0.12153901474289824,0.2730870712401055,0.47150498628616333,0.3487741020525688,0.22071399830113894,0.11389601892395189,0.03616623811629541,0.7270030321024024,0.017873635652338623,0.05828517206263457,0.0013979738902128124
8.0,0.6727800219659146,0.10923008996102859,0.7002,29.28768,1.0,0.47390486674724386,0.11176840780365006,0.21755190664824284,0.17021040359074902,0.21922151902531267,0.6534340134544024,1.9891306673613989,0.34968455149888833,0.2852758067440339,0.6576434895527572,0.20760173541463608,1.8227303937045534,0.16856060606060605,0.2735210921165908,0.4701105058193207,0.3472329757958043,0.21937898316147375,0.11389601892395189,0.029205293209450988,0.6814725630474641,0.01303696980805059,0.05061109255850124,0.0010282898422787896
9.0,0.6709632341831248,0.10276365124133191,0.787725,32.94864,1.0,0.4757168341950847,0.11176840780365006,0.2175106686210402,0.19035245258847197,0.21819117382871497,0.6531078395343896,1.9883227811195494,0.34856624270363223,0.28453076010109984,0.657370074647653,0.2076956883260596,1.8235552944544755,0.19463869463869463,0.27355547235741917,0.4716425836086273,0.346218637204493,0.21835707508338315,0.11389601892395189,0.019043407683186943,0.5114019035581805,0.007072186598192779,0.03609373245954387,0.0006781262702077674
10.0,0.6689290783460764,0.12440568445114471,0.87525,36.6096,1.0,0.4768965368266372,0.11176840780365006,0.2175688358791578,0.20870372231380233,0.2176604309795215,0.6531364348016921,1.9888092827841692,0.3483168746631351,0.28491549469430333,0.6573743540106969,0.20796092213987205,1.8258840309311168,0.21918542336548769,0.2734463276836159,0.4727083742618561,0.34573731096367194,0.21784064398979763,0.11389601892395189,0.01727217856091042,0.5243053609019626,0.0062754694342402806,0.033978499775141995,0.0005091846402307709
11.0,0.6691935930879944,0.12263595906467448,0.962775,40.27056,1.0,0.4780110843249879,0.11176840780365006,0.21841181065942655,0.22136612154662622,0.21623047432708792,0.6534809909528928,2.0013269366281725,0.3461196293727341,0.285190863747411,0.6573971438150604,0.20808693766349834,1.8269904394326328,0.22279525528623,0.27422303473491777,0.47324514389038086,0.3437755902383245,0.21642378748423036,0.11389601892395189,0.016556442471866648,0.5601388892087016,0.00462221784475348,0.03548932480957029,0.0005270204458994184
12.0,0.6675584343557369,0.12200847446465406,1.0503,43.93152,1.0,0.47941008419304826,0.11176840780365006,0.21870764102281193,0.2344751973225343,0.21582189494550463,0.6535110930011566,2.0036917033921173,0.34589668476896657,0.2863883350716868,0.6575042282867753,0.20829753711359777,1.828839489575817,0.2319262493934983,0.2738621586475943,0.47389957308769226,0.3434377178730509,0.21601659471641826,0.11389601892395189,0.01654975492166063,0.620675817380743,0.005148950205835837,0.035719375019633674,0.0004675330055594102
13.0,0.6652544661677116,0.12900314265687968,1.137825,47.59248,1.0,0.48011777352581536,0.11176840780365006,0.2187193743770817,0.24254804837601857,0.21540461163768476,0.6535250187085339,2.0045155890724886,0.34543124536173075,0.2870528186980963,0.6575444241807052,0.20831942448468765,1.8290316593399287,0.23821452971988158,0.27333073018352205,0.4741121530532837,0.3430976301163166,0.2156013772706046,0.11389601892395189,0.00835945137524022,0.34488115290423593,0.0031981382322746775,0.017341755561823536,0.0004337938745810953
14.0,0.6659448031163511,0.12774254842157995,1.22535,51.25344,1.0,0.48029477942319987,0.11176840780365006,0.21852911979429251,0.24790393837687846,0.21513892011961167,0.6534456158205614,2.0017148481904488,0.345186670815667,0.28684411572385293,0.657542642158558,0.2083476788536538,1.8292797309515012,0.24152448482162642,0.2732647814910026,0.4733823835849762,0.3428823456825899,0.2153396744376247,0.11389601892395189,0.008470074334886552,0.3781045317518874,0.002272963581716677,0.019704635063823677,0.00044325762552844763
15.0,0.6617136576947125,0.1488141235152674,1.312875,54.9144,1.0,0.4798244156332567,0.11176840780365006,0.21860587724602848,0.24868576893168956,0.2137086148628634,0.6534843166075087,2.0021800649843127,0.34329570249576397,0.2866519399066632,0.6575540621596433,0.2083657104558187,1.8294380473029879,0.2481968604157828,0.2732647814910026,0.4722871780395508,0.34088501445185987,0.21391771775573742,0.11389601892395189,0.00620805801188501,0.3000421393335273,0.001337348159193458,0.015234772908222964,0.0004103001425846198
16.0,0.6643692275032601,0.14774061765289775,1.4004,58.57536,1.0,0.48106300912989686,0.11176840780365006,0.21869644510540623,0.24867106382409104,0.21431201602465563,0.6535086179416901,2.0030729973654013,0.34430215152799887,0.2868800192268276,0.6576155168248241,0.20843155451117723,1.8300161540356077,0.25263157894736843,0.2734345109042214,0.47324392199516296,0.3418667056152052,0.21451635698291383,0.11389601892395189,0.004235190850671426,0.22177274329442298,0.0009061102642633288,0.010565565663164822,0.0004896579010562825
