round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_ece,fed_brier,fed_f1_best,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_f1,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6411298071169441,0.23587313012034397,3.16197,21.90336,0.0,0.11555891238670696,0.3161045591058988,0.20019895982478064,0.31122981137278233,0.2463015427817921,0.6846726793250609,0.5245454935628959,0.29495768672812217,2.158095071298797,0.5313293548894095,0.12524153882426586,1.0996129628366498,0.19107695836678518,0.21187875057701186,0.4971576929092407,0.3838437180483345,0.24826408333287167,0.11389601892395189,0.0,0.0,,
12.0,0.6236786877258982,0.34905354442001746,3.16197,21.90336,0.0,0.11555891238670696,0.3297936543173974,0.21141814783112112,0.31940505213853787,0.2581584682543153,0.6946904170377974,0.49475480099691665,0.29340744174452915,2.274331962384049,0.5313293548894095,0.12524153882426586,1.0996129628366498,0.19107695836678518,0.21187875057701186,0.4971576929092407,0.3838437180483345,0.24826408333287167,0.11389601892395189,0.0,0.0,,
13.0,0.6566418474481089,0.15438928642606942,3.688965,25.55392,0.9971592150692714,0.11555891238670696,0.3438449699435409,0.21627839565003867,0.2940444277640054,0.2273124533671558,0.6644586302517461,0.5079458677561622,0.2747875178146484,1.9778962890217073,0.5379483373206289,0.12644567825586972,1.110185232552309,0.17650381248234961,0.21408748513281348,0.4936472475528717,0.3816770838364615,0.24655754401053992,0.11389601892395189,0.01549389136875525,0.6269881910993718,0.009612937477692459,0.021921092000588237
14.0,0.654589406893079,0.18860148584134395,3.688965,25.55392,0.0,0.11555891238670696,0.33443166119724604,0.2110692370483031,0.2998958690621496,0.23742891329786533,0.6748850233044472,0.5116810525813462,0.28324787825345704,2.0673516362884956,0.5379483373206289,0.12644567825586972,1.110185232552309,0.17650381248234961,0.21408748513281348,0.4936472475528717,0.3816770838364615,0.24655754401053992,0.11389601892395189,0.0,0.0,,
15.0,0.6376296550324005,0.28469079280366466,3.688965,25.55392,0.0,0.11555891238670696,0.34944555384537423,0.2237232891940859,0.31127361491528066,0.24902565418580533,0.6865290754114272,0.5559843424763925,0.28763806499973005,2.182889990649362,0.5379483373206289,0.12644567825586972,1.110185232552309,0.17650381248234961,0.21408748513281348,0.4936472475528717,0.3816770838364615,0.24655754401053992,0.11389601892395189,0.0,0.0,,
16.0,0.6246078048074727,0.4118330597104551,3.688965,25.55392,0.0,0.11555891238670696,0.3395307558440497,0.2151356679337553,0.32245080884229294,0.26179671005769084,0.6990339724647114,0.5549368407776109,0.2990038601386617,2.2957586306813558,0.5379483373206289,0.12644567825586972,1.110185232552309,0.17650381248234961,0.21408748513281348,0.4936472475528717,0.3816770838364615,0.24655754401053992,0.11389601892395189,0.0,0.0,,
17.0,0.6529823560388843,0.21008944808278412,4.21596,29.20448,0.9971592150692714,0.11555891238670696,0.34527117730383755,0.2173657975449255,0.2939547119521053,0.22750672275975786,0.665071553807698,0.5085808700541447,0.2750232313686053,1.9809442018451142,0.5776398311365853,0.13723436304528175,1.204909217563722,0.16124738543449324,0.23333600064015364,0.49475130438804626,0.3806084990606399,0.24553898525941142,0.11389601892395189,0.015343249645669377,0.6776714513543993,0.009546269395208347,0.021843882460367774
18.0,0.6527302142888167,0.21042599127565312,4.21596,29.20448,0.0,0.11555891238670696,0.3152930957011031,0.20456133847223706,0.30339233541659244,0.236307071028975,0.6760915624299203,0.5227621756494045,0.2898058427946038,2.060359986421873,0.5776398311365853,0.13723436304528175,1.204909217563722,0.16124738543449324,0.23333600064015364,0.49475130438804626,0.3806084990606399,0.24553898525941142,0.11389601892395189,0.0,0.0,,
19.0,0.6378686644890015,0.27694362726110844,4.21596,29.20448,0.0,0.11555891238670696,0.33807656563694655,0.21320224883130484,0.31402840936734444,0.2525082303788255,0.6883497174070049,0.520772901730385,0.2963748510415203,2.216979936296921,0.5776398311365853,0.13723436304528175,1.204909217563722,0.16124738543449324,0.23333600064015364,0.49475130438804626,0.3806084990606399,0.24553898525941142,0.11389601892395189,0.0,0.0,,
20.0,0.624351494441165,0.37860172020426175,4.21596,29.20448,0.0,0.11555891238670696,0.3480339126780063,0.2206971067726775,0.3215543908320821,0.261831728620553,0.6978482655227083,0.5493324863248902,0.29895642313646525,2.2993477793266686,0.5776398311365853,0.13723436304528175,1.204909217563722,0.16124738543449324,0.23333600064015364,0.49475130438804626,0.3806084990606399,0.24553898525941142,0.11389601892395189,0.0,0.0,,
21.0,0.6508472201180389,0.19904704558343492,4.742955,32.85504,0.9971592150692714,0.11555891238670696,0.34155154376584296,0.2151797911594987,0.29350416815741526,0.2281546260333416,0.6658362819839599,0.5112773404669576,0.2778465569994538,1.9859893122262586,0.5747211925954822,0.1355047392066162,1.1897232272630391,0.1917994823593516,0.23267212989201197,0.4944629669189453,0.3812049555636909,0.24598819763737895,0.11389601892395189,0.01264959716419971,0.6122064725495875,0.007965984369458069,0.01803194108620181
22.0,0.6463292947202525,0.24060521817516994,4.742955,32.85504,0.0,0.11555891238670696,0.3375009937837442,0.2147246363240504,0.3051023106748809,0.2424704368885669,0.6780936291140346,0.5475721710135509,0.2871792594090735,2.1174383626882265,0.5747211925954822,0.1355047392066162,1.1897232272630391,0.1917994823593516,0.23267212989201197,0.4944629669189453,0.3812049555636909,0.24598819763737895,0.11389601892395189,0.0,0.0,,
23.0,0.6321812260359899,0.29949482299113894,4.742955,32.85504,0.0,0.11555891238670696,0.33418950224379673,0.2120539516686363,0.31782020943663014,0.25207046442773634,0.6888531989841732,0.5448552038396774,0.2905864202845045,2.2115043513585437,0.5747211925954822,0.1355047392066162,1.1897232272630391,0.1917994823593516,0.23267212989201197,0.4944629669189453,0.3812049555636909,0.24598819763737895,0.11389601892395189,0.0,0.0,,
24.0,0.6244723242215022,0.429582363342966,4.742955,32.85504,0.0,0.11555891238670696,0.32802817810604434,0.20868170834804292,0.321482786278598,0.2640688950808328,0.6977206312249936,0.5421367747463427,0.30104191401837244,2.3211335748870283,0.5747211925954822,0.1355047392066162,1.1897232272630391,0.1917994823593516,0.23267212989201197,0.4944629669189453,0.3812049555636909,0.24598819763737895,0.11389601892395189,0.0,0.0,,
25.0,0.6481193401879686,0.24389272678085874,5.26995,36.5056,0.9971592150692714,0.11555891238670696,0.3376799820606247,0.2128868607945279,0.29283665473451487,0.2291197680671397,0.6661741037027228,0.520845643159336,0.2783026346432524,1.9953772185786158,0.5531162070697688,0.1306619963668569,1.147204244725179,0.17254313578394598,0.22306183244932062,0.49340322613716125,0.3809440329958145,0.24592708240270564,0.11389601892395189,0.010398254277258438,0.5453174857539125,0.006976663624381404,0.014422154066434585
26.0,0.6455877874870066,0.26196679690542923,5.26995,36.5056,0.0,0.11555891238670696,0.3537793415453198,0.22667678367004707,0.30578621865625094,0.24200076135341034,0.678571604762918,0.5712633395243026,0.288458819881999,2.114285611623949,0.5531162070697688,0.1306619963668569,1.147204244725179,0.17254313578394598,0.22306183244932062,0.49340322613716125,0.3809440329958145,0.24592708240270564,0.11389601892395189,0.0,0.0,,
27.0,0.6354006409905117,0.3349356267541007,5.26995,36.5056,0.0,0.11555891238670696,0.35042306355318886,0.22232083603472233,0.31493236219244164,0.2558497668221293,0.6884999676242041,0.5339935384540699,0.294079660575682,2.2492333138818523,0.5531162070697688,0.1306619963668569,1.147204244725179,0.17254313578394598,0.22306183244932062,0.49340322613716125,0.3809440329958145,0.24592708240270564,0.11389601892395189,0.0,0.0,,
28.0,0.6232871686057524,0.382170154441886,5.26995,36.5056,0.0,0.11555891238670696,0.3315387329055946,0.20969980656449966,0.3195059743846275,0.26186611685070116,0.6972853584897635,0.5538934313871289,0.3026378933068936,2.298713195345291,0.5531162070697688,0.1306619963668569,1.147204244725179,0.17254313578394598,0.22306183244932062,0.49340322613716125,0.3809440329958145,0.24592708240270564,0.11389601892395189,0.0,0.0,,
29.0,0.6473759751334954,0.2997733240496463,5.796945,40.15616,0.9971592150692714,0.11555891238670696,0.3339064992750429,0.21094657921803495,0.2920702611700397,0.2293539976600717,0.6662953322664465,0.5213807456247875,0.27889991835813904,1.9970270355820787,0.5748180743629309,0.13456466378018758,1.1814694231765563,0.2014759283120534,0.2336326655921406,0.4936990737915039,0.38103298876130637,0.24581855893364965,0.11389601892395189,0.01122687078336651,0.6391386701143347,0.007204091806524826,0.016071847294796396
30.0,0.6436697390023269,0.2815540605855432,5.796945,40.15616,0.0,0.11555891238670696,0.3294317147723603,0.20849087324505855,0.30541749974695676,0.24051509009374225,0.6768515453810197,0.521930181818066,0.2881855495833319,2.105317541740088,0.5748180743629309,0.13456466378018758,1.1814694231765563,0.2014759283120534,0.2336326655921406,0.4936990737915039,0.38103298876130637,0.24581855893364965,0.11389601892395189,0.0,0.0,,
31.0,0.6335280048298724,0.32558138387783914,5.796945,40.15616,0.0,0.11555891238670696,0.3148785446074576,0.20100985238056374,0.3116482535027147,0.2543267497583924,0.6871063233134467,0.5167301547491299,0.29262276558798,2.2312848918393393,0.5748180743629309,0.13456466378018758,1.1814694231765563,0.2014759283120534,0.2336326655921406,0.4936990737915039,0.38103298876130637,0.24581855893364965,0.11389601892395189,0.0,0.0,,
32.0,0.6228479829297491,0.43708382593548956,5.796945,40.15616,0.0,0.11555891238670696,0.328345798224343,0.2072786902067961,0.3211694058580059,0.2617363388471767,0.6969411948563782,0.5432199693555978,0.2998756154710666,2.2975200210770392,0.5748180743629309,0.13456466378018758,1.1814694231765563,0.2014759283120534,0.2336326655921406,0.4936990737915039,0.38103298876130637,0.24581855893364965,0.11389601892395189,0.0,0.0,,
33.0,0.6435133415650411,0.28538364790140425,6.32394,43.80672,0.9971592150692714,0.11555891238670696,0.33586385010011033,0.21263909334224568,0.29361348107926405,0.22935144496365806,0.6668118426382544,0.5215865450968435,0.2777628352383131,1.9967617957538801,0.5495741870628305,0.13064355066604288,1.147042292613171,0.18433427381432219,0.2209864952697335,0.49150264263153076,0.379927500738184,0.24498319329704685,0.11389601892395189,0.009481942203012959,0.5856235565734096,0.005785885297929372,0.014040359947111135
34.0,0.6476951261012459,0.3217396398683645,6.32394,43.80672,0.0,0.11555891238670696,0.32970842261904665,0.2091907990650225,0.3096152455159596,0.24264353830006008,0.6793966533688549,0.5143855628140144,0.28687819633712036,2.1233304832400925,0.5495741870628305,0.13064355066604288,1.147042292613171,0.18433427381432219,0.2209864952697335,0.49150264263153076,0.379927500738184,0.24498319329704685,0.11389601892395189,0.0,0.0,,
35.0,0.6362221988311495,0.3709078663407263,6.32394,43.80672,0.0,0.11555891238670696,0.3269906929869501,0.20819691857353095,0.3167243373822494,0.25047708607489694,0.688988390464849,0.5547703944431751,0.2961524853473751,2.1936056814242244,0.5495741870628305,0.13064355066604288,1.147042292613171,0.18433427381432219,0.2209864952697335,0.49150264263153076,0.379927500738184,0.24498319329704685,0.11389601892395189,0.0,0.0,,
36.0,0.6198566005528809,0.3865850442711838,6.32394,43.80672,0.0,0.11555891238670696,0.3533483399868421,0.2257540986323182,0.32639369514060285,0.26853723220928716,0.7006329414610876,0.5603669043949243,0.2959652198173922,2.367569883530302,0.5495741870628305,0.13064355066604288,1.147042292613171,0.18433427381432219,0.2209864952697335,0.49150264263153076,0.379927500738184,0.24498319329704685,0.11389601892395189,0.0,0.0,,
37.0,0.6465291741250672,0.3235833661581557,6.850935,47.45728,0.9971592150692714,0.11555891238670696,0.3408721157669466,0.21554163976614282,0.2936033133711999,0.23047346010496367,0.6676767954256605,0.5217922768721588,0.2755097000261072,2.0063880205825537,0.5684629190556848,0.1356833642409066,1.1912915440135101,0.1856925418569254,0.23069371727748691,0.493554025888443,0.379823375203612,0.24493825910323003,0.11389601892395189,0.008066255818049638,0.5345016587234568,0.00473827553792406,0.012266882237516253
38.0,0.6414916533433319,0.28816934680260997,6.850935,47.45728,0.0,0.11555891238670696,0.3366943587565912,0.2134326649517059,0.30520709505343574,0.24096771342339182,0.6783169962039888,0.5402236351854011,0.2863598004164927,2.1054663789723462,0.5684629190556848,0.1356833642409066,1.1912915440135101,0.1856925418569254,0.23069371727748691,0.493554025888443,0.379823375203612,0.24493825910323003,0.11389601892395189,0.0,0.0,,
39.0,0.6319986600246594,0.36496120899777484,6.850935,47.45728,0.0,0.11555891238670696,0.3304986935139381,0.21063456510010148,0.31292487243149714,0.2555114566979782,0.6884030650621693,0.5698092204105007,0.2881749830913872,2.2391236536291257,0.5684629190556848,0.1356833642409066,1.1912915440135101,0.1856925418569254,0.23069371727748691,0.493554025888443,0.379823375203612,0.24493825910323003,0.11389601892395189,0.0,0.0,,
40.0,0.6236252698175662,0.5155530096746029,6.850935,47.45728,0.0,0.11555891238670696,0.33147133135988055,0.20850441880682025,0.32648231958419255,0.26651545667925286,0.699093709239751,0.5290359111722231,0.3030729494853693,2.3368864473630846,0.5684629190556848,0.1356833642409066,1.1912915440135101,0.1856925418569254,0.23069371727748691,0.493554025888443,0.379823375203612,0.24493825910323003,0.11389601892395189,0.0,0.0,,
41.0,0.6434532778907116,0.3187417548961228,7.37793,51.10784,0.9971592150692714,0.11555891238670696,0.33883583706673254,0.21465618827591124,0.2930590531811874,0.2313946790199338,0.6681481834042179,0.5248161220073341,0.27711465188708084,2.015834677041775,0.5472174000256711,0.13042168656442674,1.1450943395265554,0.17195972114639815,0.21943573667711597,0.4928605556488037,0.37939839806270637,0.24468419029243738,0.11389601892395189,0.00786082023951316,0.5555069863330573,0.004552633642053898,0.012235808937090212
42.0,0.6442741331087982,0.37249567227706104,7.37793,51.10784,0.0,0.11555891238670696,0.3337515430461169,0.212745932125474,0.305506218106743,0.24306470028193056,0.6771524059789583,0.534033527472108,0.28408396448355405,2.127530065946212,0.5472174000256711,0.13042168656442674,1.1450943395265554,0.17195972114639815,0.21943573667711597,0.4928605556488037,0.37939839806270637,0.24468419029243738,0.11389601892395189,0.0,0.0,,
43.0,0.6294741482210837,0.40211009758578,7.37793,51.10784,0.0,0.11555891238670696,0.34933365500168184,0.22314226452827118,0.3154736324235262,0.25742527865835857,0.69066605383696,0.5755667403670476,0.2910798613851128,2.256941249748925,0.5472174000256711,0.13042168656442674,1.1450943395265554,0.17195972114639815,0.21943573667711597,0.4928605556488037,0.37939839806270637,0.24468419029243738,0.11389601892395189,0.0,0.0,,
44.0,0.6188545634821858,0.43920755614555373,7.37793,51.10784,0.0,0.11555891238670696,0.3455220720935181,0.2199398321992727,0.32213671884342976,0.2649039328982546,0.6982037031960447,0.5567260297373583,0.29777301682146834,2.3334840615591306,0.5472174000256711,0.13042168656442674,1.1450943395265554,0.17195972114639815,0.21943573667711597,0.4928605556488037,0.37939839806270637,0.24468419029243738,0.11389601892395189,0.0,0.0,,
45.0,0.642183911128964,0.362205796232026,7.904925,54.7584,0.9971592150692714,0.11555891238670696,0.3343726546041225,0.2125602200665369,0.29378437500799087,0.2313989309552659,0.6682319366270283,0.5058727122726967,0.27763903476941143,2.014881754020108,0.5432132464583315,0.12983672210163424,1.1399583877319357,0.18025634033269702,0.21882748140446293,0.49274638295173645,0.3794155059292042,0.24482813613404547,0.11389601892395189,0.006855703493289381,0.5199995322036557,0.004380010470561353,0.010225866972160458
46.0,0.6453888142205109,0.3688383696817645,7.904925,54.7584,0.0,0.11555891238670696,0.3455658098131752,0.22064818595450636,0.307268539914934,0.2409239149930914,0.6802403088546155,0.5539992858223386,0.28362674324535314,2.106029331120927,0.5432132464583315,0.12983672210163424,1.1399583877319357,0.18025634033269702,0.21882748140446293,0.49274638295173645,0.3794155059292042,0.24482813613404547,0.11389601892395189,0.0,0.0,,
47.0,0.6296363903650012,0.3682080840401022,7.904925,54.7584,0.0,0.11555891238670696,0.33508731902545097,0.2117161434515909,0.31779538420509373,0.25373821556691967,0.6910539544036934,0.5254496512118604,0.2977735481794825,2.2285581258930995,0.5432132464583315,0.12983672210163424,1.1399583877319357,0.18025634033269702,0.21882748140446293,0.49274638295173645,0.3794155059292042,0.24482813613404547,0.11389601892395189,0.0,0.0,,
48.0,0.6213400184901889,0.40898752561784324,7.904925,54.7584,0.0,0.11555891238670696,0.3561576555965117,0.22774733592414867,0.3271336422525131,0.2658471225810547,0.7003537385964002,0.579751504635793,0.29536604117676213,2.3358337333250856,0.5432132464583315,0.12983672210163424,1.1399583877319357,0.18025634033269702,0.21882748140446293,0.49274638295173645,0.3794155059292042,0.24482813613404547,0.11389601892395189,0.0,0.0,,
49.0,0.6393625455255694,0.34199596168696955,8.43192,58.40896,0.9971592150692714,0.11555891238670696,0.32960226000235054,0.20928141739054407,0.29346475347056183,0.2324402605588702,0.668768171760654,0.5011750810591116,0.27826691671884674,2.0243610933497944,0.559178169535965,0.13317139280282614,1.169236590189727,0.1889468754181721,0.22666992108046544,0.4932142496109009,0.37955137852681914,0.24480180856951464,0.11389601892395189,0.0052185967116734925,0.42116489380714484,0.00318330193541132,0.008055108262618033
50.0,0.6441266693229647,0.39888817969498463,8.43192,58.40896,0.0,0.11555891238670696,0.3188047875856093,0.20368264659403285,0.3077431193087693,0.24661297852277647,0.6804697293950043,0.5031356394707347,0.2895305209539081,2.154317473011729,0.559178169535965,0.13317139280282614,1.169236590189727,0.1889468754181721,0.22666992108046544,0.4932142496109009,0.37955137852681914,0.24480180856951464,0.11389601892395189,0.0,0.0,,
51.0,0.6295469841924306,0.3853629155223887,8.43192,58.40896,0.0,0.11555891238670696,0.31350516578982596,0.19980406093611353,0.31052179346295583,0.2547453293266126,0.6871797992586958,0.5144300173709219,0.29345901055187223,2.2361225400321305,0.559178169535965,0.13317139280282614,1.169236590189727,0.1889468754181721,0.22666992108046544,0.4932142496109009,0.37955137852681914,0.24480180856951464,0.11389601892395189,0.0,0.0,,
52.0,0.6180162183816909,0.39863236925391676,8.43192,58.40896,0.0,0.11555891238670696,0.2977668084737621,0.19150459484103333,0.32395910252711196,0.26456126128679097,0.6997295049257973,0.5073445154539679,0.2973165393993534,2.32753129297733,0.559178169535965,0.13317139280282614,1.169236590189727,0.1889468754181721,0.22666992108046544,0.4932142496109009,0.37955137852681914,0.24480180856951464,0.11389601892395189,0.0,0.0,,
53.0,0.644816984802304,0.3989627040498805,8.958915,62.05952,0.9971592150692714,0.11555891238670696,0.3252595032118391,0.2062910091065085,0.29470948791874574,0.23282733470005418,0.6692489478976286,0.5204150520118793,0.277237745561476,2.0279837251723594,0.5619581366353184,0.1344904713578654,1.1808180182984656,0.15684113865932048,0.2275924853099396,0.49176323413848877,0.3778559992427261,0.24350458344233833,0.11389601892395189,0.005720753291935003,0.48807344464876223,0.0032079904024238486,0.009326513813514613
54.0,0.6424772760865911,0.38668960405362324,8.958915,62.05952,0.0,0.11555891238670696,0.33669909733358855,0.2131741682237087,0.31122749964803004,0.2458102182977459,0.681782940133379,0.533081893631879,0.28955284539783216,2.1501647981961365,0.5619581366353184,0.1344904713578654,1.1808180182984656,0.15684113865932048,0.2275924853099396,0.49176323413848877,0.3778559992427261,0.24350458344233833,0.11389601892395189,0.0,0.0,,
55.0,0.6294787351217488,0.3991765093958659,8.958915,62.05952,0.0,0.11555891238670696,0.35214175984839274,0.22516267624578568,0.3137796656798958,0.25542817975789495,0.6895142489075775,0.5864120966155543,0.28650843059718095,2.2419109159026425,0.5619581366353184,0.1344904713578654,1.1808180182984656,0.15684113865932048,0.2275924853099396,0.49176323413848877,0.3778559992427261,0.24350458344233833,0.11389601892395189,0.0,0.0,,
56.0,0.6189267256411395,0.40422761423070674,8.958915,62.05952,0.0,0.11555891238670696,0.34071272312947676,0.2187799996494184,0.3294089878239681,0.26927885323275136,0.6996858523444965,0.5613755038887831,0.29793218775844643,2.367464722266463,0.5619581366353184,0.1344904713578654,1.1808180182984656,0.15684113865932048,0.2275924853099396,0.49176323413848877,0.3778559992427261,0.24350458344233833,0.11389601892395189,0.0,0.0,,
57.0,0.6424184628934648,0.4053747059657091,9.48591,65.71008,0.9971592150692714,0.11555891238670696,0.3257840985792416,0.20678668708343992,0.29494276183259,0.23331801356126355,0.6695258147467217,0.5173461398753184,0.2782193398629078,2.0327208555108056,0.569662257609222,0.13527725719246292,1.1877259492518981,0.18673922382929972,0.23007507393645257,0.49037817120552063,0.3776438691288591,0.24319343630996337,0.11389601892395189,0.006288106575837786,0.5666672550578369,0.003327235201838988,0.01065314324342271
58.0,0.6396888550920138,0.41255586063642874,9.48591,65.71008,0.0,0.11555891238670696,0.32233269436121703,0.20509010157792049,0.3044695077207976,0.24523992386570562,0.6800881739785819,0.5128147305333601,0.2887726070320318,2.138052553894939,0.569662257609222,0.13527725719246292,1.1877259492518981,0.18673922382929972,0.23007507393645257,0.49037817120552063,0.3776438691288591,0.24319343630996337,0.11389601892395189,0.0,0.0,,
59.0,0.6310736956735239,0.386874660687028,9.48591,65.71008,0.0,0.11555891238670696,0.34106501575767134,0.21579748338857277,0.31788468051563545,0.2607349481091602,0.6924601281722809,0.548169197659088,0.2936999597195176,2.2898580751543283,0.569662257609222,0.13527725719246292,1.1877259492518981,0.18673922382929972,0.23007507393645257,0.49037817120552063,0.3776438691288591,0.24319343630996337,0.11389601892395189,0.0,0.0,,
60.0,0.6167695564467056,0.4844374792204557,9.48591,65.71008,0.0,0.11555891238670696,0.3456854688872729,0.21857697090820022,0.3226272787159305,0.27111538405935637,0.7013062846184817,0.5378223999186765,0.2966703268231875,2.390095730839999,0.569662257609222,0.13527725719246292,1.1877259492518981,0.18673922382929972,0.23007507393645257,0.49037817120552063,0.3776438691288591,0.24319343630996337,0.11389601892395189,0.0,0.0,,
