round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_f1_best_threshold,fed_auprc_lift,fed_f1,fed_brier,fed_auroc,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
33.0,0.6376572457294404,0.6472505637100838,120.81168,120.81168,1.0,0.33047663468980565,0.25555251885043634,0.5436424362401315,2.302792557145633,0.30420868713076865,0.20883240493762334,0.6955792102180545,0.11374795417348607,0.33234965976653125,0.6656739841181167,0.22805077526443462,2.002271698510407,0.27988732394366195,0.284524449220849,0.5389906764030457,0.3322350912842677,0.21358475322543727,0.11389601892395189,0.0037028568750698786,0.5482934591291269,0.003737690422439071,0.0036933928270093423,0.0021657638884888114
34.0,0.6372541218584069,0.6459123038327529,124.47264,124.47264,1.0,0.3386291048137641,0.25397690076721385,0.5586204978244725,2.284847482064025,0.29496268160993233,0.21461194479112755,0.693550461884803,0.11374795417348607,0.3299601474620825,0.6641687150300115,0.22731817200775525,1.9958394872391025,0.2769198445214833,0.2870121130551817,0.5941599011421204,0.34058579185699994,0.21927160575654037,0.11389601892395189,0.003763079275895899,0.5645965868443454,0.0037519390892891496,0.003795374232583691,0.002034239041050849
35.0,0.6319975491720229,0.6494625025287278,128.1336,128.1336,1.0,0.32905284614993635,0.2561314339830781,0.5409868754766366,2.2989425404963835,0.30314893150405803,0.20677281832745506,0.6961478744676903,0.11374795417348607,0.33004235180421854,0.6642004525934673,0.22562186756974634,1.9809460392148872,0.2804999446963831,0.2836620404187972,0.5174892544746399,0.3307746481237573,0.21128879511950585,0.11389601892395189,0.003732939436279851,0.5656062723573996,0.003725801594111277,0.003756906860327088,0.002355494819351821
36.0,0.6351064343697898,0.6349059898771036,131.79456,131.79456,1.0,0.33817959720031765,0.2580366224310253,0.5505450819371015,2.3195928228563956,0.2961008324976542,0.21378390354943955,0.6973094234476633,0.11374795417348607,0.3306244769284982,0.6635742098526348,0.22872413965038896,2.008183796161546,0.2765868886576483,0.2837009004306407,0.545045018196106,0.34025572383746966,0.21885023075078824,0.11389601892395189,0.003608057835537368,0.5521644417922289,0.0036544283689449388,0.0035856446229925866,0.0022258319534428734
37.0,0.6403303993067817,0.679683571009355,135.45552,135.45552,1.0,0.3266723122286861,0.25855335410984154,0.56883996246887,2.322262728717958,0.3046552445707388,0.20580631764963458,0.6983537417339423,0.11374795417348607,0.3325552045360838,0.6620656653576251,0.22497590149456723,1.9752744970373646,0.2765864332603939,0.28286677414627,0.5569470524787903,0.3282347018522288,0.21093389097268225,0.11389601892395189,0.00361810569486029,0.560272737448031,0.0035214448156924262,0.0037246807374651226,0.00198507725588595
38.0,0.6404685567167602,0.8001032376534155,139.11648,139.11648,1.0,0.3223089042633122,0.25977747914844695,0.5467179182170696,2.3385556649460093,0.30972928238609426,0.2036618572168408,0.6989244929372614,0.11374795417348607,0.3333475271274737,0.6637756411025466,0.2254345375317664,1.9793012930705551,0.2819142889621462,0.28471089928508714,0.5242364406585693,0.32407789408517146,0.2090130760999703,0.11389601892395189,0.00360931637939896,0.5649323698235094,0.0035516031087389453,0.0036809818629781085,0.0020534547310492477
39.0,0.633822907959195,0.8184782313404873,142.77744,142.77744,1.0,0.33381528950440675,0.26034819413768134,0.5671181037945124,2.3409817437166214,0.3003980060573402,0.20957952004075817,0.6986741513475823,0.11374795417348607,0.3308619237473964,0.66360947381203,0.2266431250736449,1.9899126169192445,0.27832566294104755,0.28619683709504073,0.5654808282852173,0.33522733741194405,0.2142864331215858,0.11389601892395189,0.003674296739289751,0.5825132711997867,0.0037036268951301295,0.0036729551822558154,0.0018110536303903434
40.0,0.6345853486475039,0.6778983242652676,146.4384,146.4384,1.0,0.346952149077235,0.2617891697667021,0.5918138943998095,2.3521085848132737,0.29618191841812924,0.21841609225198436,0.7007856848496062,0.11374795417348607,0.3326373086303809,0.6635315919145187,0.22669610031927726,1.9903777362985946,0.2739364402477409,0.2847702957835116,0.5824180245399475,0.3483771620153018,0.2233946271076351,0.11389601892395189,0.0033570712504329132,0.5370607413642574,0.0032972083287872754,0.003430485672337813,0.00192078766016786
41.0,0.6356030981105099,0.7119601945191227,150.09936,150.09936,1.0,0.33363099162524623,0.26218189640927725,0.5787266824560021,2.3535018110446715,0.30182813283870236,0.21014939173487385,0.7009686804427774,0.11374795417348607,0.3336445473939754,0.6642499476311379,0.2276805350296889,1.999021012154171,0.27596534388704674,0.2868241143567433,0.5742492079734802,0.33498056846892466,0.21520807316392884,0.11389601892395189,0.003337973502202869,0.5402949985054875,0.003271451617515011,0.0034180269717840025,0.001947090312388178
42.0,0.6360517319873715,0.823345749712472,153.76032,153.76032,1.0,0.32643283570466,0.2633200005439586,0.5784656117612432,2.3643203820752534,0.305010098813773,0.20508670639053225,0.7026026552425896,0.11374795417348607,0.3340591893744542,0.664294021305656,0.2269819389672074,1.9928873819440758,0.2789456122789456,0.2861285645239246,0.5737289190292358,0.32766772804994515,0.21020601148251117,0.11389601892395189,0.0034114831090393885,0.5586207154156,0.003282008192300495,0.003554198541968249,0.0017993720233489476
