round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_ece,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.7813593305787071,132.43993908463202,23.00688,23.00688,1.0,0.9064906039888467,0.8848452831761495,0.18731761233514127,0.9046766958161121,1.166282134959306,0.7472548166836949,0.6935895058850222,0.8327137546468402,0.1527730809327104,0.9118124041200965,0.9473528629120584,1.5157645806592934,0.7692307692307693,0.8805970149253731,0.525321364402771,0.09964684874583518,0.2442514008102409,0.625,0.002340097692428111,1.402217633152759,0.0005432738788206119,0.00264396714839787,0.0010562818011307135
2.0,0.4739390335200975,48.10550463498539,46.01376,46.01376,1.0,0.9119051653527536,0.8848452831761495,0.1554800067027706,0.9108999444269905,1.1817611545730984,0.8793585114319529,0.764465600144365,0.8327137546468402,0.14521378613280078,0.8764464168310322,0.9282918724752621,1.4852669959604194,0.7692307692307693,0.8454661558109835,0.5247755646705627,0.10019246708506191,0.24436075066405757,0.625,0.0009232600522487235,0.5539869827484836,0.0002015927813429192,0.0010447708209873703,0.0007257741432107655
3.0,0.3583920572092757,28.871883893419284,69.02064,69.02064,1.0,0.9398057156506855,0.8848452831761495,0.15258937065929293,0.9284606166654504,1.254537850125373,0.9407082500289364,0.8456536184023732,0.8327137546468402,0.15323528390251115,0.8357604646066186,0.9009204001502538,1.4414726402404061,0.7692307692307693,0.8232258064516129,0.5245491862297058,0.1004260387749244,0.24441332712672129,0.625,0.00070076046824532,0.42088251179438885,0.00015697236917914278,0.0007920488192213363,0.0007186137392902619
4.0,0.3219975836893233,34.737189186007704,92.02752,92.02752,1.0,0.9316976630357361,0.8848452831761495,0.1522241363294949,0.9239012318050456,1.2278313000218006,0.959394017116731,0.8571066830377917,0.8327137546468402,0.15697096703160102,0.6938088976550515,0.7789753610274975,1.246360577643996,0.7692307692307693,0.7692307692307693,0.5255945920944214,0.09873013160167599,0.24408052944601621,0.625,0.0005939899697799717,0.35703056595605176,0.00013006782554286572,0.00067170501117934,0.0007051932263677981
5.0,0.28767438204570983,26.806340802845234,115.0344,115.0344,1.0,0.9506513611621097,0.8886148999609593,0.1531296418668169,0.9415250077557621,1.2974972259660824,0.8748279070987135,0.9085859045190539,0.8327137546468402,0.15301115875967908,0.6801282051282052,0.7659940787910477,1.2255905260656763,0.7692307692307693,0.7692307692307693,0.5261070728302002,0.09794862893147349,0.2439162326662651,0.625,0.0005390050909016209,0.32419387546121925,0.00012650779528482306,0.0006080930604315075,0.0006161714139651065
6.0,0.25481109668345503,23.032559819525467,138.04128,138.04128,1.0,0.9683823544268256,0.8856004749033427,0.15444142286939247,0.9686492076272312,1.3847458342523729,0.7703313907836893,0.9569337503087281,0.8327137546468402,0.14980871448161043,0.715499671268902,0.7983487039200284,1.2773579262720456,0.7692307692307693,0.7696019300361882,0.5267955660820007,0.09811054485348558,0.24393660169762135,0.625,0.0005275667125262893,0.31750383360724754,0.0001327805870768751,0.0005936657698754563,0.0005908967692132231
7.0,0.25509137628832834,27.299888951306976,161.04816,161.04816,1.0,0.9751751978753703,0.8861360282716398,0.16769034809304825,0.9818376798125976,1.4448422474164369,0.7284780685758725,0.9756564139253343,0.8327137546468402,0.14951448986404534,0.7060048213894368,0.7923961670704949,1.2678338673127918,0.7692307692307693,0.7692307692307693,0.5267035365104675,0.09749261566843737,0.2438200131280082,0.625,0.0004965976578417296,0.2990484610141948,0.0001337259496473345,0.0005573160066459584,0.0005566738943624853
8.0,0.23190099872493497,22.369889240841143,184.05504,184.05504,1.0,0.9692032678228243,0.8984806719266956,0.1484435243345105,0.9822230936576624,1.4553944790021938,0.703367699533147,0.9638026659406006,0.8327137546468402,0.13314285579952953,0.7334319526627219,0.8157994563094858,1.3052791300951774,0.7692307692307693,0.7705314009661834,0.5276836156845093,0.09723666778359663,0.24377307949042346,0.625,0.0004908424434422076,0.29576521444516857,0.00013546228228870512,0.000550321139604556,0.0005098614166930964
9.0,0.19549931372127807,19.259474755372747,207.06192,207.06192,1.0,0.9654867015677666,0.9026980982415708,0.14260942450824943,0.9754302032512597,1.4310184702178401,0.7085944387549363,0.9520222340625323,0.8327137546468402,0.1282166002138901,0.7367630944554022,0.8197755180456266,1.3116408288730026,0.7692307692307693,0.7719714964370545,0.528407871723175,0.09648907413849461,0.2436230137522291,0.625,0.0004290858153796589,0.25870038818419516,0.00011421965939415148,0.0004817147089733927,0.0004788692971132589
10.0,0.2086673289098932,32.42952308668683,230.0688,230.0688,1.0,0.9809955254421453,0.8967667385391905,0.16272025206039717,0.9909816720046088,1.4919023055230527,0.5781412244355479,0.9865203714158234,0.8327137546468402,0.13852009396236037,0.7461319307473154,0.8274045650150968,1.323847304024155,0.7692307692307693,0.7716727716727716,0.5284729599952698,0.09643853876071096,0.24360216377874058,0.625,0.0004457980331730284,0.268925681943017,0.00013100007513436925,0.0004985322179893109,0.00038195389756621946
11.0,0.17858044300150747,15.838095177737973,253.07568,253.07568,1.0,0.9809625562972442,0.8945935626225975,0.16389808633458214,0.9897572576837571,1.4852944264571044,0.5951456358261601,0.9877741659614797,0.8327137546468402,0.1397238012488407,0.7181076046460662,0.8018315474066099,1.2829304758505757,0.7692307692307693,0.7692307692307693,0.5287057757377625,0.09546039912563109,0.24341664497502039,0.625,0.00045990034755835293,0.27759656386649567,0.00014382508422253323,0.0005128555331667341,0.0003699499082434306
12.0,0.1978295289011051,24.020557652886694,276.08256,276.08256,1.0,0.9811730404699845,0.8954738495624658,0.1527171290313417,0.9893622482633894,1.4815200442074359,0.6404127767067195,0.9845364763114149,0.8327137546468402,0.1328336177322313,0.6951840894148587,0.781222422493185,1.2499558759890959,0.7692307692307693,0.7692307692307693,0.5298038721084595,0.0943089893613106,0.2432112729543585,0.625,0.00043637505636331676,0.2635652144433607,0.0001340825124608487,0.00048694748236357394,0.00038714530023867884
13.0,0.18070794416513913,28.470580006759366,299.08944,299.08944,1.0,0.9806251078861731,0.8967667385391905,0.16304002749581298,0.9913658297878716,1.491534496179438,0.5476665503612017,0.9808076529225839,0.8327137546468402,0.13202176259645274,0.7029750164365549,0.7861970404419073,1.2579152647070517,0.7692307692307693,0.7692307692307693,0.5302295088768005,0.09391860768963134,0.24313592792235092,0.625,0.00041832714525351724,0.25282576809837565,0.0001283811825926298,0.00046682767736218745,0.0003580337969274792
14.0,0.15128866344535102,20.924268442608803,322.09632,322.09632,1.0,0.9920142172244072,0.8828655534011927,0.18886198130778997,0.9967182206298238,1.5120800418715004,0.495842795251249,0.9923715409832436,0.8327137546468402,0.14113500275878432,0.7327416173570019,0.8091944675217463,1.2947111480347941,0.7692307692307693,0.7709497206703911,0.5303139090538025,0.09449476118271172,0.24323332122433222,0.625,0.0003920328013903184,0.2370664691042066,0.00012673748652155446,0.00043643284668788137,0.00030285031774650957
15.0,0.15293255244692167,22.603044898182723,345.1032,345.1032,1.0,0.9887805078689289,0.8842767352683043,0.17767349900902848,0.9972030024978925,1.5130436201785227,0.5240474230883345,0.9917001805369586,0.8327137546468402,0.1342393689405116,0.7718606180144642,0.8427939874179982,1.3484703798687971,0.7692307692307693,0.7926988265971318,0.5303975343704224,0.09456550540068209,0.24323503352662065,0.625,0.0004876565105162904,0.29506825967507666,0.00016552915930894313,0.0005416607897691717,0.00028586303129489183
16.0,0.2031435854399266,31.660683354051706,368.11008,368.11008,1.0,0.9940347133842712,0.8924997503585037,0.15420527882085505,0.9987841811046821,1.5180257849447776,0.5646188151312916,0.9952379361191959,0.8327137546468402,0.12002246273014125,0.7484878369493754,0.8178333583707735,1.3085333733932376,0.7692307692307693,0.7810945273631841,0.5311868786811829,0.09373522167786574,0.24308772895415579,0.625,0.0005657651356254835,0.3426077809118624,0.00016949375330560816,0.0006321646716844719,0.00031209082215613517
17.0,0.18562139028411667,32.89982836176485,391.11696,391.11696,1.0,0.9951978984750031,0.882139226463623,0.18579931973595887,0.9992228737410118,1.518686762073649,0.34781830532382835,0.996421169152418,0.8327137546468402,0.1245711463191626,0.7594345825115056,0.8306015748403791,1.3289625197446067,0.7692307692307693,0.7875776397515528,0.5308164358139038,0.09410696725050605,0.2431560226632628,0.625,0.0004595430657371556,0.27852286618207245,0.00014735635376316033,0.000511789238554984,0.000283605210538045
18.0,0.14367871013043138,17.778407196999332,414.12384,414.12384,1.0,0.9907310600797041,0.9034460068092295,0.1325683607970846,0.9972505472281105,1.5129669506779946,0.5621627122163771,0.9949192150099652,0.8327137546468402,0.10455074512602336,0.6817061143984221,0.7669053669143704,1.2270485870629926,0.7692307692307693,0.7692307692307693,0.5317702889442444,0.09239198697301054,0.2428560942047862,0.625,0.00040998211747373157,0.2486727237338755,0.00013253725808499625,0.000456348542045094,0.00028289220566277075
19.0,0.1339869509272588,17.038947303077098,437.13072,437.13072,1.0,0.9926610714571337,0.9073564722167176,0.13463569256965224,0.9960092028276524,1.5095449798284113,0.5936566847463081,0.9935110179807316,0.8327137546468402,0.10393047961175127,0.675942362480824,0.7620670366213727,1.2193072585941962,0.7692307692307693,0.7692307692307693,0.5324609875679016,0.09181500379091656,0.2427550631378029,0.625,0.0003756965798738366,0.22803834994181216,0.0001193403644582517,0.00041849486863815776,0.00027294889070188753
20.0,0.12567803761931523,18.52840648986283,460.1376,460.1376,1.0,0.9926281023122328,0.9103840680285035,0.13314191756235977,0.9962170137686754,1.5099291676272002,0.502172428775288,0.9938810029778761,0.8327137546468402,0.09445120131503605,0.6860124917817225,0.7706950090562972,1.2331120144900756,0.7692307692307693,0.7692307692307693,0.5323235392570496,0.09192416912470111,0.24276868153570966,0.625,0.0003348716573401373,0.20338058198541376,0.00010972044442073864,0.00037248581421847626,0.0002115472145767471
21.0,0.10910502843694607,12.754274447770861,483.14448,483.14448,1.0,0.9914804263560439,0.9074346396383725,0.13143169387896309,0.9964483317323353,1.510334465137043,0.6472098227299502,0.9941021277343168,0.8327137546468402,0.10271585711565362,0.6679158448389217,0.7544547215078926,1.207127554412628,0.7692307692307693,0.7692307692307693,0.5330848097801208,0.09117720877894989,0.24264101860285706,0.625,0.0003373072419899758,0.20497309762794202,0.00011617076771234126,0.00037425008125043023,0.0002030956930938135
22.0,0.10203620415442856,18.707973568238327,506.15136,506.15136,1.0,0.9926281023122328,0.9069176297076376,0.1250871490677611,0.9962170137686754,1.5099291676272002,0.6819552534907282,0.9938810029778761,0.8327137546468402,0.09874616671851129,0.6593304843304844,0.7469009234253701,1.1950414774805922,0.7692307692307693,0.7692307692307693,0.5336524248123169,0.09052283995044541,0.24252227920816685,0.625,0.0003019582951834092,0.1836029955844367,0.0001024590521015391,0.00033525684002120605,0.00019016810993960077
23.0,0.09271719825066005,14.00357246936907,529.15824,529.15824,1.0,0.9914804263560439,0.9120569066537114,0.12748871030213252,0.9966590695212291,1.5107051216363947,0.48662969439903275,0.9943232524907575,0.8327137546468402,0.09031143891115237,0.727175104098181,0.7983706042299074,1.2773929667678519,0.7692307692307693,0.778494623655914,0.5341308116912842,0.09067995225389802,0.24254060385059661,0.625,0.0003814701125777779,0.23209026106411557,0.00013532707038360937,0.00042263965268699575,0.00016765100262499421
