round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_prevalence,fed_brier,fed_auprc,fed_f1_best,fed_auroc,fed_auprc_lift,fed_f1_best_threshold,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.607038128943855,0.7252125751015499,47.45728,47.45728,0.0,0.3355948055818686,0.11448171691107058,0.21099454191597294,0.28763776390749973,0.3469226283727233,0.7229453549306346,2.5565481017686817,0.5857869966363689,0.31682700341828973,0.4383755030886961,0.09596855002614882,0.842597932156231,0.2045002711006687,0.20463302960242988,0.5234833359718323,0.42787846560638765,0.28476122978936874,0.11389601892395189,0.0,0.0,,
40.0,0.5873506626425815,1.007986655503494,47.45728,47.45728,0.0,0.3427662502464358,0.11448171691107058,0.2154132578181211,0.3024452955645354,0.3574360415470858,0.7341262957424004,2.693438422104044,0.5791332055626707,0.31628676898144154,0.4383755030886961,0.09596855002614882,0.842597932156231,0.2045002711006687,0.20463302960242988,0.5234833359718323,0.42787846560638765,0.28476122978936874,0.11389601892395189,0.0,0.0,,
41.0,0.6368526064595119,1.1694648595638542,51.10784,51.10784,0.9971592150692714,0.34208548667686683,0.11448171691107058,0.21726175249953586,0.25531562887124815,0.3142069463577905,0.6919865912615083,2.2336401274367907,0.5507243571508612,0.29278957876772926,0.4354568519981412,0.09469520556723969,0.8314180465821853,0.2045002711006687,0.20459271313624447,0.5191518068313599,0.431279973694816,0.2880255514281527,0.11389601892395189,0.0055506381932314405,1.296005025273189,0.004015245926819784,0.006957599535053903
42.0,0.6369157938429157,0.9845113105864124,51.10784,51.10784,0.0,0.338468895635435,0.11448171691107058,0.21316817693295675,0.2697012797930698,0.330197514941304,0.7090670620557973,2.3736084579686443,0.5730439800058921,0.30913368597982127,0.4354568519981412,0.09469520556723969,0.8314180465821853,0.2045002711006687,0.20459271313624447,0.5191518068313599,0.431279973694816,0.2880255514281527,0.11389601892395189,0.0,0.0,,
43.0,0.608173970017469,0.8924516852431346,51.10784,51.10784,0.0,0.3267337406924327,0.11448171691107058,0.20422944323162628,0.2939300717222758,0.347863727854254,0.7247932989432899,2.6051498127470913,0.5560323162329895,0.3178064564999954,0.4354568519981412,0.09469520556723969,0.8314180465821853,0.2045002711006687,0.20459271313624447,0.5191518068313599,0.431279973694816,0.2880255514281527,0.11389601892395189,0.0,0.0,,
44.0,0.5873695264937397,1.1045369353442955,51.10784,51.10784,0.0,0.3241201663885151,0.11448171691107058,0.20227315080451508,0.31093571324438574,0.36048514423317113,0.7375918980568372,2.76162733603925,0.5955766498052166,0.33004560391557597,0.4354568519981412,0.09469520556723969,0.8314180465821853,0.2045002711006687,0.20459271313624447,0.5191518068313599,0.431279973694816,0.2880255514281527,0.11389601892395189,0.0,0.0,,
45.0,0.6355030594771572,1.0381169742520937,54.7584,54.7584,0.9971592150692714,0.35663302448398293,0.11448171691107058,0.22641040873052107,0.25671959216456836,0.32032013888048655,0.6949586833630451,2.2496662484289347,0.5766676902410871,0.291730620309915,0.4401218345953145,0.09672890309379208,0.8492737850510627,0.2045002711006687,0.20458346517199294,0.5199984312057495,0.4291421105255808,0.2858809255714373,0.11389601892395189,0.005691033842194974,1.3998603650834411,0.003910274882582268,0.00735898257371473
46.0,0.6306021569675815,0.8865641057779217,54.7584,54.7584,0.0,0.34424638990058437,0.11448171691107058,0.2168407038167894,0.2802405800884045,0.3362671250417417,0.7149610654262403,2.4770849124131926,0.5930403022035659,0.30864548624678084,0.4401218345953145,0.09672890309379208,0.8492737850510627,0.2045002711006687,0.20458346517199294,0.5199984312057495,0.4291421105255808,0.2858809255714373,0.11389601892395189,0.0,0.0,,
47.0,0.6107136094263051,1.0392734236868715,54.7584,54.7584,0.0,0.31748346200467115,0.11448171691107058,0.19841415483931912,0.2975775767581865,0.34990221943500305,0.7260776458209087,2.6417331397851256,0.5605954838238727,0.3228404093495759,0.4401218345953145,0.09672890309379208,0.8492737850510627,0.2045002711006687,0.20458346517199294,0.5199984312057495,0.4291421105255808,0.2858809255714373,0.11389601892395189,0.0,0.0,,
48.0,0.5878436057230714,1.0735343416656733,54.7584,54.7584,0.0,0.31739605180491876,0.11448171691107058,0.19756929440974885,0.31832786288051296,0.36405884589732984,0.7398198575624265,2.8300707065088226,0.5734226817965126,0.3301652758794113,0.4401218345953145,0.09672890309379208,0.8492737850510627,0.2045002711006687,0.20458346517199294,0.5199984312057495,0.4291421105255808,0.2858809255714373,0.11389601892395189,0.0,0.0,,
49.0,0.6368072285130156,1.0799139665507635,58.40896,58.40896,0.9971592150692714,0.3475689679823604,0.11448171691107058,0.21886602715051012,0.26163056651192884,0.3215168643180899,0.6995646276816563,2.2939126172775515,0.5499111679792631,0.30262985329368663,0.4385420845111203,0.09618777259221234,0.8445226927241126,0.2045002711006687,0.20472512494320763,0.5229289531707764,0.4270717606396181,0.28401498728399394,0.11389601892395189,0.004822252166633999,1.24550697975792,0.003516652065547376,0.006075316530687468
50.0,0.6300129385564353,1.0280197075467448,58.40896,58.40896,0.0,0.3251864168192987,0.11448171691107058,0.20397525337465833,0.28386852343455365,0.3405158084503914,0.7170596193882677,2.515445989592536,0.5685334807563454,0.3173077687814116,0.4385420845111203,0.09618777259221234,0.8445226927241126,0.2045002711006687,0.20472512494320763,0.5229289531707764,0.4270717606396181,0.28401498728399394,0.11389601892395189,0.0,0.0,,
51.0,0.6052962309288714,1.042575456955717,58.40896,58.40896,0.0,0.32769563104776234,0.11448171691107058,0.20398627190804727,0.30446227370057466,0.3589638136856561,0.7319694844457292,2.7109886853838754,0.5593781857075195,0.32552752611165425,0.4385420845111203,0.09618777259221234,0.8445226927241126,0.2045002711006687,0.20472512494320763,0.5229289531707764,0.4270717606396181,0.28401498728399394,0.11389601892395189,0.0,0.0,,
52.0,0.5904387095132136,1.5821879558374992,58.40896,58.40896,0.0,0.3244106426345456,0.11448171691107058,0.201992153625379,0.3216806025570285,0.37018621030550247,0.7430342395049168,2.8768898195361983,0.5946771343138948,0.33194724621738503,0.4385420845111203,0.09618777259221234,0.8445226927241126,0.2045002711006687,0.20472512494320763,0.5229289531707764,0.4270717606396181,0.28401498728399394,0.11389601892395189,0.0,0.0,,
53.0,0.6365638746275326,1.0552940391455223,62.05952,62.05952,0.9971592150692714,0.32403488562181115,0.11448171691107058,0.20330809252985527,0.2638354953672925,0.3268177748053241,0.7003872465081518,2.3085202603734665,0.5420080654942536,0.3061973956678364,0.41318498860685476,0.09060673678234663,0.7955215435830513,0.2045002711006687,0.20459271313624447,0.5186782479286194,0.4320908935880366,0.2889940621729906,0.11389601892395189,0.0053752015717529215,1.455830219667405,0.0034802535827372066,0.0072296867422647305
54.0,0.6346115622239104,1.1845808307950445,62.05952,62.05952,0.0,0.33352374973521043,0.11448171691107058,0.20844797503736098,0.2881623925267116,0.34286484876978746,0.7182089274193606,2.5513773215529088,0.5696889591139016,0.313364606118654,0.41318498860685476,0.09060673678234663,0.7955215435830513,0.2045002711006687,0.20459271313624447,0.5186782479286194,0.4320908935880366,0.2889940621729906,0.11389601892395189,0.0,0.0,,
55.0,0.6003249129233181,1.0870396996908815,62.05952,62.05952,0.0,0.31544206062697794,0.11448171691107058,0.19858351968375015,0.2992633294112111,0.353762448017552,0.7273548758824442,2.6587317700795703,0.5634526834928171,0.32457065342907754,0.41318498860685476,0.09060673678234663,0.7955215435830513,0.2045002711006687,0.20459271313624447,0.5186782479286194,0.4320908935880366,0.2889940621729906,0.11389601892395189,0.0,0.0,,
56.0,0.5843651166281493,1.2265283577346424,62.05952,62.05952,0.0,0.30085565665255815,0.11448171691107058,0.18686997844547137,0.3225777286609245,0.37278724529061724,0.7446278158600003,2.8733498146665055,0.5697191837912232,0.340107034222385,0.41318498860685476,0.09060673678234663,0.7955215435830513,0.2045002711006687,0.20459271313624447,0.5186782479286194,0.4320908935880366,0.2889940621729906,0.11389601892395189,0.0,0.0,,
57.0,0.6436699616806749,1.7504839876078235,65.71008,65.71008,0.9971592150692714,0.3357133603246202,0.11448171691107058,0.21027959750412084,0.26565507726861154,0.328272670809488,0.7008150169028141,2.324943364878728,0.5588597108748481,0.30514073011190357,0.4282007464514292,0.09344944573622392,0.8204803523345263,0.2045002711006687,0.20464821848435522,0.5186918377876282,0.4298542731391075,0.28666808726103293,0.11389601892395189,0.0045856341624479595,1.3025402607163414,0.003201956906813964,0.0059664013350067295
58.0,0.6355067716288245,1.1025804744020884,65.71008,65.71008,0.0,0.3129619647623862,0.11448171691107058,0.19563080099773045,0.28609732473214605,0.340744955458163,0.7207609436693556,2.526350017893318,0.5563410009661993,0.3201044932911649,0.4282007464514292,0.09344944573622392,0.8204803523345263,0.2045002711006687,0.20464821848435522,0.5186918377876282,0.4298542731391075,0.28666808726103293,0.11389601892395189,0.0,0.0,,
59.0,0.6035307632867736,1.0569486753474413,65.71008,65.71008,0.0,0.3285734471474482,0.11448171691107058,0.20341074549930757,0.3083382765845214,0.35899536246966685,0.7360869414338636,2.7343021515727797,0.5748483940205901,0.3325899018383414,0.4282007464514292,0.09344944573622392,0.8204803523345263,0.2045002711006687,0.20464821848435522,0.5186918377876282,0.4298542731391075,0.28666808726103293,0.11389601892395189,0.0,0.0,,
60.0,0.5875264281639436,1.727211760705122,65.71008,65.71008,0.0,0.3111877776471659,0.11448171691107058,0.19415624809530085,0.32447791670879045,0.37561273427293496,0.745380126199189,2.896661358112887,0.5850835459442706,0.33217075936417545,0.4282007464514292,0.09344944573622392,0.8204803523345263,0.2045002711006687,0.20464821848435522,0.5186918377876282,0.4298542731391075,0.28666808726103293,0.11389601892395189,0.0,0.0,,
