round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_ece,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_f1_best,fed_auprc,fed_brier,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6885862128914817,0.08979901670118054,3.65056,3.65056,0.9971592150692714,0.19130365361250312,0.38495357257795937,0.6026524346585637,0.5062841232137966,0.11455907345628498,0.264744272644586,0.18164061690475944,0.2483175710461205,1.5891113998438586,0.5287518480950107,0.14430008616502765,1.2669458294356757,0.2045002711006687,0.20496742272081517,0.5306793451309204,0.4198703860365407,0.27712742595621215,0.11389601892395189,0.027233365111409058,2.907927780179307,0.022768862092672315,0.03022231759032629
2.0,0.6816348543032271,0.1020889478747972,7.30112,7.30112,0.9971592150692714,0.23484410460757987,0.36352593821148715,0.6489337133834329,0.5082064379737519,0.11455907345628498,0.2914508483007812,0.214081627950254,0.23145944672516044,1.880905457781012,0.6539355657937888,0.20806824026544532,1.826826277434438,0.21479690044913874,0.27191935269929696,0.531632661819458,0.40818328412449456,0.266133082354337,0.11389601892395189,0.019781459634210782,2.236475352663547,0.015535296609884432,0.022640110451702583
3.0,0.6695499540706311,0.17726399494048417,10.95168,10.95168,0.9971592150692714,0.2601847196297859,0.3665054330336497,0.6554349200121683,0.5362417541738346,0.11455907345628498,0.294597972907138,0.22360007054813866,0.23299916871417464,1.971895779675948,0.6560762763708532,0.21094404857143906,1.852075696449811,0.21508352278343382,0.2707152496626181,0.5347215533256531,0.4107747659318922,0.2680196358506841,0.11389601892395189,0.01425547338292338,1.7323777521960437,0.012522424451469161,0.015441595881025482
4.0,0.6621160475734105,0.21838120310077422,14.60224,14.60224,0.9971592150692714,0.273290290342891,0.3491516834140281,0.6569781981029246,0.5477884820081321,0.11455907345628498,0.2997034683718565,0.22611749113502433,0.22211560632359972,1.9906934470090105,0.6565612373839734,0.20744284879971173,1.821335379055003,0.21985924898546258,0.27062945511658815,0.5328404307365417,0.40734763070809726,0.26537414838699175,0.11389601892395189,0.010728642739511157,1.3839524032082409,0.010098198780417622,0.01117744544037644
5.0,0.6497493493436124,0.23765423468822364,18.2528,18.2528,0.9971592150692714,0.276066187829503,0.34686712850882495,0.6604002770948694,0.5284772341270281,0.11455907345628498,0.30461520639839934,0.2288073377546089,0.21963897832256904,2.0171391460827115,0.6546222592436626,0.205299722027385,1.8025188585780434,0.21620811903929696,0.2685815066767448,0.5312900543212891,0.40719614707833834,0.26540558956174765,0.11389601892395189,0.01017529310007754,1.390305396867916,0.009496576727230002,0.010676473200218944
6.0,0.6500987892175082,0.27922432967645955,18.2528,18.2528,0.0,0.2873597649686478,0.3227398298076275,0.6746485082825424,0.5400649267869904,0.11455907345628498,0.3120140299512273,0.24394297008890112,0.20667253219835144,2.1618438142034213,0.6546222592436626,0.205299722027385,1.8025188585780434,0.21620811903929696,0.2685815066767448,0.5312900543212891,0.40719614707833834,0.26540558956174765,0.11389601892395189,0.0,0.0,,
7.0,0.6442415092624926,0.26580727444141095,21.90336,21.90336,0.9971592150692714,0.27532774451419917,0.3658927267969176,0.6634803182363537,0.5576207515215974,0.11455907345628498,0.30446432438010934,0.23098964184077753,0.23317685540143065,2.0434635305621462,0.6578243020534568,0.209740614518467,1.841509619914901,0.2154196132733297,0.27197428606749907,0.5329378247261047,0.40922359121518365,0.2669121437942051,0.11389601892395189,0.008672767151739242,1.2517190757207572,0.008085371096902966,0.009123268966246621
8.0,0.6448537904361069,0.2786181049992792,21.90336,21.90336,0.0,0.2911803040623289,0.31794596749797005,0.6749839193666379,0.5104175774999491,0.11455907345628498,0.31281602313971807,0.24830564716203987,0.20365942258908692,2.199862161158199,0.6578243020534568,0.209740614518467,1.841509619914901,0.2154196132733297,0.27197428606749907,0.5329378247261047,0.40922359121518365,0.2669121437942051,0.11389601892395189,0.0,0.0,,
9.0,0.6450938318337963,0.28684910567913746,25.55392,25.55392,0.9971592150692714,0.2759195626246715,0.3625653583253691,0.6667957777671107,0.5398363310117031,0.11455907345628498,0.3099163989043289,0.23608583852507833,0.2296795413486386,2.089721392090423,0.657350999481005,0.21239344450808142,1.8648013031069686,0.21517050782213887,0.27630838491840176,0.532712459564209,0.4094477083798929,0.26712392640453825,0.11389601892395189,0.008811223380348879,1.3401546876411885,0.007964356666473734,0.009483559953574925
10.0,0.6413327688797696,0.2477126768076853,25.55392,25.55392,0.0,0.2873378834114423,0.3466650835535198,0.6809952635771009,0.5628293895313239,0.11455907345628498,0.32188183686330296,0.2533078180564295,0.21864254803277824,2.2530269344897405,0.657350999481005,0.21239344450808142,1.8648013031069686,0.21517050782213887,0.27630838491840176,0.532712459564209,0.4094477083798929,0.26712392640453825,0.11389601892395189,0.0,0.0,,
