round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best_threshold,fed_f1,fed_ece,fed_auprc_lift,fed_f1_best,fed_prevalence,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.6138524731452981,0.5574628625809048,40.15616,40.15616,0.0,0.20118726071131735,0.5549112360182988,0.3192398169583532,0.3213588742396945,2.49434966280749,0.35125066121713566,0.11481807881153216,0.28118517063795884,0.7154444343220194,0.6636537231788726,0.22704244948277102,1.9934186605272546,0.27775270758122744,0.2851335656213705,0.5072434544563293,0.37702026666245686,0.24008614692892094,0.11389601892395189,0.0,0.0,,
32.0,0.5954705040797744,0.7743863965073465,40.15616,40.15616,0.0,0.1953905289937994,0.5811732097884262,0.3282214414749053,0.31162984466915844,2.65068878276691,0.35922445942545655,0.11481807881153216,0.29797040551419146,0.7271571596980847,0.6636537231788726,0.22704244948277102,1.9934186605272546,0.27775270758122744,0.2851335656213705,0.5072434544563293,0.37702026666245686,0.24008614692892094,0.11389601892395189,0.0,0.0,,
33.0,0.6379192720995301,0.6295309926892741,43.80672,43.80672,0.9971592150692714,0.20773491898898558,0.5297148073689848,0.2954068382083215,0.32704503540769003,2.1883357258931837,0.3219429890365891,0.11481807881153216,0.24850222440801176,0.6866923336425534,0.6644020595357035,0.2285085390892882,2.0062908365731627,0.27855352667382743,0.28532853285328535,0.5093995332717896,0.37419624530265316,0.2376616705752349,0.11389601892395189,0.006995852843469504,1.4308130573481321,0.00473167807924659,0.008995283869692273
34.0,0.6411330727740695,0.675965518425213,43.80672,43.80672,0.0,0.22111367690604963,0.5632510289829353,0.29495977191860073,0.34770656771227165,2.3791929164632912,0.33800380185105294,0.11481807881153216,0.268725616740856,0.7030600942521805,0.6644020595357035,0.2285085390892882,2.0062908365731627,0.27855352667382743,0.28532853285328535,0.5093995332717896,0.37419624530265316,0.2376616705752349,0.11389601892395189,0.0,0.0,,
35.0,0.6135237504366757,0.6051359584806331,43.80672,43.80672,0.0,0.2051529039518184,0.560548446257379,0.3207958390287403,0.32859572471098003,2.5654184155381348,0.3569316568504726,0.11481807881153216,0.288091321958315,0.7194310118451936,0.6644020595357035,0.2285085390892882,2.0062908365731627,0.27855352667382743,0.28532853285328535,0.5093995332717896,0.37419624530265316,0.2376616705752349,0.11389601892395189,0.0,0.0,,
36.0,0.5948321038908054,0.6571831011933356,43.80672,43.80672,0.0,0.21312706784618152,0.5881019066397796,0.315753886418606,0.3373426001169675,2.7458590452337868,0.37539966889019655,0.11481807881153216,0.3075889133504507,0.7326189503837031,0.6644020595357035,0.2285085390892882,2.0062908365731627,0.27855352667382743,0.28532853285328535,0.5093995332717896,0.37419624530265316,0.2376616705752349,0.11389601892395189,0.0,0.0,,
37.0,0.639645279723105,0.7103948075884798,47.45728,47.45728,0.9971592150692714,0.20558961168220274,0.5397766667106177,0.29598656715770927,0.32528726265292146,2.1909923339003816,0.3194496544370168,0.11481807881153216,0.24928213412546152,0.6869627599163524,0.663358961656355,0.22477373054326621,1.9734994485922033,0.27838479809976246,0.28276343335659454,0.5047521591186523,0.3747759783365171,0.23835509567287802,0.11389601892395189,0.00650089435879313,1.4072471573017538,0.004689090882674218,0.008116314364262786
38.0,0.6377817448087535,0.699274127939441,47.45728,47.45728,0.0,0.20377239078385384,0.5627720372233811,0.3099702034894515,0.32297192457732715,2.3899377066393948,0.3425021381183919,0.11481807881153216,0.2704910695154653,0.7070299444114332,0.663358961656355,0.22477373054326621,1.9734994485922033,0.27838479809976246,0.28276343335659454,0.5047521591186523,0.3747759783365171,0.23835509567287802,0.11389601892395189,0.0,0.0,,
39.0,0.6106990556613539,0.659567510076726,47.45728,47.45728,0.0,0.21392991552425897,0.5763618818713003,0.310940066017922,0.3429560964018618,2.5898369633825618,0.3626555449981884,0.11481807881153216,0.2915583758082157,0.721908553466546,0.663358961656355,0.22477373054326621,1.9734994485922033,0.27838479809976246,0.28276343335659454,0.5047521591186523,0.3747759783365171,0.23835509567287802,0.11389601892395189,0.0,0.0,,
40.0,0.590402870763016,0.7423281083707038,47.45728,47.45728,0.0,0.20886660483239244,0.5880471775056161,0.3249547824198709,0.33502978199867667,2.7468547125194855,0.37347982224349485,0.11481807881153216,0.3083281418419951,0.7359137072009625,0.663358961656355,0.22477373054326621,1.9734994485922033,0.27838479809976246,0.28276343335659454,0.5047521591186523,0.3747759783365171,0.23835509567287802,0.11389601892395189,0.0,0.0,,
41.0,0.6401206690677573,0.816671692155041,51.10784,51.10784,0.9971592150692714,0.21187272816193858,0.551280880860218,0.2964396150203203,0.3342296804737496,2.2256632388989344,0.32509759666380966,0.11481807881153216,0.2535686904339875,0.6899945769246193,0.6632054316637426,0.22656648804601548,1.989239748557791,0.2763587262293237,0.28329332015252084,0.5086231827735901,0.37423020192088746,0.23787177427963924,0.11389601892395189,0.00674750350470037,1.5384306355845183,0.004459406419741207,0.008823842219005345
42.0,0.6363185636809872,0.7825417886929951,51.10784,51.10784,0.0,0.20583952593815738,0.5709614460352429,0.3092876676443774,0.32855790460593154,2.454370373192525,0.34504674374870364,0.11481807881153216,0.2781339737201779,0.7106094285883835,0.6632054316637426,0.22656648804601548,1.989239748557791,0.2763587262293237,0.28329332015252084,0.5086231827735901,0.37423020192088746,0.23787177427963924,0.11389601892395189,0.0,0.0,,
43.0,0.6094435115220346,0.7270802598910661,51.10784,51.10784,0.0,0.20780454632567671,0.5834486159452275,0.3257993523573294,0.331525374054367,2.6322237160923967,0.3585481275581861,0.11481807881153216,0.29643463376425944,0.7247546858258369,0.6632054316637426,0.22656648804601548,1.989239748557791,0.2763587262293237,0.28329332015252084,0.5086231827735901,0.37423020192088746,0.23787177427963924,0.11389601892395189,0.0,0.0,,
44.0,0.5885741318218985,0.8138939546490336,51.10784,51.10784,0.0,0.21500763889511113,0.5797465015599067,0.3264835200662071,0.3434967455608443,2.7898201848927844,0.371676790762971,0.11481807881153216,0.3134605840125865,0.7389241629342347,0.6632054316637426,0.22656648804601548,1.989239748557791,0.2763587262293237,0.28329332015252084,0.5086231827735901,0.37423020192088746,0.23787177427963924,0.11389601892395189,0.0,0.0,,
45.0,0.634708432657154,0.8407675892799071,54.7584,54.7584,0.9971592150692714,0.21153895439252565,0.5556264089109255,0.29877119336752656,0.3349075494426729,2.2590278807807223,0.323004833485157,0.11481807881153216,0.25723626831010266,0.6904376993497932,0.6620551489170651,0.2281966557976593,2.0035525205672524,0.27564451212879365,0.28580162005196397,0.5118966698646545,0.37613024792425687,0.23931269475730937,0.11389601892395189,0.006446825934219068,1.5532659271266311,0.004415863022686799,0.008309151410298546
46.0,0.637308546208414,0.8423913318762228,54.7584,54.7584,0.0,0.22003424086905313,0.5911679091331835,0.30387582359993415,0.3479811193621513,2.4518541706889705,0.34775240731686546,0.11481807881153216,0.2772812389085655,0.7144220786369158,0.6620551489170651,0.2281966557976593,2.0035525205672524,0.27564451212879365,0.28580162005196397,0.5118966698646545,0.37613024792425687,0.23931269475730937,0.11389601892395189,0.0,0.0,,
47.0,0.6119025349071616,0.7438205221655626,54.7584,54.7584,0.0,0.1951185857837234,0.5773008265127451,0.3265602247927741,0.3113591774074489,2.6727273489740524,0.36346083456808026,0.11481807881153216,0.3003463984061059,0.7287562284660166,0.6620551489170651,0.2281966557976593,2.0035525205672524,0.27564451212879365,0.28580162005196397,0.5118966698646545,0.37613024792425687,0.23931269475730937,0.11389601892395189,0.0,0.0,,
48.0,0.5867842610539733,0.9238575919877154,54.7584,54.7584,0.0,0.19995131623707735,0.6048484383591562,0.3343411390001292,0.31653504266251076,2.799357588931549,0.3755141623679589,0.11481807881153216,0.3132556999435305,0.7418080515512364,0.6620551489170651,0.2281966557976593,2.0035525205672524,0.27564451212879365,0.28580162005196397,0.5118966698646545,0.37613024792425687,0.23931269475730937,0.11389601892395189,0.0,0.0,,
49.0,0.6407554151591449,0.8915564230639477,58.40896,58.40896,0.9971592150692714,0.20060600757822125,0.5816885299899032,0.29724797370479217,0.3147002061151028,2.2830836692081653,0.3261707189921282,0.11481807881153216,0.2601828309919222,0.6930064949190193,0.6614592758494485,0.22733267046420483,1.995966782789786,0.2747538757496888,0.28505747126436776,0.5116713643074036,0.3741582162313381,0.237781472016597,0.11389601892395189,0.005998320850913057,1.5269875898957253,0.0039989265820941505,0.007852165341284216
50.0,0.6363373371358018,1.061124238775523,58.40896,58.40896,0.0,0.1941944328490959,0.545413741088928,0.32065293146185686,0.3099019182092029,2.549057109256691,0.3488137248774571,0.11481807881153216,0.2885705779038673,0.7174057900707115,0.6614592758494485,0.22733267046420483,1.995966782789786,0.2747538757496888,0.28505747126436776,0.5116713643074036,0.3741582162313381,0.237781472016597,0.11389601892395189,0.0,0.0,,
51.0,0.6078048153818384,0.8723389401617749,58.40896,58.40896,0.0,0.19905628718806231,0.5690000165972858,0.327122022126533,0.31881350643041,2.7236121159612,0.3603491372412946,0.11481807881153216,0.3068094788381794,0.7317372021316126,0.6614592758494485,0.22733267046420483,1.995966782789786,0.2747538757496888,0.28505747126436776,0.5116713643074036,0.3741582162313381,0.237781472016597,0.11389601892395189,0.0,0.0,,
52.0,0.5850206013881714,0.9444938747002057,58.40896,58.40896,0.0,0.20894369465690782,0.6105434806407976,0.33163480550906627,0.3348009815188607,2.900581189619154,0.3819899833987033,0.11481807881153216,0.3256103290315844,0.7443738180198483,0.6614592758494485,0.22733267046420483,1.995966782789786,0.2747538757496888,0.28505747126436776,0.5116713643074036,0.3741582162313381,0.237781472016597,0.11389601892395189,0.0,0.0,,
53.0,0.6388569951035902,1.1202686850302768,62.05952,62.05952,0.9971592150692714,0.21266596366411258,0.5807770297154511,0.2951005260911128,0.33597058090357285,2.3022415332503887,0.3294361849828791,0.11481807881153216,0.26280422035557355,0.6960449877286786,0.6608612317266807,0.22835353743210823,2.004929931612266,0.277753009362461,0.2830239440408932,0.5064175128936768,0.3739682325728737,0.23775313633840542,0.11389601892395189,0.005705435180596326,1.5290305458474904,0.00377393977454945,0.007517131835731727
54.0,0.6375723302019756,0.9586626184514474,62.05952,62.05952,0.0,0.19546908197492405,0.5423859959883549,0.3244201056812326,0.313309839789125,2.513646550630626,0.3470879771990332,0.11481807881153216,0.28470020917406624,0.7196790651641831,0.6608612317266807,0.22835353743210823,2.004929931612266,0.277753009362461,0.2830239440408932,0.5064175128936768,0.3739682325728737,0.23775313633840542,0.11389601892395189,0.0,0.0,,
55.0,0.6080974483960417,0.8462925561209891,62.05952,62.05952,0.0,0.19535581236572594,0.5802646043951829,0.333262445416959,0.31295859467888465,2.7177106508063584,0.36642065811975466,0.11481807881153216,0.30709607279655393,0.7380031542012334,0.6608612317266807,0.22835353743210823,2.004929931612266,0.277753009362461,0.2830239440408932,0.5064175128936768,0.3739682325728737,0.23775313633840542,0.11389601892395189,0.0,0.0,,
56.0,0.5838881988095476,0.8852763267021535,62.05952,62.05952,0.0,0.20140623699021068,0.5884485025539006,0.3332611676921522,0.32248679082855336,2.9197900805574553,0.37775682225388396,0.11481807881153216,0.32797241718708514,0.749551333658944,0.6608612317266807,0.22835353743210823,2.004929931612266,0.277753009362461,0.2830239440408932,0.5064175128936768,0.3739682325728737,0.23775313633840542,0.11389601892395189,0.0,0.0,,
57.0,0.6462519205500298,1.1989195690746082,65.71008,65.71008,0.9971592150692714,0.2108155081270804,0.5683315127157496,0.2958837284384594,0.33202473277557437,2.330063720904968,0.3303306613445931,0.11481807881153216,0.2657362212212582,0.697443657184613,0.6598968189097548,0.22729327543351505,1.9956208968574947,0.2755864100136741,0.2816657027183343,0.5096893310546875,0.37516883967345027,0.23885002862889052,0.11389601892395189,0.005387682723084321,1.5188847082899883,0.003521074664307012,0.007157558753363483
58.0,0.6359664495848127,0.9772967932727058,65.71008,65.71008,0.0,0.2082785420285,0.5765056281223803,0.31146778031490274,0.330685766023832,2.5485797726464976,0.35026170100552856,0.11481807881153216,0.2891079503705943,0.7212314821351395,0.6598968189097548,0.22729327543351505,1.9956208968574947,0.2755864100136741,0.2816657027183343,0.5096893310546875,0.37516883967345027,0.23885002862889052,0.11389601892395189,0.0,0.0,,
59.0,0.6052667729177506,0.7703335347356861,65.71008,65.71008,0.0,0.20141043111314835,0.5672598615388164,0.32545727964093063,0.3226557559543971,2.69250634241061,0.3641746001198674,0.11481807881153216,0.303740035023001,0.7343643625335251,0.6598968189097548,0.22729327543351505,1.9956208968574947,0.2755864100136741,0.2816657027183343,0.5096893310546875,0.37516883967345027,0.23885002862889052,0.11389601892395189,0.0,0.0,,
60.0,0.5830376519037049,0.9319455710215298,65.71008,65.71008,0.0,0.19206340828617283,0.5974342487635187,0.34159450595931984,0.3101239222472731,2.9692509481567355,0.3787964835813891,0.11481807881153216,0.3336715736878282,0.7522137880377994,0.6598968189097548,0.22729327543351505,1.9956208968574947,0.2755864100136741,0.2816657027183343,0.5096893310546875,0.37516883967345027,0.23885002862889052,0.11389601892395189,0.0,0.0,,
