round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_prevalence,fed_ece,fed_f1_best,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.6391926791892757,0.9350137456910932,67.16416,67.16416,0.5412350858791136,0.2925989697585678,0.5496205329313419,0.25315297495062905,0.7009573973917935,0.11035568146049732,0.3492260616292621,0.32328478117463094,2.3371203256243804,0.21775735598218388,0.576186479130337,0.19500060150398346,1.7120932175354164,0.20532634193459362,0.2612015270243118,0.5233815908432007,0.40271017589850594,0.2613168986394994,0.11389601892395189,0.004202248801341614,0.7898860005661845,,0.004202248801341614
32.0,0.6157456218381411,0.7701646266970823,69.1456,69.1456,0.5412350858791136,0.3036783946245591,0.5618242407543014,0.26791399826589524,0.7142809491388142,0.11035568146049732,0.3305144334923117,0.33193881892691146,2.486221438463648,0.20332713681451012,0.5531020512882037,0.18502869263584706,1.6245404745831398,0.20444037537193865,0.24242424242424243,0.5301497578620911,0.4038828749893428,0.26259787029158754,0.11389601892395189,0.00420694351569508,0.8112117943819612,,0.00420694351569508
33.0,0.5988548552360131,0.9615705587603243,71.12704,71.12704,0.5412350858791136,0.3158522342869118,0.5664639449997596,0.28786702464480257,0.7239454359044906,0.11035568146049732,0.31739049544115283,0.3483159455013638,2.683859569522836,0.19588569098052952,0.5364075281851902,0.17468871287564025,1.53375609196911,0.20427836944546457,0.22222222222222224,0.5322970151901245,0.40411088006042484,0.26310622146062296,0.11389601892395189,0.004858855580832244,0.9646738881710917,,0.004858855580832244
34.0,0.5860186257775659,1.545190224487119,73.10848,73.10848,0.5412350858791136,0.31366732194805014,0.5931356024228066,0.3038707606506216,0.7339684309820729,0.11035568146049732,0.3248192206410024,0.36124872741073494,2.8427322901685645,0.2011468146186786,0.5342558493873032,0.17400030511877773,1.5277119144520523,0.203645564875123,0.22292561609767125,0.5322736501693726,0.40362349110716655,0.26276148583988373,0.11389601892395189,0.006000335873514382,1.2432024191366509,,0.006000335873514382
35.0,0.6417238984233853,1.0498687286590926,74.7776,74.7776,0.4559241291901578,0.2801627963961849,0.5552117443962747,0.24281118518080866,0.6889473959299677,0.11035568146049732,0.35025293198975527,0.31098705919967046,2.237614358955302,0.2196317577435664,0.5380297581635313,0.17646185321145388,1.5493241544226146,0.20396810680511773,0.2247191011235955,0.5305114388465881,0.40366980524660445,0.26272341553070805,0.11389601892395189,0.0071490158734370075,0.51321184867993,0.0071490158734370075,
36.0,0.6407156769049299,1.3079200497428316,76.75904,76.75904,0.5412350858791136,0.29579841875467006,0.568917597548407,0.2603889260994976,0.7047783764313482,0.11035568146049732,0.3416067257437938,0.3257851668214405,2.4061977446249982,0.21220190726899385,0.5370874449311234,0.1763014514852522,1.5479158371897817,0.20320455925631803,0.22467694872863694,0.5306354761123657,0.40394103051287894,0.26291957488741197,0.11389601892395189,0.00423711810361726,0.9115665622521192,,0.00423711810361726
37.0,0.6164571036285229,1.2777306860170727,78.74048,78.74048,0.5412350858791136,0.30584887580108455,0.5526218899098589,0.2777356375069637,0.7166161127531651,0.11035568146049732,0.33025094675926775,0.33918071957963836,2.5839165665180954,0.20365385495267677,0.5281534274886905,0.17068249145681438,1.4985817157558308,0.20279392462028878,0.21386908619572262,0.5294883251190186,0.4025855191842054,0.2620426900063797,0.11389601892395189,0.004045539989059571,0.8958702231757343,,0.004045539989059571
38.0,0.59773840064681,0.9735282953154606,80.72192,80.72192,0.5412350858791136,0.31528021530414424,0.56863615907398,0.2948829176784987,0.727218235238242,0.11035568146049732,0.31760883119897104,0.351261310862146,2.748942098773022,0.19540947600625072,0.5225453786920048,0.1657928278024857,1.4556507713687972,0.20384155868026835,0.2046112115732369,0.4875914752483368,0.4077522808967045,0.2662745484660742,0.11389601892395189,0.00434406206585017,0.9929047782206908,,0.00434406206585017
39.0,0.5811024625793512,1.2676525568621329,82.70336,82.70336,0.5412350858791136,0.3156230279177995,0.6057186802228293,0.3102367679910215,0.7390932938740912,0.11035568146049732,0.338990680682725,0.36377331968510923,2.8973566576106276,0.20925290979692432,0.5296008812526201,0.16697163718960745,1.4660006448609413,0.2040779090452949,0.20478943022295623,0.5436705946922302,0.4115810903786977,0.26929374618289487,0.11389601892395189,0.004607552335569854,1.0866350271971896,,0.004607552335569854
40.0,0.6500263489793305,1.516194348183131,86.35392,86.35392,0.9971592150692714,0.2842132109531882,0.5394265464746543,0.24475492087796463,0.6903718317933158,0.11035568146049732,0.3419221601704869,0.31127160308302393,2.236549299269764,0.21373509359135448,0.532849344484408,0.17166283300617624,1.5071890539106123,0.20288238028823802,0.21467505241090146,0.5330220460891724,0.4051596308844673,0.2640037289364174,0.11389601892395189,0.004258079774901903,1.356843376881443,0.006306520465433127,0.0036056631656380947
