round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_ece,fed_auroc,fed_f1,fed_f1_best,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.7590456782868695,24.52812548009316,22.88656,22.88656,1.0,0.5114139724198024,0.11312559017941454,1.9166320501824416,0.3537288530380575,0.6483770583611898,0.2643706743571214,0.2822451426981553,0.21556665885303364,0.2253123325463506,0.6579538625932418,0.20850700940928626,1.8306786433730042,0.2703176341730559,0.2771017699115045,0.5373170971870422,0.35333473968577267,0.22544544698770552,0.11389601892395189,0.005754241873321163,6.900827880872157,0.012379477401354606,0.005504954657910661,0.007554889188998268
2.0,0.6581440470646409,5.344902872888758,45.77312,45.77312,1.0,0.5286390311600916,0.11312559017941454,1.9869844501248037,0.35844220254812975,0.6537906617394766,0.262818296866461,0.28698678186637283,0.22434510548863693,0.22995767596741226,0.6628195234732224,0.2143883675681094,1.8823166041585353,0.2729647821088933,0.284124946512623,0.5504080057144165,0.3582242053393792,0.230119359675898,0.11389601892395189,0.0020995641238541053,2.5398792076265977,0.0088829851050322,0.001835337926192212,0.004983778393568807
3.0,0.6468720864024191,3.727513692632855,68.65968,68.65968,1.0,0.5031201758660871,0.11312559017941454,1.9776110283233952,0.33480091050787847,0.6555320915796448,0.2642192076395389,0.2853078510702575,0.2233116560959749,0.2130296370951737,0.6597352321691239,0.2153912525394041,1.8911218721632435,0.2774139778545065,0.27924960618645284,0.529051661491394,0.33419250109858206,0.2131974101335666,0.11389601892395189,0.001357353727796461,1.65879967082833,0.006670563900692997,0.0011366858510779001,0.0032441229867341674
4.0,0.646007208282044,3.1510365915739014,91.54624,91.54624,1.0,0.4860340538454911,0.11312559017941454,2.0212672658625865,0.31891617790722876,0.657259737681685,0.26474385386026394,0.28923588449864973,0.22824860214220907,0.20434113541772134,0.6622359739672165,0.21876554593156455,1.9207479593964896,0.282712511938873,0.28363536518396487,0.5008755922317505,0.318439302041754,0.2046900361545298,0.11389601892395189,0.0011673285199029922,1.441866153424371,0.005538737157897992,0.000972030668924196,0.0023661778958127444
5.0,0.6430572426879629,2.6579906123894426,114.4328,114.4328,1.0,0.5080393371339635,0.11312559017941454,2.0138126267339875,0.32978804567380277,0.6579084479096367,0.2652239551202093,0.29041371066318233,0.22819074612840862,0.20865189392143374,0.6612523981374807,0.219376122577661,1.9261087845760259,0.28055698813821556,0.28151260504201675,0.502945601940155,0.32917703698494283,0.20896785856565653,0.11389601892395189,0.0012627241372128119,1.5760811057115234,0.005009260821128278,0.001081476591200362,0.002495728854538237
6.0,0.6454054290604406,2.5276789636308976,137.31936,137.31936,1.0,0.4978494656097225,0.11312559017941454,2.0449829001826996,0.3192731781888766,0.659683984252979,0.2703764213158263,0.29168974835682254,0.231625530716934,0.2040156891799848,0.6636200780987521,0.2202108063462272,1.933437256426508,0.2833885209713024,0.2857142857142857,0.49713507294654846,0.31892641352397616,0.20459382498161502,0.11389601892395189,0.001276203497499556,1.6124596131949147,0.004233563992408886,0.0011206184524744681,0.002551209963823679
7.0,0.6503365757658776,2.383074626595328,160.20592,160.20592,1.0,0.5055389980962902,0.11312559017941454,2.0352390854454407,0.32759851907591875,0.6603236252476266,0.2679920168129122,0.2927654289934723,0.23115568834543496,0.20594977560095323,0.6632588546798086,0.2185178756521534,1.9185734296653272,0.28459140804987126,0.2850924918389554,0.5003179907798767,0.32725381990990765,0.2068312086884324,0.11389601892395189,0.0013897984103623273,1.7795401175358165,0.004420945864913866,0.0012175401821010279,0.0028542078211285338
8.0,0.6423989728740923,2.0101716076035654,183.09248,183.09248,1.0,0.4921351008476009,0.11312559017941454,2.0707088808738647,0.3349838271657362,0.6609234123788292,0.269822345606808,0.2943691266786321,0.2343571600118037,0.21031106446186745,0.6633218529275537,0.21911407172896208,1.9238079943361677,0.2849426063470628,0.28622883899627805,0.48443296551704407,0.33474678257414164,0.21119944035571694,0.11389601892395189,0.0013742195744655984,1.786638784160914,0.004020401025098892,0.0012112203835744492,0.0033543840403267087
9.0,0.6512273605928467,1.9562357416788227,205.97904,205.97904,1.0,0.5412440963837574,0.11312559017941454,2.073823281413444,0.3379980251526059,0.6627751277530762,0.2706710806001391,0.2950586725764908,0.23495263317715906,0.21405619288988756,0.6633809608452588,0.22085838050256504,1.939122917457121,0.2824675324675325,0.28527763627101377,0.5117523670196533,0.33738552823695006,0.21486574338560796,0.11389601892395189,0.0014247119877608826,1.8816662676094893,0.0035641065851025446,0.0012824818340442018,0.003675908053983784
10.0,0.643433877264245,1.6801115619336564,228.8656,228.8656,1.0,0.4971948092956381,0.11312559017941454,2.0734390053950618,0.302034098598467,0.6645841885258644,0.2719423140762267,0.29460081615160366,0.2350386640739287,0.1918094348828246,0.6617189993027023,0.22059814104521508,1.9368380311212454,0.2718942466576536,0.2817308956990661,0.4792664349079132,0.30102848619443134,0.19279580638016258,0.11389601892395189,0.001498996116307897,2.0115111861073274,0.003322008923859185,0.0013679972644653935,0.0036176438624170126
