round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_auroc,fed_prevalence,fed_f1_best,fed_auprc_lift,fed_f1,fed_brier,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
29.0,0.6490588573172625,3.0493364596245423,61.53216,61.53216,0.5412350858791136,0.24239713062310797,0.34979254545171223,0.6849829649493195,0.11404833836858005,0.3114092405984742,2.1449661097494004,0.29224134703912535,0.2194493022145967,0.5246399682697962,0.517913212911137,0.12816009768961512,1.1252377291184104,0.19275774826059455,0.2069888475836431,0.4098825752735138,0.39164587911736826,0.2588515545792862,0.11389601892395189,0.0006394566470877714,1.0352574230637401,,0.0006394566470877714
30.0,0.6701453442672,3.496188237151266,65.18272,65.18272,0.9971592150692714,0.2117113786237679,0.32040842492714866,0.6530918814123715,0.11404833836858005,0.28298494443595285,1.873752928994311,0.2565592552493838,0.20271231745458873,0.4912738227805972,0.560476422868133,0.14683966768859197,1.289243198101915,0.20241330579410804,0.21719094369865757,0.4367538392543793,0.3511948079017767,0.22795729931205352,0.11389601892395189,0.0009081137792558881,1.851135664852336,0.0015737889141417046,0.0007663689634526918
31.0,0.6736239167168903,4.789081417564874,67.16416,67.16416,0.5412350858791136,0.22376386968102638,0.34863243745860323,0.6622817935189639,0.11404833836858005,0.2924405111995672,1.9780415700764489,0.26890171597287665,0.21929517404940044,0.5069074054180165,0.5701007605519931,0.1596313766983431,1.4015536118512502,0.2035142932074482,0.2189396261109408,0.41526710987091064,0.34294607936046023,0.22049138470429133,0.11389601892395189,0.0006800927135627092,1.1857674394268543,,0.0006800927135627092
32.0,0.6650890522109382,4.116814488700615,69.1456,69.1456,0.5412350858791136,0.22958139024502708,0.350099498001823,0.6654010358099878,0.11404833836858005,0.29861924041993754,2.031173235587179,0.27790129365225763,0.21999383964004748,0.5276425917223021,0.6106319130851076,0.18213334734681105,1.5991195220653065,0.22750997850782928,0.23712528823981555,0.4581907093524933,0.3204789678254217,0.20447679037239394,0.11389601892395189,0.0006217663747518504,1.121105071157217,,0.0006217663747518504
33.0,0.6670984030385485,5.171544216502826,71.12704,71.12704,0.5412350858791136,0.2379261711538049,0.34938876831262533,0.6749565885285659,0.11404833836858005,0.3033438553537165,2.09673591218546,0.2836680035013428,0.21945080076726958,0.5255311335693043,0.5562290609260321,0.1471858917426062,1.2922830238770848,0.1936002142187709,0.2143106457242583,0.43929341435432434,0.3411901793180412,0.21986326709119838,0.11389601892395189,0.0005234705962150335,0.9717417884385213,,0.0005234705962150335
34.0,0.652467873132789,3.3044172655325377,73.10848,73.10848,0.5412350858791136,0.2423633485538205,0.3500226601542791,0.6822602159323562,0.11404833836858005,0.3053086048271584,2.1434944702466767,0.28623276211150084,0.2192203785541704,0.5358042712496875,0.5461036612824667,0.15145756656594958,1.329788064559811,0.19535175879396985,0.21060549078600976,0.40558233857154846,0.36326307766043886,0.23609002600191423,0.11389601892395189,0.0005534611980615781,1.05871415999718,,0.0005534611980615781
35.0,0.6763153800480574,4.3035547756488794,74.7776,74.7776,0.4559241291901578,0.216706146967554,0.3586224913620554,0.6537455401529078,0.11404833836858005,0.28959284851990863,1.9072447394563115,0.2708653936235908,0.226212710320099,0.5094853897240437,0.5686075640364638,0.1558193509650908,1.3680842617434332,0.204683434518647,0.21898314451505943,0.4352079927921295,0.342490025688141,0.22135469898031232,0.11389601892395189,0.0012978546182057123,0.5300453724339604,0.0012978546182057123,
36.0,0.6680237674123426,4.063374744808286,76.75904,76.75904,0.5412350858791136,0.22240748042202385,0.34256325075627947,0.6602601647023055,0.11404833836858005,0.28654588046529456,1.9597726631527068,0.2627853969091049,0.2147864523069549,0.5059123100133281,0.5077684118151783,0.11358129311241541,0.9972367268451532,0.17026540710751237,0.2078397380333237,0.33161264657974243,0.3517810747277138,0.23210983996256238,0.11389601892395189,0.0005531367333291589,1.094866344006732,,0.0005531367333291589
37.0,0.6575443140397474,3.4218388578877574,78.74048,78.74048,0.5412350858791136,0.23065040263565195,0.351626501854299,0.6679878529514733,0.11404833836858005,0.30166455861443525,2.0347167896286353,0.27815090742227383,0.22082635690333097,0.5312077184128017,0.5458789382501215,0.13673089183009063,1.2004887714414807,0.19763583575279967,0.21314847261369693,0.4675714373588562,0.359765223878275,0.23483530805555314,0.11389601892395189,0.000502752243646231,1.027975023840554,,0.000502752243646231
38.0,0.6574501977930299,3.730302140581987,80.72192,80.72192,0.5412350858791136,0.23859131366121836,0.34437515481008435,0.6761194871623432,0.11404833836858005,0.3082221424765601,2.1037858301804415,0.279685049294519,0.2148903256600982,0.5201529131063674,0.5713928144550006,0.149627450391288,1.3137197577660191,0.21409620486792016,0.22079246763436644,0.4611988067626953,0.34673116666884635,0.2246080958049648,0.11389601892395189,0.0004746668613250936,0.9977906283456832,,0.0004746668613250936
